                       	strtok
Length    8/2, alignment  3/15, fail:	11.3892
Length    8/2, alignment  9/ 0, found:	10.5869
Length    8/2, alignment  9/ 0, fail:	11.668
Length    8/2, alignment  9/ 3, found:	11.394
Length    8/2, alignment  9/ 3, fail:	12.7534
Length    8/2, alignment  9/ 9, found:	11.4189
Length    8/2, alignment  9/ 9, fail:	12.7339
Length    8/2, alignment  9/15, found:	14.3232
Length    8/2, alignment  9/15, fail:	13.0273
Length    8/2, alignment 15/ 0, found:	11.9663
Length    8/2, alignment 15/ 0, fail:	12.2109
Length    8/2, alignment 15/ 3, found:	12.7534
Length    8/2, alignment 15/ 3, fail:	13.0225
Length    8/2, alignment 15/ 9, found:	12.7388
Length    8/2, alignment 15/ 9, fail:	12.7344
Length    8/2, alignment 15/15, found:	13.0615
Length    8/2, alignment 15/15, fail:	13.3013
Length   10/2, alignment  0/ 0, found:	11.1543
Length   10/2, alignment  0/ 0, fail:	10.5869
Length   10/2, alignment  0/ 3, found:	11.6973
Length   10/2, alignment  0/ 3, fail:	11.3892
Length   10/2, alignment  0/ 9, found:	11.6582
Length   10/2, alignment  0/ 9, fail:	11.3789
Length   10/2, alignment  0/15, found:	12.2251
Length   10/2, alignment  0/15, fail:	11.668
Length   10/2, alignment  3/ 0, found:	10.6113
Length   10/2, alignment  3/ 0, fail:	10.5825
Length   10/2, alignment  3/ 3, found:	11.6826
Length   10/2, alignment  3/ 3, fail:	11.6577
Length   10/2, alignment  3/ 9, found:	11.6729
Length   10/2, alignment  3/ 9, fail:	11.6631
Length   10/2, alignment  3/15, found:	11.4331
Length   10/2, alignment  3/15, fail:	11.3892
Length   10/2, alignment  9/ 0, found:	10.6064
Length   10/2, alignment  9/ 0, fail:	11.6582
Length   10/2, alignment  9/ 3, found:	11.4087
Length   10/2, alignment  9/ 3, fail:	12.7534
Length   10/2, alignment  9/ 9, found:	11.3989
Length   10/2, alignment  9/ 9, fail:	12.7437
Length   10/2, alignment  9/15, found:	11.4136
Length   10/2, alignment  9/15, fail:	13.0176
Length   10/2, alignment 15/ 0, found:	11.6924
Length   10/2, alignment 15/ 0, fail:	12.4941
Length   10/2, alignment 15/ 3, found:	18.7241
Length   10/2, alignment 15/ 3, fail:	13.3013
Length   10/2, alignment 15/ 9, found:	13.0176
Length   10/2, alignment 15/ 9, fail:	12.7388
Length   10/2, alignment 15/15, found:	12.7681
Length   10/2, alignment 15/15, fail:	13.2964
Length   12/2, alignment  0/ 0, found:	11.6626
Length   12/2, alignment  0/ 0, fail:	11.3892
Length   12/2, alignment  0/ 3, found:	11.6631
Length   12/2, alignment  0/ 3, fail:	11.3892
Length   12/2, alignment  0/ 9, found:	11.6631
Length   12/2, alignment  0/ 9, fail:	11.3794
Length   12/2, alignment  0/15, found:	12.2202
Length   12/2, alignment  0/15, fail:	11.6582
Length   12/2, alignment  3/ 0, found:	11.125
Length   12/2, alignment  3/ 0, fail:	11.1201
Length   12/2, alignment  3/ 3, found:	11.6826
Length   12/2, alignment  3/ 3, fail:	11.6631
Length   12/2, alignment  3/ 9, found:	11.668
Length   12/2, alignment  3/ 9, fail:	11.6533
Length   12/2, alignment  3/15, found:	11.6729
Length   12/2, alignment  3/15, fail:	11.9272
Length   12/2, alignment  9/ 0, found:	11.1499
Length   12/2, alignment  9/ 0, fail:	12.4746
Length   12/2, alignment  9/ 3, found:	11.6924
Length   12/2, alignment  9/ 3, fail:	13.0127
Length   12/2, alignment  9/ 9, found:	11.6675
Length   12/2, alignment  9/ 9, fail:	13.0127
Length   12/2, alignment  9/15, found:	11.6826
Length   12/2, alignment  9/15, fail:	13.1694
Length   12/2, alignment 15/ 0, found:	12.2056
Length   12/2, alignment 15/ 0, fail:	13.0176
Length   12/2, alignment 15/ 3, found:	12.7539
Length   12/2, alignment 15/ 3, fail:	12.7534
Length   12/2, alignment 15/ 9, found:	12.749
Length   12/2, alignment 15/ 9, fail:	12.7339
Length   12/2, alignment 15/15, found:	12.7729
Length   12/2, alignment 15/15, fail:	13.5747
Length   14/2, alignment  0/ 0, found:	11.6631
Length   14/2, alignment  0/ 0, fail:	11.3794
Length   14/2, alignment  0/ 3, found:	11.3892
Length   14/2, alignment  0/ 3, fail:	11.3794
Length   14/2, alignment  0/ 9, found:	11.394
Length   14/2, alignment  0/ 9, fail:	11.3843
Length   14/2, alignment  0/15, found:	12.2251
Length   14/2, alignment  0/15, fail:	11.3843
Length   14/2, alignment  3/ 0, found:	10.8711
Length   14/2, alignment  3/ 0, fail:	12.2012
Length   14/2, alignment  3/ 3, found:	11.4185
Length   14/2, alignment  3/ 3, fail:	12.749
Length   14/2, alignment  3/ 9, found:	11.3989
Length   14/2, alignment  3/ 9, fail:	12.7441
Length   14/2, alignment  3/15, found:	11.4185
Length   14/2, alignment  3/15, fail:	12.7441
Length   14/2, alignment  9/ 0, found:	10.8613
Length   14/2, alignment  9/ 0, fail:	12.2007
Length   14/2, alignment  9/ 3, found:	11.6675
Length   14/2, alignment  9/ 3, fail:	12.7388
Length   14/2, alignment  9/ 9, found:	11.6582
Length   14/2, alignment  9/ 9, fail:	12.7339
Length   14/2, alignment  9/15, found:	11.4136
Length   14/2, alignment  9/15, fail:	12.7437
Length   14/2, alignment 15/ 0, found:	11.9321
Length   14/2, alignment 15/ 0, fail:	12.7534
Length   14/2, alignment 15/ 3, found:	12.7485
Length   14/2, alignment 15/ 3, fail:	13.0127
Length   14/2, alignment 15/ 9, found:	12.7485
Length   14/2, alignment 15/ 9, fail:	12.7339
Length   14/2, alignment 15/15, found:	12.7539
Length   14/2, alignment 15/15, fail:	13.5605
Length   16/2, alignment  0/ 0, found:	13.9517
Length   16/2, alignment  0/ 0, fail:	12.4941
Length   16/2, alignment  0/ 3, found:	11.4185
Length   16/2, alignment  0/ 3, fail:	12.4844
Length   16/2, alignment  0/ 9, found:	11.394
Length   16/2, alignment  0/ 9, fail:	12.4653
Length   16/2, alignment  0/15, found:	12.2256
Length   16/2, alignment  0/15, fail:	13.0371
Length   16/2, alignment  3/ 0, found:	10.856
Length   16/2, alignment  3/ 0, fail:	12.48
Length   16/2, alignment  3/ 3, found:	11.6826
Length   16/2, alignment  3/ 3, fail:	12.749
Length   16/2, alignment  3/ 9, found:	11.668
Length   16/2, alignment  3/ 9, fail:	12.7388
Length   16/2, alignment  3/15, found:	11.6777
Length   16/2, alignment  3/15, fail:	13.0371
Length   16/2, alignment  9/ 0, found:	12.2061
Length   16/2, alignment  9/ 0, fail:	12.7437
Length   16/2, alignment  9/ 3, found:	12.7485
Length   16/2, alignment  9/ 3, fail:	12.7339
Length   16/2, alignment  9/ 9, found:	12.7485
Length   16/2, alignment  9/ 9, fail:	12.7339
Length   16/2, alignment  9/15, found:	12.7583
Length   16/2, alignment  9/15, fail:	13.0078
Length   16/2, alignment 15/ 0, found:	12.2007
Length   16/2, alignment 15/ 0, fail:	13.0127
Length   16/2, alignment 15/ 3, found:	12.7485
Length   16/2, alignment 15/ 3, fail:	13.0127
Length   16/2, alignment 15/ 9, found:	12.7437
Length   16/2, alignment 15/ 9, fail:	13.0122
Length   16/2, alignment 15/15, found:	12.7485
Length   16/2, alignment 15/15, fail:	13.2866
Length   18/2, alignment  0/ 0, found:	11.6968
Length   18/2, alignment  0/ 0, fail:	12.7681
Length   18/2, alignment  0/ 3, found:	11.4136
Length   18/2, alignment  0/ 3, fail:	15.2866
Length   18/2, alignment  0/ 9, found:	11.394
Length   18/2, alignment  0/ 9, fail:	12.4795
Length   18/2, alignment  0/15, found:	12.2202
Length   18/2, alignment  0/15, fail:	13.042
Length   18/2, alignment  3/ 0, found:	11.1304
Length   18/2, alignment  3/ 0, fail:	12.2207
Length   18/2, alignment  3/ 3, found:	11.6729
Length   18/2, alignment  3/ 3, fail:	12.7583
Length   18/2, alignment  3/ 9, found:	11.668
Length   18/2, alignment  3/ 9, fail:	12.7437
Length   18/2, alignment  3/15, found:	11.6675
Length   18/2, alignment  3/15, fail:	12.7583
Length   18/2, alignment  9/ 0, found:	12.2158
Length   18/2, alignment  9/ 0, fail:	12.1963
Length   18/2, alignment  9/ 3, found:	12.7534
Length   18/2, alignment  9/ 3, fail:	12.7437
Length   18/2, alignment  9/ 9, found:	12.7485
Length   18/2, alignment  9/ 9, fail:	12.7485
Length   18/2, alignment  9/15, found:	12.7534
Length   18/2, alignment  9/15, fail:	12.7388
Length   18/2, alignment 15/ 0, found:	12.2207
Length   18/2, alignment 15/ 0, fail:	12.7632
Length   18/2, alignment 15/ 3, found:	12.7632
Length   18/2, alignment 15/ 3, fail:	13.0273
Length   18/2, alignment 15/ 9, found:	12.7388
Length   18/2, alignment 15/ 9, fail:	13.0078
Length   18/2, alignment 15/15, found:	12.7637
Length   18/2, alignment 15/15, fail:	13.3062
Length   20/2, alignment  0/ 0, found:	11.6973
Length   20/2, alignment  0/ 0, fail:	12.2251
Length   20/2, alignment  0/ 3, found:	11.4136
Length   20/2, alignment  0/ 3, fail:	12.4795
Length   20/2, alignment  0/ 9, found:	11.394
Length   20/2, alignment  0/ 9, fail:	12.4648
Length   20/2, alignment  0/15, found:	14.6753
Length   20/2, alignment  0/15, fail:	12.7583
Length   20/2, alignment  3/ 0, found:	10.5923
Length   20/2, alignment  3/ 0, fail:	11.6631
Length   20/2, alignment  3/ 3, found:	11.6729
Length   20/2, alignment  3/ 3, fail:	12.7437
Length   20/2, alignment  3/ 9, found:	11.6675
Length   20/2, alignment  3/ 9, fail:	12.7388
Length   20/2, alignment  3/15, found:	11.6777
Length   20/2, alignment  3/15, fail:	12.7534
Length   20/2, alignment  9/ 0, found:	11.6729
Length   20/2, alignment  9/ 0, fail:	11.6577
Length   20/2, alignment  9/ 3, found:	12.7632
Length   20/2, alignment  9/ 3, fail:	12.7388
Length   20/2, alignment  9/ 9, found:	12.7437
Length   20/2, alignment  9/ 9, fail:	12.7388
Length   20/2, alignment  9/15, found:	12.7539
Length   20/2, alignment  9/15, fail:	12.7437
Length   20/2, alignment 15/ 0, found:	11.6826
Length   20/2, alignment 15/ 0, fail:	12.4746
Length   20/2, alignment 15/ 3, found:	12.7681
Length   20/2, alignment 15/ 3, fail:	12.7485
Length   20/2, alignment 15/ 9, found:	12.7485
Length   20/2, alignment 15/ 9, fail:	12.7437
Length   20/2, alignment 15/15, found:	12.7681
Length   20/2, alignment 15/15, fail:	13.3013
Length   22/2, alignment  0/ 0, found:	11.1543
Length   22/2, alignment  0/ 0, fail:	11.668
Length   22/2, alignment  0/ 3, found:	11.4136
Length   22/2, alignment  0/ 3, fail:	12.4697
Length   22/2, alignment  0/ 9, found:	11.3892
Length   22/2, alignment  0/ 9, fail:	12.4697
Length   22/2, alignment  0/15, found:	12.2251
Length   22/2, alignment  0/15, fail:	12.749
Length   22/2, alignment  3/ 0, found:	11.6729
Length   22/2, alignment  3/ 0, fail:	11.6582
Length   22/2, alignment  3/ 3, found:	13.0225
Length   22/2, alignment  3/ 3, fail:	12.7388
Length   22/2, alignment  3/ 9, found:	12.7388
Length   22/2, alignment  3/ 9, fail:	12.7388
Length   22/2, alignment  3/15, found:	12.7534
Length   22/2, alignment  3/15, fail:	12.7437
Length   22/2, alignment  9/ 0, found:	12.48
Length   22/2, alignment  9/ 0, fail:	12.4697
Length   22/2, alignment  9/ 3, found:	12.7485
Length   22/2, alignment  9/ 3, fail:	12.749
Length   22/2, alignment  9/ 9, found:	12.7485
Length   22/2, alignment  9/ 9, fail:	12.7388
Length   22/2, alignment  9/15, found:	13.0225
Length   22/2, alignment  9/15, fail:	13.0127
Length   22/2, alignment 15/ 0, found:	12.4844
Length   22/2, alignment 15/ 0, fail:	13.0127
Length   22/2, alignment 15/ 3, found:	12.7632
Length   22/2, alignment 15/ 3, fail:	12.7388
Length   22/2, alignment 15/ 9, found:	12.7388
Length   22/2, alignment 15/ 9, fail:	12.7388
Length   22/2, alignment 15/15, found:	13.042
Length   22/2, alignment 15/15, fail:	13.5601
Length   24/2, alignment  0/ 0, found:	12.7876
Length   24/2, alignment  0/ 0, fail:	12.2251
Length   24/2, alignment  0/ 3, found:	12.2349
Length   24/2, alignment  0/ 3, fail:	12.4844
Length   24/2, alignment  0/ 9, found:	12.2158
Length   24/2, alignment  0/ 9, fail:	12.4653
Length   24/2, alignment  0/15, found:	13.0566
Length   24/2, alignment  0/15, fail:	13.0376
Length   24/2, alignment  3/ 0, found:	12.4844
Length   24/2, alignment  3/ 0, fail:	12.4844
Length   24/2, alignment  3/ 3, found:	12.7534
Length   24/2, alignment  3/ 3, fail:	12.7534
Length   24/2, alignment  3/ 9, found:	15.9028
Length   24/2, alignment  3/ 9, fail:	12.7339
Length   24/2, alignment  3/15, found:	12.7485
Length   24/2, alignment  3/15, fail:	12.7632
Length   24/2, alignment  9/ 0, found:	12.2153
Length   24/2, alignment  9/ 0, fail:	12.2153
Length   24/2, alignment  9/ 3, found:	12.7583
Length   24/2, alignment  9/ 3, fail:	12.7637
Length   24/2, alignment  9/ 9, found:	12.7534
Length   24/2, alignment  9/ 9, fail:	12.7344
Length   24/2, alignment  9/15, found:	12.7632
Length   24/2, alignment  9/15, fail:	12.7539
Length   24/2, alignment 15/ 0, found:	12.2109
Length   24/2, alignment 15/ 0, fail:	12.7681
Length   24/2, alignment 15/ 3, found:	12.7583
Length   24/2, alignment 15/ 3, fail:	13.0273
Length   24/2, alignment 15/ 9, found:	12.7388
Length   24/2, alignment 15/ 9, fail:	13.0176
Length   24/2, alignment 15/15, found:	12.7686
Length   24/2, alignment 15/15, fail:	13.3062
Length   26/2, alignment  0/ 0, found:	12.2305
Length   26/2, alignment  0/ 0, fail:	12.4795
Length   26/2, alignment  0/ 3, found:	12.5093
Length   26/2, alignment  0/ 3, fail:	12.4751
Length   26/2, alignment  0/ 9, found:	12.2104
Length   26/2, alignment  0/ 9, fail:	12.4746
Length   26/2, alignment  0/15, found:	13.3057
Length   26/2, alignment  0/15, fail:	12.7485
Length   26/2, alignment  3/ 0, found:	12.2061
Length   26/2, alignment  3/ 0, fail:	12.2109
Length   26/2, alignment  3/ 3, found:	12.7681
Length   26/2, alignment  3/ 3, fail:	12.7534
Length   26/2, alignment  3/ 9, found:	12.7534
Length   26/2, alignment  3/ 9, fail:	12.7534
Length   26/2, alignment  3/15, found:	15.5508
Length   26/2, alignment  3/15, fail:	13.3008
Length   26/2, alignment  9/ 0, found:	11.668
Length   26/2, alignment  9/ 0, fail:	11.937
Length   26/2, alignment  9/ 3, found:	12.7588
Length   26/2, alignment  9/ 3, fail:	12.7485
Length   26/2, alignment  9/ 9, found:	12.7534
Length   26/2, alignment  9/ 9, fail:	12.7485
Length   26/2, alignment  9/15, found:	12.7534
Length   26/2, alignment  9/15, fail:	12.7583
Length   26/2, alignment 15/ 0, found:	13.0713
Length   26/2, alignment 15/ 0, fail:	12.7637
Length   26/2, alignment 15/ 3, found:	13.8784
Length   26/2, alignment 15/ 3, fail:	13.0225
Length   26/2, alignment 15/ 9, found:	13.8394
Length   26/2, alignment 15/ 9, fail:	12.7388
Length   26/2, alignment 15/15, found:	13.8682
Length   26/2, alignment 15/15, fail:	13.2866
Length   28/2, alignment  0/ 0, found:	12.4941
Length   28/2, alignment  0/ 0, fail:	11.9268
Length   28/2, alignment  0/ 3, found:	12.7534
Length   28/2, alignment  0/ 3, fail:	12.4849
Length   28/2, alignment  0/ 9, found:	12.7437
Length   28/2, alignment  0/ 9, fail:	12.4697
Length   28/2, alignment  0/15, found:	13.2866
Length   28/2, alignment  0/15, fail:	12.7681
Length   28/2, alignment  3/ 0, found:	11.9321
Length   28/2, alignment  3/ 0, fail:	12.2061
Length   28/2, alignment  3/ 3, found:	12.7437
Length   28/2, alignment  3/ 3, fail:	12.7485
Length   28/2, alignment  3/ 9, found:	12.7437
Length   28/2, alignment  3/ 9, fail:	12.7388
Length   28/2, alignment  3/15, found:	13.0176
Length   28/2, alignment  3/15, fail:	13.0225
Length   28/2, alignment  9/ 0, found:	14.1909
Length   28/2, alignment  9/ 0, fail:	11.937
Length   28/2, alignment  9/ 3, found:	12.7539
Length   28/2, alignment  9/ 3, fail:	12.749
Length   28/2, alignment  9/ 9, found:	12.7583
Length   28/2, alignment  9/ 9, fail:	12.7393
Length   28/2, alignment  9/15, found:	12.7485
Length   28/2, alignment  9/15, fail:	12.749
Length   28/2, alignment 15/ 0, found:	13.3062
Length   28/2, alignment 15/ 0, fail:	12.7583
Length   28/2, alignment 15/ 3, found:	13.2964
Length   28/2, alignment 15/ 3, fail:	12.7485
Length   28/2, alignment 15/ 9, found:	13.2866
Length   28/2, alignment 15/ 9, fail:	12.7339
Length   28/2, alignment 15/15, found:	13.8394
Length   28/2, alignment 15/15, fail:	13.2915
Length   30/2, alignment  0/ 0, found:	12.7437
Length   30/2, alignment  0/ 0, fail:	12.4795
Length   30/2, alignment  0/ 3, found:	12.7534
Length   30/2, alignment  0/ 3, fail:	12.4795
Length   30/2, alignment  0/ 9, found:	12.4697
Length   30/2, alignment  0/ 9, fail:	12.4653
Length   30/2, alignment  0/15, found:	13.5605
Length   30/2, alignment  0/15, fail:	12.7388
Length   30/2, alignment  3/ 0, found:	12.2153
Length   30/2, alignment  3/ 0, fail:	12.2153
Length   30/2, alignment  3/ 3, found:	12.7588
Length   30/2, alignment  3/ 3, fail:	12.7534
Length   30/2, alignment  3/ 9, found:	12.7588
Length   30/2, alignment  3/ 9, fail:	12.7485
Length   30/2, alignment  3/15, found:	13.0469
Length   30/2, alignment  3/15, fail:	13.0273
Length   30/2, alignment  9/ 0, found:	12.2109
Length   30/2, alignment  9/ 0, fail:	12.2007
Length   30/2, alignment  9/ 3, found:	14.9883
Length   30/2, alignment  9/ 3, fail:	12.7339
Length   30/2, alignment  9/ 9, found:	12.7437
Length   30/2, alignment  9/ 9, fail:	12.7388
Length   30/2, alignment  9/15, found:	12.7485
Length   30/2, alignment  9/15, fail:	12.7437
Length   30/2, alignment 15/ 0, found:	13.2812
Length   30/2, alignment 15/ 0, fail:	12.7637
Length   30/2, alignment 15/ 3, found:	13.8735
Length   30/2, alignment 15/ 3, fail:	13.3013
Length   30/2, alignment 15/ 9, found:	13.2915
Length   30/2, alignment 15/ 9, fail:	13.0176
Length   30/2, alignment 15/15, found:	13.5898
Length   30/2, alignment 15/15, fail:	13.5703
Length    6/3, alignment  0/ 0, found:	11.4233
Length    6/3, alignment  0/ 0, fail:	11.1299
Length    6/3, alignment  0/ 3, found:	11.4087
Length    6/3, alignment  0/ 3, fail:	11.394
Length    6/3, alignment  0/ 9, found:	11.6484
Length    6/3, alignment  0/ 9, fail:	11.1104
Length    6/3, alignment  0/15, found:	12.2256
Length    6/3, alignment  0/15, fail:	12.2207
Length    6/3, alignment  3/ 0, found:	11.4087
Length    6/3, alignment  3/ 0, fail:	11.6577
Length    6/3, alignment  3/ 3, found:	11.6777
Length    6/3, alignment  3/ 3, fail:	11.6582
Length    6/3, alignment  3/ 9, found:	11.6582
Length    6/3, alignment  3/ 9, fail:	11.9272
Length    6/3, alignment  3/15, found:	12.4897
Length    6/3, alignment  3/15, fail:	12.2012
Length    6/3, alignment  9/ 0, found:	11.3843
Length    6/3, alignment  9/ 0, fail:	11.6484
Length    6/3, alignment  9/ 3, found:	11.6577
Length    6/3, alignment  9/ 3, fail:	11.9219
Length    6/3, alignment  9/ 9, found:	11.6528
Length    6/3, alignment  9/ 9, fail:	11.6533
Length    6/3, alignment  9/15, found:	14.4209
Length    6/3, alignment  9/15, fail:	11.9316
Length    6/3, alignment 15/ 0, found:	12.2202
Length    6/3, alignment 15/ 0, fail:	12.4941
Length    6/3, alignment 15/ 3, found:	12.7534
Length    6/3, alignment 15/ 3, fail:	12.7583
Length    6/3, alignment 15/ 9, found:	12.7388
Length    6/3, alignment 15/ 9, fail:	12.7339
Length    6/3, alignment 15/15, found:	12.7632
Length    6/3, alignment 15/15, fail:	12.7637
Length    9/3, alignment  0/ 0, found:	11.6777
Length    9/3, alignment  0/ 0, fail:	10.8516
Length    9/3, alignment  0/ 3, found:	11.6533
Length    9/3, alignment  0/ 3, fail:	11.1104
Length    9/3, alignment  0/ 9, found:	11.6528
Length    9/3, alignment  0/ 9, fail:	11.1104
Length    9/3, alignment  0/15, found:	12.2061
Length    9/3, alignment  0/15, fail:	11.3892
Length    9/3, alignment  3/ 0, found:	11.1201
Length    9/3, alignment  3/ 0, fail:	10.8418
Length    9/3, alignment  3/ 3, found:	11.4038
Length    9/3, alignment  3/ 3, fail:	11.3892
Length    9/3, alignment  3/ 9, found:	11.3892
Length    9/3, alignment  3/ 9, fail:	11.3794
Length    9/3, alignment  3/15, found:	11.3989
Length    9/3, alignment  3/15, fail:	11.3892
Length    9/3, alignment  9/ 0, found:	10.8613
Length    9/3, alignment  9/ 0, fail:	12.2104
Length    9/3, alignment  9/ 3, found:	11.6826
Length    9/3, alignment  9/ 3, fail:	13.0225
Length    9/3, alignment  9/ 9, found:	11.6582
Length    9/3, alignment  9/ 9, fail:	12.7388
Length    9/3, alignment  9/15, found:	11.4087
Length    9/3, alignment  9/15, fail:	13.0127
Length    9/3, alignment 15/ 0, found:	12.2153
Length    9/3, alignment 15/ 0, fail:	12.3135
Length    9/3, alignment 15/ 3, found:	15.5068
Length    9/3, alignment 15/ 3, fail:	12.4746
Length    9/3, alignment 15/ 9, found:	12.7437
Length    9/3, alignment 15/ 9, fail:	12.7339
Length    9/3, alignment 15/15, found:	12.7534
Length    9/3, alignment 15/15, fail:	12.4746
Length   12/3, alignment  0/ 0, found:	11.6582
Length   12/3, alignment  0/ 0, fail:	10.856
Length   12/3, alignment  0/ 3, found:	11.3843
Length   12/3, alignment  0/ 3, fail:	11.394
Length   12/3, alignment  0/ 9, found:	11.6582
Length   12/3, alignment  0/ 9, fail:	11.1108
Length   12/3, alignment  0/15, found:	12.2056
Length   12/3, alignment  0/15, fail:	11.394
Length   12/3, alignment  3/ 0, found:	10.8613
Length   12/3, alignment  3/ 0, fail:	10.8462
Length   12/3, alignment  3/ 3, found:	11.3989
Length   12/3, alignment  3/ 3, fail:	11.394
Length   12/3, alignment  3/ 9, found:	11.394
Length   12/3, alignment  3/ 9, fail:	11.3794
Length   12/3, alignment  3/15, found:	11.3989
Length   12/3, alignment  3/15, fail:	11.394
Length   12/3, alignment  9/ 0, found:	11.668
Length   12/3, alignment  9/ 0, fail:	11.9365
Length   12/3, alignment  9/ 3, found:	12.7778
Length   12/3, alignment  9/ 3, fail:	12.7437
Length   12/3, alignment  9/ 9, found:	13.0322
Length   12/3, alignment  9/ 9, fail:	12.7339
Length   12/3, alignment  9/15, found:	12.7534
Length   12/3, alignment  9/15, fail:	13.0078
Length   12/3, alignment 15/ 0, found:	11.6626
Length   12/3, alignment 15/ 0, fail:	11.6729
Length   12/3, alignment 15/ 3, found:	12.7388
Length   12/3, alignment 15/ 3, fail:	12.7632
Length   12/3, alignment 15/ 9, found:	12.7388
Length   12/3, alignment 15/ 9, fail:	12.7388
Length   12/3, alignment 15/15, found:	14.7729
Length   12/3, alignment 15/15, fail:	12.7534
Length   15/3, alignment  0/ 0, found:	11.1494
Length   15/3, alignment  0/ 0, fail:	10.5728
Length   15/3, alignment  0/ 3, found:	11.4233
Length   15/3, alignment  0/ 3, fail:	11.3843
Length   15/3, alignment  0/ 9, found:	11.668
Length   15/3, alignment  0/ 9, fail:	11.6045
Length   15/3, alignment  0/15, found:	12.23
Length   15/3, alignment  0/15, fail:	11.7803
Length   15/3, alignment  3/ 0, found:	11.1836
Length   15/3, alignment  3/ 0, fail:	12.2056
Length   15/3, alignment  3/ 3, found:	11.7021
Length   15/3, alignment  3/ 3, fail:	12.7485
Length   15/3, alignment  3/ 9, found:	11.6826
Length   15/3, alignment  3/ 9, fail:	12.7339
Length   15/3, alignment  3/15, found:	11.9609
Length   15/3, alignment  3/15, fail:	13.0225
Length   15/3, alignment  9/ 0, found:	11.1299
