                       	strtok
Length   77/7, alignment 15/ 0, fail:	11.668
Length   77/7, alignment 15/ 3, found:	14.9639
Length   77/7, alignment 15/ 3, fail:	12.7729
Length   77/7, alignment 15/ 9, found:	16.0107
Length   77/7, alignment 15/ 9, fail:	12.7485
Length   77/7, alignment 15/15, found:	14.915
Length   77/7, alignment 15/15, fail:	12.7388
Length   84/7, alignment  0/ 0, found:	14.9346
Length   84/7, alignment  0/ 0, fail:	12.2007
Length   84/7, alignment  0/ 3, found:	13.5996
Length   84/7, alignment  0/ 3, fail:	12.4795
Length   84/7, alignment  0/ 9, found:	14.3921
Length   84/7, alignment  0/ 9, fail:	12.7534
Length   84/7, alignment  0/15, found:	15.4478
Length   84/7, alignment  0/15, fail:	12.7441
Length   84/7, alignment  3/ 0, found:	14.6606
Length   84/7, alignment  3/ 0, fail:	12.2061
Length   84/7, alignment  3/ 3, found:	14.1182
Length   84/7, alignment  3/ 3, fail:	12.7437
Length   84/7, alignment  3/ 9, found:	15.1836
Length   84/7, alignment  3/ 9, fail:	12.7485
Length   84/7, alignment  3/15, found:	14.646
Length   84/7, alignment  3/15, fail:	12.7437
Length   84/7, alignment  9/ 0, found:	14.3916
Length   84/7, alignment  9/ 0, fail:	12.2061
Length   84/7, alignment  9/ 3, found:	14.9395
Length   84/7, alignment  9/ 3, fail:	12.7388
Length   84/7, alignment  9/ 9, found:	14.9248
Length   84/7, alignment  9/ 9, fail:	12.7388
Length   84/7, alignment  9/15, found:	14.9102
Length   84/7, alignment  9/15, fail:	12.7437
Length   84/7, alignment 15/ 0, found:	19.3799
Length   84/7, alignment 15/ 0, fail:	11.6729
Length   84/7, alignment 15/ 3, found:	14.9785
Length   84/7, alignment 15/ 3, fail:	12.7686
Length   84/7, alignment 15/ 9, found:	15.2134
Length   84/7, alignment 15/ 9, fail:	12.7485
Length   84/7, alignment 15/15, found:	14.9297
Length   84/7, alignment 15/15, fail:	12.7388
Length   91/7, alignment  0/ 0, found:	13.5845
Length   91/7, alignment  0/ 0, fail:	11.937
Length   91/7, alignment  0/ 3, found:	13.585
Length   91/7, alignment  0/ 3, fail:	12.4751
Length   91/7, alignment  0/ 9, found:	14.3872
Length   91/7, alignment  0/ 9, fail:	12.7485
Length   91/7, alignment  0/15, found:	14.3721
Length   91/7, alignment  0/15, fail:	12.7437
Length   91/7, alignment  3/ 0, found:	14.1177
Length   91/7, alignment  3/ 0, fail:	11.9316
Length   91/7, alignment  3/ 3, found:	16.2744
Length   91/7, alignment  3/ 3, fail:	12.7583
Length   91/7, alignment  3/ 9, found:	16.0005
Length   91/7, alignment  3/ 9, fail:	12.7437
Length   91/7, alignment  3/15, found:	16.0005
Length   91/7, alignment  3/15, fail:	12.7437
Length   91/7, alignment  9/ 0, found:	14.1079
Length   91/7, alignment  9/ 0, fail:	11.9321
Length   91/7, alignment  9/ 3, found:	14.9395
Length   91/7, alignment  9/ 3, fail:	12.7437
Length   91/7, alignment  9/ 9, found:	16.0054
Length   91/7, alignment  9/ 9, fail:	12.7437
Length   91/7, alignment  9/15, found:	16.0005
Length   91/7, alignment  9/15, fail:	12.7388
Length   91/7, alignment 15/ 0, found:	17.8003
Length   91/7, alignment 15/ 0, fail:	11.937
Length   91/7, alignment 15/ 3, found:	14.9248
Length   91/7, alignment 15/ 3, fail:	12.7437
Length   91/7, alignment 15/ 9, found:	14.9248
Length   91/7, alignment 15/ 9, fail:	12.749
Length   91/7, alignment 15/15, found:	16.0054
Length   91/7, alignment 15/15, fail:	12.7388
Length   98/7, alignment  0/ 0, found:	16.0444
Length   98/7, alignment  0/ 0, fail:	12.2056
Length   98/7, alignment  0/ 3, found:	14.4165
Length   98/7, alignment  0/ 3, fail:	12.4751
Length   98/7, alignment  0/ 9, found:	15.2427
Length   98/7, alignment  0/ 9, fail:	12.7534
Length   98/7, alignment  0/15, found:	16.543
Length   98/7, alignment  0/15, fail:	12.7485
Length   98/7, alignment  3/ 0, found:	15.751
Length   98/7, alignment  3/ 0, fail:	12.2012
Length   98/7, alignment  3/ 3, found:	16.0103
Length   98/7, alignment  3/ 3, fail:	12.7485
Length   98/7, alignment  3/ 9, found:	16.0151
Length   98/7, alignment  3/ 9, fail:	12.7632
Length   98/7, alignment  3/15, found:	14.9297
Length   98/7, alignment  3/15, fail:	12.7534
Length   98/7, alignment  9/ 0, found:	14.3867
Length   98/7, alignment  9/ 0, fail:	12.2061
Length   98/7, alignment  9/ 3, found:	14.9297
Length   98/7, alignment  9/ 3, fail:	12.7485
Length   98/7, alignment  9/ 9, found:	16.0054
Length   98/7, alignment  9/ 9, fail:	12.7485
Length   98/7, alignment  9/15, found:	18.6313
Length   98/7, alignment  9/15, fail:	13.2812
Length   98/7, alignment 15/ 0, found:	16.5728
Length   98/7, alignment 15/ 0, fail:	12.2061
Length   98/7, alignment 15/ 3, found:	17.1548
Length   98/7, alignment 15/ 3, fail:	12.5044
Length   98/7, alignment 15/ 9, found:	17.1157
Length   98/7, alignment 15/ 9, fail:	12.48
Length   98/7, alignment 15/15, found:	15.4629
Length   98/7, alignment 15/15, fail:	12.4746
Length  105/7, alignment  0/ 0, found:	14.6753
Length  105/7, alignment  0/ 0, fail:	12.2061
Length  105/7, alignment  0/ 3, found:	14.6704
Length  105/7, alignment  0/ 3, fail:	12.4746
Length  105/7, alignment  0/ 9, found:	15.4971
Length  105/7, alignment  0/ 9, fail:	12.749
Length  105/7, alignment  0/15, found:	15.1841
Length  105/7, alignment  0/15, fail:	12.7485
Length  105/7, alignment  3/ 0, found:	14.9492
Length  105/7, alignment  3/ 0, fail:	12.2012
Length  105/7, alignment  3/ 3, found:	15.4624
Length  105/7, alignment  3/ 3, fail:	12.7632
Length  105/7, alignment  3/ 9, found:	15.4819
Length  105/7, alignment  3/ 9, fail:	12.7441
Length  105/7, alignment  3/15, found:	17.0859
Length  105/7, alignment  3/15, fail:	12.7437
Length  105/7, alignment  9/ 0, found:	14.9346
Length  105/7, alignment  9/ 0, fail:	12.2056
Length  105/7, alignment  9/ 3, found:	15.4722
Length  105/7, alignment  9/ 3, fail:	12.7437
Length  105/7, alignment  9/ 9, found:	15.5752
Length  105/7, alignment  9/ 9, fail:	12.7437
Length  105/7, alignment  9/15, found:	17.5601
Length  105/7, alignment  9/15, fail:	12.7437
Length  105/7, alignment 15/ 0, found:	14.6655
Length  105/7, alignment 15/ 0, fail:	11.937
Length  105/7, alignment 15/ 3, found:	17.1401
Length  105/7, alignment 15/ 3, fail:	12.7485
Length  105/7, alignment 15/ 9, found:	15.4771
Length  105/7, alignment 15/ 9, fail:	12.7534
Length  105/7, alignment 15/15, found:	17.0718
Length  105/7, alignment 15/15, fail:	12.7388
Length   16/8, alignment  0/ 0, found:	11.4282
Length   16/8, alignment  0/ 0, fail:	12.2109
Length   16/8, alignment  0/ 3, found:	11.6973
Length   16/8, alignment  0/ 3, fail:	12.7437
Length   16/8, alignment  0/ 9, found:	12.2202
Length   16/8, alignment  0/ 9, fail:	12.7339
Length   16/8, alignment  0/15, found:	12.2061
Length   16/8, alignment  0/15, fail:	13.0029
Length   16/8, alignment  3/ 0, found:	10.6021
Length   16/8, alignment  3/ 0, fail:	12.2061
Length   16/8, alignment  3/ 3, found:	11.6826
Length   16/8, alignment  3/ 3, fail:	12.7485
Length   16/8, alignment  3/ 9, found:	11.4087
Length   16/8, alignment  3/ 9, fail:	12.7441
Length   16/8, alignment  3/15, found:	11.3892
Length   16/8, alignment  3/15, fail:	12.7881
Length   16/8, alignment  9/ 0, found:	10.5972
Length   16/8, alignment  9/ 0, fail:	12.4844
Length   16/8, alignment  9/ 3, found:	11.6875
Length   16/8, alignment  9/ 3, fail:	13.3013
Length   16/8, alignment  9/ 9, found:	11.3989
Length   16/8, alignment  9/ 9, fail:	13.3008
Length   16/8, alignment  9/15, found:	11.3794
Length   16/8, alignment  9/15, fail:	13.2769
Length   16/8, alignment 15/ 0, found:	13.9419
Length   16/8, alignment 15/ 0, fail:	11.9468
Length   16/8, alignment 15/ 3, found:	13.2964
Length   16/8, alignment 15/ 3, fail:	12.7632
Length   16/8, alignment 15/ 9, found:	12.7681
Length   16/8, alignment 15/ 9, fail:	12.7437
Length   16/8, alignment 15/15, found:	12.7588
Length   16/8, alignment 15/15, fail:	13.0127
Length   24/8, alignment  0/ 0, found:	11.6821
Length   24/8, alignment  0/ 0, fail:	12.1958
Length   24/8, alignment  0/ 3, found:	11.4185
Length   24/8, alignment  0/ 3, fail:	12.4702
Length   24/8, alignment  0/ 9, found:	12.2158
Length   24/8, alignment  0/ 9, fail:	12.7437
Length   24/8, alignment  0/15, found:	12.2012
Length   24/8, alignment  0/15, fail:	12.7437
Length   24/8, alignment  3/ 0, found:	12.4844
Length   24/8, alignment  3/ 0, fail:	12.2104
Length   24/8, alignment  3/ 3, found:	12.749
Length   24/8, alignment  3/ 3, fail:	12.7534
Length   24/8, alignment  3/ 9, found:	12.7437
Length   24/8, alignment  3/ 9, fail:	12.7534
Length   24/8, alignment  3/15, found:	13.0127
Length   24/8, alignment  3/15, fail:	12.7339
Length   24/8, alignment  9/ 0, found:	12.2153
Length   24/8, alignment  9/ 0, fail:	12.7876
Length   24/8, alignment  9/ 3, found:	12.7832
Length   24/8, alignment  9/ 3, fail:	13.0469
Length   24/8, alignment  9/ 9, found:	12.7583
Length   24/8, alignment  9/ 9, fail:	13.311
Length   24/8, alignment  9/15, found:	12.7534
Length   24/8, alignment  9/15, fail:	13.2866
Length   24/8, alignment 15/ 0, found:	12.2158
Length   24/8, alignment 15/ 0, fail:	12.2158
Length   24/8, alignment 15/ 3, found:	16.0693
Length   24/8, alignment 15/ 3, fail:	13.042
Length   24/8, alignment 15/ 9, found:	12.749
Length   24/8, alignment 15/ 9, fail:	12.4746
Length   24/8, alignment 15/15, found:	12.7437
Length   24/8, alignment 15/15, fail:	12.4702
Length   32/8, alignment  0/ 0, found:	12.7827
Length   32/8, alignment  0/ 0, fail:	12.2153
Length   32/8, alignment  0/ 3, found:	12.5142
Length   32/8, alignment  0/ 3, fail:	12.4849
Length   32/8, alignment  0/ 9, found:	13.3257
Length   32/8, alignment  0/ 9, fail:	12.7637
Length   32/8, alignment  0/15, found:	13.2964
Length   32/8, alignment  0/15, fail:	12.7388
Length   32/8, alignment  3/ 0, found:	12.2104
Length   32/8, alignment  3/ 0, fail:	12.2007
Length   32/8, alignment  3/ 3, found:	12.7827
Length   32/8, alignment  3/ 3, fail:	12.7583
Length   32/8, alignment  3/ 9, found:	12.7393
Length   32/8, alignment  3/ 9, fail:	12.7388
Length   32/8, alignment  3/15, found:	12.7388
Length   32/8, alignment  3/15, fail:	12.7437
Length   32/8, alignment  9/ 0, found:	12.2207
Length   32/8, alignment  9/ 0, fail:	12.7632
Length   32/8, alignment  9/ 3, found:	12.7485
Length   32/8, alignment  9/ 3, fail:	13.0371
Length   32/8, alignment  9/ 9, found:	12.7534
Length   32/8, alignment  9/ 9, fail:	13.3013
Length   32/8, alignment  9/15, found:	12.7339
Length   32/8, alignment  9/15, fail:	13.2769
Length   32/8, alignment 15/ 0, found:	13.3159
Length   32/8, alignment 15/ 0, fail:	11.9321
Length   32/8, alignment 15/ 3, found:	13.854
Length   32/8, alignment 15/ 3, fail:	12.48
Length   32/8, alignment 15/ 9, found:	15.9468
Length   32/8, alignment 15/ 9, fail:	12.4795
Length   32/8, alignment 15/15, found:	13.8291
Length   32/8, alignment 15/15, fail:	12.4648
Length   40/8, alignment  0/ 0, found:	11.4282
Length   40/8, alignment  0/ 0, fail:	11.9419
Length   40/8, alignment  0/ 3, found:	11.7021
Length   40/8, alignment  0/ 3, fail:	12.48
Length   40/8, alignment  0/ 9, found:	12.2305
Length   40/8, alignment  0/ 9, fail:	12.7539
Length   40/8, alignment  0/15, found:	12.2007
Length   40/8, alignment  0/15, fail:	12.7437
Length   40/8, alignment  3/ 0, found:	10.6118
Length   40/8, alignment  3/ 0, fail:	11.9468
Length   40/8, alignment  3/ 3, found:	11.4233
Length   40/8, alignment  3/ 3, fail:	12.7583
Length   40/8, alignment  3/ 9, found:	11.4136
Length   40/8, alignment  3/ 9, fail:	12.7632
Length   40/8, alignment  3/15, found:	11.4038
Length   40/8, alignment  3/15, fail:	12.7583
Length   40/8, alignment  9/ 0, found:	11.9614
Length   40/8, alignment  9/ 0, fail:	12.7827
Length   40/8, alignment  9/ 3, found:	13.042
Length   40/8, alignment  9/ 3, fail:	13.0615
Length   40/8, alignment  9/ 9, found:	12.7778
Length   40/8, alignment  9/ 9, fail:	13.3306
Length   40/8, alignment  9/15, found:	12.7681
Length   40/8, alignment  9/15, fail:	13.2817
Length   40/8, alignment 15/ 0, found:	11.9463
Length   40/8, alignment 15/ 0, fail:	11.6826
Length   40/8, alignment 15/ 3, found:	12.7583
Length   40/8, alignment 15/ 3, fail:	12.7827
Length   40/8, alignment 15/ 9, found:	12.7632
Length   40/8, alignment 15/ 9, fail:	12.7632
Length   40/8, alignment 15/15, found:	12.7437
Length   40/8, alignment 15/15, fail:	12.4795
Length   48/8, alignment  0/ 0, found:	12.2354
Length   48/8, alignment  0/ 0, fail:	11.937
Length   48/8, alignment  0/ 3, found:	12.7734
Length   48/8, alignment  0/ 3, fail:	12.7534
Length   48/8, alignment  0/ 9, found:	13.3013
Length   48/8, alignment  0/ 9, fail:	13.0371
Length   48/8, alignment  0/15, found:	13.2866
Length   48/8, alignment  0/15, fail:	12.7437
Length   48/8, alignment  3/ 0, found:	12.4849
Length   48/8, alignment  3/ 0, fail:	12.4795
Length   48/8, alignment  3/ 3, found:	12.7925
Length   48/8, alignment  3/ 3, fail:	12.7734
Length   48/8, alignment  3/ 9, found:	13.2866
Length   48/8, alignment  3/ 9, fail:	13.0225
Length   48/8, alignment  3/15, found:	13.0127
Length   48/8, alignment  3/15, fail:	13.0176
Length   48/8, alignment  9/ 0, found:	12.4995
Length   48/8, alignment  9/ 0, fail:	13.0322
Length   48/8, alignment  9/ 3, found:	12.7778
Length   48/8, alignment  9/ 3, fail:	12.7632
Length   48/8, alignment  9/ 9, found:	13.0322
Length   48/8, alignment  9/ 9, fail:	13.5654
Length   48/8, alignment  9/15, found:	13.0176
Length   48/8, alignment  9/15, fail:	13.5503
Length   48/8, alignment 15/ 0, found:	12.4893
Length   48/8, alignment 15/ 0, fail:	12.4849
Length   48/8, alignment 15/ 3, found:	12.7729
Length   48/8, alignment 15/ 3, fail:	12.7485
Length   48/8, alignment 15/ 9, found:	13.0273
Length   48/8, alignment 15/ 9, fail:	13.0176
Length   48/8, alignment 15/15, found:	13.0127
Length   48/8, alignment 15/15, fail:	13.0127
Length   56/8, alignment  0/ 0, found:	12.7729
Length   56/8, alignment  0/ 0, fail:	14.1279
Length   56/8, alignment  0/ 3, found:	12.5039
Length   56/8, alignment  0/ 3, fail:	12.4893
Length   56/8, alignment  0/ 9, found:	13.0469
Length   56/8, alignment  0/ 9, fail:	12.7588
Length   56/8, alignment  0/15, found:	13.2866
Length   56/8, alignment  0/15, fail:	12.7485
Length   56/8, alignment  3/ 0, found:	12.4941
Length   56/8, alignment  3/ 0, fail:	12.4893
Length   56/8, alignment  3/ 3, found:	12.7637
Length   56/8, alignment  3/ 3, fail:	12.7632
Length   56/8, alignment  3/ 9, found:	13.0469
Length   56/8, alignment  3/ 9, fail:	13.0273
Length   56/8, alignment  3/15, found:	13.0176
Length   56/8, alignment  3/15, fail:	13.0273
Length   56/8, alignment  9/ 0, found:	13.585
Length   56/8, alignment  9/ 0, fail:	13.042
Length   56/8, alignment  9/ 3, found:	13.8633
Length   56/8, alignment  9/ 3, fail:	13.0518
Length   56/8, alignment  9/ 9, found:	14.1177
Length   56/8, alignment  9/ 9, fail:	13.5796
Length   56/8, alignment  9/15, found:	14.1128
Length   56/8, alignment  9/15, fail:	13.5649
Length   56/8, alignment 15/ 0, found:	13.5796
Length   56/8, alignment 15/ 0, fail:	12.2153
Length   56/8, alignment 15/ 3, found:	13.8584
Length   56/8, alignment 15/ 3, fail:	12.7681
Length   56/8, alignment 15/ 9, found:	13.5801
Length   56/8, alignment 15/ 9, fail:	13.0273
Length   56/8, alignment 15/15, found:	14.1079
Length   56/8, alignment 15/15, fail:	13.0078
Length   64/8, alignment  0/ 0, found:	13.8633
Length   64/8, alignment  0/ 0, fail:	12.2153
Length   64/8, alignment  0/ 3, found:	13.8779
Length   64/8, alignment  0/ 3, fail:	14.9834
Length   64/8, alignment  0/ 9, found:	14.6899
Length   64/8, alignment  0/ 9, fail:	13.0225
Length   64/8, alignment  0/15, found:	13.5752
Length   64/8, alignment  0/15, fail:	13.0176
Length   64/8, alignment  3/ 0, found:	13.3159
Length   64/8, alignment  3/ 0, fail:	12.7583
Length   64/8, alignment  3/ 3, found:	13.8491
Length   64/8, alignment  3/ 3, fail:	12.7681
Length   64/8, alignment  3/ 9, found:	14.3867
Length   64/8, alignment  3/ 9, fail:	13.2915
Length   64/8, alignment  3/15, found:	14.3774
Length   64/8, alignment  3/15, fail:	13.3843
Length   64/8, alignment  9/ 0, found:	13.3057
Length   64/8, alignment  9/ 0, fail:	13.0225
Length   64/8, alignment  9/ 3, found:	13.854
Length   64/8, alignment  9/ 3, fail:	13.0273
Length   64/8, alignment  9/ 9, found:	14.3823
Length   64/8, alignment  9/ 9, fail:	13.5605
Length   64/8, alignment  9/15, found:	14.3623
Length   64/8, alignment  9/15, fail:	13.5503
Length   64/8, alignment 15/ 0, found:	13.8438
Length   64/8, alignment 15/ 0, fail:	13.0225
Length   64/8, alignment 15/ 3, found:	13.8589
Length   64/8, alignment 15/ 3, fail:	12.7681
Length   64/8, alignment 15/ 9, found:	14.3965
Length   64/8, alignment 15/ 9, fail:	13.2861
Length   64/8, alignment 15/15, found:	13.5552
Length   64/8, alignment 15/15, fail:	13.0176
Length   72/8, alignment  0/ 0, found:	13.0371
Length   72/8, alignment  0/ 0, fail:	12.2207
Length   72/8, alignment  0/ 3, found:	13.8687
Length   72/8, alignment  0/ 3, fail:	14.4409
Length   72/8, alignment  0/ 9, found:	13.5898
Length   72/8, alignment  0/ 9, fail:	12.7534
Length   72/8, alignment  0/15, found:	13.5703
Length   72/8, alignment  0/15, fail:	12.7534
Length   72/8, alignment  3/ 0, found:	13.0371
Length   72/8, alignment  3/ 0, fail:	12.4795
Length   72/8, alignment  3/ 3, found:	14.167
Length   72/8, alignment  3/ 3, fail:	12.7827
Length   72/8, alignment  3/ 9, found:	13.5698
Length   72/8, alignment  3/ 9, fail:	13.0225
Length   72/8, alignment  3/15, found:	14.1079
Length   72/8, alignment  3/15, fail:	13.0176
Length   72/8, alignment  9/ 0, found:	13.8589
Length   72/8, alignment  9/ 0, fail:	13.0225
Length   72/8, alignment  9/ 3, found:	14.9487
Length   72/8, alignment  9/ 3, fail:	13.0225
Length   72/8, alignment  9/ 9, found:	15.1938
Length   72/8, alignment  9/ 9, fail:	13.5703
Length   72/8, alignment  9/15, found:	15.1938
Length   72/8, alignment  9/15, fail:	13.5605
Length   72/8, alignment 15/ 0, found:	14.6606
Length   72/8, alignment 15/ 0, fail:	12.4795
Length   72/8, alignment 15/ 3, found:	14.9243
Length   72/8, alignment 15/ 3, fail:	12.7534
Length   72/8, alignment 15/ 9, found:	15.2036
Length   72/8, alignment 15/ 9, fail:	13.0176
Length   72/8, alignment 15/15, found:	15.1836
Length   72/8, alignment 15/15, fail:	13.0176
Length   80/8, alignment  0/ 0, found:	14.959
Length   80/8, alignment  0/ 0, fail:	12.2158
Length   80/8, alignment  0/ 3, found:	13.5996
Length   80/8, alignment  0/ 3, fail:	14.4062
Length   80/8, alignment  0/ 9, found:	15.5015
Length   80/8, alignment  0/ 9, fail:	13.0225
Length   80/8, alignment  0/15, found:	14.397
Length   80/8, alignment  0/15, fail:	13.0176
Length   80/8, alignment  3/ 0, found:	14.1035
Length   80/8, alignment  3/ 0, fail:	12.7485
Length   80/8, alignment  3/ 3, found:	14.1372
Length   80/8, alignment  3/ 3, fail:	12.7686
Length   80/8, alignment  3/ 9, found:	14.9102
Length   80/8, alignment  3/ 9, fail:	13.5649
Length   80/8, alignment  3/15, found:	15.4526
Length   80/8, alignment  3/15, fail:	13.2812
Length   80/8, alignment  9/ 0, found:	14.9199
Length   80/8, alignment  9/ 0, fail:	13.0225
Length   80/8, alignment  9/ 3, found:	14.1426
Length   80/8, alignment  9/ 3, fail:	13.0278
Length   80/8, alignment  9/ 9, found:	14.6606
Length   80/8, alignment  9/ 9, fail:	13.5605
Length   80/8, alignment  9/15, found:	14.6411
Length   80/8, alignment  9/15, fail:	13.5552
Length   80/8, alignment 15/ 0, found:	14.103
Length   80/8, alignment 15/ 0, fail:	12.7534
Length   80/8, alignment 15/ 3, found:	14.1274
Length   80/8, alignment 15/ 3, fail:	12.7534
Length   80/8, alignment 15/ 9, found:	14.6558
Length   80/8, alignment 15/ 9, fail:	13.2866
Length   80/8, alignment 15/15, found:	15.4478
Length   80/8, alignment 15/15, fail:	13.2817
Length   88/8, alignment  0/ 0, found:	14.9395
Length   88/8, alignment  0/ 0, fail:	12.4795
Length   88/8, alignment  0/ 3, found:	13.585
Length   88/8, alignment  0/ 3, fail:	17.9761
Length   88/8, alignment  0/ 9, found:	14.4014
Length   88/8, alignment  0/ 9, fail:	12.7539
Length   88/8, alignment  0/15, found:	14.3867
Length   88/8, alignment  0/15, fail:	12.7485
Length   88/8, alignment  3/ 0, found:	13.8442
Length   88/8, alignment  3/ 0, fail:	12.4751
Length   88/8, alignment  3/ 3, found:	14.9199
Length   88/8, alignment  3/ 3, fail:	12.7485
Length   88/8, alignment  3/ 9, found:	15.1934
Length   88/8, alignment  3/ 9, fail:	13.0225
Length   88/8, alignment  3/15, found:	15.189
Length   88/8, alignment  3/15, fail:	13.0176
Length   88/8, alignment  9/ 0, found:	15.7612
Length   88/8, alignment  9/ 0, fail:	13.0176
Length   88/8, alignment  9/ 3, found:	16.0449
Length   88/8, alignment  9/ 3, fail:	13.0273
Length   88/8, alignment  9/ 9, found:	16.3037
Length   88/8, alignment  9/ 9, fail:	13.5654
Length   88/8, alignment  9/15, found:	16.2793
Length   88/8, alignment  9/15, fail:	13.2817
Length   88/8, alignment 15/ 0, found:	14.123
Length   88/8, alignment 15/ 0, fail:	12.2207
Length   88/8, alignment 15/ 3, found:	14.9932
Length   88/8, alignment 15/ 3, fail:	12.7534
Length   88/8, alignment 15/ 9, found:	15.3696
Length   88/8, alignment 15/ 9, fail:	13.0225
Length   88/8, alignment 15/15, found:	16.0054
Length   88/8, alignment 15/15, fail:	12.7339
Length   96/8, alignment  0/ 0, found:	14.4014
Length   96/8, alignment  0/ 0, fail:	11.9321
Length   96/8, alignment  0/ 3, found:	16.4507
Length   96/8, alignment  0/ 3, fail:	12.4702
Length   96/8, alignment  0/ 9, found:	16.5874
Length   96/8, alignment  0/ 9, fail:	13.0176
Length   96/8, alignment  0/15, found:	16.5435
Length   96/8, alignment  0/15, fail:	13.0225
Length   96/8, alignment  3/ 0, found:	14.377
Length   96/8, alignment  3/ 0, fail:	12.2056
Length   96/8, alignment  3/ 3, found:	14.9297
Length   96/8, alignment  3/ 3, fail:	12.7681
Length   96/8, alignment  3/ 9, found:	15.4526
Length   96/8, alignment  3/ 9, fail:	13.0225
Length   96/8, alignment  3/15, found:	15.1841
Length   96/8, alignment  3/15, fail:	13.0225
Length   96/8, alignment  9/ 0, found:	14.3818
Length   96/8, alignment  9/ 0, fail:	12.48
Length   96/8, alignment  9/ 3, found:	14.9395
Length   96/8, alignment  9/ 3, fail:	13.0225
Length   96/8, alignment  9/ 9, found:	15.208
Length   96/8, alignment  9/ 9, fail:	13.2866
Length   96/8, alignment  9/15, found:	15.1938
Length   96/8, alignment  9/15, fail:	13.2817
Length   96/8, alignment 15/ 0, found:	14.3867
Length   96/8, alignment 15/ 0, fail:	12.2056
Length   96/8, alignment 15/ 3, found:	14.9346
Length   96/8, alignment 15/ 3, fail:	12.7534
Length   96/8, alignment 15/ 9, found:	15.1885
Length   96/8, alignment 15/ 9, fail:	13.0225
Length   96/8, alignment 15/15, found:	15.189
Length   96/8, alignment 15/15, fail:	13.0078
Length  104/8, alignment  0/ 0, found:	15.7466
Length  104/8, alignment  0/ 0, fail:	14.0542
Length  104/8, alignment  0/ 3, found:	14.6704
Length  104/8, alignment  0/ 3, fail:	12.4795
Length  104/8, alignment  0/ 9, found:	15.2085
Length  104/8, alignment  0/ 9, fail:	13.0273
Length  104/8, alignment  0/15, found:	15.1836
Length  104/8, alignment  0/15, fail:	13.0176
Length  104/8, alignment  3/ 0, found:	14.3818
Length  104/8, alignment  3/ 0, fail:	12.2056
Length  104/8, alignment  3/ 3, found:	14.9346
Length  104/8, alignment  3/ 3, fail:	12.7485
Length  104/8, alignment  3/ 9, found:	15.208
Length  104/8, alignment  3/ 9, fail:	13.0225
Length  104/8, alignment  3/15, found:	16.2598
Length  104/8, alignment  3/15, fail:	13.0176
Length  104/8, alignment  9/ 0, found:	14.9346
Length  104/8, alignment  9/ 0, fail:	12.4844
Length  104/8, alignment  9/ 3, found:	15.5015
Length  104/8, alignment  9/ 3, fail:	13.0225
Length  104/8, alignment  9/ 9, found:	17.375
Length  104/8, alignment  9/ 9, fail:	13.2915
Length  104/8, alignment  9/15, found:	17.3701
Length  104/8, alignment  9/15, fail:	13.2817
Length  104/8, alignment 15/ 0, found:	14.9395
Length  104/8, alignment 15/ 0, fail:	12.2056
Length  104/8, alignment 15/ 3, found:	15.4824
Length  104/8, alignment 15/ 3, fail:	12.749
Length  104/8, alignment 15/ 9, found:	17.3696
Length  104/8, alignment 15/ 9, fail:	13.0176
Length  104/8, alignment 15/15, found:	17.3647
Length  104/8, alignment 15/15, fail:	13.0127
Length  112/8, alignment  0/ 0, found:	16.8418
Length  112/8, alignment  0/ 0, fail:	11.937
Length  112/8, alignment  0/ 3, found:	14.9541
Length  112/8, alignment  0/ 3, fail:	12.4844
Length  112/8, alignment  0/ 9, found:	15.771
Length  112/8, alignment  0/ 9, fail:	13.0176
Length  112/8, alignment  0/15, found:	17.6387
Length  112/8, alignment  0/15, fail:	13.0176
Length  112/8, alignment  3/ 0, found:	14.9292
Length  112/8, alignment  3/ 0, fail:	12.2056
Length  112/8, alignment  3/ 3, found:	15.4575
Length  112/8, alignment  3/ 3, fail:	12.7588
Length  112/8, alignment  3/ 9, found:	16.0005
Length  112/8, alignment  3/ 9, fail:	13.0225
Length  112/8, alignment  3/15, found:	15.7559
Length  112/8, alignment  3/15, fail:	13.0225
Length  112/8, alignment  9/ 0, found:	16.5435
Length  112/8, alignment  9/ 0, fail:	13.0225
Length  112/8, alignment  9/ 3, found:	17.1011
Length  112/8, alignment  9/ 3, fail:	13.0225
Length  112/8, alignment  9/ 9, found:	17.3701
Length  112/8, alignment  9/ 9, fail:	13.5557
Length  112/8, alignment  9/15, found:	17.3555
Length  112/8, alignment  9/15, fail:	13.5508
Length  112/8, alignment 15/ 0, found:	15.1938
Length  112/8, alignment 15/ 0, fail:	12.4751
Length  112/8, alignment 15/ 3, found:	15.4722
Length  112/8, alignment 15/ 3, fail:	12.7485
Length  112/8, alignment 15/ 9, found:	15.7417
Length  112/8, alignment 15/ 9, fail:	13.0273
Length  112/8, alignment 15/15, found:	17.3403
Length  112/8, alignment 15/15, fail:	15.1304
Length  120/8, alignment  0/ 0, found:	15.4971
Length  120/8, alignment  0/ 0, fail:	12.2061
Length  120/8, alignment  0/ 3, found:	16.8369
Length  120/8, alignment  0/ 3, fail:	12.48
Length  120/8, alignment  0/ 9, found:	15.751
Length  120/8, alignment  0/ 9, fail:	13.0176
Length  120/8, alignment  0/15, found:	15.7266
Length  120/8, alignment  0/15, fail:	13.0122
Length  120/8, alignment  3/ 0, found:	14.9248
Length  120/8, alignment  3/ 0, fail:	12.2007
