                       	strsep
Length   54/9, alignment  3/15, found:	25.7136
Length   54/9, alignment  3/15, fail:	7.85229
Length   54/9, alignment  9/ 0, found:	24.0876
Length   54/9, alignment  9/ 0, fail:	6.50134
Length   54/9, alignment  9/ 3, found:	26.4324
Length   54/9, alignment  9/ 3, fail:	7.58337
Length   54/9, alignment  9/ 9, found:	24.6281
Length   54/9, alignment  9/ 9, fail:	7.03943
Length   54/9, alignment  9/15, found:	24.6317
Length   54/9, alignment  9/15, fail:	7.04065
Length   54/9, alignment 15/ 0, found:	24.1035
Length   54/9, alignment 15/ 0, fail:	8.3988
Length   54/9, alignment 15/ 3, found:	24.8848
Length   54/9, alignment 15/ 3, fail:	8.66772
Length   54/9, alignment 15/ 9, found:	24.6304
Length   54/9, alignment 15/ 9, fail:	8.93677
Length   54/9, alignment 15/15, found:	24.6317
Length   54/9, alignment 15/15, fail:	8.93555
Length   63/9, alignment  0/ 0, found:	23.2783
Length   63/9, alignment  0/ 0, fail:	7.23621
Length   63/9, alignment  0/ 3, found:	23.2734
Length   63/9, alignment  0/ 3, fail:	7.85608
Length   63/9, alignment  0/ 9, found:	23.8162
Length   63/9, alignment  0/ 9, fail:	7.31567
Length   63/9, alignment  0/15, found:	23.8175
Length   63/9, alignment  0/15, fail:	7.36938
Length   63/9, alignment  3/ 0, found:	24.2858
Length   63/9, alignment  3/ 0, fail:	7.32178
Length   63/9, alignment  3/ 3, found:	25.0352
Length   63/9, alignment  3/ 3, fail:	7.58337
Length   63/9, alignment  3/ 9, found:	24.6316
Length   63/9, alignment  3/ 9, fail:	7.86572
Length   63/9, alignment  3/15, found:	23.4141
Length   63/9, alignment  3/15, fail:	8.93677
Length   63/9, alignment  9/ 0, found:	24.4825
Length   63/9, alignment  9/ 0, fail:	8.39758
Length   63/9, alignment  9/ 3, found:	25.0376
Length   63/9, alignment  9/ 3, fail:	8.66406
Length   63/9, alignment  9/ 9, found:	24.6305
Length   63/9, alignment  9/ 9, fail:	8.93298
Length   63/9, alignment  9/15, found:	24.6316
Length   63/9, alignment  9/15, fail:	7.85229
Length   63/9, alignment 15/ 0, found:	24.3506
Length   63/9, alignment 15/ 0, fail:	8.39514
Length   63/9, alignment 15/ 3, found:	24.2246
Length   63/9, alignment 15/ 3, fail:	8.66541
Length   63/9, alignment 15/ 9, found:	25.3029
Length   63/9, alignment 15/ 9, fail:	7.85242
Length   63/9, alignment 15/15, found:	25.6781
Length   63/9, alignment 15/15, fail:	8.93433
Length   40/10, alignment  0/ 0, found:	24.7673
Length   40/10, alignment  0/ 0, fail:	6.2312
Length   40/10, alignment  0/ 3, found:	23.2795
Length   40/10, alignment  0/ 3, fail:	6.77283
Length   40/10, alignment  0/ 9, found:	24.3579
Length   40/10, alignment  0/ 9, fail:	7.31433
Length   40/10, alignment  0/15, found:	24.8175
Length   40/10, alignment  0/15, fail:	7.31311
Length   40/10, alignment  3/ 0, found:	23.2795
Length   40/10, alignment  3/ 0, fail:	5.9635
Length   40/10, alignment  3/ 3, found:	23.5497
Length   40/10, alignment  3/ 3, fail:	6.2312
Length   40/10, alignment  3/ 9, found:	24.3616
Length   40/10, alignment  3/ 9, fail:	6.50635
Length   40/10, alignment  3/15, found:	27.6733
Length   40/10, alignment  3/15, fail:	6.77405
Length   40/10, alignment  9/ 0, found:	23.2747
Length   40/10, alignment  9/ 0, fail:	7.32178
Length   40/10, alignment  9/ 3, found:	23.5486
Length   40/10, alignment  9/ 3, fail:	7.58337
Length   40/10, alignment  9/ 9, found:	27.0681
Length   40/10, alignment  9/ 9, fail:	8.30469
Length   40/10, alignment  9/15, found:	27.0645
Length   40/10, alignment  9/15, fail:	7.85596
Length   40/10, alignment 15/ 0, found:	24.0901
Length   40/10, alignment 15/ 0, fail:	6.50513
Length   40/10, alignment 15/ 3, found:	24.2257
Length   40/10, alignment 15/ 3, fail:	7.58459
Length   40/10, alignment 15/ 9, found:	25.7405
Length   40/10, alignment 15/ 9, fail:	8.12622
Length   40/10, alignment 15/15, found:	24.6292
Length   40/10, alignment 15/15, fail:	7.85242
Length   50/10, alignment  0/ 0, found:	24.7675
Length   50/10, alignment  0/ 0, fail:	7.85596
Length   50/10, alignment  0/ 3, found:	23.2759
Length   50/10, alignment  0/ 3, fail:	7.85596
Length   50/10, alignment  0/ 9, found:	24.6511
Length   50/10, alignment  0/ 9, fail:	8.39636
Length   50/10, alignment  0/15, found:	23.8162
Length   50/10, alignment  0/15, fail:	8.39514
Length   50/10, alignment  3/ 0, found:	23.5497
Length   50/10, alignment  3/ 0, fail:	7.31201
Length   50/10, alignment  3/ 3, found:	23.584
Length   50/10, alignment  3/ 3, fail:	6.77661
Length   50/10, alignment  3/ 9, found:	20.6621
Length   50/10, alignment  3/ 9, fail:	8.12366
Length   50/10, alignment  3/15, found:	23.4788
Length   50/10, alignment  3/15, fail:	8.12244
Length   50/10, alignment  9/ 0, found:	24.4226
Length   50/10, alignment  9/ 0, fail:	6.76794
Length   50/10, alignment  9/ 3, found:	24.9031
Length   50/10, alignment  9/ 3, fail:	8.10791
Length   50/10, alignment  9/ 9, found:	19.217
Length   50/10, alignment  9/ 9, fail:	7.85242
Length   50/10, alignment  9/15, found:	18.563
Length   50/10, alignment  9/15, fail:	7.04053
Length   50/10, alignment 15/ 0, found:	24.1145
Length   50/10, alignment 15/ 0, fail:	8.3988
Length   50/10, alignment 15/ 3, found:	24.3602
Length   50/10, alignment 15/ 3, fail:	9.19958
Length   50/10, alignment 15/ 9, found:	24.6279
Length   50/10, alignment 15/ 9, fail:	9.026
Length   50/10, alignment 15/15, found:	24.8064
Length   50/10, alignment 15/15, fail:	7.85352
Length   60/10, alignment  0/ 0, found:	23.2783
Length   60/10, alignment  0/ 0, fail:	6.77161
Length   60/10, alignment  0/ 3, found:	25.1169
Length   60/10, alignment  0/ 3, fail:	7.8573
Length   60/10, alignment  0/ 9, found:	24.2943
Length   60/10, alignment  0/ 9, fail:	8.39392
Length   60/10, alignment  0/15, found:	24.3602
Length   60/10, alignment  0/15, fail:	7.31201
Length   60/10, alignment  3/ 0, found:	24.0889
Length   60/10, alignment  3/ 0, fail:	7.31189
Length   60/10, alignment  3/ 3, found:	25.0718
Length   60/10, alignment  3/ 3, fail:	7.58093
Length   60/10, alignment  3/ 9, found:	25.2942
Length   60/10, alignment  3/ 9, fail:	7.85474
Length   60/10, alignment  3/15, found:	24.6305
Length   60/10, alignment  3/15, fail:	7.85229
Length   60/10, alignment  9/ 0, found:	24.0889
Length   60/10, alignment  9/ 0, fail:	7.92822
Length   60/10, alignment  9/ 3, found:	24.2246
Length   60/10, alignment  9/ 3, fail:	8.66663
Length   60/10, alignment  9/ 9, found:	25.2992
Length   60/10, alignment  9/ 9, fail:	8.93677
Length   60/10, alignment  9/15, found:	25.3029
Length   60/10, alignment  9/15, fail:	8.93921
Length   60/10, alignment 15/ 0, found:	24.2723
Length   60/10, alignment 15/ 0, fail:	8.39392
Length   60/10, alignment 15/ 3, found:	24.2269
Length   60/10, alignment 15/ 3, fail:	8.6665
Length   60/10, alignment 15/ 9, found:	24.7246
Length   60/10, alignment 15/ 9, fail:	8.93677
Length   60/10, alignment 15/15, found:	24.7271
Length   60/10, alignment 15/15, fail:	7.85107
Length   70/10, alignment  0/ 0, found:	24.776
Length   70/10, alignment  0/ 0, fail:	7.5907
Length   70/10, alignment  0/ 3, found:	24.095
Length   70/10, alignment  0/ 3, fail:	8.94153
Length   70/10, alignment  0/ 9, found:	24.6316
Length   70/10, alignment  0/ 9, fail:	9.48438
Length   70/10, alignment  0/15, found:	18.9492
Length   70/10, alignment  0/15, fail:	9.91602
Length   70/10, alignment  3/ 0, found:	24.3602
Length   70/10, alignment  3/ 0, fail:	7.58716
Length   70/10, alignment  3/ 3, found:	24.2245
Length   70/10, alignment  3/ 3, fail:	7.58582
Length   70/10, alignment  3/ 9, found:	21.3834
Length   70/10, alignment  3/ 9, fail:	8.12622
Length   70/10, alignment  3/15, found:	22.53
Length   70/10, alignment  3/15, fail:	8.9342
Length   70/10, alignment  9/ 0, found:	24.0889
Length   70/10, alignment  9/ 0, fail:	8.39526
Length   70/10, alignment  9/ 3, found:	24.2257
Length   70/10, alignment  9/ 3, fail:	8.66528
Length   70/10, alignment  9/ 9, found:	25.2539
Length   70/10, alignment  9/ 9, fail:	8.93433
Length   70/10, alignment  9/15, found:	25.5573
Length   70/10, alignment  9/15, fail:	8.93555
Length   70/10, alignment 15/ 0, found:	18.8857
Length   70/10, alignment 15/ 0, fail:	8.13232
Length   70/10, alignment 15/ 3, found:	17.6022
Length   70/10, alignment 15/ 3, fail:	8.40369
Length   70/10, alignment 15/ 9, found:	18.239
Length   70/10, alignment 15/ 9, fail:	10.026
Length   70/10, alignment 15/15, found:	19.0668
Length   70/10, alignment 15/15, fail:	10.0187
Length   44/11, alignment  0/ 0, found:	23.5474
Length   44/11, alignment  0/ 0, fail:	6.2312
Length   44/11, alignment  0/ 3, found:	23.2783
Length   44/11, alignment  0/ 3, fail:	6.77283
Length   44/11, alignment  0/ 9, found:	23.8187
Length   44/11, alignment  0/ 9, fail:	6.77405
Length   44/11, alignment  0/15, found:	24.5803
Length   44/11, alignment  0/15, fail:	7.30957
Length   44/11, alignment  3/ 0, found:	23.5472
Length   44/11, alignment  3/ 0, fail:	6.23376
Length   44/11, alignment  3/ 3, found:	24.9006
Length   44/11, alignment  3/ 3, fail:	6.50269
Length   44/11, alignment  3/ 9, found:	24.6317
Length   44/11, alignment  3/ 9, fail:	7.04419
Length   44/11, alignment  3/15, found:	24.8468
Length   44/11, alignment  3/15, fail:	7.04297
Length   44/11, alignment  9/ 0, found:	23.2771
Length   44/11, alignment  9/ 0, fail:	7.31567
Length   44/11, alignment  9/ 3, found:	23.5485
Length   44/11, alignment  9/ 3, fail:	7.58704
Length   44/11, alignment  9/ 9, found:	25.7136
Length   44/11, alignment  9/ 9, fail:	8.33899
Length   44/11, alignment  9/15, found:	24.3602
Length   44/11, alignment  9/15, fail:	7.85352
Length   44/11, alignment 15/ 0, found:	23.8175
Length   44/11, alignment 15/ 0, fail:	6.50012
Length   44/11, alignment 15/ 3, found:	24.3615
Length   44/11, alignment 15/ 3, fail:	6.77051
Length   44/11, alignment 15/ 9, found:	25.6807
Length   44/11, alignment 15/ 9, fail:	7.04187
Length   44/11, alignment 15/15, found:	19.4946
Length   44/11, alignment 15/15, fail:	7.85242
Length   55/11, alignment  0/ 0, found:	24.6647
Length   55/11, alignment  0/ 0, fail:	7.85718
Length   55/11, alignment  0/ 3, found:	24.6316
Length   55/11, alignment  0/ 3, fail:	7.85852
Length   55/11, alignment  0/ 9, found:	25.348
Length   55/11, alignment  0/ 9, fail:	8.39771
Length   55/11, alignment  0/15, found:	24.3163
Length   55/11, alignment  0/15, fail:	8.39771
Length   55/11, alignment  3/ 0, found:	25.9825
Length   55/11, alignment  3/ 0, fail:	7.58337
Length   55/11, alignment  3/ 3, found:	23.5497
Length   55/11, alignment  3/ 3, fail:	7.58337
Length   55/11, alignment  3/ 9, found:	24.6292
Length   55/11, alignment  3/ 9, fail:	7.85364
Length   55/11, alignment  3/15, found:	25.7136
Length   55/11, alignment  3/15, fail:	8.14819
Length   55/11, alignment  9/ 0, found:	24.0914
Length   55/11, alignment  9/ 0, fail:	8.39636
Length   55/11, alignment  9/ 3, found:	24.7209
Length   55/11, alignment  9/ 3, fail:	7.58826
Length   55/11, alignment  9/ 9, found:	24.6304
Length   55/11, alignment  9/ 9, fail:	8.94165
Length   55/11, alignment  9/15, found:	24.6292
Length   55/11, alignment  9/15, fail:	8.93799
Length   55/11, alignment 15/ 0, found:	24.0901
Length   55/11, alignment 15/ 0, fail:	7.31323
Length   55/11, alignment 15/ 3, found:	24.6807
Length   55/11, alignment 15/ 3, fail:	7.58582
Length   55/11, alignment 15/ 9, found:	20.48
Length   55/11, alignment 15/ 9, fail:	7.85242
Length   55/11, alignment 15/15, found:	24.6305
Length   55/11, alignment 15/15, fail:	7.85242
Length   66/11, alignment  0/ 0, found:	18.1351
Length   66/11, alignment  0/ 0, fail:	8.93799
Length   66/11, alignment  0/ 3, found:	24.551
Length   66/11, alignment  0/ 3, fail:	8.94043
Length   66/11, alignment  0/ 9, found:	24.9006
Length   66/11, alignment  0/ 9, fail:	9.48206
Length   66/11, alignment  0/15, found:	25.0376
Length   66/11, alignment  0/15, fail:	9.47461
Length   66/11, alignment  3/ 0, found:	24.9238
Length   66/11, alignment  3/ 0, fail:	8.39636
Length   66/11, alignment  3/ 3, found:	24.271
Length   66/11, alignment  3/ 3, fail:	7.58582
Length   66/11, alignment  3/ 9, found:	21.3834
Length   66/11, alignment  3/ 9, fail:	9.21069
Length   66/11, alignment  3/15, found:	25.2161
Length   66/11, alignment  3/15, fail:	8.93677
Length   66/11, alignment  9/ 0, found:	24.3846
Length   66/11, alignment  9/ 0, fail:	8.39514
Length   66/11, alignment  9/ 3, found:	24.2222
Length   66/11, alignment  9/ 3, fail:	8.66541
Length   66/11, alignment  9/ 9, found:	21.3834
Length   66/11, alignment  9/ 9, fail:	9.20935
Length   66/11, alignment  9/15, found:	21.3822
Length   66/11, alignment  9/15, fail:	9.20569
Length   66/11, alignment 15/ 0, found:	19.2806
Length   66/11, alignment 15/ 0, fail:	9.48328
Length   66/11, alignment 15/ 3, found:	17.5947
Length   66/11, alignment 15/ 3, fail:	9.7533
Length   66/11, alignment 15/ 9, found:	18.8136
Length   66/11, alignment 15/ 9, fail:	10.0199
Length   66/11, alignment 15/15, found:	18.1364
Length   66/11, alignment 15/15, fail:	10.0603
Length   77/11, alignment  0/ 0, found:	24.6085
Length   77/11, alignment  0/ 0, fail:	8.93677
Length   77/11, alignment  0/ 3, found:	24.0889
Length   77/11, alignment  0/ 3, fail:	7.58582
Length   77/11, alignment  0/ 9, found:	24.661
Length   77/11, alignment  0/ 9, fail:	8.12732
Length   77/11, alignment  0/15, found:	24.9031
Length   77/11, alignment  0/15, fail:	9.96118
Length   77/11, alignment  3/ 0, found:	24.0914
Length   77/11, alignment  3/ 0, fail:	8.125
Length   77/11, alignment  3/ 3, found:	24.2673
Length   77/11, alignment  3/ 3, fail:	9.82678
Length   77/11, alignment  3/ 9, found:	25.1709
Length   77/11, alignment  3/ 9, fail:	10.0212
Length   77/11, alignment  3/15, found:	25.3506
Length   77/11, alignment  3/15, fail:	10.0188
Length   77/11, alignment  9/ 0, found:	24.0864
Length   77/11, alignment  9/ 0, fail:	9.47949
Length   77/11, alignment  9/ 3, found:	24.2222
Length   77/11, alignment  9/ 3, fail:	9.74854
Length   77/11, alignment  9/ 9, found:	20.48
Length   77/11, alignment  9/ 9, fail:	10.9478
Length   77/11, alignment  9/15, found:	24.6328
Length   77/11, alignment  9/15, fail:	10.0175
Length   77/11, alignment 15/ 0, found:	18.8026
Length   77/11, alignment 15/ 0, fail:	8.12378
Length   77/11, alignment 15/ 3, found:	17.5959
Length   77/11, alignment 15/ 3, fail:	9.74963
Length   77/11, alignment 15/ 9, found:	18.1069
Length   77/11, alignment 15/ 9, fail:	10.0164
Length   77/11, alignment 15/15, found:	18.8112
Length   77/11, alignment 15/15, fail:	8.66663
Length   48/12, alignment  0/ 0, found:	23.2783
Length   48/12, alignment  0/ 0, fail:	7.85486
Length   48/12, alignment  0/ 3, found:	23.3199
Length   48/12, alignment  0/ 3, fail:	7.85486
Length   48/12, alignment  0/ 9, found:	23.8198
Length   48/12, alignment  0/ 9, fail:	8.8573
Length   48/12, alignment  0/15, found:	24.2747
Length   48/12, alignment  0/15, fail:	8.39514
Length   48/12, alignment  3/ 0, found:	23.2771
Length   48/12, alignment  3/ 0, fail:	6.50146
Length   48/12, alignment  3/ 3, found:	23.5509
Length   48/12, alignment  3/ 3, fail:	7.58337
Length   48/12, alignment  3/ 9, found:	24.8505
Length   48/12, alignment  3/ 9, fail:	8.12744
Length   48/12, alignment  3/15, found:	24.359
Length   48/12, alignment  3/15, fail:	7.04309
Length   48/12, alignment  9/ 0, found:	23.8187
Length   48/12, alignment  9/ 0, fail:	7.31201
Length   48/12, alignment  9/ 3, found:	24.2246
Length   48/12, alignment  9/ 3, fail:	7.58228
Length   48/12, alignment  9/ 9, found:	23.4409
Length   48/12, alignment  9/ 9, fail:	7.85474
Length   48/12, alignment  9/15, found:	25.2905
Length   48/12, alignment  9/15, fail:	7.85229
Length   48/12, alignment 15/ 0, found:	24.0901
Length   48/12, alignment 15/ 0, fail:	6.49902
Length   48/12, alignment 15/ 3, found:	24.2271
Length   48/12, alignment 15/ 3, fail:	6.77039
Length   48/12, alignment 15/ 9, found:	25.6733
Length   48/12, alignment 15/ 9, fail:	7.04187
Length   48/12, alignment 15/15, found:	25.2784
Length   48/12, alignment 15/15, fail:	7.85229
Length   60/12, alignment  0/ 0, found:	23.2759
Length   60/12, alignment  0/ 0, fail:	6.77283
Length   60/12, alignment  0/ 3, found:	23.2795
Length   60/12, alignment  0/ 3, fail:	7.85486
Length   60/12, alignment  0/ 9, found:	23.8199
Length   60/12, alignment  0/ 9, fail:	8.39771
Length   60/12, alignment  0/15, found:	24.2747
Length   60/12, alignment  0/15, fail:	8.39526
Length   60/12, alignment  3/ 0, found:	24.3578
Length   60/12, alignment  3/ 0, fail:	6.77173
Length   60/12, alignment  3/ 3, found:	24.7527
Length   60/12, alignment  3/ 3, fail:	6.77161
Length   60/12, alignment  3/ 9, found:	25.298
Length   60/12, alignment  3/ 9, fail:	7.04175
Length   60/12, alignment  3/15, found:	25.2991
Length   60/12, alignment  3/15, fail:	7.85229
Length   60/12, alignment  9/ 0, found:	24.0901
Length   60/12, alignment  9/ 0, fail:	7.31567
Length   60/12, alignment  9/ 3, found:	24.7612
Length   60/12, alignment  9/ 3, fail:	8.66663
Length   60/12, alignment  9/ 9, found:	25.298
Length   60/12, alignment  9/ 9, fail:	8.93555
Length   60/12, alignment  9/15, found:	25.3004
Length   60/12, alignment  9/15, fail:	8.93555
Length   60/12, alignment 15/ 0, found:	24.0889
Length   60/12, alignment 15/ 0, fail:	7.75452
Length   60/12, alignment 15/ 3, found:	24.2233
Length   60/12, alignment 15/ 3, fail:	7.58459
Length   60/12, alignment 15/ 9, found:	25.2992
Length   60/12, alignment 15/ 9, fail:	7.85364
Length   60/12, alignment 15/15, found:	24.8077
Length   60/12, alignment 15/15, fail:	7.85229
Length   72/12, alignment  0/ 0, found:	24.5803
Length   72/12, alignment  0/ 0, fail:	8.93799
Length   72/12, alignment  0/ 3, found:	24.0901
Length   72/12, alignment  0/ 3, fail:	8.93555
Length   72/12, alignment  0/ 9, found:	24.7295
Length   72/12, alignment  0/ 9, fail:	9.47473
Length   72/12, alignment  0/15, found:	24.6305
Length   72/12, alignment  0/15, fail:	8.12378
Length   72/12, alignment  3/ 0, found:	24.5303
Length   72/12, alignment  3/ 0, fail:	8.39648
Length   72/12, alignment  3/ 3, found:	24.2246
Length   72/12, alignment  3/ 3, fail:	8.66772
Length   72/12, alignment  3/ 9, found:	24.6255
Length   72/12, alignment  3/ 9, fail:	8.93665
Length   72/12, alignment  3/15, found:	25.3212
Length   72/12, alignment  3/15, fail:	9.38782
Length   72/12, alignment  9/ 0, found:	24.0889
Length   72/12, alignment  9/ 0, fail:	9.47827
Length   72/12, alignment  9/ 3, found:	24.2234
Length   72/12, alignment  9/ 3, fail:	9.74976
Length   72/12, alignment  9/ 9, found:	24.3212
Length   72/12, alignment  9/ 9, fail:	8.66528
Length   72/12, alignment  9/15, found:	25.2905
Length   72/12, alignment  9/15, fail:	10.0175
Length   72/12, alignment 15/ 0, found:	19.1033
Length   72/12, alignment 15/ 0, fail:	9.47705
Length   72/12, alignment 15/ 3, found:	17.6484
Length   72/12, alignment 15/ 3, fail:	8.39636
Length   72/12, alignment 15/ 9, found:	18.1387
Length   72/12, alignment 15/ 9, fail:	10.0199
Length   72/12, alignment 15/15, found:	18.4786
Length   72/12, alignment 15/15, fail:	10.0162
Length   84/12, alignment  0/ 0, found:	24.0876
Length   84/12, alignment  0/ 0, fail:	10.0211
Length   84/12, alignment  0/ 3, found:	24.0913
Length   84/12, alignment  0/ 3, fail:	10.0248
Length   84/12, alignment  0/ 9, found:	24.9019
Length   84/12, alignment  0/ 9, fail:	11.0774
Length   84/12, alignment  0/15, found:	24.6622
Length   84/12, alignment  0/15, fail:	10.5615
Length   84/12, alignment  3/ 0, found:	24.3616
Length   84/12, alignment  3/ 0, fail:	9.74731
Length   84/12, alignment  3/ 3, found:	24.2271
Length   84/12, alignment  3/ 3, fail:	9.74976
Length   84/12, alignment  3/ 9, found:	22.7991
Length   84/12, alignment  3/ 9, fail:	8.66663
Length   84/12, alignment  3/15, found:	19.7672
Length   84/12, alignment  3/15, fail:	10.2914
Length   84/12, alignment  9/ 0, found:	18.843
Length   84/12, alignment  9/ 0, fail:	9.47583
Length   84/12, alignment  9/ 3, found:	17.7329
Length   84/12, alignment  9/ 3, fail:	8.39514
Length   84/12, alignment  9/ 9, found:	18.6572
Length   84/12, alignment  9/ 9, fail:	10.2902
Length   84/12, alignment  9/15, found:	18.1376
Length   84/12, alignment  9/15, fail:	10.0175
Length   84/12, alignment 15/ 0, found:	18.9469
Length   84/12, alignment 15/ 0, fail:	10.564
Length   84/12, alignment 15/ 3, found:	17.6034
Length   84/12, alignment 15/ 3, fail:	9.57251
Length   84/12, alignment 15/ 9, found:	18.4579
Length   84/12, alignment 15/ 9, fail:	11.6924
Length   84/12, alignment 15/15, found:	18.3014
Length   84/12, alignment 15/15, fail:	9.80225
Length   52/13, alignment  0/ 0, found:	23.2771
Length   52/13, alignment  0/ 0, fail:	6.77039
Length   52/13, alignment  0/ 3, found:	23.8186
Length   52/13, alignment  0/ 3, fail:	8.39514
Length   52/13, alignment  0/ 9, found:	24.3628
Length   52/13, alignment  0/ 9, fail:	8.39526
Length   52/13, alignment  0/15, found:	23.8174
Length   52/13, alignment  0/15, fail:	8.3927
Length   52/13, alignment  3/ 0, found:	23.5498
Length   52/13, alignment  3/ 0, fail:	7.31079
Length   52/13, alignment  3/ 3, found:	24.6305
Length   52/13, alignment  3/ 3, fail:	8.125
Length   52/13, alignment  3/ 9, found:	25.3823
Length   52/13, alignment  3/ 9, fail:	7.31445
Length   52/13, alignment  3/15, found:	25.7112
Length   52/13, alignment  3/15, fail:	8.125
Length   52/13, alignment  9/ 0, found:	24.0889
Length   52/13, alignment  9/ 0, fail:	6.50024
Length   52/13, alignment  9/ 3, found:	24.6281
Length   52/13, alignment  9/ 3, fail:	7.03931
Length   52/13, alignment  9/ 9, found:	21.7844
Length   52/13, alignment  9/ 9, fail:	7.85229
Length   52/13, alignment  9/15, found:	24.6305
Length   52/13, alignment  9/15, fail:	7.04053
Length   52/13, alignment 15/ 0, found:	24.0901
Length   52/13, alignment 15/ 0, fail:	7.31445
Length   52/13, alignment 15/ 3, found:	24.6292
Length   52/13, alignment 15/ 3, fail:	8.31812
Length   52/13, alignment 15/ 9, found:	24.6305
Length   52/13, alignment 15/ 9, fail:	8.93799
Length   52/13, alignment 15/15, found:	24.6279
Length   52/13, alignment 15/15, fail:	8.93665
Length   65/13, alignment  0/ 0, found:	24.0913
Length   65/13, alignment  0/ 0, fail:	7.58704
Length   65/13, alignment  0/ 3, found:	25.5645
Length   65/13, alignment  0/ 3, fail:	9.48083
Length   65/13, alignment  0/ 9, found:	18.7452
Length   65/13, alignment  0/ 9, fail:	9.47961
Length   65/13, alignment  0/15, found:	18.7463
Length   65/13, alignment  0/15, fail:	8.12378
Length   65/13, alignment  3/ 0, found:	24.3602
Length   65/13, alignment  3/ 0, fail:	7.31323
Length   65/13, alignment  3/ 3, found:	27.0634
Length   65/13, alignment  3/ 3, fail:	8.93799
Length   65/13, alignment  3/ 9, found:	25.3016
Length   65/13, alignment  3/ 9, fail:	8.93799
Length   65/13, alignment  3/15, found:	25.3016
Length   65/13, alignment  3/15, fail:	8.93677
Length   65/13, alignment  9/ 0, found:	24.0901
Length   65/13, alignment  9/ 0, fail:	8.84265
Length   65/13, alignment  9/ 3, found:	25.3358
Length   65/13, alignment  9/ 3, fail:	8.93298
Length   65/13, alignment  9/ 9, found:	25.2246
Length   65/13, alignment  9/ 9, fail:	7.85364
Length   65/13, alignment  9/15, found:	25.3395
Length   65/13, alignment  9/15, fail:	8.93433
Length   65/13, alignment 15/ 0, found:	24.4752
Length   65/13, alignment 15/ 0, fail:	9.48328
Length   65/13, alignment 15/ 3, found:	25.3457
Length   65/13, alignment 15/ 3, fail:	10.0223
Length   65/13, alignment 15/ 9, found:	25.3431
Length   65/13, alignment 15/ 9, fail:	10.0225
Length   65/13, alignment 15/15, found:	25.3444
Length   65/13, alignment 15/15, fail:	9.11157
Length   78/13, alignment  0/ 0, found:	24.0889
Length   78/13, alignment  0/ 0, fail:	8.93799
Length   78/13, alignment  0/ 3, found:	24.9006
Length   78/13, alignment  0/ 3, fail:	9.47961
Length   78/13, alignment  0/ 9, found:	24.9006
Length   78/13, alignment  0/ 9, fail:	9.47827
Length   78/13, alignment  0/15, found:	25.2504
Length   78/13, alignment  0/15, fail:	9.47583
Length   78/13, alignment  3/ 0, found:	24.3616
Length   78/13, alignment  3/ 0, fail:	9.47717
Length   78/13, alignment  3/ 3, found:	25.172
Length   78/13, alignment  3/ 3, fail:	8.6665
Length   78/13, alignment  3/ 9, found:	24.6305
Length   78/13, alignment  3/ 9, fail:	9.10913
Length   78/13, alignment  3/15, found:	20.5717
Length   78/13, alignment  3/15, fail:	10.0175
Length   78/13, alignment  9/ 0, found:	18.8796
Length   78/13, alignment  9/ 0, fail:	9.48083
Length   78/13, alignment  9/ 3, found:	17.8588
Length   78/13, alignment  9/ 3, fail:	10.0175
Length   78/13, alignment  9/ 9, found:	18.1069
Length   78/13, alignment  9/ 9, fail:	10.5065
Length   78/13, alignment  9/15, found:	18.3723
Length   78/13, alignment  9/15, fail:	10.0199
Length   78/13, alignment 15/ 0, found:	18.8845
Length   78/13, alignment 15/ 0, fail:	9.47583
Length   78/13, alignment 15/ 3, found:	18.3075
Length   78/13, alignment 15/ 3, fail:	10.0175
Length   78/13, alignment 15/ 9, found:	18.3038
Length   78/13, alignment 15/ 9, fail:	10.0187
Length   78/13, alignment 15/15, found:	18.6962
Length   78/13, alignment 15/15, fail:	10.0175
Length   91/13, alignment  0/ 0, found:	24.0889
Length   91/13, alignment  0/ 0, fail:	10.0236
Length   91/13, alignment  0/ 3, found:	24.9019
Length   91/13, alignment  0/ 3, fail:	10.564
Length   91/13, alignment  0/ 9, found:	25.3652
Length   91/13, alignment  0/ 9, fail:	10.5615
Length   91/13, alignment  0/15, found:	18.8136
Length   91/13, alignment  0/15, fail:	10.559
Length   91/13, alignment  3/ 0, found:	17.7317
Length   91/13, alignment  3/ 0, fail:	9.74854
Length   91/13, alignment  3/ 3, found:	18.1388
Length   91/13, alignment  3/ 3, fail:	10.0162
Length   91/13, alignment  3/ 9, found:	18.4591
Length   91/13, alignment  3/ 9, fail:	10.4844
Length   91/13, alignment  3/15, found:	18.1376
Length   91/13, alignment  3/15, fail:	10.0187
Length   91/13, alignment  9/ 0, found:	17.865
Length   91/13, alignment  9/ 0, fail:	8.94043
Length   91/13, alignment  9/ 3, found:	18.3051
Length   91/13, alignment  9/ 3, fail:	11.1068
Length   91/13, alignment  9/ 9, found:	18.3051
Length   91/13, alignment  9/ 9, fail:	11.6031
Length   91/13, alignment  9/15, found:	18.3735
Length   91/13, alignment  9/15, fail:	9.7998
Length   91/13, alignment 15/ 0, found:	18.8809
Length   91/13, alignment 15/ 0, fail:	8.93921
Length   91/13, alignment 15/ 3, found:	18.3038
Length   91/13, alignment 15/ 3, fail:	11.0995
Length   91/13, alignment 15/ 9, found:	18.3051
Length   91/13, alignment 15/ 9, fail:	11.0995
