                       	strsep
Length   12/2, alignment 15/ 0, found:	16.0967
Length   12/2, alignment 15/ 0, fail:	5.13928
Length   12/2, alignment 15/ 3, found:	16.6948
Length   12/2, alignment 15/ 3, fail:	5.4115
Length   12/2, alignment 15/ 9, found:	16.9633
Length   12/2, alignment 15/ 9, fail:	5.40796
Length   12/2, alignment 15/15, found:	11.7472
Length   12/2, alignment 15/15, fail:	5.68005
Length   14/2, alignment  0/ 0, found:	22.7789
Length   14/2, alignment  0/ 0, fail:	4.86951
Length   14/2, alignment  0/ 3, found:	22.5471
Length   14/2, alignment  0/ 3, fail:	4.87073
Length   14/2, alignment  0/ 9, found:	21.8915
Length   14/2, alignment  0/ 9, fail:	4.86829
Length   14/2, alignment  0/15, found:	21.3507
Length   14/2, alignment  0/15, fail:	5.4115
Length   14/2, alignment  3/ 0, found:	21.8463
Length   14/2, alignment  3/ 0, fail:	5.13806
Length   14/2, alignment  3/ 3, found:	24.7139
Length   14/2, alignment  3/ 3, fail:	5.4115
Length   14/2, alignment  3/ 9, found:	22.9742
Length   14/2, alignment  3/ 9, fail:	5.40674
Length   14/2, alignment  3/15, found:	22.973
Length   14/2, alignment  3/15, fail:	5.68494
Length   14/2, alignment  9/ 0, found:	22.9719
Length   14/2, alignment  9/ 0, fail:	5.13806
Length   14/2, alignment  9/ 3, found:	17.6885
Length   14/2, alignment  9/ 3, fail:	6.26001
Length   14/2, alignment  9/ 9, found:	16.9597
Length   14/2, alignment  9/ 9, fail:	5.40784
Length   14/2, alignment  9/15, found:	15.9526
Length   14/2, alignment  9/15, fail:	5.41394
Length   14/2, alignment 15/ 0, found:	23.0731
Length   14/2, alignment 15/ 0, fail:	4.87317
Length   14/2, alignment 15/ 3, found:	16.9597
Length   14/2, alignment 15/ 3, fail:	5.40784
Length   14/2, alignment 15/ 9, found:	20.6464
Length   14/2, alignment 15/ 9, fail:	6.52844
Length   14/2, alignment 15/15, found:	23.7825
Length   14/2, alignment 15/15, fail:	5.4115
Length   12/3, alignment  0/ 0, found:	24.864
Length   12/3, alignment  0/ 0, fail:	4.86951
Length   12/3, alignment  0/ 3, found:	23.5139
Length   12/3, alignment  0/ 3, fail:	4.86951
Length   12/3, alignment  0/ 9, found:	24.571
Length   12/3, alignment  0/ 9, fail:	5.89246
Length   12/3, alignment  0/15, found:	23.5896
Length   12/3, alignment  0/15, fail:	5.41028
Length   12/3, alignment  3/ 0, found:	24.2329
Length   12/3, alignment  3/ 0, fail:	4.3324
Length   12/3, alignment  3/ 3, found:	24.5941
Length   12/3, alignment  3/ 3, fail:	4.87085
Length   12/3, alignment  3/ 9, found:	24.3365
Length   12/3, alignment  3/ 9, fail:	5.73877
Length   12/3, alignment  3/15, found:	23.2428
Length   12/3, alignment  3/15, fail:	4.87195
Length   12/3, alignment  9/ 0, found:	23.2429
Length   12/3, alignment  9/ 0, fail:	5.1405
Length   12/3, alignment  9/ 3, found:	23.2428
Length   12/3, alignment  9/ 3, fail:	5.41162
Length   12/3, alignment  9/ 9, found:	24.0314
Length   12/3, alignment  9/ 9, fail:	5.68262
Length   12/3, alignment  9/15, found:	23.8177
Length   12/3, alignment  9/15, fail:	5.95361
Length   12/3, alignment 15/ 0, found:	23.2428
Length   12/3, alignment 15/ 0, fail:	5.4115
Length   12/3, alignment 15/ 3, found:	23.5114
Length   12/3, alignment 15/ 3, fail:	5.6825
Length   12/3, alignment 15/ 9, found:	24.6455
Length   12/3, alignment 15/ 9, fail:	5.67883
Length   12/3, alignment 15/15, found:	19.2388
Length   12/3, alignment 15/15, fail:	5.95227
Length   15/3, alignment  0/ 0, found:	23.2391
Length   15/3, alignment  0/ 0, fail:	5.14172
Length   15/3, alignment  0/ 3, found:	23.7825
Length   15/3, alignment  0/ 3, fail:	5.14294
Length   15/3, alignment  0/ 9, found:	23.9631
Length   15/3, alignment  0/ 9, fail:	6.18665
Length   15/3, alignment  0/15, found:	23.647
Length   15/3, alignment  0/15, fail:	5.68494
Length   15/3, alignment  3/ 0, found:	22.9718
Length   15/3, alignment  3/ 0, fail:	5.41528
Length   15/3, alignment  3/ 3, found:	21.0956
Length   15/3, alignment  3/ 3, fail:	5.68738
Length   15/3, alignment  3/ 9, found:	21.0773
Length   15/3, alignment  3/ 9, fail:	5.68005
Length   15/3, alignment  3/15, found:	22.8682
Length   15/3, alignment  3/15, fail:	5.95105
Length   15/3, alignment  9/ 0, found:	16.6228
Length   15/3, alignment  9/ 0, fail:	5.41028
Length   15/3, alignment  9/ 3, found:	16.4897
Length   15/3, alignment  9/ 3, fail:	5.67761
Length   15/3, alignment  9/ 9, found:	16.4896
Length   15/3, alignment  9/ 9, fail:	5.67651
Length   15/3, alignment  9/15, found:	17.5725
Length   15/3, alignment  9/15, fail:	5.95349
Length   15/3, alignment 15/ 0, found:	19.1193
Length   15/3, alignment 15/ 0, fail:	5.40784
Length   15/3, alignment 15/ 3, found:	11.4164
Length   15/3, alignment 15/ 3, fail:	5.68005
Length   15/3, alignment 15/ 9, found:	11.3981
Length   15/3, alignment 15/ 9, fail:	5.67883
Length   15/3, alignment 15/15, found:	17.1636
Length   15/3, alignment 15/15, fail:	5.95117
Length   18/3, alignment  0/ 0, found:	22.973
Length   18/3, alignment  0/ 0, fail:	5.68616
Length   18/3, alignment  0/ 3, found:	25.2937
Length   18/3, alignment  0/ 3, fail:	6.56885
Length   18/3, alignment  0/ 9, found:	24.0558
Length   18/3, alignment  0/ 9, fail:	5.68127
Length   18/3, alignment  0/15, found:	23.5101
Length   18/3, alignment  0/15, fail:	6.22217
Length   18/3, alignment  3/ 0, found:	24.9971
Length   18/3, alignment  3/ 0, fail:	5.4176
Length   18/3, alignment  3/ 3, found:	21.424
Length   18/3, alignment  3/ 3, fail:	6.6897
Length   18/3, alignment  3/ 9, found:	23.2391
Length   18/3, alignment  3/ 9, fail:	5.67761
Length   18/3, alignment  3/15, found:	23.244
Length   18/3, alignment  3/15, fail:	5.95349
Length   18/3, alignment  9/ 0, found:	23.2576
Length   18/3, alignment  9/ 0, fail:	5.40906
Length   18/3, alignment  9/ 3, found:	24.4624
Length   18/3, alignment  9/ 3, fail:	6.64929
Length   18/3, alignment  9/ 9, found:	24.3243
Length   18/3, alignment  9/ 9, fail:	5.68127
Length   18/3, alignment  9/15, found:	24.3256
Length   18/3, alignment  9/15, fail:	5.68018
Length   18/3, alignment 15/ 0, found:	23.244
Length   18/3, alignment 15/ 0, fail:	6.22571
Length   18/3, alignment 15/ 3, found:	22.1674
Length   18/3, alignment 15/ 3, fail:	7.61853
Length   18/3, alignment 15/ 9, found:	23.515
Length   18/3, alignment 15/ 9, fail:	6.49072
Length   18/3, alignment 15/15, found:	24.5953
Length   18/3, alignment 15/15, fail:	6.76538
Length   21/3, alignment  0/ 0, found:	24.001
Length   21/3, alignment  0/ 0, fail:	5.68127
Length   21/3, alignment  0/ 3, found:	24.5613
Length   21/3, alignment  0/ 3, fail:	6.87024
Length   21/3, alignment  0/ 9, found:	24.0547
Length   21/3, alignment  0/ 9, fail:	5.67883
Length   21/3, alignment  0/15, found:	23.5103
Length   21/3, alignment  0/15, fail:	6.22327
Length   21/3, alignment  3/ 0, found:	23.9839
Length   21/3, alignment  3/ 0, fail:	5.41638
Length   21/3, alignment  3/ 3, found:	23.9009
Length   21/3, alignment  3/ 3, fail:	6.4259
Length   21/3, alignment  3/ 9, found:	23.2393
Length   21/3, alignment  3/ 9, fail:	5.67883
Length   21/3, alignment  3/15, found:	23.5139
Length   21/3, alignment  3/15, fail:	5.95227
Length   21/3, alignment  9/ 0, found:	23.2429
Length   21/3, alignment  9/ 0, fail:	5.40784
Length   21/3, alignment  9/ 3, found:	24.394
Length   21/3, alignment  9/ 3, fail:	6.82996
Length   21/3, alignment  9/ 9, found:	23.7849
Length   21/3, alignment  9/ 9, fail:	5.68127
Length   21/3, alignment  9/15, found:	24.5894
Length   21/3, alignment  9/15, fail:	5.6825
Length   21/3, alignment 15/ 0, found:	23.2417
Length   21/3, alignment 15/ 0, fail:	6.22693
Length   21/3, alignment 15/ 3, found:	24.3196
Length   21/3, alignment 15/ 3, fail:	7.41235
Length   21/3, alignment 15/ 9, found:	23.7836
Length   21/3, alignment 15/ 9, fail:	6.49072
Length   21/3, alignment 15/15, found:	24.5881
Length   21/3, alignment 15/15, fail:	7.03259
Length   16/4, alignment  0/ 0, found:	24.0095
Length   16/4, alignment  0/ 0, fail:	5.68005
Length   16/4, alignment  0/ 3, found:	25.3755
Length   16/4, alignment  0/ 3, fail:	5.68005
Length   16/4, alignment  0/ 9, found:	24.3219
Length   16/4, alignment  0/ 9, fail:	5.67896
Length   16/4, alignment  0/15, found:	21.8939
Length   16/4, alignment  0/15, fail:	6.22205
Length   16/4, alignment  3/ 0, found:	22.2955
Length   16/4, alignment  3/ 0, fail:	5.40918
Length   16/4, alignment  3/ 3, found:	18.593
Length   16/4, alignment  3/ 3, fail:	6.47729
Length   16/4, alignment  3/ 9, found:	23.2416
Length   16/4, alignment  3/ 9, fail:	5.68005
Length   16/4, alignment  3/15, found:	23.5089
Length   16/4, alignment  3/15, fail:	5.95471
Length   16/4, alignment  9/ 0, found:	23.2417
Length   16/4, alignment  9/ 0, fail:	5.41516
Length   16/4, alignment  9/ 3, found:	24.4478
Length   16/4, alignment  9/ 3, fail:	5.67883
Length   16/4, alignment  9/ 9, found:	17.4663
Length   16/4, alignment  9/ 9, fail:	5.6814
Length   16/4, alignment  9/15, found:	16.9109
Length   16/4, alignment  9/15, fail:	5.95105
Length   16/4, alignment 15/ 0, found:	15.949
Length   16/4, alignment 15/ 0, fail:	5.40662
Length   16/4, alignment 15/ 3, found:	16.2871
Length   16/4, alignment 15/ 3, fail:	5.67761
Length   16/4, alignment 15/ 9, found:	16.2871
Length   16/4, alignment 15/ 9, fail:	6.37476
Length   16/4, alignment 15/15, found:	17.6311
Length   16/4, alignment 15/15, fail:	5.94983
Length   20/4, alignment  0/ 0, found:	23.2441
Length   20/4, alignment  0/ 0, fail:	5.68005
Length   20/4, alignment  0/ 3, found:	24.322
Length   20/4, alignment  0/ 3, fail:	5.68005
Length   20/4, alignment  0/ 9, found:	24.3232
Length   20/4, alignment  0/ 9, fail:	5.67883
Length   20/4, alignment  0/15, found:	23.5823
Length   20/4, alignment  0/15, fail:	6.22327
Length   20/4, alignment  3/ 0, found:	16.7607
Length   20/4, alignment  3/ 0, fail:	5.40918
Length   20/4, alignment  3/ 3, found:	18.0815
Length   20/4, alignment  3/ 3, fail:	5.68005
Length   20/4, alignment  3/ 9, found:	15.8135
Length   20/4, alignment  3/ 9, fail:	5.67883
Length   20/4, alignment  3/15, found:	21.3507
Length   20/4, alignment  3/15, fail:	6.77393
Length   20/4, alignment  9/ 0, found:	16.8206
Length   20/4, alignment  9/ 0, fail:	5.40662
Length   20/4, alignment  9/ 3, found:	15.949
Length   20/4, alignment  9/ 3, fail:	5.67761
Length   20/4, alignment  9/ 9, found:	16.0833
Length   20/4, alignment  9/ 9, fail:	5.67761
Length   20/4, alignment  9/15, found:	16.8876
Length   20/4, alignment  9/15, fail:	5.94983
Length   20/4, alignment 15/ 0, found:	16.0173
Length   20/4, alignment 15/ 0, fail:	6.22693
Length   20/4, alignment 15/ 3, found:	17.8667
Length   20/4, alignment 15/ 3, fail:	6.49194
Length   20/4, alignment 15/ 9, found:	11.3993
Length   20/4, alignment 15/ 9, fail:	6.49182
Length   20/4, alignment 15/15, found:	17
Length   20/4, alignment 15/15, fail:	6.76416
Length   24/4, alignment  0/ 0, found:	22.973
Length   24/4, alignment  0/ 0, fail:	5.68018
Length   24/4, alignment  0/ 3, found:	22.9718
Length   24/4, alignment  0/ 3, fail:	6.35144
Length   24/4, alignment  0/ 9, found:	25.0751
Length   24/4, alignment  0/ 9, fail:	5.67896
Length   24/4, alignment  0/15, found:	21.8927
Length   24/4, alignment  0/15, fail:	6.22205
Length   24/4, alignment  3/ 0, found:	21.6327
Length   24/4, alignment  3/ 0, fail:	5.40918
Length   24/4, alignment  3/ 3, found:	21.0809
Length   24/4, alignment  3/ 3, fail:	5.68127
Length   24/4, alignment  3/ 9, found:	22.8168
Length   24/4, alignment  3/ 9, fail:	5.67773
Length   24/4, alignment  3/15, found:	21.0834
Length   24/4, alignment  3/15, fail:	5.95593
Length   24/4, alignment  9/ 0, found:	15.9575
Length   24/4, alignment  9/ 0, fail:	6.22083
Length   24/4, alignment  9/ 3, found:	16.834
Length   24/4, alignment  9/ 3, fail:	6.49438
Length   24/4, alignment  9/ 9, found:	16.8279
Length   24/4, alignment  9/ 9, fail:	7.13647
Length   24/4, alignment  9/15, found:	18.1584
Length   24/4, alignment  9/15, fail:	6.76404
Length   24/4, alignment 15/ 0, found:	16.757
Length   24/4, alignment 15/ 0, fail:	6.22217
Length   24/4, alignment 15/ 3, found:	16.8291
Length   24/4, alignment 15/ 3, fail:	6.49182
Length   24/4, alignment 15/ 9, found:	11.4066
Length   24/4, alignment 15/ 9, fail:	6.49072
Length   24/4, alignment 15/15, found:	16.9988
Length   24/4, alignment 15/15, fail:	6.76038
Length   28/4, alignment  0/ 0, found:	25.2083
Length   28/4, alignment  0/ 0, fail:	5.68018
Length   28/4, alignment  0/ 3, found:	24.0546
Length   28/4, alignment  0/ 3, fail:	5.68018
Length   28/4, alignment  0/ 9, found:	24.0533
Length   28/4, alignment  0/ 9, fail:	5.68018
Length   28/4, alignment  0/15, found:	22.8864
Length   28/4, alignment  0/15, fail:	7.83105
Length   28/4, alignment  3/ 0, found:	18.6101
Length   28/4, alignment  3/ 0, fail:	5.41284
Length   28/4, alignment  3/ 3, found:	16.287
Length   28/4, alignment  3/ 3, fail:	5.68018
Length   28/4, alignment  3/ 9, found:	16.2871
Length   28/4, alignment  3/ 9, fail:	5.67639
Length   28/4, alignment  3/15, found:	17.2295
Length   28/4, alignment  3/15, fail:	5.95105
Length   28/4, alignment  9/ 0, found:	16.696
Length   28/4, alignment  9/ 0, fail:	6.22095
Length   28/4, alignment  9/ 3, found:	16.873
Length   28/4, alignment  9/ 3, fail:	7.25977
Length   28/4, alignment  9/ 9, found:	23.7836
Length   28/4, alignment  9/ 9, fail:	6.4895
Length   28/4, alignment  9/15, found:	24.5929
Length   28/4, alignment  9/15, fail:	6.7605
Length   28/4, alignment 15/ 0, found:	23.2404
Length   28/4, alignment 15/ 0, fail:	5.95105
Length   28/4, alignment 15/ 3, found:	24.3367
Length   28/4, alignment 15/ 3, fail:	6.24402
Length   28/4, alignment 15/ 9, found:	23.7825
Length   28/4, alignment 15/ 9, fail:	6.21838
Length   28/4, alignment 15/15, found:	24.5942
Length   28/4, alignment 15/15, fail:	6.76538
Length   20/5, alignment  0/ 0, found:	24.0009
Length   20/5, alignment  0/ 0, fail:	5.68005
Length   20/5, alignment  0/ 3, found:	25.3876
Length   20/5, alignment  0/ 3, fail:	5.67761
Length   20/5, alignment  0/ 9, found:	22.9742
Length   20/5, alignment  0/ 9, fail:	5.67896
Length   20/5, alignment  0/15, found:	21.8915
Length   20/5, alignment  0/15, fail:	6.2196
Length   20/5, alignment  3/ 0, found:	21.756
Length   20/5, alignment  3/ 0, fail:	5.4104
Length   20/5, alignment  3/ 3, found:	21.7853
Length   20/5, alignment  3/ 3, fail:	6.56506
Length   20/5, alignment  3/ 9, found:	23.2454
Length   20/5, alignment  3/ 9, fail:	5.68127
Length   20/5, alignment  3/15, found:	23.5127
Length   20/5, alignment  3/15, fail:	5.94861
Length   20/5, alignment  9/ 0, found:	23.7837
Length   20/5, alignment  9/ 0, fail:	5.41028
Length   20/5, alignment  9/ 3, found:	24.8298
Length   20/5, alignment  9/ 3, fail:	6.55896
Length   20/5, alignment  9/ 9, found:	23.7849
Length   20/5, alignment  9/ 9, fail:	5.67639
Length   20/5, alignment  9/15, found:	24.322
Length   20/5, alignment  9/15, fail:	5.95593
Length   20/5, alignment 15/ 0, found:	23.2441
Length   20/5, alignment 15/ 0, fail:	6.22327
Length   20/5, alignment 15/ 3, found:	24.3501
Length   20/5, alignment 15/ 3, fail:	7.30493
Length   20/5, alignment 15/ 9, found:	23.7823
Length   20/5, alignment 15/ 9, fail:	6.49072
Length   20/5, alignment 15/15, found:	24.5918
Length   20/5, alignment 15/15, fail:	6.7616
Length   25/5, alignment  0/ 0, found:	23.5151
Length   25/5, alignment  0/ 0, fail:	5.68005
Length   25/5, alignment  0/ 3, found:	25.7173
Length   25/5, alignment  0/ 3, fail:	5.68005
Length   25/5, alignment  0/ 9, found:	24.3207
Length   25/5, alignment  0/ 9, fail:	5.68018
Length   25/5, alignment  0/15, found:	21.8915
Length   25/5, alignment  0/15, fail:	6.22083
Length   25/5, alignment  3/ 0, found:	22.7032
Length   25/5, alignment  3/ 0, fail:	5.40906
Length   25/5, alignment  3/ 3, found:	21.7206
Length   25/5, alignment  3/ 3, fail:	6.6615
Length   25/5, alignment  3/ 9, found:	23.3746
Length   25/5, alignment  3/ 9, fail:	5.67761
Length   25/5, alignment  3/15, found:	23.2393
Length   25/5, alignment  3/15, fail:	5.95349
Length   25/5, alignment  9/ 0, found:	23.2441
Length   25/5, alignment  9/ 0, fail:	6.21838
Length   25/5, alignment  9/ 3, found:	24.4539
Length   25/5, alignment  9/ 3, fail:	7.56982
Length   25/5, alignment  9/ 9, found:	23.7836
Length   25/5, alignment  9/ 9, fail:	6.49194
Length   25/5, alignment  9/15, found:	24.5906
Length   25/5, alignment  9/15, fail:	6.76404
Length   25/5, alignment 15/ 0, found:	23.2417
Length   25/5, alignment 15/ 0, fail:	6.22205
Length   25/5, alignment 15/ 3, found:	24.3135
Length   25/5, alignment 15/ 3, fail:	7.41479
Length   25/5, alignment 15/ 9, found:	23.5138
Length   25/5, alignment 15/ 9, fail:	6.49072
Length   25/5, alignment 15/15, found:	24.3219
Length   25/5, alignment 15/15, fail:	6.76294
Length   30/5, alignment  0/ 0, found:	24.8628
Length   30/5, alignment  0/ 0, fail:	5.68127
Length   30/5, alignment  0/ 3, found:	25.1167
Length   30/5, alignment  0/ 3, fail:	5.68005
Length   30/5, alignment  0/ 9, found:	24.322
Length   30/5, alignment  0/ 9, fail:	5.68005
Length   30/5, alignment  0/15, found:	21.8915
Length   30/5, alignment  0/15, fail:	6.22083
Length   30/5, alignment  3/ 0, found:	16.8828
Length   30/5, alignment  3/ 0, fail:	6.22217
Length   30/5, alignment  3/ 3, found:	16.9524
Length   30/5, alignment  3/ 3, fail:	6.49182
Length   30/5, alignment  3/ 9, found:	17.5481
Length   30/5, alignment  3/ 9, fail:	6.48828
Length   30/5, alignment  3/15, found:	17.3662
Length   30/5, alignment  3/15, fail:	6.76526
Length   30/5, alignment  9/ 0, found:	16.7545
Length   30/5, alignment  9/ 0, fail:	5.94995
Length   30/5, alignment  9/ 3, found:	16.2859
Length   30/5, alignment  9/ 3, fail:	6.48938
Length   30/5, alignment  9/ 9, found:	16.2871
Length   30/5, alignment  9/ 9, fail:	7.14136
Length   30/5, alignment  9/15, found:	18.427
Length   30/5, alignment  9/15, fail:	6.7605
Length   30/5, alignment 15/ 0, found:	15.9648
Length   30/5, alignment 15/ 0, fail:	6.22083
Length   30/5, alignment 15/ 3, found:	16.2871
Length   30/5, alignment 15/ 3, fail:	6.48816
Length   30/5, alignment 15/ 9, found:	16.2871
Length   30/5, alignment 15/ 9, fail:	6.48828
Length   30/5, alignment 15/15, found:	17
Length   30/5, alignment 15/15, fail:	7.40747
Length   35/5, alignment  0/ 0, found:	17.4102
Length   35/5, alignment  0/ 0, fail:	6.76892
Length   35/5, alignment  0/ 3, found:	16.2212
Length   35/5, alignment  0/ 3, fail:	6.22827
Length   35/5, alignment  0/ 9, found:	16.7595
Length   35/5, alignment  0/ 9, fail:	6.22327
Length   35/5, alignment  0/15, found:	16.5715
Length   35/5, alignment  0/15, fail:	6.76416
Length   35/5, alignment  3/ 0, found:	16.0172
Length   35/5, alignment  3/ 0, fail:	6.81787
Length   35/5, alignment  3/ 3, found:	13.754
Length   35/5, alignment  3/ 3, fail:	6.22217
Length   35/5, alignment  3/ 9, found:	16.2883
Length   35/5, alignment  3/ 9, fail:	6.48938
Length   35/5, alignment  3/15, found:	17.1648
Length   35/5, alignment  3/15, fail:	6.49316
Length   35/5, alignment  9/ 0, found:	15.9574
Length   35/5, alignment  9/ 0, fail:	6.2196
Length   35/5, alignment  9/ 3, found:	16.2847
Length   35/5, alignment  9/ 3, fail:	6.48938
Length   35/5, alignment  9/ 9, found:	16.9536
Length   35/5, alignment  9/ 9, fail:	7.29761
Length   35/5, alignment  9/15, found:	24.5967
Length   35/5, alignment  9/15, fail:	6.49182
Length   35/5, alignment 15/ 0, found:	24.0547
Length   35/5, alignment 15/ 0, fail:	6.49927
Length   35/5, alignment 15/ 3, found:	24.3243
Length   35/5, alignment 15/ 3, fail:	6.76904
Length   35/5, alignment 15/ 9, found:	24.5857
Length   35/5, alignment 15/ 9, fail:	6.76526
Length   35/5, alignment 15/15, found:	16.6265
Length   35/5, alignment 15/15, fail:	7.0376
Length   24/6, alignment  0/ 0, found:	22.9718
Length   24/6, alignment  0/ 0, fail:	5.6814
Length   24/6, alignment  0/ 3, found:	22.973
Length   24/6, alignment  0/ 3, fail:	5.68372
Length   24/6, alignment  0/ 9, found:	24.1304
Length   24/6, alignment  0/ 9, fail:	6.52368
Length   24/6, alignment  0/15, found:	23.5138
Length   24/6, alignment  0/15, fail:	6.22461
Length   24/6, alignment  3/ 0, found:	23.3746
Length   24/6, alignment  3/ 0, fail:	5.40784
Length   24/6, alignment  3/ 3, found:	24.593
Length   24/6, alignment  3/ 3, fail:	5.6825
Length   24/6, alignment  3/ 9, found:	24.1022
Length   24/6, alignment  3/ 9, fail:	6.65552
Length   24/6, alignment  3/15, found:	23.2416
Length   24/6, alignment  3/15, fail:	5.95239
Length   24/6, alignment  9/ 0, found:	23.244
Length   24/6, alignment  9/ 0, fail:	6.22339
Length   24/6, alignment  9/ 3, found:	23.5138
Length   24/6, alignment  9/ 3, fail:	6.49194
Length   24/6, alignment  9/ 9, found:	24.2719
Length   24/6, alignment  9/ 9, fail:	7.36963
Length   24/6, alignment  9/15, found:	24.5967
Length   24/6, alignment  9/15, fail:	7.03149
Length   24/6, alignment 15/ 0, found:	23.2391
Length   24/6, alignment 15/ 0, fail:	6.22083
Length   24/6, alignment 15/ 3, found:	23.7848
Length   24/6, alignment 15/ 3, fail:	6.49072
Length   24/6, alignment 15/ 9, found:	20.3557
Length   24/6, alignment 15/ 9, fail:	7.30127
Length   24/6, alignment 15/15, found:	24.5942
Length   24/6, alignment 15/15, fail:	6.76172
Length   30/6, alignment  0/ 0, found:	23.9972
Length   30/6, alignment  0/ 0, fail:	5.68005
Length   30/6, alignment  0/ 3, found:	24.0533
Length   30/6, alignment  0/ 3, fail:	5.67883
Length   30/6, alignment  0/ 9, found:	25.6171
Length   30/6, alignment  0/ 9, fail:	5.68005
Length   30/6, alignment  0/15, found:	21.8939
Length   30/6, alignment  0/15, fail:	6.21838
Length   30/6, alignment  3/ 0, found:	16.3567
Length   30/6, alignment  3/ 0, fail:	6.49316
Length   30/6, alignment  3/ 3, found:	16.2859
Length   30/6, alignment  3/ 3, fail:	6.48938
Length   30/6, alignment  3/ 9, found:	11.4213
Length   30/6, alignment  3/ 9, fail:	6.48816
Length   30/6, alignment  3/15, found:	17.0988
Length   30/6, alignment  3/15, fail:	7.72595
Length   30/6, alignment  9/ 0, found:	24.8628
