                       	strtok
Length   80/8, alignment 15/ 3, fail:	13.2715
Length   80/8, alignment 15/ 9, found:	14.8979
Length   80/8, alignment 15/ 9, fail:	13.2769
Length   80/8, alignment 15/15, found:	14.8833
Length   80/8, alignment 15/15, fail:	13.2622
Length   88/8, alignment  0/ 0, found:	14.3804
Length   88/8, alignment  0/ 0, fail:	12.73
Length   88/8, alignment  0/ 3, found:	14.1113
Length   88/8, alignment  0/ 3, fail:	13.0083
Length   88/8, alignment  0/ 9, found:	15.1958
Length   88/8, alignment  0/ 9, fail:	13.5454
Length   88/8, alignment  0/15, found:	15.1616
Length   88/8, alignment  0/15, fail:	13.5356
Length   88/8, alignment  3/ 0, found:	14.0874
Length   88/8, alignment  3/ 0, fail:	12.7349
Length   88/8, alignment  3/ 3, found:	14.6484
Length   88/8, alignment  3/ 3, fail:	13.2715
Length   88/8, alignment  3/ 9, found:	14.9224
Length   88/8, alignment  3/ 9, fail:	13.5405
Length   88/8, alignment  3/15, found:	14.8833
Length   88/8, alignment  3/15, fail:	13.5405
Length   88/8, alignment  9/ 0, found:	14.937
Length   88/8, alignment  9/ 0, fail:	16.3872
Length   88/8, alignment  9/ 3, found:	15.4839
Length   88/8, alignment  9/ 3, fail:	13.272
Length   88/8, alignment  9/ 9, found:	15.7427
Length   88/8, alignment  9/ 9, fail:	13.8184
Length   88/8, alignment  9/15, found:	15.7178
Length   88/8, alignment  9/15, fail:	13.8042
Length   88/8, alignment 15/ 0, found:	16.2749
Length   88/8, alignment 15/ 0, fail:	13.0029
Length   88/8, alignment 15/ 3, found:	15.4688
Length   88/8, alignment 15/ 3, fail:	13.2861
Length   88/8, alignment 15/ 9, found:	15.9868
Length   88/8, alignment 15/ 9, fail:	13.5454
Length   88/8, alignment 15/15, found:	15.9722
Length   88/8, alignment 15/15, fail:	13.5308
Length   96/8, alignment  0/ 0, found:	15.2056
Length   96/8, alignment  0/ 0, fail:	12.9937
Length   96/8, alignment  0/ 3, found:	14.9419
Length   96/8, alignment  0/ 3, fail:	13.0078
Length   96/8, alignment  0/ 9, found:	16.0107
Length   96/8, alignment  0/ 9, fail:	13.8086
Length   96/8, alignment  0/15, found:	15.9868
Length   96/8, alignment  0/15, fail:	13.8042
Length   96/8, alignment  3/ 0, found:	15.1812
Length   96/8, alignment  3/ 0, fail:	12.9985
Length   96/8, alignment  3/ 3, found:	15.4302
Length   96/8, alignment  3/ 3, fail:	13.272
Length   96/8, alignment  3/ 9, found:	15.9771
Length   96/8, alignment  3/ 9, fail:	13.8286
Length   96/8, alignment  3/15, found:	15.9673
Length   96/8, alignment  3/15, fail:	17.4321
Length   96/8, alignment  9/ 0, found:	15.1909
Length   96/8, alignment  9/ 0, fail:	13.5503
Length   96/8, alignment  9/ 3, found:	15.4492
Length   96/8, alignment  9/ 3, fail:	13.54
Length   96/8, alignment  9/ 9, found:	15.9917
Length   96/8, alignment  9/ 9, fail:	17.9399
Length   96/8, alignment  9/15, found:	15.9814
Length   96/8, alignment  9/15, fail:	13.7988
Length   96/8, alignment 15/ 0, found:	15.23
Length   96/8, alignment 15/ 0, fail:	13.0034
Length   96/8, alignment 15/ 3, found:	15.4448
Length   96/8, alignment 15/ 3, fail:	13.272
Length   96/8, alignment 15/ 9, found:	15.9819
Length   96/8, alignment 15/ 9, fail:	13.5356
Length   96/8, alignment 15/15, found:	15.9819
Length   96/8, alignment 15/15, fail:	13.5308
Length  104/8, alignment  0/ 0, found:	15.1807
Length  104/8, alignment  0/ 0, fail:	12.9932
Length  104/8, alignment  0/ 3, found:	14.9175
Length  104/8, alignment  0/ 3, fail:	13.0034
Length  104/8, alignment  0/ 9, found:	15.9917
Length  104/8, alignment  0/ 9, fail:	13.814
Length  104/8, alignment  0/15, found:	15.9673
Length  104/8, alignment  0/15, fail:	13.8042
Length  104/8, alignment  3/ 0, found:	15.1763
Length  104/8, alignment  3/ 0, fail:	12.998
Length  104/8, alignment  3/ 3, found:	15.4639
Length  104/8, alignment  3/ 3, fail:	13.272
Length  104/8, alignment  3/ 9, found:	15.9966
Length  104/8, alignment  3/ 9, fail:	16.7241
Length  104/8, alignment  3/15, found:	17.0562
Length  104/8, alignment  3/15, fail:	13.8091
Length  104/8, alignment  9/ 0, found:	15.7427
Length  104/8, alignment  9/ 0, fail:	13.272
Length  104/8, alignment  9/ 3, found:	16.0063
Length  104/8, alignment  9/ 3, fail:	16.0259
Length  104/8, alignment  9/ 9, found:	16.563
Length  104/8, alignment  9/ 9, fail:	13.814
Length  104/8, alignment  9/15, found:	18.1548
Length  104/8, alignment  9/15, fail:	13.7993
Length  104/8, alignment 15/ 0, found:	17.3882
Length  104/8, alignment 15/ 0, fail:	13.0034
Length  104/8, alignment 15/ 3, found:	15.9966
Length  104/8, alignment 15/ 3, fail:	13.272
Length  104/8, alignment 15/ 9, found:	16.5288
Length  104/8, alignment 15/ 9, fail:	13.5352
Length  104/8, alignment 15/15, found:	16.5288
Length  104/8, alignment 15/15, fail:	13.5303
Length  112/8, alignment  0/ 0, found:	15.7378
Length  112/8, alignment  0/ 0, fail:	12.9985
Length  112/8, alignment  0/ 3, found:	15.4741
Length  112/8, alignment  0/ 3, fail:	13.0034
Length  112/8, alignment  0/ 9, found:	16.5581
Length  112/8, alignment  0/ 9, fail:	13.8091
Length  112/8, alignment  0/15, found:	16.5288
Length  112/8, alignment  0/15, fail:	13.8091
Length  112/8, alignment  3/ 0, found:	15.728
Length  112/8, alignment  3/ 0, fail:	12.9985
Length  112/8, alignment  3/ 3, found:	15.9722
Length  112/8, alignment  3/ 3, fail:	15.8647
Length  112/8, alignment  3/ 9, found:	16.5288
Length  112/8, alignment  3/ 9, fail:	13.833
Length  112/8, alignment  3/15, found:	16.5044
Length  112/8, alignment  3/15, fail:	13.7988
Length  112/8, alignment  9/ 0, found:	15.7134
Length  112/8, alignment  9/ 0, fail:	16.9341
Length  112/8, alignment  9/ 3, found:	15.9961
Length  112/8, alignment  9/ 3, fail:	13.2715
Length  112/8, alignment  9/ 9, found:	16.5288
Length  112/8, alignment  9/ 9, fail:	13.8042
Length  112/8, alignment  9/15, found:	16.5142
Length  112/8, alignment  9/15, fail:	13.8091
Length  112/8, alignment 15/ 0, found:	15.4351
Length  112/8, alignment 15/ 0, fail:	12.73
Length  112/8, alignment 15/ 3, found:	15.9819
Length  112/8, alignment 15/ 3, fail:	13.272
Length  112/8, alignment 15/ 9, found:	16.519
Length  112/8, alignment 15/ 9, fail:	13.5405
Length  112/8, alignment 15/15, found:	16.5142
Length  112/8, alignment 15/15, fail:	13.5352
Length  120/8, alignment  0/ 0, found:	15.4546
Length  120/8, alignment  0/ 0, fail:	12.73
Length  120/8, alignment  0/ 3, found:	15.7378
Length  120/8, alignment  0/ 3, fail:	13.0034
Length  120/8, alignment  0/ 9, found:	16.5337
Length  120/8, alignment  0/ 9, fail:	13.8188
Length  120/8, alignment  0/15, found:	16.519
Length  120/8, alignment  0/15, fail:	13.8042
Length  120/8, alignment  3/ 0, found:	15.4448
Length  120/8, alignment  3/ 0, fail:	15.9771
Length  120/8, alignment  3/ 3, found:	16.0015
Length  120/8, alignment  3/ 3, fail:	13.2817
Length  120/8, alignment  3/ 9, found:	17.896
Length  120/8, alignment  3/ 9, fail:	13.5552
Length  120/8, alignment  3/15, found:	16.2505
Length  120/8, alignment  3/15, fail:	17.603
Length  120/8, alignment  9/ 0, found:	16.5532
Length  120/8, alignment  9/ 0, fail:	13.5454
Length  120/8, alignment  9/ 3, found:	16.8413
Length  120/8, alignment  9/ 3, fail:	13.5449
Length  120/8, alignment  9/ 9, found:	17.1001
Length  120/8, alignment  9/ 9, fail:	14.0771
Length  120/8, alignment  9/15, found:	17.0659
Length  120/8, alignment  9/15, fail:	14.0728
Length  120/8, alignment 15/ 0, found:	16.5386
Length  120/8, alignment 15/ 0, fail:	12.9937
Length  120/8, alignment 15/ 3, found:	16.8071
Length  120/8, alignment 15/ 3, fail:	13.272
Length  120/8, alignment 15/ 9, found:	17.061
Length  120/8, alignment 15/ 9, fail:	13.5405
Length  120/8, alignment 15/15, found:	17.0464
Length  120/8, alignment 15/15, fail:	13.5308
Length   18/9, alignment  0/ 0, found:	12.2075
Length   18/9, alignment  0/ 0, fail:	12.7344
Length   18/9, alignment  0/ 3, found:	12.2124
Length   18/9, alignment  0/ 3, fail:	12.9985
Length   18/9, alignment  0/ 9, found:	13.0278
Length   18/9, alignment  0/ 9, fail:	13.5503
Length   18/9, alignment  0/15, found:	12.998
Length   18/9, alignment  0/15, fail:	13.5693
Length   18/9, alignment  3/ 0, found:	11.3916
Length   18/9, alignment  3/ 0, fail:	12.4663
Length   18/9, alignment  3/ 3, found:	11.6851
Length   18/9, alignment  3/ 3, fail:	13.2915
Length   18/9, alignment  3/ 9, found:	12.1973
Length   18/9, alignment  3/ 9, fail:	13.5552
Length   18/9, alignment  3/15, found:	16.1919
Length   18/9, alignment  3/15, fail:	13.5356
Length   18/9, alignment  9/ 0, found:	12.7397
Length   18/9, alignment  9/ 0, fail:	12.5396
Length   18/9, alignment  9/ 3, found:	13.2817
Length   18/9, alignment  9/ 3, fail:	13.2861
Length   18/9, alignment  9/ 9, found:	13.5503
Length   18/9, alignment  9/ 9, fail:	13.2915
Length   18/9, alignment  9/15, found:	13.5454
Length   18/9, alignment  9/15, fail:	13.2671
Length   18/9, alignment 15/ 0, found:	12.7446
Length   18/9, alignment 15/ 0, fail:	12.7246
Length   18/9, alignment 15/ 3, found:	13.2964
Length   18/9, alignment 15/ 3, fail:	13.2769
Length   18/9, alignment 15/ 9, found:	13.5405
Length   18/9, alignment 15/ 9, fail:	13.2817
Length   18/9, alignment 15/15, found:	13.5405
Length   18/9, alignment 15/15, fail:	13.252
Length   27/9, alignment  0/ 0, found:	13.2959
Length   27/9, alignment  0/ 0, fail:	12.7349
Length   27/9, alignment  0/ 3, found:	13.3062
Length   27/9, alignment  0/ 3, fail:	13.0034
Length   27/9, alignment  0/ 9, found:	14.1118
Length   27/9, alignment  0/ 9, fail:	13.5596
Length   27/9, alignment  0/15, found:	14.082
Length   27/9, alignment  0/15, fail:	13.5405
Length   27/9, alignment  3/ 0, found:	12.7544
Length   27/9, alignment  3/ 0, fail:	15.2739
Length   27/9, alignment  3/ 3, found:	13.2866
Length   27/9, alignment  3/ 3, fail:	13.2769
Length   27/9, alignment  3/ 9, found:	13.5698
Length   27/9, alignment  3/ 9, fail:	13.5498
Length   27/9, alignment  3/15, found:	13.5454
Length   27/9, alignment  3/15, fail:	16.7485
Length   27/9, alignment  9/ 0, found:	12.4712
Length   27/9, alignment  9/ 0, fail:	12.4761
Length   27/9, alignment  9/ 3, found:	13.2817
Length   27/9, alignment  9/ 3, fail:	13.2866
Length   27/9, alignment  9/ 9, found:	13.5547
Length   27/9, alignment  9/ 9, fail:	13.2817
Length   27/9, alignment  9/15, found:	13.5356
Length   27/9, alignment  9/15, fail:	13.2671
Length   27/9, alignment 15/ 0, found:	12.7593
Length   27/9, alignment 15/ 0, fail:	12.7349
Length   27/9, alignment 15/ 3, found:	13.2861
Length   27/9, alignment 15/ 3, fail:	13.2769
Length   27/9, alignment 15/ 9, found:	13.5698
Length   27/9, alignment 15/ 9, fail:	13.5552
Length   27/9, alignment 15/15, found:	13.5503
Length   27/9, alignment 15/15, fail:	13.5405
Length   36/9, alignment  0/ 0, found:	12.749
Length   36/9, alignment  0/ 0, fail:	12.4707
Length   36/9, alignment  0/ 3, found:	12.7495
Length   36/9, alignment  0/ 3, fail:	13.0034
Length   36/9, alignment  0/ 9, found:	14.0874
Length   36/9, alignment  0/ 9, fail:	13.5601
Length   36/9, alignment  0/15, found:	14.1455
Length   36/9, alignment  0/15, fail:	13.5352
Length   36/9, alignment  3/ 0, found:	12.7544
Length   36/9, alignment  3/ 0, fail:	12.7349
Length   36/9, alignment  3/ 3, found:	15.9575
Length   36/9, alignment  3/ 3, fail:	13.272
Length   36/9, alignment  3/ 9, found:	13.5454
Length   36/9, alignment  3/ 9, fail:	13.5356
Length   36/9, alignment  3/15, found:	13.5303
Length   36/9, alignment  3/15, fail:	13.5356
Length   36/9, alignment  9/ 0, found:	17.437
Length   36/9, alignment  9/ 0, fail:	12.4858
Length   36/9, alignment  9/ 3, found:	13.8237
Length   36/9, alignment  9/ 3, fail:	13.2915
Length   36/9, alignment  9/ 9, found:	14.0874
Length   36/9, alignment  9/ 9, fail:	13.3013
Length   36/9, alignment  9/15, found:	14.082
Length   36/9, alignment  9/15, fail:	13.2769
Length   36/9, alignment 15/ 0, found:	13.0083
Length   36/9, alignment 15/ 0, fail:	12.4663
Length   36/9, alignment 15/ 3, found:	13.8335
Length   36/9, alignment 15/ 3, fail:	13.2817
Length   36/9, alignment 15/ 9, found:	14.0918
Length   36/9, alignment 15/ 9, fail:	13.2812
Length   36/9, alignment 15/15, found:	14.0776
Length   36/9, alignment 15/15, fail:	13.2573
Length   45/9, alignment  0/ 0, found:	11.9487
Length   45/9, alignment  0/ 0, fail:	12.4663
Length   45/9, alignment  0/ 3, found:	11.9531
Length   45/9, alignment  0/ 3, fail:	13.0083
Length   45/9, alignment  0/ 9, found:	13.0376
Length   45/9, alignment  0/ 9, fail:	13.5698
Length   45/9, alignment  0/15, found:	13.0181
Length   45/9, alignment  0/15, fail:	13.54
Length   45/9, alignment  3/ 0, found:	11.4062
Length   45/9, alignment  3/ 0, fail:	12.4761
Length   45/9, alignment  3/ 3, found:	12.2173
Length   45/9, alignment  3/ 3, fail:	15.8989
Length   45/9, alignment  3/ 9, found:	12.7544
Length   45/9, alignment  3/ 9, fail:	13.833
Length   45/9, alignment  3/15, found:	12.7246
Length   45/9, alignment  3/15, fail:	13.8091
Length   45/9, alignment  9/ 0, found:	12.73
Length   45/9, alignment  9/ 0, fail:	12.7495
Length   45/9, alignment  9/ 3, found:	17.2271
Length   45/9, alignment  9/ 3, fail:	13.2915
Length   45/9, alignment  9/ 9, found:	13.5552
Length   45/9, alignment  9/ 9, fail:	13.291
Length   45/9, alignment  9/15, found:	13.5454
Length   45/9, alignment  9/15, fail:	13.272
Length   45/9, alignment 15/ 0, found:	12.4761
Length   45/9, alignment 15/ 0, fail:	12.4712
Length   45/9, alignment 15/ 3, found:	13.2764
Length   45/9, alignment 15/ 3, fail:	13.2812
Length   45/9, alignment 15/ 9, found:	13.5454
Length   45/9, alignment 15/ 9, fail:	13.2866
Length   45/9, alignment 15/15, found:	13.5356
Length   45/9, alignment 15/15, fail:	13.2622
Length   54/9, alignment  0/ 0, found:	12.7637
Length   54/9, alignment  0/ 0, fail:	12.4609
Length   54/9, alignment  0/ 3, found:	13.0278
Length   54/9, alignment  0/ 3, fail:	13.0132
Length   54/9, alignment  0/ 9, found:	14.1216
Length   54/9, alignment  0/ 9, fail:	13.8286
Length   54/9, alignment  0/15, found:	14.0972
Length   54/9, alignment  0/15, fail:	13.814
Length   54/9, alignment  3/ 0, found:	12.7344
Length   54/9, alignment  3/ 0, fail:	12.7251
Length   54/9, alignment  3/ 3, found:	13.2817
Length   54/9, alignment  3/ 3, fail:	13.272
Length   54/9, alignment  3/ 9, found:	13.814
Length   54/9, alignment  3/ 9, fail:	13.5503
Length   54/9, alignment  3/15, found:	13.5405
Length   54/9, alignment  3/15, fail:	13.5352
Length   54/9, alignment  9/ 0, found:	12.4663
Length   54/9, alignment  9/ 0, fail:	12.481
Length   54/9, alignment  9/ 3, found:	13.3062
Length   54/9, alignment  9/ 3, fail:	16.7681
Length   54/9, alignment  9/ 9, found:	13.5454
Length   54/9, alignment  9/ 9, fail:	13.0132
Length   54/9, alignment  9/15, found:	13.5352
Length   54/9, alignment  9/15, fail:	13.0469
Length   54/9, alignment 15/ 0, found:	13.5552
Length   54/9, alignment 15/ 0, fail:	12.1929
Length   54/9, alignment 15/ 3, found:	14.3999
Length   54/9, alignment 15/ 3, fail:	13.0132
Length   54/9, alignment 15/ 9, found:	14.6392
Length   54/9, alignment 15/ 9, fail:	13.0029
Length   54/9, alignment 15/15, found:	14.6196
Length   54/9, alignment 15/15, fail:	12.9888
Length   63/9, alignment  0/ 0, found:	13.0181
Length   63/9, alignment  0/ 0, fail:	12.4663
Length   63/9, alignment  0/ 3, found:	13.0327
Length   63/9, alignment  0/ 3, fail:	13.0029
Length   63/9, alignment  0/ 9, found:	14.1069
Length   63/9, alignment  0/ 9, fail:	13.5405
Length   63/9, alignment  0/15, found:	14.0825
Length   63/9, alignment  0/15, fail:	13.5356
Length   63/9, alignment  3/ 0, found:	12.4858
Length   63/9, alignment  3/ 0, fail:	12.627
Length   63/9, alignment  3/ 3, found:	13.3599
Length   63/9, alignment  3/ 3, fail:	13.2671
Length   63/9, alignment  3/ 9, found:	13.5796
Length   63/9, alignment  3/ 9, fail:	16.2358
Length   63/9, alignment  3/15, found:	13.5308
Length   63/9, alignment  3/15, fail:	13.5503
Length   63/9, alignment  9/ 0, found:	13.5352
Length   63/9, alignment  9/ 0, fail:	12.4707
Length   63/9, alignment  9/ 3, found:	13.8237
Length   63/9, alignment  9/ 3, fail:	13.2817
Length   63/9, alignment  9/ 9, found:	18.7456
Length   63/9, alignment  9/ 9, fail:	13.2866
Length   63/9, alignment  9/15, found:	14.6147
Length   63/9, alignment  9/15, fail:	13.272
Length   63/9, alignment 15/ 0, found:	13.5649
Length   63/9, alignment 15/ 0, fail:	12.4561
Length   63/9, alignment 15/ 3, found:	13.8286
Length   63/9, alignment 15/ 3, fail:	13.2817
Length   63/9, alignment 15/ 9, found:	14.0972
Length   63/9, alignment 15/ 9, fail:	13.2769
Length   63/9, alignment 15/15, found:	14.0874
Length   63/9, alignment 15/15, fail:	13.272
Length   72/9, alignment  0/ 0, found:	13.3252
Length   72/9, alignment  0/ 0, fail:	12.4614
Length   72/9, alignment  0/ 3, found:	13.5747
Length   72/9, alignment  0/ 3, fail:	13.0181
Length   72/9, alignment  0/ 9, found:	15.2104
Length   72/9, alignment  0/ 9, fail:	13.5796
Length   72/9, alignment  0/15, found:	15.186
Length   72/9, alignment  0/15, fail:	13.5498
Length   72/9, alignment  3/ 0, found:	13.5938
Length   72/9, alignment  3/ 0, fail:	12.4907
Length   72/9, alignment  3/ 3, found:	14.4048
Length   72/9, alignment  3/ 3, fail:	13.2671
Length   72/9, alignment  3/ 9, found:	14.6685
Length   72/9, alignment  3/ 9, fail:	13.5601
Length   72/9, alignment  3/15, found:	17.3589
Length   72/9, alignment  3/15, fail:	13.5356
Length   72/9, alignment  9/ 0, found:	13.5742
Length   72/9, alignment  9/ 0, fail:	12.4663
Length   72/9, alignment  9/ 3, found:	13.8433
Length   72/9, alignment  9/ 3, fail:	13.272
Length   72/9, alignment  9/ 9, found:	17.769
Length   72/9, alignment  9/ 9, fail:	13.0034
Length   72/9, alignment  9/15, found:	14.0923
Length   72/9, alignment  9/15, fail:	12.9937
Length   72/9, alignment 15/ 0, found:	13.8379
Length   72/9, alignment 15/ 0, fail:	12.1875
Length   72/9, alignment 15/ 3, found:	15.4546
Length   72/9, alignment 15/ 3, fail:	13.2769
Length   72/9, alignment 15/ 9, found:	14.9077
Length   72/9, alignment 15/ 9, fail:	13.272
Length   72/9, alignment 15/15, found:	14.8979
Length   72/9, alignment 15/15, fail:	13.2622
Length   81/9, alignment  0/ 0, found:	13.584
Length   81/9, alignment  0/ 0, fail:	12.7295
Length   81/9, alignment  0/ 3, found:	13.3013
Length   81/9, alignment  0/ 3, fail:	13.0229
Length   81/9, alignment  0/ 9, found:	14.3657
Length   81/9, alignment  0/ 9, fail:	13.5601
Length   81/9, alignment  0/15, found:	14.3511
Length   81/9, alignment  0/15, fail:	13.5352
Length   81/9, alignment  3/ 0, found:	14.082
Length   81/9, alignment  3/ 0, fail:	12.7349
Length   81/9, alignment  3/ 3, found:	14.6245
Length   81/9, alignment  3/ 3, fail:	13.2671
Length   81/9, alignment  3/ 9, found:	14.8931
Length   81/9, alignment  3/ 9, fail:	13.7896
Length   81/9, alignment  3/15, found:	17.6421
Length   81/9, alignment  3/15, fail:	13.5356
Length   81/9, alignment  9/ 0, found:	13.8335
Length   81/9, alignment  9/ 0, fail:	12.4609
Length   81/9, alignment  9/ 3, found:	14.6538
Length   81/9, alignment  9/ 3, fail:	13.272
Length   81/9, alignment  9/ 9, found:	19.7905
Length   81/9, alignment  9/ 9, fail:	13.2817
Length   81/9, alignment  9/15, found:	15.7231
Length   81/9, alignment  9/15, fail:	13.2769
Length   81/9, alignment 15/ 0, found:	14.937
Length   81/9, alignment 15/ 0, fail:	12.7446
Length   81/9, alignment 15/ 3, found:	15.4741
Length   81/9, alignment 15/ 3, fail:	13.2764
Length   81/9, alignment 15/ 9, found:	14.917
Length   81/9, alignment 15/ 9, fail:	13.2622
Length   81/9, alignment 15/15, found:	15.7036
Length   81/9, alignment 15/15, fail:	13.2622
Length   90/9, alignment  0/ 0, found:	15.4595
Length   90/9, alignment  0/ 0, fail:	12.73
Length   90/9, alignment  0/ 3, found:	15.4741
Length   90/9, alignment  0/ 3, fail:	12.9985
Length   90/9, alignment  0/ 9, found:	16.2749
Length   90/9, alignment  0/ 9, fail:	13.5547
Length   90/9, alignment  0/15, found:	16.2402
Length   90/9, alignment  0/15, fail:	13.54
Length   90/9, alignment  3/ 0, found:	14.9126
Length   90/9, alignment  3/ 0, fail:	12.7349
Length   90/9, alignment  3/ 3, found:	14.6343
Length   90/9, alignment  3/ 3, fail:	13.272
Length   90/9, alignment  3/ 9, found:	14.9663
Length   90/9, alignment  3/ 9, fail:	16.314
Length   90/9, alignment  3/15, found:	15.7183
Length   90/9, alignment  3/15, fail:	13.5503
Length   90/9, alignment  9/ 0, found:	14.9565
Length   90/9, alignment  9/ 0, fail:	12.9199
Length   90/9, alignment  9/ 3, found:	15.5132
Length   90/9, alignment  9/ 3, fail:	16.9146
Length   90/9, alignment  9/ 9, found:	14.9414
Length   90/9, alignment  9/ 9, fail:	13.272
Length   90/9, alignment  9/15, found:	14.8833
Length   90/9, alignment  9/15, fail:	13.2622
Length   90/9, alignment 15/ 0, found:	14.9224
Length   90/9, alignment 15/ 0, fail:	12.73
Length   90/9, alignment 15/ 3, found:	15.4644
Length   90/9, alignment 15/ 3, fail:	13.2817
Length   90/9, alignment 15/ 9, found:	15.7373
Length   90/9, alignment 15/ 9, fail:	13.2764
Length   90/9, alignment 15/15, found:	16.7925
Length   90/9, alignment 15/15, fail:	13.2671
Length   99/9, alignment  0/ 0, found:	15.4546
Length   99/9, alignment  0/ 0, fail:	12.7251
Length   99/9, alignment  0/ 3, found:	15.4546
Length   99/9, alignment  0/ 3, fail:	13.0132
Length   99/9, alignment  0/ 9, found:	16.27
Length   99/9, alignment  0/ 9, fail:	13.5601
Length   99/9, alignment  0/15, found:	16.2407
Length   99/9, alignment  0/15, fail:	13.5352
Length   99/9, alignment  3/ 0, found:	15.9766
Length   99/9, alignment  3/ 0, fail:	12.7344
Length   99/9, alignment  3/ 3, found:	16.5142
Length   99/9, alignment  3/ 3, fail:	16.1382
Length   99/9, alignment  3/ 9, found:	16.7827
Length   99/9, alignment  3/ 9, fail:	13.5552
Length   99/9, alignment  3/15, found:	15.6987
Length   99/9, alignment  3/15, fail:	13.5454
Length   99/9, alignment  9/ 0, found:	14.9077
Length   99/9, alignment  9/ 0, fail:	16.3042
Length   99/9, alignment  9/ 3, found:	16.5435
Length   99/9, alignment  9/ 3, fail:	13.2769
Length   99/9, alignment  9/ 9, found:	15.728
Length   99/9, alignment  9/ 9, fail:	13.5405
Length   99/9, alignment  9/15, found:	15.6938
Length   99/9, alignment  9/15, fail:	13.5308
Length   99/9, alignment 15/ 0, found:	15.2007
Length   99/9, alignment 15/ 0, fail:	12.9932
Length   99/9, alignment 15/ 3, found:	15.4692
Length   99/9, alignment 15/ 3, fail:	13.2769
Length   99/9, alignment 15/ 9, found:	15.7427
Length   99/9, alignment 15/ 9, fail:	13.5405
Length   99/9, alignment 15/15, found:	15.7134
Length   99/9, alignment 15/15, fail:	13.5308
Length  108/9, alignment  0/ 0, found:	16.5483
Length  108/9, alignment  0/ 0, fail:	12.7251
Length  108/9, alignment  0/ 3, found:	14.9321
Length  108/9, alignment  0/ 3, fail:	12.998
Length  108/9, alignment  0/ 9, found:	17.3638
Length  108/9, alignment  0/ 9, fail:	13.54
Length  108/9, alignment  0/15, found:	15.9624
Length  108/9, alignment  0/15, fail:	13.5356
Length  108/9, alignment  3/ 0, found:	15.1519
Length  108/9, alignment  3/ 0, fail:	12.9985
Length  108/9, alignment  3/ 3, found:	19.0874
Length  108/9, alignment  3/ 3, fail:	13.272
Length  108/9, alignment  3/ 9, found:	16.7974
Length  108/9, alignment  3/ 9, fail:	13.5503
Length  108/9, alignment  3/15, found:	16.7876
Length  108/9, alignment  3/15, fail:	17.8813
Length  108/9, alignment  9/ 0, found:	17.0757
Length  108/9, alignment  9/ 0, fail:	12.73
Length  108/9, alignment  9/ 3, found:	16.0356
Length  108/9, alignment  9/ 3, fail:	13.2866
Length  108/9, alignment  9/ 9, found:	16.2749
Length  108/9, alignment  9/ 9, fail:	13.272
Length  108/9, alignment  9/15, found:	16.2407
Length  108/9, alignment  9/15, fail:	13.2617
Length  108/9, alignment 15/ 0, found:	15.4644
Length  108/9, alignment 15/ 0, fail:	12.7349
Length  108/9, alignment 15/ 3, found:	16.0259
Length  108/9, alignment 15/ 3, fail:	13.2866
Length  108/9, alignment 15/ 9, found:	16.2798
Length  108/9, alignment 15/ 9, fail:	13.272
Length  108/9, alignment 15/15, found:	16.2505
Length  108/9, alignment 15/15, fail:	13.2622
Length  117/9, alignment  0/ 0, found:	15.7378
Length  117/9, alignment  0/ 0, fail:	12.7246
Length  117/9, alignment  0/ 3, found:	15.4883
Length  117/9, alignment  0/ 3, fail:	12.9932
Length  117/9, alignment  0/ 9, found:	18.438
Length  117/9, alignment  0/ 9, fail:	13.5405
Length  117/9, alignment  0/15, found:	16.519
Length  117/9, alignment  0/15, fail:	13.5356
Length  117/9, alignment  3/ 0, found:	18.0571
Length  117/9, alignment  3/ 0, fail:	12.4663
Length  117/9, alignment  3/ 3, found:	16.0063
Length  117/9, alignment  3/ 3, fail:	13.272
Length  117/9, alignment  3/ 9, found:	16.2456
Length  117/9, alignment  3/ 9, fail:	17.4761
Length  117/9, alignment  3/15, found:	17.8618
Length  117/9, alignment  3/15, fail:	13.5356
Length  117/9, alignment  9/ 0, found:	17.0659
Length  117/9, alignment  9/ 0, fail:	12.7739
Length  117/9, alignment  9/ 3, found:	17.6323
Length  117/9, alignment  9/ 3, fail:	13.272
Length  117/9, alignment  9/ 9, found:	17.8813
Length  117/9, alignment  9/ 9, fail:	13.272
Length  117/9, alignment  9/15, found:	17.8667
Length  117/9, alignment  9/15, fail:	13.2671
Length  117/9, alignment 15/ 0, found:	18.1694
Length  117/9, alignment 15/ 0, fail:	12.7349
Length  117/9, alignment 15/ 3, found:	18.7163
Length  117/9, alignment 15/ 3, fail:	13.2817
Length  117/9, alignment 15/ 9, found:	18.98
Length  117/9, alignment 15/ 9, fail:	13.2769
Length  117/9, alignment 15/15, found:	18.9507
Length  117/9, alignment 15/15, fail:	13.2622
Length  126/9, alignment  0/ 0, found:	17.6079
Length  126/9, alignment  0/ 0, fail:	12.7246
Length  126/9, alignment  0/ 3, found:	17.3442
Length  126/9, alignment  0/ 3, fail:	12.998
Length  126/9, alignment  0/ 9, found:	21.0703
Length  126/9, alignment  0/ 9, fail:	13.5352
Length  126/9, alignment  0/15, found:	16.5234
Length  126/9, alignment  0/15, fail:	13.5352
Length  126/9, alignment  3/ 0, found:	15.4595
Length  126/9, alignment  3/ 0, fail:	12.7349
Length  126/9, alignment  3/ 3, found:	20.772
Length  126/9, alignment  3/ 3, fail:	13.2764
Length  126/9, alignment  3/ 9, found:	17.8813
