                       	strtok
Length   10/2, alignment  9/ 9, fail:	13.2622
Length   10/2, alignment  9/15, found:	11.9487
Length   10/2, alignment  9/15, fail:	13.2671
Length   10/2, alignment 15/ 0, found:	12.4756
Length   10/2, alignment 15/ 0, fail:	13.0029
Length   10/2, alignment 15/ 3, found:	13.2866
Length   10/2, alignment 15/ 3, fail:	13.5356
Length   10/2, alignment 15/ 9, found:	13.2671
Length   10/2, alignment 15/ 9, fail:	13.2524
Length   10/2, alignment 15/15, found:	13.3057
Length   10/2, alignment 15/15, fail:	13.8037
Length   12/2, alignment  0/ 0, found:	11.9194
Length   12/2, alignment  0/ 0, fail:	11.104
Length   12/2, alignment  0/ 3, found:	12.188
Length   12/2, alignment  0/ 3, fail:	11.6357
Length   12/2, alignment  0/ 9, found:	12.188
Length   12/2, alignment  0/ 9, fail:	15.4155
Length   12/2, alignment  0/15, found:	12.7495
Length   12/2, alignment  0/15, fail:	12.1929
Length   12/2, alignment  3/ 0, found:	11.6602
Length   12/2, alignment  3/ 0, fail:	11.6509
Length   12/2, alignment  3/ 3, found:	11.9292
Length   12/2, alignment  3/ 3, fail:	11.9146
Length   12/2, alignment  3/ 9, found:	15.1372
Length   12/2, alignment  3/ 9, fail:	11.9092
Length   12/2, alignment  3/15, found:	11.9487
Length   12/2, alignment  3/15, fail:	11.9146
Length   12/2, alignment  9/ 0, found:	11.4116
Length   12/2, alignment  9/ 0, fail:	12.7441
Length   12/2, alignment  9/ 3, found:	11.9341
Length   12/2, alignment  9/ 3, fail:	13.2671
Length   12/2, alignment  9/ 9, found:	11.9194
Length   12/2, alignment  9/ 9, fail:	13.2524
Length   12/2, alignment  9/15, found:	12.2266
Length   12/2, alignment  9/15, fail:	13.5454
Length   12/2, alignment 15/ 0, found:	12.7593
Length   12/2, alignment 15/ 0, fail:	13.0034
Length   12/2, alignment 15/ 3, found:	13.272
Length   12/2, alignment 15/ 3, fail:	13.2622
Length   12/2, alignment 15/ 9, found:	13.2666
Length   12/2, alignment 15/ 9, fail:	13.2573
Length   12/2, alignment 15/15, found:	13.5552
Length   12/2, alignment 15/15, fail:	13.7944
Length   14/2, alignment  0/ 0, found:	11.9292
Length   14/2, alignment  0/ 0, fail:	11.3818
Length   14/2, alignment  0/ 3, found:	12.188
Length   14/2, alignment  0/ 3, fail:	11.6362
Length   14/2, alignment  0/ 9, found:	12.1831
Length   14/2, alignment  0/ 9, fail:	11.6309
Length   14/2, alignment  0/15, found:	12.7544
Length   14/2, alignment  0/15, fail:	11.9097
Length   14/2, alignment  3/ 0, found:	11.4067
Length   14/2, alignment  3/ 0, fail:	16.6362
Length   14/2, alignment  3/ 3, found:	12.2124
Length   14/2, alignment  3/ 3, fail:	13.2666
Length   14/2, alignment  3/ 9, found:	12.1929
Length   14/2, alignment  3/ 9, fail:	13.2573
Length   14/2, alignment  3/15, found:	11.9536
Length   14/2, alignment  3/15, fail:	17.3638
Length   14/2, alignment  9/ 0, found:	11.3921
Length   14/2, alignment  9/ 0, fail:	12.7295
Length   14/2, alignment  9/ 3, found:	11.9238
Length   14/2, alignment  9/ 3, fail:	13.2573
Length   14/2, alignment  9/ 9, found:	11.9097
Length   14/2, alignment  9/ 9, fail:	13.2573
Length   14/2, alignment  9/15, found:	12.2266
Length   14/2, alignment  9/15, fail:	13.5356
Length   14/2, alignment 15/ 0, found:	12.7251
Length   14/2, alignment 15/ 0, fail:	13.2573
Length   14/2, alignment 15/ 3, found:	13.2622
Length   14/2, alignment 15/ 3, fail:	13.2573
Length   14/2, alignment 15/ 9, found:	13.2617
Length   14/2, alignment 15/ 9, fail:	13.2573
Length   14/2, alignment 15/15, found:	13.5698
Length   14/2, alignment 15/15, fail:	14.0728
Length   16/2, alignment  0/ 0, found:	11.939
Length   16/2, alignment  0/ 0, fail:	12.4761
Length   16/2, alignment  0/ 3, found:	11.9287
Length   16/2, alignment  0/ 3, fail:	13.0181
Length   16/2, alignment  0/ 9, found:	11.9146
Length   16/2, alignment  0/ 9, fail:	12.9888
Length   16/2, alignment  0/15, found:	12.7441
Length   16/2, alignment  0/15, fail:	13.291
Length   16/2, alignment  3/ 0, found:	11.3921
Length   16/2, alignment  3/ 0, fail:	12.7251
Length   16/2, alignment  3/ 3, found:	11.9243
Length   16/2, alignment  3/ 3, fail:	16.2358
Length   16/2, alignment  3/ 9, found:	11.9189
Length   16/2, alignment  3/ 9, fail:	13.2622
Length   16/2, alignment  3/15, found:	12.4858
Length   16/2, alignment  3/15, fail:	13.5308
Length   16/2, alignment  9/ 0, found:	12.73
Length   16/2, alignment  9/ 0, fail:	15.6841
Length   16/2, alignment  9/ 3, found:	13.2861
Length   16/2, alignment  9/ 3, fail:	13.2568
Length   16/2, alignment  9/ 9, found:	13.2671
Length   16/2, alignment  9/ 9, fail:	13.2524
Length   16/2, alignment  9/15, found:	13.3062
Length   16/2, alignment  9/15, fail:	13.2622
Length   16/2, alignment 15/ 0, found:	12.1875
Length   16/2, alignment 15/ 0, fail:	12.7393
Length   16/2, alignment 15/ 3, found:	13.2671
Length   16/2, alignment 15/ 3, fail:	13.5405
Length   16/2, alignment 15/ 9, found:	13.272
Length   16/2, alignment 15/ 9, fail:	13.2573
Length   16/2, alignment 15/15, found:	13.2764
Length   16/2, alignment 15/15, fail:	13.8086
Length   18/2, alignment  0/ 0, found:	11.6802
Length   18/2, alignment  0/ 0, fail:	12.2124
Length   18/2, alignment  0/ 3, found:	11.9438
Length   18/2, alignment  0/ 3, fail:	13.0225
Length   18/2, alignment  0/ 9, found:	11.9092
Length   18/2, alignment  0/ 9, fail:	12.9839
Length   18/2, alignment  0/15, found:	12.7495
Length   18/2, alignment  0/15, fail:	13.2964
Length   18/2, alignment  3/ 0, found:	11.1328
Length   18/2, alignment  3/ 0, fail:	12.188
Length   18/2, alignment  3/ 3, found:	12.1929
Length   18/2, alignment  3/ 3, fail:	13.2769
Length   18/2, alignment  3/ 9, found:	12.188
Length   18/2, alignment  3/ 9, fail:	17.3442
Length   18/2, alignment  3/15, found:	12.2021
Length   18/2, alignment  3/15, fail:	13.2964
Length   18/2, alignment  9/ 0, found:	12.4712
Length   18/2, alignment  9/ 0, fail:	12.4565
Length   18/2, alignment  9/ 3, found:	13.2769
Length   18/2, alignment  9/ 3, fail:	16.2407
Length   18/2, alignment  9/ 9, found:	13.272
Length   18/2, alignment  9/ 9, fail:	13.2568
Length   18/2, alignment  9/15, found:	13.3062
Length   18/2, alignment  9/15, fail:	13.2817
Length   18/2, alignment 15/ 0, found:	12.4858
Length   18/2, alignment 15/ 0, fail:	13.0181
Length   18/2, alignment 15/ 3, found:	13.2959
Length   18/2, alignment 15/ 3, fail:	13.5498
Length   18/2, alignment 15/ 9, found:	13.2817
Length   18/2, alignment 15/ 9, fail:	13.2573
Length   18/2, alignment 15/15, found:	13.2964
Length   18/2, alignment 15/15, fail:	13.8384
Length   20/2, alignment  0/ 0, found:	11.9385
Length   20/2, alignment  0/ 0, fail:	12.4707
Length   20/2, alignment  0/ 3, found:	12.2075
Length   20/2, alignment  0/ 3, fail:	12.9985
Length   20/2, alignment  0/ 9, found:	11.9194
Length   20/2, alignment  0/ 9, fail:	12.9883
Length   20/2, alignment  0/15, found:	12.7637
Length   20/2, alignment  0/15, fail:	13.2769
Length   20/2, alignment  3/ 0, found:	11.1187
Length   20/2, alignment  3/ 0, fail:	12.1978
Length   20/2, alignment  3/ 3, found:	12.1973
Length   20/2, alignment  3/ 3, fail:	13.2666
Length   20/2, alignment  3/ 9, found:	12.1782
Length   20/2, alignment  3/ 9, fail:	13.2573
Length   20/2, alignment  3/15, found:	12.481
Length   20/2, alignment  3/15, fail:	23.5015
Length   20/2, alignment  9/ 0, found:	12.7349
Length   20/2, alignment  9/ 0, fail:	12.7251
Length   20/2, alignment  9/ 3, found:	13.3013
Length   20/2, alignment  9/ 3, fail:	13.2666
Length   20/2, alignment  9/ 9, found:	13.2817
Length   20/2, alignment  9/ 9, fail:	16.8218
Length   20/2, alignment  9/15, found:	13.2817
Length   20/2, alignment  9/15, fail:	13.2769
Length   20/2, alignment 15/ 0, found:	12.7446
Length   20/2, alignment 15/ 0, fail:	13.2915
Length   20/2, alignment 15/ 3, found:	13.2861
Length   20/2, alignment 15/ 3, fail:	13.54
Length   20/2, alignment 15/ 9, found:	13.272
Length   20/2, alignment 15/ 9, fail:	13.2573
Length   20/2, alignment 15/15, found:	13.2866
Length   20/2, alignment 15/15, fail:	13.8188
Length   22/2, alignment  0/ 0, found:	12.207
Length   22/2, alignment  0/ 0, fail:	12.7246
Length   22/2, alignment  0/ 3, found:	12.1978
Length   22/2, alignment  0/ 3, fail:	12.9888
Length   22/2, alignment  0/ 9, found:	11.9097
Length   22/2, alignment  0/ 9, fail:	12.9883
Length   22/2, alignment  0/15, found:	12.7539
Length   22/2, alignment  0/15, fail:	13.3062
Length   22/2, alignment  3/ 0, found:	12.7446
Length   22/2, alignment  3/ 0, fail:	12.7202
Length   22/2, alignment  3/ 3, found:	13.272
Length   22/2, alignment  3/ 3, fail:	13.2666
Length   22/2, alignment  3/ 9, found:	13.2671
Length   22/2, alignment  3/ 9, fail:	13.2622
Length   22/2, alignment  3/15, found:	13.2769
Length   22/2, alignment  3/15, fail:	13.2671
Length   22/2, alignment  9/ 0, found:	17.5103
Length   22/2, alignment  9/ 0, fail:	12.4565
Length   22/2, alignment  9/ 3, found:	13.2617
Length   22/2, alignment  9/ 3, fail:	13.2617
Length   22/2, alignment  9/ 9, found:	13.2671
Length   22/2, alignment  9/ 9, fail:	13.2573
Length   22/2, alignment  9/15, found:	18.106
Length   22/2, alignment  9/15, fail:	13.2671
Length   22/2, alignment 15/ 0, found:	12.4761
Length   22/2, alignment 15/ 0, fail:	12.9985
Length   22/2, alignment 15/ 3, found:	13.291
Length   22/2, alignment 15/ 3, fail:	13.5356
Length   22/2, alignment 15/ 9, found:	13.272
Length   22/2, alignment 15/ 9, fail:	13.5356
Length   22/2, alignment 15/15, found:	13.2915
Length   22/2, alignment 15/15, fail:	13.8188
Length   24/2, alignment  0/ 0, found:	13.0273
Length   24/2, alignment  0/ 0, fail:	12.4561
Length   24/2, alignment  0/ 3, found:	13.0229
Length   24/2, alignment  0/ 3, fail:	13.0181
Length   24/2, alignment  0/ 9, found:	12.7397
Length   24/2, alignment  0/ 9, fail:	12.9834
Length   24/2, alignment  0/15, found:	13.584
Length   24/2, alignment  0/15, fail:	13.3013
Length   24/2, alignment  3/ 0, found:	12.4614
Length   24/2, alignment  3/ 0, fail:	12.4565
Length   24/2, alignment  3/ 3, found:	13.2769
Length   24/2, alignment  3/ 3, fail:	13.2715
Length   24/2, alignment  3/ 9, found:	13.2715
Length   24/2, alignment  3/ 9, fail:	13.2573
Length   24/2, alignment  3/15, found:	13.2671
Length   24/2, alignment  3/15, fail:	13.2769
Length   24/2, alignment  9/ 0, found:	12.481
Length   24/2, alignment  9/ 0, fail:	14.9272
Length   24/2, alignment  9/ 3, found:	13.2764
Length   24/2, alignment  9/ 3, fail:	13.2769
Length   24/2, alignment  9/ 9, found:	13.2769
Length   24/2, alignment  9/ 9, fail:	13.2573
Length   24/2, alignment  9/15, found:	13.3013
Length   24/2, alignment  9/15, fail:	13.2817
Length   24/2, alignment 15/ 0, found:	16.4702
Length   24/2, alignment 15/ 0, fail:	13.0176
Length   24/2, alignment 15/ 3, found:	13.2769
Length   24/2, alignment 15/ 3, fail:	13.5454
Length   24/2, alignment 15/ 9, found:	13.2573
Length   24/2, alignment 15/ 9, fail:	13.2573
Length   24/2, alignment 15/15, found:	13.2964
Length   24/2, alignment 15/15, fail:	13.8135
Length   26/2, alignment  0/ 0, found:	13.0273
Length   26/2, alignment  0/ 0, fail:	12.7251
Length   26/2, alignment  0/ 3, found:	13.2817
Length   26/2, alignment  0/ 3, fail:	12.9937
Length   26/2, alignment  0/ 9, found:	13.2622
Length   26/2, alignment  0/ 9, fail:	12.9937
Length   26/2, alignment  0/15, found:	13.8232
Length   26/2, alignment  0/15, fail:	13.2769
Length   26/2, alignment  3/ 0, found:	12.7397
Length   26/2, alignment  3/ 0, fail:	12.73
Length   26/2, alignment  3/ 3, found:	13.272
Length   26/2, alignment  3/ 3, fail:	13.2764
Length   26/2, alignment  3/ 9, found:	13.2666
Length   26/2, alignment  3/ 9, fail:	13.272
Length   26/2, alignment  3/15, found:	13.2671
Length   26/2, alignment  3/15, fail:	13.272
Length   26/2, alignment  9/ 0, found:	12.7397
Length   26/2, alignment  9/ 0, fail:	12.7344
Length   26/2, alignment  9/ 3, found:	13.2666
Length   26/2, alignment  9/ 3, fail:	17.1196
Length   26/2, alignment  9/ 9, found:	13.272
Length   26/2, alignment  9/ 9, fail:	13.272
Length   26/2, alignment  9/15, found:	13.2817
Length   26/2, alignment  9/15, fail:	13.2671
Length   26/2, alignment 15/ 0, found:	13.853
Length   26/2, alignment 15/ 0, fail:	17.0806
Length   26/2, alignment 15/ 3, found:	14.3901
Length   26/2, alignment 15/ 3, fail:	13.5547
Length   26/2, alignment 15/ 9, found:	14.3608
Length   26/2, alignment 15/ 9, fail:	13.2573
Length   26/2, alignment 15/15, found:	13.8677
Length   26/2, alignment 15/15, fail:	13.8335
Length   28/2, alignment  0/ 0, found:	13.0083
Length   28/2, alignment  0/ 0, fail:	12.7251
Length   28/2, alignment  0/ 3, found:	13.0029
Length   28/2, alignment  0/ 3, fail:	13.0083
Length   28/2, alignment  0/ 9, found:	12.9985
Length   28/2, alignment  0/ 9, fail:	12.9888
Length   28/2, alignment  0/15, found:	13.5356
Length   28/2, alignment  0/15, fail:	13.2812
Length   28/2, alignment  3/ 0, found:	12.7539
Length   28/2, alignment  3/ 0, fail:	12.73
Length   28/2, alignment  3/ 3, found:	13.2817
Length   28/2, alignment  3/ 3, fail:	13.272
Length   28/2, alignment  3/ 9, found:	13.2769
Length   28/2, alignment  3/ 9, fail:	13.2568
Length   28/2, alignment  3/15, found:	13.3008
Length   28/2, alignment  3/15, fail:	13.2866
Length   28/2, alignment  9/ 0, found:	12.73
Length   28/2, alignment  9/ 0, fail:	12.7349
Length   28/2, alignment  9/ 3, found:	13.272
Length   28/2, alignment  9/ 3, fail:	13.2666
Length   28/2, alignment  9/ 9, found:	16.0894
Length   28/2, alignment  9/ 9, fail:	13.2573
Length   28/2, alignment  9/15, found:	13.3013
Length   28/2, alignment  9/15, fail:	13.5308
Length   28/2, alignment 15/ 0, found:	13.8188
Length   28/2, alignment 15/ 0, fail:	13.2866
Length   28/2, alignment 15/ 3, found:	18.4233
Length   28/2, alignment 15/ 3, fail:	13.5503
Length   28/2, alignment 15/ 9, found:	14.3511
Length   28/2, alignment 15/ 9, fail:	13.5352
Length   28/2, alignment 15/15, found:	14.4097
Length   28/2, alignment 15/15, fail:	13.814
Length   30/2, alignment  0/ 0, found:	13.3208
Length   30/2, alignment  0/ 0, fail:	12.7397
Length   30/2, alignment  0/ 3, found:	12.7349
Length   30/2, alignment  0/ 3, fail:	12.9932
Length   30/2, alignment  0/ 9, found:	13.2617
Length   30/2, alignment  0/ 9, fail:	12.9839
Length   30/2, alignment  0/15, found:	13.5503
Length   30/2, alignment  0/15, fail:	13.2769
Length   30/2, alignment  3/ 0, found:	12.7349
Length   30/2, alignment  3/ 0, fail:	12.7344
Length   30/2, alignment  3/ 3, found:	13.2817
Length   30/2, alignment  3/ 3, fail:	13.2817
Length   30/2, alignment  3/ 9, found:	13.2817
Length   30/2, alignment  3/ 9, fail:	13.2671
Length   30/2, alignment  3/15, found:	13.2915
Length   30/2, alignment  3/15, fail:	13.2764
Length   30/2, alignment  9/ 0, found:	12.73
Length   30/2, alignment  9/ 0, fail:	12.7153
Length   30/2, alignment  9/ 3, found:	13.272
Length   30/2, alignment  9/ 3, fail:	13.2573
Length   30/2, alignment  9/ 9, found:	13.2622
Length   30/2, alignment  9/ 9, fail:	13.2622
Length   30/2, alignment  9/15, found:	13.2812
Length   30/2, alignment  9/15, fail:	13.2617
Length   30/2, alignment 15/ 0, found:	13.2671
Length   30/2, alignment 15/ 0, fail:	13.2573
Length   30/2, alignment 15/ 3, found:	13.8091
Length   30/2, alignment 15/ 3, fail:	13.5454
Length   30/2, alignment 15/ 9, found:	14.3511
Length   30/2, alignment 15/ 9, fail:	13.2573
Length   30/2, alignment 15/15, found:	14.3804
Length   30/2, alignment 15/15, fail:	13.8335
Length    6/3, alignment  0/ 0, found:	12.2119
Length    6/3, alignment  0/ 0, fail:	11.3921
Length    6/3, alignment  0/ 3, found:	11.9438
Length    6/3, alignment  0/ 3, fail:	11.6509
Length    6/3, alignment  0/ 9, found:	11.9043
Length    6/3, alignment  0/ 9, fail:	11.6313
Length    6/3, alignment  0/15, found:	12.7544
Length    6/3, alignment  0/15, fail:	11.9292
Length    6/3, alignment  3/ 0, found:	11.3867
Length    6/3, alignment  3/ 0, fail:	11.3726
Length    6/3, alignment  3/ 3, found:	11.939
Length    6/3, alignment  3/ 3, fail:	11.9097
Length    6/3, alignment  3/ 9, found:	11.9092
Length    6/3, alignment  3/ 9, fail:	11.8999
Length    6/3, alignment  3/15, found:	11.9341
Length    6/3, alignment  3/15, fail:	11.9146
Length    6/3, alignment  9/ 0, found:	11.3721
Length    6/3, alignment  9/ 0, fail:	11.3628
Length    6/3, alignment  9/ 3, found:	11.9146
Length    6/3, alignment  9/ 3, fail:	11.9048
Length    6/3, alignment  9/ 9, found:	11.9092
Length    6/3, alignment  9/ 9, fail:	11.8999
Length    6/3, alignment  9/15, found:	11.9097
Length    6/3, alignment  9/15, fail:	12.2075
Length    6/3, alignment 15/ 0, found:	12.1978
Length    6/3, alignment 15/ 0, fail:	11.9287
Length    6/3, alignment 15/ 3, found:	13.2671
Length    6/3, alignment 15/ 3, fail:	13.0132
Length    6/3, alignment 15/ 9, found:	13.2573
Length    6/3, alignment 15/ 9, fail:	12.9888
Length    6/3, alignment 15/15, found:	18.1401
Length    6/3, alignment 15/15, fail:	13.0278
Length    9/3, alignment  0/ 0, found:	11.9287
Length    9/3, alignment  0/ 0, fail:	10.8354
Length    9/3, alignment  0/ 3, found:	12.188
Length    9/3, alignment  0/ 3, fail:	11.6362
Length    9/3, alignment  0/ 9, found:	12.1777
Length    9/3, alignment  0/ 9, fail:	11.6313
Length    9/3, alignment  0/15, found:	12.7495
Length    9/3, alignment  0/15, fail:	11.646
Length    9/3, alignment  3/ 0, found:	11.1133
Length    9/3, alignment  3/ 0, fail:	11.0991
Length    9/3, alignment  3/ 3, found:	11.9438
Length    9/3, alignment  3/ 3, fail:	11.9194
Length    9/3, alignment  3/ 9, found:	11.9092
Length    9/3, alignment  3/ 9, fail:	11.8999
Length    9/3, alignment  3/15, found:	11.939
Length    9/3, alignment  3/15, fail:	11.9097
Length    9/3, alignment  9/ 0, found:	11.1182
Length    9/3, alignment  9/ 0, fail:	12.7251
Length    9/3, alignment  9/ 3, found:	11.9194
Length    9/3, alignment  9/ 3, fail:	13.2671
Length    9/3, alignment  9/ 9, found:	11.9189
Length    9/3, alignment  9/ 9, fail:	13.2617
Length    9/3, alignment  9/15, found:	12.2026
Length    9/3, alignment  9/15, fail:	13.5356
Length    9/3, alignment 15/ 0, found:	12.7251
Length    9/3, alignment 15/ 0, fail:	12.4565
Length    9/3, alignment 15/ 3, found:	13.2617
Length    9/3, alignment 15/ 3, fail:	16.3286
Length    9/3, alignment 15/ 9, found:	13.2671
Length    9/3, alignment 15/ 9, fail:	12.979
Length    9/3, alignment 15/15, found:	13.2866
Length    9/3, alignment 15/15, fail:	12.9985
Length   12/3, alignment  0/ 0, found:	11.9238
Length   12/3, alignment  0/ 0, fail:	15.249
Length   12/3, alignment  0/ 3, found:	11.9194
Length   12/3, alignment  0/ 3, fail:	11.6362
Length   12/3, alignment  0/ 9, found:	12.1782
Length   12/3, alignment  0/ 9, fail:	11.6309
Length   12/3, alignment  0/15, found:	12.7349
Length   12/3, alignment  0/15, fail:	11.9097
Length   12/3, alignment  3/ 0, found:	11.1235
Length   12/3, alignment  3/ 0, fail:	11.1035
Length   12/3, alignment  3/ 3, found:	11.9194
Length   12/3, alignment  3/ 3, fail:	11.9048
Length   12/3, alignment  3/ 9, found:	11.9194
Length   12/3, alignment  3/ 9, fail:	11.9043
Length   12/3, alignment  3/15, found:	11.9336
Length   12/3, alignment  3/15, fail:	11.9097
Length   12/3, alignment  9/ 0, found:	12.4565
Length   12/3, alignment  9/ 0, fail:	12.4517
Length   12/3, alignment  9/ 3, found:	13.2715
Length   12/3, alignment  9/ 3, fail:	13.2666
Length   12/3, alignment  9/ 9, found:	13.2622
Length   12/3, alignment  9/ 9, fail:	13.2573
Length   12/3, alignment  9/15, found:	13.5356
Length   12/3, alignment  9/15, fail:	13.5308
Length   12/3, alignment 15/ 0, found:	12.4512
Length   12/3, alignment 15/ 0, fail:	12.1782
Length   12/3, alignment 15/ 3, found:	13.2524
Length   12/3, alignment 15/ 3, fail:	12.9888
Length   12/3, alignment 15/ 9, found:	13.2573
Length   12/3, alignment 15/ 9, fail:	12.9839
Length   12/3, alignment 15/15, found:	16.9976
Length   12/3, alignment 15/15, fail:	12.998
Length   15/3, alignment  0/ 0, found:	11.9385
Length   15/3, alignment  0/ 0, fail:	11.0942
Length   15/3, alignment  0/ 3, found:	11.939
Length   15/3, alignment  0/ 3, fail:	11.6553
Length   15/3, alignment  0/ 9, found:	11.9146
Length   15/3, alignment  0/ 9, fail:	11.6313
Length   15/3, alignment  0/15, found:	12.7593
Length   15/3, alignment  0/15, fail:	11.9146
Length   15/3, alignment  3/ 0, found:	11.1328
Length   15/3, alignment  3/ 0, fail:	12.4565
Length   15/3, alignment  3/ 3, found:	11.939
Length   15/3, alignment  3/ 3, fail:	13.2671
Length   15/3, alignment  3/ 9, found:	11.9194
Length   15/3, alignment  3/ 9, fail:	13.3057
Length   15/3, alignment  3/15, found:	11.6851
Length   15/3, alignment  3/15, fail:	13.2671
Length   15/3, alignment  9/ 0, found:	11.1235
