[sonic] running official CMake benchmark (benchmark/main.cpp)
2026-08-24T10:22:35+08:00
Running /tmp/boostkit-perf/32682799285-1/HPC/sonic/1.0.2/aarch64/build/benchmark/bench
Run on (256 X 2900 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB (x128)
  L1 Instruction 64 KiB (x128)
  L2 Unified 1280 KiB (x128)
  L3 Unified 57344 KiB (x4)
Load Average: 0.77, 0.26, 0.09
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
citm_catalog/Encode_Rapidjson_median                1242839 ns      1241750 ns            5 bytes_per_second=1.29542Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_stddev                   3583 ns         3583 ns            5 bytes_per_second=3.84993Mi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_cv                       0.29 %          0.29 %             5 bytes_per_second=0.29% testdata/citm_catalog.json
citm_catalog/Encode_YYjson_mean                     2111081 ns      2109206 ns            5 bytes_per_second=780.953Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_median                   2110353 ns      2108465 ns            5 bytes_per_second=781.227Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_stddev                      1598 ns         1618 ns            5 bytes_per_second=612.911Ki/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_cv                          0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_mean                   1025205 ns      1024375 ns            5 bytes_per_second=1.57031Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_median                 1025406 ns      1024541 ns            5 bytes_per_second=1.57005Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_stddev                     661 ns          681 ns            5 bytes_per_second=1.06853Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_cv                        0.06 %          0.07 %             5 bytes_per_second=0.07% testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_mean                   34315349 ns     34293843 ns            5 bytes_per_second=48.0318Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_median                 34358844 ns     34337651 ns            5 bytes_per_second=47.9704Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_stddev                    65619 ns        65081 ns            5 bytes_per_second=93.4036Ki/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_cv                         0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/citm_catalog.json
canada/Encode_SonicDyn_mean                         4262226 ns      4258734 ns            5 bytes_per_second=504.088Mi/s testdata/canada.json
canada/Encode_SonicDyn_median                       4259776 ns      4256249 ns            5 bytes_per_second=504.381Mi/s testdata/canada.json
canada/Encode_SonicDyn_stddev                          9284 ns         9232 ns            5 bytes_per_second=1.0898Mi/s testdata/canada.json
canada/Encode_SonicDyn_cv                              0.22 %          0.22 %             5 bytes_per_second=0.22% testdata/canada.json
canada/Encode_Rapidjson_mean                        7998313 ns      7992440 ns            5 bytes_per_second=268.6Mi/s testdata/canada.json
canada/Encode_Rapidjson_median                      7997984 ns      7992264 ns            5 bytes_per_second=268.606Mi/s testdata/canada.json
canada/Encode_Rapidjson_stddev                          521 ns          473 ns            5 bytes_per_second=16.2637Ki/s testdata/canada.json
canada/Encode_Rapidjson_cv                             0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/canada.json
canada/Encode_YYjson_mean                          22201185 ns     22189436 ns            5 bytes_per_second=96.7474Mi/s testdata/canada.json
canada/Encode_YYjson_median                        22196322 ns     22184745 ns            5 bytes_per_second=96.7678Mi/s testdata/canada.json
canada/Encode_YYjson_stddev                           18589 ns        18846 ns            5 bytes_per_second=84.1396Ki/s testdata/canada.json
canada/Encode_YYjson_cv                                0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/canada.json
canada/Encode_SIMDjson_mean                         4644968 ns      4641308 ns            5 bytes_per_second=462.535Mi/s testdata/canada.json
canada/Encode_SIMDjson_median                       4644872 ns      4641190 ns            5 bytes_per_second=462.547Mi/s testdata/canada.json
canada/Encode_SIMDjson_stddev                           406 ns          320 ns            5 bytes_per_second=32.6094Ki/s testdata/canada.json
canada/Encode_SIMDjson_cv                              0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/canada.json
canada/Encode_JsonCpp_mean                        162131851 ns    162037888 ns            5 bytes_per_second=13.2489Mi/s testdata/canada.json
canada/Encode_JsonCpp_median                      162186265 ns    162094747 ns            5 bytes_per_second=13.2439Mi/s testdata/canada.json
canada/Encode_JsonCpp_stddev                         967197 ns       966267 ns            5 bytes_per_second=80.798Ki/s testdata/canada.json
canada/Encode_JsonCpp_cv                               0.60 %          0.60 %             5 bytes_per_second=0.60% testdata/canada.json
book/Encode_SonicDyn_mean                               591 ns          591 ns            5 bytes_per_second=592.544Mi/s testdata/book.json
book/Encode_SonicDyn_median                             594 ns          593 ns            5 bytes_per_second=589.798Mi/s testdata/book.json
book/Encode_SonicDyn_stddev                            5.91 ns         5.91 ns            5 bytes_per_second=5.938Mi/s testdata/book.json
book/Encode_SonicDyn_cv                                1.00 %          1.00 %             5 bytes_per_second=1.00% testdata/book.json
book/Encode_Rapidjson_mean                             1193 ns         1193 ns            5 bytes_per_second=293.418Mi/s testdata/book.json
book/Encode_Rapidjson_median                           1193 ns         1192 ns            5 bytes_per_second=293.597Mi/s testdata/book.json
book/Encode_Rapidjson_stddev                           1.80 ns         1.80 ns            5 bytes_per_second=452.385Ki/s testdata/book.json
book/Encode_Rapidjson_cv                               0.15 %          0.15 %             5 bytes_per_second=0.15% testdata/book.json
book/Encode_YYjson_mean                                2324 ns         2322 ns            5 bytes_per_second=150.7Mi/s testdata/book.json
book/Encode_YYjson_median                              2324 ns         2323 ns            5 bytes_per_second=150.687Mi/s testdata/book.json
book/Encode_YYjson_stddev                             0.515 ns        0.464 ns            5 bytes_per_second=30.8074Ki/s testdata/book.json
book/Encode_YYjson_cv                                  0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/book.json
book/Encode_SIMDjson_mean                               990 ns          989 ns            5 bytes_per_second=353.747Mi/s testdata/book.json
book/Encode_SIMDjson_median                             990 ns          990 ns            5 bytes_per_second=353.685Mi/s testdata/book.json
book/Encode_SIMDjson_stddev                           0.409 ns        0.415 ns            5 bytes_per_second=151.968Ki/s testdata/book.json
book/Encode_SIMDjson_cv                                0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/book.json
book/Encode_JsonCpp_mean                              49066 ns        49036 ns            5 bytes_per_second=7.13755Mi/s testdata/book.json
book/Encode_JsonCpp_median                            49043 ns        49013 ns            5 bytes_per_second=7.14095Mi/s testdata/book.json
book/Encode_JsonCpp_stddev                             57.6 ns         58.5 ns            5 bytes_per_second=8.70186Ki/s testdata/book.json
book/Encode_JsonCpp_cv                                 0.12 %          0.12 %             5 bytes_per_second=0.12% testdata/book.json
twitterescaped/Stat_SonicDyn_mean                     62573 ns        62541 ns            5 bytes_per_second=8.37508Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_median                   62592 ns        62563 ns            5 bytes_per_second=8.37209Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_stddev                     211 ns          212 ns            5 bytes_per_second=29.0583Mi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_cv                        0.34 %          0.34 %             5 bytes_per_second=0.34% testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_mean                    193625 ns       193513 ns            5 bytes_per_second=2.7067Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_median                  193614 ns       193502 ns            5 bytes_per_second=2.70686Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_stddev                     112 ns          115 ns            5 bytes_per_second=1.65081Mi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_cv                        0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_mean                    50013 ns        49986 ns            5 bytes_per_second=10.4786Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_median                  50015 ns        49985 ns            5 bytes_per_second=10.4788Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_stddev                   46.4 ns         46.0 ns            5 bytes_per_second=9.885Mi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_cv                       0.09 %          0.09 %             5 bytes_per_second=0.09% testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_mean                   186245 ns       186147 ns            5 bytes_per_second=2.81384Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_median                 186113 ns       186018 ns            5 bytes_per_second=2.81576Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_stddev                    522 ns          521 ns            5 bytes_per_second=8.04834Mi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_cv                       0.28 %          0.28 %             5 bytes_per_second=0.28% testdata/twitterescaped.json
twitter/Stat_SonicDyn_mean                            23233 ns        23221 ns            5 bytes_per_second=10.6035Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_median                          23255 ns        23244 ns            5 bytes_per_second=10.5931Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_stddev                           46.8 ns         46.6 ns            5 bytes_per_second=21.7877Mi/s testdata/twitter.json
twitter/Stat_SonicDyn_cv                               0.20 %          0.20 %             5 bytes_per_second=0.20% testdata/twitter.json
twitter/Find_SonicDyn_mean                            73170 ns        73133 ns            5 bytes_per_second=3.36684Gi/s testdata/twitter.json
twitter/Find_SonicDyn_median                          73167 ns        73132 ns            5 bytes_per_second=3.36688Gi/s testdata/twitter.json
twitter/Find_SonicDyn_stddev                           9.52 ns         7.79 ns            5 bytes_per_second=376.128Ki/s testdata/twitter.json
twitter/Find_SonicDyn_cv                               0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/twitter.json
twitter/Stat_Rapidjson_mean                           19282 ns        19273 ns            5 bytes_per_second=12.776Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_median                         19282 ns        19274 ns            5 bytes_per_second=12.7753Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_stddev                          37.1 ns         37.4 ns            5 bytes_per_second=25.3829Mi/s testdata/twitter.json
twitter/Stat_Rapidjson_cv                              0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/twitter.json
twitter/Find_Rapidjson_mean                           72490 ns        72452 ns            5 bytes_per_second=3.39848Gi/s testdata/twitter.json
twitter/Find_Rapidjson_median                         72485 ns        72447 ns            5 bytes_per_second=3.39869Gi/s testdata/twitter.json
twitter/Find_Rapidjson_stddev                          15.8 ns         14.9 ns            5 bytes_per_second=735.093Ki/s testdata/twitter.json
twitter/Find_Rapidjson_cv                              0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/twitter.json
poet/Stat_SonicDyn_mean                              144672 ns       144592 ns            5 bytes_per_second=22.6282Gi/s testdata/poet.json
poet/Stat_SonicDyn_median                            144186 ns       144110 ns            5 bytes_per_second=22.7023Gi/s testdata/poet.json
poet/Stat_SonicDyn_stddev                              1356 ns         1355 ns            5 bytes_per_second=214.62Mi/s testdata/poet.json
poet/Stat_SonicDyn_cv                                  0.94 %          0.94 %             5 bytes_per_second=0.93% testdata/poet.json
poet/Find_SonicDyn_mean                              299411 ns       299156 ns            5 bytes_per_second=10.9364Gi/s testdata/poet.json
poet/Find_SonicDyn_median                            299052 ns       298804 ns            5 bytes_per_second=10.9491Gi/s testdata/poet.json
poet/Find_SonicDyn_stddev                              1367 ns         1362 ns            5 bytes_per_second=50.7208Mi/s testdata/poet.json
poet/Find_SonicDyn_cv                                  0.46 %          0.46 %             5 bytes_per_second=0.45% testdata/poet.json
poet/Stat_Rapidjson_mean                             267913 ns       267690 ns            5 bytes_per_second=12.2219Gi/s testdata/poet.json
poet/Stat_Rapidjson_median                           267995 ns       267772 ns            5 bytes_per_second=12.2179Gi/s testdata/poet.json
poet/Stat_Rapidjson_stddev                             1295 ns         1287 ns            5 bytes_per_second=60.1964Mi/s testdata/poet.json
poet/Stat_Rapidjson_cv                                 0.48 %          0.48 %             5 bytes_per_second=0.48% testdata/poet.json
poet/Find_Rapidjson_mean                             276777 ns       276542 ns            5 bytes_per_second=11.8307Gi/s testdata/poet.json
poet/Find_Rapidjson_median                           277101 ns       276859 ns            5 bytes_per_second=11.8169Gi/s testdata/poet.json
poet/Find_Rapidjson_stddev                             1111 ns         1109 ns            5 bytes_per_second=48.6746Mi/s testdata/poet.json
poet/Find_Rapidjson_cv                                 0.40 %          0.40 %             5 bytes_per_second=0.40% testdata/poet.json
otfcc/Stat_SonicDyn_mean                           53750411 ns     53693952 ns            5 bytes_per_second=1.15188Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_median                         53766621 ns     53709668 ns            5 bytes_per_second=1.15153Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_stddev                           159172 ns       159282 ns            5 bytes_per_second=3.50288Mi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_cv                                 0.30 %          0.30 %             5 bytes_per_second=0.30% testdata/otfcc.json
otfcc/Find_SonicDyn_mean                         1443913582 ns   1442767088 ns            5 bytes_per_second=43.8969Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_median                       1445070210 ns   1443872410 ns            5 bytes_per_second=43.8632Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_stddev                          2312100 ns      2317062 ns            5 bytes_per_second=72.3266Ki/s testdata/otfcc.json
otfcc/Find_SonicDyn_cv                                 0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/otfcc.json
otfcc/Stat_Rapidjson_mean                          45657971 ns     45603759 ns            5 bytes_per_second=1.35624Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_median                        45608238 ns     45553698 ns            5 bytes_per_second=1.3577Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_stddev                          215566 ns       214847 ns            5 bytes_per_second=6.53937Mi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_cv                                0.47 %          0.47 %             5 bytes_per_second=0.47% testdata/otfcc.json
otfcc/Find_Rapidjson_mean                        1097495502 ns   1096776396 ns            5 bytes_per_second=57.7445Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_median                      1097496140 ns   1096783200 ns            5 bytes_per_second=57.7442Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_stddev                           69061 ns        85040 ns            5 bytes_per_second=4.58475Ki/s testdata/otfcc.json
otfcc/Find_Rapidjson_cv                                0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/otfcc.json
lottie/Stat_SonicDyn_mean                            207617 ns       207447 ns            5 bytes_per_second=1.29714Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_median                          207614 ns       207473 ns            5 bytes_per_second=1.29697Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_stddev                             578 ns          600 ns            5 bytes_per_second=3.83835Mi/s testdata/lottie.json
lottie/Stat_SonicDyn_cv                                0.28 %          0.29 %             5 bytes_per_second=0.29% testdata/lottie.json
lottie/Find_SonicDyn_mean                            443041 ns       442728 ns            5 bytes_per_second=622.381Mi/s testdata/lottie.json
lottie/Find_SonicDyn_median                          443184 ns       442888 ns            5 bytes_per_second=622.153Mi/s testdata/lottie.json
lottie/Find_SonicDyn_stddev                             945 ns          930 ns            5 bytes_per_second=1.30789Mi/s testdata/lottie.json
lottie/Find_SonicDyn_cv                                0.21 %          0.21 %             5 bytes_per_second=0.21% testdata/lottie.json
lottie/Stat_Rapidjson_mean                           178091 ns       177895 ns            5 bytes_per_second=1.51264Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_median                         177974 ns       177832 ns            5 bytes_per_second=1.51315Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_stddev                            794 ns          829 ns            5 bytes_per_second=7.2204Mi/s testdata/lottie.json
lottie/Stat_Rapidjson_cv                               0.45 %          0.47 %             5 bytes_per_second=0.47% testdata/lottie.json
lottie/Find_Rapidjson_mean                           276966 ns       276750 ns            5 bytes_per_second=995.651Mi/s testdata/lottie.json
lottie/Find_Rapidjson_median                         276667 ns       276436 ns            5 bytes_per_second=996.773Mi/s testdata/lottie.json
lottie/Find_Rapidjson_stddev                            818 ns          818 ns            5 bytes_per_second=2.94133Mi/s testdata/lottie.json
lottie/Find_Rapidjson_cv                               0.30 %          0.30 %             5 bytes_per_second=0.30% testdata/lottie.json
gsoc-2018/Stat_SonicDyn_mean                          80824 ns        80785 ns            5 bytes_per_second=38.3652Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_median                        80683 ns        80644 ns            5 bytes_per_second=38.4317Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_stddev                          306 ns          305 ns            5 bytes_per_second=147.886Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_cv                             0.38 %          0.38 %             5 bytes_per_second=0.38% testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_mean                        2165313 ns      2163555 ns            5 bytes_per_second=1.4325Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_median                      2166350 ns      2164680 ns            5 bytes_per_second=1.43175Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_stddev                         2995 ns         3047 ns            5 bytes_per_second=2.06961Mi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_cv                             0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_mean                        137684 ns       137568 ns            5 bytes_per_second=22.5293Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_median                      137453 ns       137339 ns            5 bytes_per_second=22.5667Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_stddev                         495 ns          494 ns            5 bytes_per_second=82.6621Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_cv                            0.36 %          0.36 %             5 bytes_per_second=0.36% testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_mean                       2095325 ns      2093873 ns            5 bytes_per_second=1.48017Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_median                     2094722 ns      2093278 ns            5 bytes_per_second=1.48059Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_stddev                        1836 ns         1778 ns            5 bytes_per_second=1.28619Mi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_cv                            0.09 %          0.08 %             5 bytes_per_second=0.08% testdata/gsoc-2018.json
github_events/Stat_SonicDyn_mean                       5563 ns         5560 ns            5 bytes_per_second=10.9096Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_median                     5551 ns         5548 ns            5 bytes_per_second=10.9337Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_stddev                     30.4 ns         30.4 ns            5 bytes_per_second=60.7214Mi/s testdata/github_events.json
github_events/Stat_SonicDyn_cv                         0.55 %          0.55 %             5 bytes_per_second=0.54% testdata/github_events.json
github_events/Find_SonicDyn_mean                      15011 ns        15004 ns            5 bytes_per_second=4.04298Gi/s testdata/github_events.json
github_events/Find_SonicDyn_median                    14999 ns        14991 ns            5 bytes_per_second=4.04626Gi/s testdata/github_events.json
github_events/Find_SonicDyn_stddev                     29.5 ns         29.2 ns            5 bytes_per_second=8.04116Mi/s testdata/github_events.json
github_events/Find_SonicDyn_cv                         0.20 %          0.19 %             5 bytes_per_second=0.19% testdata/github_events.json
github_events/Stat_Rapidjson_mean                      4590 ns         4588 ns            5 bytes_per_second=13.2208Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_median                    4589 ns         4587 ns            5 bytes_per_second=13.2238Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_stddev                    2.09 ns         2.14 ns            5 bytes_per_second=6.3155Mi/s testdata/github_events.json
github_events/Stat_Rapidjson_cv                        0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/github_events.json
github_events/Find_Rapidjson_mean                     11266 ns        11261 ns            5 bytes_per_second=5.38683Gi/s testdata/github_events.json
github_events/Find_Rapidjson_median                   11267 ns        11262 ns            5 bytes_per_second=5.38613Gi/s testdata/github_events.json
github_events/Find_Rapidjson_stddev                    6.25 ns         6.07 ns            5 bytes_per_second=2.97179Mi/s testdata/github_events.json
github_events/Find_Rapidjson_cv                        0.06 %          0.05 %             5 bytes_per_second=0.05% testdata/github_events.json
fgo/Stat_SonicDyn_mean                             15657932 ns     15644798 ns            5 bytes_per_second=2.90297Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_median                           15626890 ns     15614734 ns            5 bytes_per_second=2.90853Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_stddev                              50918 ns        50569 ns            5 bytes_per_second=9.58147Mi/s testdata/fgo.json
fgo/Stat_SonicDyn_cv                                   0.33 %          0.32 %             5 bytes_per_second=0.32% testdata/fgo.json
fgo/Find_SonicDyn_mean                             34280769 ns     34254185 ns            5 bytes_per_second=1.32585Gi/s testdata/fgo.json
fgo/Find_SonicDyn_median                           34284591 ns     34258723 ns            5 bytes_per_second=1.32568Gi/s testdata/fgo.json
fgo/Find_SonicDyn_stddev                               7704 ns         8081 ns            5 bytes_per_second=328.035Ki/s testdata/fgo.json
fgo/Find_SonicDyn_cv                                   0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/fgo.json
fgo/Stat_Rapidjson_mean                            13033219 ns     13019996 ns            5 bytes_per_second=3.48818Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_median                          13027709 ns     13015030 ns            5 bytes_per_second=3.4895Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_stddev                             18701 ns        18823 ns            5 bytes_per_second=5.15659Mi/s testdata/fgo.json
fgo/Stat_Rapidjson_cv                                  0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/fgo.json
fgo/Find_Rapidjson_mean                            24200405 ns     24179745 ns            5 bytes_per_second=1.87827Gi/s testdata/fgo.json
fgo/Find_Rapidjson_median                          24202151 ns     24181491 ns            5 bytes_per_second=1.87813Gi/s testdata/fgo.json
fgo/Find_Rapidjson_stddev                              8113 ns         7923 ns            5 bytes_per_second=645.418Ki/s testdata/fgo.json
fgo/Find_Rapidjson_cv                                  0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/fgo.json
citm_catalog/Stat_SonicDyn_mean                      174328 ns       174173 ns            5 bytes_per_second=9.23557Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_median                    174258 ns       174142 ns            5 bytes_per_second=9.2372Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_stddev                       292 ns          321 ns            5 bytes_per_second=17.4025Mi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_cv                          0.17 %          0.18 %             5 bytes_per_second=0.18% testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_mean                      339152 ns       338869 ns            5 bytes_per_second=4.74692Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_median                    339097 ns       338811 ns            5 bytes_per_second=4.74773Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_stddev                       264 ns          268 ns            5 bytes_per_second=3.83763Mi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_cv                          0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_mean                     155589 ns       155465 ns            5 bytes_per_second=10.347Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_median                   155515 ns       155392 ns            5 bytes_per_second=10.3518Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_stddev                      275 ns          273 ns            5 bytes_per_second=18.5751Mi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_cv                         0.18 %          0.18 %             5 bytes_per_second=0.18% testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_mean                     202660 ns       202492 ns            5 bytes_per_second=7.94395Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_median                   202534 ns       202373 ns            5 bytes_per_second=7.94861Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_stddev                      324 ns          328 ns            5 bytes_per_second=13.1636Mi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_cv                         0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/citm_catalog.json
canada/Stat_SonicDyn_mean                            601637 ns       601182 ns            5 bytes_per_second=3.48723Gi/s testdata/canada.json
canada/Stat_SonicDyn_median                          601702 ns       601221 ns            5 bytes_per_second=3.487Gi/s testdata/canada.json
canada/Stat_SonicDyn_stddev                             634 ns          634 ns            5 bytes_per_second=3.76658Mi/s testdata/canada.json
canada/Stat_SonicDyn_cv                                0.11 %          0.11 %             5 bytes_per_second=0.11% testdata/canada.json
canada/Find_SonicDyn_mean                            523213 ns       522796 ns            5 bytes_per_second=4.01038Gi/s testdata/canada.json
canada/Find_SonicDyn_median                          520742 ns       520334 ns            5 bytes_per_second=4.02906Gi/s testdata/canada.json
canada/Find_SonicDyn_stddev                            5053 ns         5042 ns            5 bytes_per_second=39.517Mi/s testdata/canada.json
canada/Find_SonicDyn_cv                                0.97 %          0.96 %             5 bytes_per_second=0.96% testdata/canada.json
canada/Stat_Rapidjson_mean                           486580 ns       486180 ns            5 bytes_per_second=4.3121Gi/s testdata/canada.json
canada/Stat_Rapidjson_median                         486300 ns       485912 ns            5 bytes_per_second=4.31448Gi/s testdata/canada.json
canada/Stat_Rapidjson_stddev                            580 ns          582 ns            5 bytes_per_second=5.28658Mi/s testdata/canada.json
canada/Stat_Rapidjson_cv                               0.12 %          0.12 %             5 bytes_per_second=0.12% testdata/canada.json
canada/Find_Rapidjson_mean                           297943 ns       297695 ns            5 bytes_per_second=7.0423Gi/s testdata/canada.json
canada/Find_Rapidjson_median                         297862 ns       297612 ns            5 bytes_per_second=7.04425Gi/s testdata/canada.json
canada/Find_Rapidjson_stddev                            217 ns          216 ns            5 bytes_per_second=5.22175Mi/s testdata/canada.json
canada/Find_Rapidjson_cv                               0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/canada.json
book/Stat_SonicDyn_mean                                 139 ns          139 ns            5 bytes_per_second=2.45487Gi/s testdata/book.json
book/Stat_SonicDyn_median                               139 ns          139 ns            5 bytes_per_second=2.45502Gi/s testdata/book.json
book/Stat_SonicDyn_stddev                             0.044 ns        0.045 ns            5 bytes_per_second=836.137Ki/s testdata/book.json
book/Stat_SonicDyn_cv                                  0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/book.json
book/Find_SonicDyn_mean                                 268 ns          268 ns            5 bytes_per_second=1.27666Gi/s testdata/book.json
book/Find_SonicDyn_median                               268 ns          268 ns            5 bytes_per_second=1.27693Gi/s testdata/book.json
book/Find_SonicDyn_stddev                             0.276 ns        0.274 ns            5 bytes_per_second=1.33798Mi/s testdata/book.json
book/Find_SonicDyn_cv                                  0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/book.json
book/Stat_Rapidjson_mean                                117 ns          117 ns            5 bytes_per_second=2.91816Gi/s testdata/book.json
book/Stat_Rapidjson_median                              117 ns          117 ns            5 bytes_per_second=2.91792Gi/s testdata/book.json
book/Stat_Rapidjson_stddev                            0.059 ns        0.061 ns            5 bytes_per_second=1.56232Mi/s testdata/book.json
book/Stat_Rapidjson_cv                                 0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/book.json
book/Find_Rapidjson_mean                                183 ns          183 ns            5 bytes_per_second=1.86627Gi/s testdata/book.json
book/Find_Rapidjson_median                              183 ns          183 ns            5 bytes_per_second=1.86436Gi/s testdata/book.json
book/Find_Rapidjson_stddev                            0.625 ns        0.623 ns            5 bytes_per_second=6.50993Mi/s testdata/book.json
book/Find_Rapidjson_cv                                 0.34 %          0.34 %             5 bytes_per_second=0.34% testdata/book.json
