[sonic] running official CMake benchmark (benchmark/main.cpp)
2026-08-24T10:22:35+08:00
Running /tmp/boostkit-perf/32682799285-1/HPC/sonic/1.0.2/aarch64/build/benchmark/bench
Run on (256 X 2900 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB (x128)
  L1 Instruction 64 KiB (x128)
  L2 Unified 1280 KiB (x128)
  L3 Unified 57344 KiB (x4)
Load Average: 0.77, 0.26, 0.09
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
fgo/Decode_JsonCpp_median                        6692978570 ns   6689287330 ns            5 bytes_per_second=6.95231Mi/s testdata/fgo.json
fgo/Decode_JsonCpp_stddev                         115623903 ns    115318114 ns            5 bytes_per_second=119.129Ki/s testdata/fgo.json
fgo/Decode_JsonCpp_cv                                  1.71 %          1.70 %             5 bytes_per_second=1.69% testdata/fgo.json
citm_catalog/Decode_SonicDyn_mean                   1210289 ns      1209133 ns            5 bytes_per_second=1.33036Gi/s testdata/citm_catalog.json
citm_catalog/Decode_SonicDyn_median                 1210287 ns      1209178 ns            5 bytes_per_second=1.33031Gi/s testdata/citm_catalog.json
citm_catalog/Decode_SonicDyn_stddev                    70.5 ns         77.1 ns            5 bytes_per_second=88.9921Ki/s testdata/citm_catalog.json
citm_catalog/Decode_SonicDyn_cv                        0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/citm_catalog.json
citm_catalog/Decode_Rapidjson_mean                  2442039 ns      2440354 ns            5 bytes_per_second=674.98Mi/s testdata/citm_catalog.json
citm_catalog/Decode_Rapidjson_median                2441939 ns      2440363 ns            5 bytes_per_second=674.977Mi/s testdata/citm_catalog.json
citm_catalog/Decode_Rapidjson_stddev                   1520 ns         1538 ns            5 bytes_per_second=435.49Ki/s testdata/citm_catalog.json
citm_catalog/Decode_Rapidjson_cv                       0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/citm_catalog.json
citm_catalog/Decode_YYjson_mean                     5922102 ns      5917175 ns            5 bytes_per_second=278.374Mi/s testdata/citm_catalog.json
citm_catalog/Decode_YYjson_median                   5922136 ns      5917354 ns            5 bytes_per_second=278.366Mi/s testdata/citm_catalog.json
citm_catalog/Decode_YYjson_stddev                      2048 ns         2137 ns            5 bytes_per_second=102.93Ki/s testdata/citm_catalog.json
citm_catalog/Decode_YYjson_cv                          0.03 %          0.04 %             5 bytes_per_second=0.04% testdata/citm_catalog.json
citm_catalog/Decode_SIMDjson_mean                    753854 ns       753151 ns            5 bytes_per_second=2.13582Gi/s testdata/citm_catalog.json
citm_catalog/Decode_SIMDjson_median                  752918 ns       752197 ns            5 bytes_per_second=2.13852Gi/s testdata/citm_catalog.json
citm_catalog/Decode_SIMDjson_stddev                    2090 ns         2078 ns            5 bytes_per_second=6.01098Mi/s testdata/citm_catalog.json
citm_catalog/Decode_SIMDjson_cv                        0.28 %          0.28 %             5 bytes_per_second=0.27% testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_mean                   71857165 ns     71807033 ns            5 bytes_per_second=22.9391Mi/s testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_median                 71846525 ns     71797844 ns            5 bytes_per_second=22.9421Mi/s testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_stddev                    18288 ns        17610 ns            5 bytes_per_second=5.75984Ki/s testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_cv                         0.03 %          0.02 %             5 bytes_per_second=0.02% testdata/citm_catalog.json
canada/Decode_SonicDyn_mean                         4048717 ns      4045466 ns            5 bytes_per_second=530.661Mi/s testdata/canada.json
canada/Decode_SonicDyn_median                       4048938 ns      4045774 ns            5 bytes_per_second=530.62Mi/s testdata/canada.json
canada/Decode_SonicDyn_stddev                           728 ns          735 ns            5 bytes_per_second=98.7296Ki/s testdata/canada.json
canada/Decode_SonicDyn_cv                              0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/canada.json
canada/Decode_Rapidjson_mean                        4150873 ns      4146917 ns            5 bytes_per_second=517.678Mi/s testdata/canada.json
canada/Decode_Rapidjson_median                      4150533 ns      4146656 ns            5 bytes_per_second=517.711Mi/s testdata/canada.json
canada/Decode_Rapidjson_stddev                          611 ns          557 ns            5 bytes_per_second=71.1288Ki/s testdata/canada.json
canada/Decode_Rapidjson_cv                             0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/canada.json
canada/Decode_YYjson_mean                          13096839 ns     13089356 ns            5 bytes_per_second=164.009Mi/s testdata/canada.json
canada/Decode_YYjson_median                        13096955 ns     13089402 ns            5 bytes_per_second=164.008Mi/s testdata/canada.json
canada/Decode_YYjson_stddev                            1309 ns          776 ns            5 bytes_per_second=9.95825Ki/s testdata/canada.json
canada/Decode_YYjson_cv                                0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/canada.json
canada/Decode_SIMDjson_mean                         2862918 ns      2860577 ns            5 bytes_per_second=750.469Mi/s testdata/canada.json
canada/Decode_SIMDjson_median                       2861217 ns      2858816 ns            5 bytes_per_second=750.93Mi/s testdata/canada.json
canada/Decode_SIMDjson_stddev                          4017 ns         4068 ns            5 bytes_per_second=1.06529Mi/s testdata/canada.json
canada/Decode_SIMDjson_cv                              0.14 %          0.14 %             5 bytes_per_second=0.14% testdata/canada.json
canada/Decode_JsonCpp_mean                        410758975 ns    410520465 ns            5 bytes_per_second=5.22942Mi/s testdata/canada.json
canada/Decode_JsonCpp_median                      410705775 ns    410459205 ns            5 bytes_per_second=5.23017Mi/s testdata/canada.json
canada/Decode_JsonCpp_stddev                        1219634 ns      1223966 ns            5 bytes_per_second=15.9622Ki/s testdata/canada.json
canada/Decode_JsonCpp_cv                               0.30 %          0.30 %             5 bytes_per_second=0.30% testdata/canada.json
book/Decode_SonicDyn_mean                               722 ns          722 ns            5 bytes_per_second=484.843Mi/s testdata/book.json
book/Decode_SonicDyn_median                             722 ns          721 ns            5 bytes_per_second=485.317Mi/s testdata/book.json
book/Decode_SonicDyn_stddev                            1.71 ns         1.69 ns            5 bytes_per_second=1.13723Mi/s testdata/book.json
book/Decode_SonicDyn_cv                                0.24 %          0.23 %             5 bytes_per_second=0.23% testdata/book.json
book/Decode_Rapidjson_mean                             1343 ns         1343 ns            5 bytes_per_second=260.701Mi/s testdata/book.json
book/Decode_Rapidjson_median                           1342 ns         1342 ns            5 bytes_per_second=260.878Mi/s testdata/book.json
book/Decode_Rapidjson_stddev                           2.67 ns         2.69 ns            5 bytes_per_second=534.738Ki/s testdata/book.json
book/Decode_Rapidjson_cv                               0.20 %          0.20 %             5 bytes_per_second=0.20% testdata/book.json
book/Decode_YYjson_mean                                1635 ns         1634 ns            5 bytes_per_second=214.191Mi/s testdata/book.json
book/Decode_YYjson_median                              1635 ns         1634 ns            5 bytes_per_second=214.174Mi/s testdata/book.json
book/Decode_YYjson_stddev                              2.18 ns         2.16 ns            5 bytes_per_second=289.92Ki/s testdata/book.json
book/Decode_YYjson_cv                                  0.13 %          0.13 %             5 bytes_per_second=0.13% testdata/book.json
book/Decode_SIMDjson_mean                               697 ns          697 ns            5 bytes_per_second=502.097Mi/s testdata/book.json
book/Decode_SIMDjson_median                             697 ns          697 ns            5 bytes_per_second=502.155Mi/s testdata/book.json
book/Decode_SIMDjson_stddev                           0.791 ns        0.796 ns            5 bytes_per_second=586.997Ki/s testdata/book.json
book/Decode_SIMDjson_cv                                0.11 %          0.11 %             5 bytes_per_second=0.11% testdata/book.json
book/Decode_JsonCpp_mean                              88714 ns        88659 ns            5 bytes_per_second=3.94769Mi/s testdata/book.json
book/Decode_JsonCpp_median                            88676 ns        88623 ns            5 bytes_per_second=3.94929Mi/s testdata/book.json
book/Decode_JsonCpp_stddev                              133 ns          132 ns            5 bytes_per_second=6.00409Ki/s testdata/book.json
book/Decode_JsonCpp_cv                                 0.15 %          0.15 %             5 bytes_per_second=0.15% testdata/book.json
twitterescaped/Encode_SonicDyn_mean                  291119 ns       290866 ns            5 bytes_per_second=1.80088Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_median                290022 ns       289775 ns            5 bytes_per_second=1.80755Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_stddev                  2512 ns         2511 ns            5 bytes_per_second=15.753Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_cv                      0.86 %          0.86 %             5 bytes_per_second=0.85% testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_mean                1259606 ns      1258482 ns            5 bytes_per_second=426.192Mi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_median              1259764 ns      1258670 ns            5 bytes_per_second=426.128Mi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_stddev                 1686 ns         1691 ns            5 bytes_per_second=586.252Ki/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_cv                     0.13 %          0.13 %             5 bytes_per_second=0.13% testdata/twitterescaped.json
twitterescaped/Encode_YYjson_mean                   1150579 ns      1149647 ns            5 bytes_per_second=466.539Mi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_median                 1149362 ns      1148420 ns            5 bytes_per_second=467.037Mi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_stddev                    2194 ns         2205 ns            5 bytes_per_second=914.651Ki/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_cv                        0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_mean                  568537 ns       568035 ns            5 bytes_per_second=944.227Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_median                568536 ns       568034 ns            5 bytes_per_second=944.229Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_stddev                   105 ns         89.4 ns            5 bytes_per_second=152.119Ki/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_cv                      0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_mean                 18045997 ns     18033925 ns            5 bytes_per_second=29.7415Mi/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_median               18020268 ns     18008669 ns            5 bytes_per_second=29.7831Mi/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_stddev                  45331 ns        45419 ns            5 bytes_per_second=76.6461Ki/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_cv                       0.25 %          0.25 %             5 bytes_per_second=0.25% testdata/twitterescaped.json
twitter/Encode_SonicDyn_mean                         108078 ns       108019 ns            5 bytes_per_second=2.27954Gi/s testdata/twitter.json
twitter/Encode_SonicDyn_median                       108091 ns       108033 ns            5 bytes_per_second=2.27918Gi/s testdata/twitter.json
twitter/Encode_SonicDyn_stddev                          658 ns          660 ns            5 bytes_per_second=14.3013Mi/s testdata/twitter.json
twitter/Encode_SonicDyn_cv                             0.61 %          0.61 %             5 bytes_per_second=0.61% testdata/twitter.json
twitter/Encode_Rapidjson_mean                        565341 ns       564954 ns            5 bytes_per_second=446.293Mi/s testdata/twitter.json
twitter/Encode_Rapidjson_median                      565347 ns       564960 ns            5 bytes_per_second=446.289Mi/s testdata/twitter.json
twitter/Encode_Rapidjson_stddev                        93.9 ns         88.7 ns            5 bytes_per_second=71.7623Ki/s testdata/twitter.json
twitter/Encode_Rapidjson_cv                            0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/twitter.json
twitter/Encode_YYjson_mean                           421003 ns       420783 ns            5 bytes_per_second=599.205Mi/s testdata/twitter.json
twitter/Encode_YYjson_median                         420993 ns       420786 ns            5 bytes_per_second=599.2Mi/s testdata/twitter.json
twitter/Encode_YYjson_stddev                           97.3 ns         73.7 ns            5 bytes_per_second=107.528Ki/s testdata/twitter.json
twitter/Encode_YYjson_cv                               0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/twitter.json
twitter/Encode_SIMDjson_mean                         242175 ns       242040 ns            5 bytes_per_second=1.0173Gi/s testdata/twitter.json
twitter/Encode_SIMDjson_median                       242043 ns       241898 ns            5 bytes_per_second=1.01789Gi/s testdata/twitter.json
twitter/Encode_SIMDjson_stddev                          452 ns          453 ns            5 bytes_per_second=1.94571Mi/s testdata/twitter.json
twitter/Encode_SIMDjson_cv                             0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/twitter.json
twitter/Encode_JsonCpp_mean                         7598389 ns      7592795 ns            5 bytes_per_second=33.2085Mi/s testdata/twitter.json
twitter/Encode_JsonCpp_median                       7574003 ns      7568214 ns            5 bytes_per_second=33.315Mi/s testdata/twitter.json
twitter/Encode_JsonCpp_stddev                         53393 ns        53488 ns            5 bytes_per_second=237.35Ki/s testdata/twitter.json
twitter/Encode_JsonCpp_cv                              0.70 %          0.70 %             5 bytes_per_second=0.70% testdata/twitter.json
poet/Encode_SonicDyn_mean                            924642 ns       923827 ns            5 bytes_per_second=3.54143Gi/s testdata/poet.json
poet/Encode_SonicDyn_median                          926025 ns       925226 ns            5 bytes_per_second=3.53603Gi/s testdata/poet.json
poet/Encode_SonicDyn_stddev                            3525 ns         3503 ns            5 bytes_per_second=13.7779Mi/s testdata/poet.json
poet/Encode_SonicDyn_cv                                0.38 %          0.38 %             5 bytes_per_second=0.38% testdata/poet.json
poet/Encode_Rapidjson_mean                          8331320 ns      8325517 ns            5 bytes_per_second=402.396Mi/s testdata/poet.json
poet/Encode_Rapidjson_median                        8326747 ns      8320894 ns            5 bytes_per_second=402.619Mi/s testdata/poet.json
poet/Encode_Rapidjson_stddev                          13850 ns        13557 ns            5 bytes_per_second=669.555Ki/s testdata/poet.json
poet/Encode_Rapidjson_cv                               0.17 %          0.16 %             5 bytes_per_second=0.16% testdata/poet.json
poet/Encode_YYjson_mean                             2583775 ns      2581444 ns            5 bytes_per_second=1.26736Gi/s testdata/poet.json
poet/Encode_YYjson_median                           2583518 ns      2581267 ns            5 bytes_per_second=1.26745Gi/s testdata/poet.json
poet/Encode_YYjson_stddev                               896 ns          911 ns            5 bytes_per_second=468.724Ki/s testdata/poet.json
poet/Encode_YYjson_cv                                  0.03 %          0.04 %             5 bytes_per_second=0.04% testdata/poet.json
poet/Encode_SIMDjson_mean                           2264330 ns      2262436 ns            5 bytes_per_second=1.44606Gi/s testdata/poet.json
poet/Encode_SIMDjson_median                         2264041 ns      2262145 ns            5 bytes_per_second=1.44625Gi/s testdata/poet.json
poet/Encode_SIMDjson_stddev                            1642 ns         1650 ns            5 bytes_per_second=1.08002Mi/s testdata/poet.json
poet/Encode_SIMDjson_cv                                0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/poet.json
poet/Encode_JsonCpp_mean                           89802305 ns     89748212 ns            5 bytes_per_second=37.3284Mi/s testdata/poet.json
poet/Encode_JsonCpp_median                         89743135 ns     89687335 ns            5 bytes_per_second=37.3536Mi/s testdata/poet.json
poet/Encode_JsonCpp_stddev                           158323 ns       157366 ns            5 bytes_per_second=66.8804Ki/s testdata/poet.json
poet/Encode_JsonCpp_cv                                 0.18 %          0.18 %             5 bytes_per_second=0.17% testdata/poet.json
otfcc/Encode_SonicDyn_mean                        129399599 ns    129280750 ns            5 bytes_per_second=489.887Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_median                      129474694 ns    129355200 ns            5 bytes_per_second=489.604Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_stddev                         213707 ns       214860 ns            5 bytes_per_second=834.139Ki/s testdata/otfcc.json
otfcc/Encode_SonicDyn_cv                               0.17 %          0.17 %             5 bytes_per_second=0.17% testdata/otfcc.json
otfcc/Encode_Rapidjson_mean                       210381027 ns    210194444 ns            5 bytes_per_second=301.307Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_median                     210422987 ns    210231700 ns            5 bytes_per_second=301.253Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_stddev                        394616 ns       395302 ns            5 bytes_per_second=580.876Ki/s testdata/otfcc.json
otfcc/Encode_Rapidjson_cv                              0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/otfcc.json
otfcc/Encode_YYjson_mean                          411269312 ns    410992199 ns            5 bytes_per_second=154.097Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_median                        411243225 ns    410980845 ns            5 bytes_per_second=154.102Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_stddev                           167724 ns       189558 ns            5 bytes_per_second=72.7621Ki/s testdata/otfcc.json
otfcc/Encode_YYjson_cv                                 0.04 %          0.05 %             5 bytes_per_second=0.05% testdata/otfcc.json
otfcc/Encode_SIMDjson_mean                        217359010 ns    217150839 ns            5 bytes_per_second=291.654Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_median                      217327210 ns    217108230 ns            5 bytes_per_second=291.711Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_stddev                          93195 ns        87766 ns            5 bytes_per_second=120.692Ki/s testdata/otfcc.json
otfcc/Encode_SIMDjson_cv                               0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/otfcc.json
otfcc/Encode_JsonCpp_mean                        7497177454 ns   7492249818 ns            5 bytes_per_second=8.45491Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_median                      7410328070 ns   7405751480 ns            5 bytes_per_second=8.55185Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_stddev                       122882569 ns    122366478 ns            5 bytes_per_second=140.569Ki/s testdata/otfcc.json
otfcc/Encode_JsonCpp_cv                                1.64 %          1.63 %             5 bytes_per_second=1.62% testdata/otfcc.json
lottie/Encode_SonicDyn_mean                          779828 ns       779112 ns            5 bytes_per_second=353.666Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_median                        779164 ns       778470 ns            5 bytes_per_second=353.956Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_stddev                          1947 ns         1954 ns            5 bytes_per_second=905.848Ki/s testdata/lottie.json
lottie/Encode_SonicDyn_cv                              0.25 %          0.25 %             5 bytes_per_second=0.25% testdata/lottie.json
lottie/Encode_Rapidjson_mean                        1303658 ns      1302444 ns            5 bytes_per_second=211.559Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_median                      1303596 ns      1302374 ns            5 bytes_per_second=211.571Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_stddev                          562 ns          570 ns            5 bytes_per_second=94.8555Ki/s testdata/lottie.json
lottie/Encode_Rapidjson_cv                             0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/lottie.json
lottie/Encode_YYjson_mean                           3112770 ns      3110447 ns            5 bytes_per_second=88.5867Mi/s testdata/lottie.json
lottie/Encode_YYjson_median                         3112595 ns      3110305 ns            5 bytes_per_second=88.5907Mi/s testdata/lottie.json
lottie/Encode_YYjson_stddev                             669 ns          626 ns            5 bytes_per_second=18.2543Ki/s testdata/lottie.json
lottie/Encode_YYjson_cv                                0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/lottie.json
lottie/Encode_SIMDjson_mean                         1102348 ns      1101561 ns            5 bytes_per_second=250.14Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_median                       1102259 ns      1101511 ns            5 bytes_per_second=250.151Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_stddev                           359 ns          383 ns            5 bytes_per_second=89.0485Ki/s testdata/lottie.json
lottie/Encode_SIMDjson_cv                              0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/lottie.json
lottie/Encode_JsonCpp_mean                         38937399 ns     38912046 ns            5 bytes_per_second=7.0816Mi/s testdata/lottie.json
lottie/Encode_JsonCpp_median                       38870048 ns     38845358 ns            5 bytes_per_second=7.09336Mi/s testdata/lottie.json
lottie/Encode_JsonCpp_stddev                         328420 ns       327108 ns            5 bytes_per_second=60.4689Ki/s testdata/lottie.json
lottie/Encode_JsonCpp_cv                               0.84 %          0.84 %             5 bytes_per_second=0.83% testdata/lottie.json
gsoc-2018/Encode_SonicDyn_mean                       642505 ns       641942 ns            5 bytes_per_second=4.82799Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_median                     643133 ns       642551 ns            5 bytes_per_second=4.8234Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_stddev                       1069 ns         1071 ns            5 bytes_per_second=8.2607Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_cv                           0.17 %          0.17 %             5 bytes_per_second=0.17% testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_mean                     7540483 ns      7535049 ns            5 bytes_per_second=421.187Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_median                   7539374 ns      7534221 ns            5 bytes_per_second=421.234Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_stddev                      1807 ns         1875 ns            5 bytes_per_second=107.28Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_cv                          0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_mean                        3990942 ns      3987492 ns            5 bytes_per_second=795.906Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_median                      3991010 ns      3987523 ns            5 bytes_per_second=795.899Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_stddev                         1513 ns         1358 ns            5 bytes_per_second=277.598Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_cv                             0.04 %          0.03 %             5 bytes_per_second=0.03% testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_mean                      4937811 ns      4933855 ns            5 bytes_per_second=643.244Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_median                    4934410 ns      4930424 ns            5 bytes_per_second=643.69Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_stddev                       7742 ns         7702 ns            5 bytes_per_second=1.00205Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_cv                           0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_mean                      49863266 ns     49832206 ns            5 bytes_per_second=63.6871Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_median                    49869860 ns     49839829 ns            5 bytes_per_second=63.6773Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_stddev                       20591 ns        19840 ns            5 bytes_per_second=25.973Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_cv                            0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/gsoc-2018.json
github_events/Encode_SonicDyn_mean                    25688 ns        25676 ns            5 bytes_per_second=2.36272Gi/s testdata/github_events.json
github_events/Encode_SonicDyn_median                  25755 ns        25742 ns            5 bytes_per_second=2.3564Gi/s testdata/github_events.json
github_events/Encode_SonicDyn_stddev                    282 ns          282 ns            5 bytes_per_second=26.8897Mi/s testdata/github_events.json
github_events/Encode_SonicDyn_cv                       1.10 %          1.10 %             5 bytes_per_second=1.11% testdata/github_events.json
github_events/Encode_Rapidjson_mean                  144454 ns       144381 ns            5 bytes_per_second=430.214Mi/s testdata/github_events.json
github_events/Encode_Rapidjson_median                144440 ns       144366 ns            5 bytes_per_second=430.258Mi/s testdata/github_events.json
github_events/Encode_Rapidjson_stddev                  50.1 ns         46.2 ns            5 bytes_per_second=140.796Ki/s testdata/github_events.json
github_events/Encode_Rapidjson_cv                      0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/github_events.json
github_events/Encode_YYjson_mean                      84889 ns        84846 ns            5 bytes_per_second=732.09Mi/s testdata/github_events.json
github_events/Encode_YYjson_median                    84831 ns        84790 ns            5 bytes_per_second=732.575Mi/s testdata/github_events.json
github_events/Encode_YYjson_stddev                      128 ns          129 ns            5 bytes_per_second=1.11099Mi/s testdata/github_events.json
github_events/Encode_YYjson_cv                         0.15 %          0.15 %             5 bytes_per_second=0.15% testdata/github_events.json
github_events/Encode_SIMDjson_mean                    61196 ns        61165 ns            5 bytes_per_second=1015.54Mi/s testdata/github_events.json
github_events/Encode_SIMDjson_median                  61113 ns        61080 ns            5 bytes_per_second=1016.94Mi/s testdata/github_events.json
github_events/Encode_SIMDjson_stddev                    191 ns          192 ns            5 bytes_per_second=3.16933Mi/s testdata/github_events.json
github_events/Encode_SIMDjson_cv                       0.31 %          0.31 %             5 bytes_per_second=0.31% testdata/github_events.json
github_events/Encode_JsonCpp_mean                   1536205 ns      1535226 ns            5 bytes_per_second=40.4597Mi/s testdata/github_events.json
github_events/Encode_JsonCpp_median                 1535829 ns      1534856 ns            5 bytes_per_second=40.4694Mi/s testdata/github_events.json
github_events/Encode_JsonCpp_stddev                    1142 ns         1138 ns            5 bytes_per_second=30.6917Ki/s testdata/github_events.json
github_events/Encode_JsonCpp_cv                        0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/github_events.json
fgo/Encode_SonicDyn_mean                           58109758 ns     58058433 ns            5 bytes_per_second=801.022Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_median                         58117133 ns     58066362 ns            5 bytes_per_second=800.911Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_stddev                           114677 ns       112751 ns            5 bytes_per_second=1.55516Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_cv                                 0.20 %          0.19 %             5 bytes_per_second=0.19% testdata/fgo.json
fgo/Encode_Rapidjson_mean                         139879067 ns    139776892 ns            5 bytes_per_second=332.716Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_median                       139923832 ns    139815132 ns            5 bytes_per_second=332.625Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_stddev                          112586 ns       110866 ns            5 bytes_per_second=270.295Ki/s testdata/fgo.json
fgo/Encode_Rapidjson_cv                                0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/fgo.json
fgo/Encode_YYjson_mean                            206714901 ns    206586337 ns            5 bytes_per_second=225.117Mi/s testdata/fgo.json
fgo/Encode_YYjson_median                          206591567 ns    206465947 ns            5 bytes_per_second=225.248Mi/s testdata/fgo.json
fgo/Encode_YYjson_stddev                             271632 ns       271316 ns            5 bytes_per_second=302.639Ki/s testdata/fgo.json
fgo/Encode_YYjson_cv                                   0.13 %          0.13 %             5 bytes_per_second=0.13% testdata/fgo.json
fgo/Encode_SIMDjson_mean                          108839076 ns    108694380 ns            5 bytes_per_second=427.86Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_median                        108827830 ns    108688988 ns            5 bytes_per_second=427.881Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_stddev                            27671 ns        29032 ns            5 bytes_per_second=117.014Ki/s testdata/fgo.json
fgo/Encode_SIMDjson_cv                                 0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/fgo.json
fgo/Encode_JsonCpp_mean                          3325683856 ns   3323673232 ns            5 bytes_per_second=13.9924Mi/s testdata/fgo.json
fgo/Encode_JsonCpp_median                        3325558880 ns   3323575670 ns            5 bytes_per_second=13.9928Mi/s testdata/fgo.json
fgo/Encode_JsonCpp_stddev                           3420159 ns      3432508 ns            5 bytes_per_second=14.787Ki/s testdata/fgo.json
fgo/Encode_JsonCpp_cv                                  0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/fgo.json
citm_catalog/Encode_SonicDyn_mean                    579190 ns       578728 ns            5 bytes_per_second=2.77953Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_median                  579496 ns       579018 ns            5 bytes_per_second=2.77812Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_stddev                    1337 ns         1324 ns            5 bytes_per_second=6.52607Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_cv                        0.23 %          0.23 %             5 bytes_per_second=0.23% testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_mean                  1241549 ns      1240439 ns            5 bytes_per_second=1.29679Gi/s testdata/citm_catalog.json
