[snappy-benchmark] cd SOURCE_DIR && ./build/snappy_benchmark
2026-08-26T14:11:16+08:00
Running ./build/snappy_benchmark
Run on (16 X 2400 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x8)
  L1 Instruction 32 KiB (x8)
  L2 Unified 1024 KiB (x8)
  L3 Unified 32768 KiB (x1)
Load Average: 0.49, 0.13, 0.04
----------------------------------------------------------------------------------------
Benchmark                              Time             CPU   Iterations UserCounters...
BM_UFlatSink/7/2                  148599 ns       148198 ns         4721 bytes_per_second=805.545M/s txt2
BM_UFlatSink/8/1                  472517 ns       470976 ns         1486 bytes_per_second=864.13M/s txt3
BM_UFlatSink/8/2                  412737 ns       411424 ns         1701 bytes_per_second=989.208M/s txt3
BM_UFlatSink/9/1                  675063 ns       672935 ns         1040 bytes_per_second=682.887M/s txt4
BM_UFlatSink/9/2                  620455 ns       618522 ns         1130 bytes_per_second=742.962M/s txt4
BM_UFlatSink/10/1                  33339 ns        33248 ns        20517 bytes_per_second=3.32177G/s pb
BM_UFlatSink/10/2                  32055 ns        31967 ns        22806 bytes_per_second=3.45493G/s pb
BM_UFlatSink/11/1                 153694 ns       153282 ns         4548 bytes_per_second=1.1199G/s gaviota
BM_UFlatSink/11/2                 114371 ns       114058 ns         6091 bytes_per_second=1.50503G/s gaviota
BM_ZFlat/0/1                       41124 ns        41011 ns        17064 bytes_per_second=2.32538G/s html (22.12 %)
BM_ZFlat/0/2                       65568 ns        65389 ns        10682 bytes_per_second=1.45846G/s html (20.70 %)
BM_ZFlat/1/1                     1036700 ns      1033077 ns          676 bytes_per_second=648.124M/s urls (47.28 %)
BM_ZFlat/1/2                     1484134 ns      1479194 ns          473 bytes_per_second=452.653M/s urls (45.43 %)
BM_ZFlat/2/1                        4200 ns         4189 ns       167058 bytes_per_second=27.3669G/s jpg (99.95 %)
BM_ZFlat/2/2                       32073 ns        31985 ns        21890 bytes_per_second=3.58412G/s jpg (99.95 %)
BM_ZFlat/3/1                         170 ns          170 ns      4113240 bytes_per_second=1122.35M/s jpg_200 (73.00 %)
BM_ZFlat/3/2                         274 ns          273 ns      2561124 bytes_per_second=697.897M/s jpg_200 (72.50 %)
BM_ZFlat/4/1                        6946 ns         6926 ns       101074 bytes_per_second=13.7687G/s pdf (83.31 %)
BM_ZFlat/4/2                      130504 ns       130150 ns         5379 bytes_per_second=750.338M/s pdf (80.99 %)
BM_ZFlat/5/1                      172316 ns       171826 ns         4085 bytes_per_second=2.22009G/s html4 (22.40 %)
BM_ZFlat/5/2                      277010 ns       276234 ns         2514 bytes_per_second=1.38097G/s html4 (20.82 %)
BM_ZFlat/6/1                      202804 ns       202253 ns         3450 bytes_per_second=717.139M/s txt1 (57.09 %)
BM_ZFlat/6/2                      342576 ns       341649 ns         1965 bytes_per_second=424.539M/s txt1 (52.31 %)
BM_ZFlat/7/1                      175217 ns       174762 ns         4003 bytes_per_second=683.102M/s txt2 (61.13 %)
BM_ZFlat/7/2                      293186 ns       292429 ns         2383 bytes_per_second=408.236M/s txt2 (56.77 %)
BM_ZFlat/8/1                      918941 ns       914521 ns          763 bytes_per_second=445.025M/s txt3 (54.50 %)
BM_ZFlat/8/2                     1368568 ns      1364484 ns          513 bytes_per_second=298.27M/s txt3 (49.40 %)
BM_ZFlat/9/1                     1294556 ns      1290362 ns          543 bytes_per_second=356.131M/s txt4 (65.46 %)
BM_ZFlat/9/2                     1882983 ns      1877383 ns          373 bytes_per_second=244.776M/s txt4 (60.99 %)
BM_ZFlat/10/1                      37448 ns        37346 ns        18736 bytes_per_second=2.95728G/s pb (19.51 %)
BM_ZFlat/10/2                      60649 ns        60485 ns        11565 bytes_per_second=1.82597G/s pb (18.33 %)
BM_ZFlat/11/1                     200933 ns       200372 ns         3491 bytes_per_second=877.276M/s gaviota (37.66 %)
BM_ZFlat/11/2                     260434 ns       259712 ns         2690 bytes_per_second=676.831M/s gaviota (31.21 %)
BM_ZFlatAll/1                    4794199 ns      4777604 ns          147 bytes_per_second=584.582M/s 12 kTestDataFiles
BM_ZFlatAll/2                    7035094 ns      7012345 ns           99 bytes_per_second=398.284M/s 12 kTestDataFiles
BM_ZFlatIncreasingTableSize/1      34512 ns        34415 ns        20347 bytes_per_second=1.76656G/s 8 tables
BM_ZFlatIncreasingTableSize/2      59337 ns        59173 ns        11814 bytes_per_second=1052.1M/s 8 tables
[snappy-benchmark] normalized 4 core metrics
