                       	strtok
Length   56/4, alignment  9/ 3, found:	34.8877
Length   56/4, alignment  9/ 3, fail:	34.1748
Length   56/4, alignment  9/ 9, found:	34.8877
Length   56/4, alignment  9/ 9, fail:	34.1895
Length   56/4, alignment  9/15, found:	34.8975
Length   56/4, alignment  9/15, fail:	34.209
Length   56/4, alignment 15/ 0, found:	34.9072
Length   56/4, alignment 15/ 0, fail:	34.6387
Length   56/4, alignment 15/ 3, found:	34.8828
Length   56/4, alignment 15/ 3, fail:	34.6338
Length   56/4, alignment 15/ 9, found:	34.8828
Length   56/4, alignment 15/ 9, fail:	34.6338
Length   56/4, alignment 15/15, found:	34.8828
Length   56/4, alignment 15/15, fail:	34.6387
Length   60/4, alignment  0/ 0, found:	34.4092
Length   60/4, alignment  0/ 0, fail:	34.1895
Length   60/4, alignment  0/ 3, found:	34.3066
Length   60/4, alignment  0/ 3, fail:	34.1895
Length   60/4, alignment  0/ 9, found:	34.292
Length   60/4, alignment  0/ 9, fail:	34.1846
Length   60/4, alignment  0/15, found:	34.5459
Length   60/4, alignment  0/15, fail:	34.1943
Length   60/4, alignment  3/ 0, found:	34.2725
Length   60/4, alignment  3/ 0, fail:	34.1797
Length   60/4, alignment  3/ 3, found:	34.3457
Length   60/4, alignment  3/ 3, fail:	34.1846
Length   60/4, alignment  3/ 9, found:	34.1797
Length   60/4, alignment  3/ 9, fail:	34.1748
Length   60/4, alignment  3/15, found:	34.5264
Length   60/4, alignment  3/15, fail:	34.2236
Length   60/4, alignment  9/ 0, found:	34.9072
Length   60/4, alignment  9/ 0, fail:	34.7803
Length   60/4, alignment  9/ 3, found:	34.9072
Length   60/4, alignment  9/ 3, fail:	34.1748
Length   60/4, alignment  9/ 9, found:	34.8828
Length   60/4, alignment  9/ 9, fail:	34.1846
Length   60/4, alignment  9/15, found:	34.8828
Length   60/4, alignment  9/15, fail:	34.209
Length   60/4, alignment 15/ 0, found:	34.8926
Length   60/4, alignment 15/ 0, fail:	34.2578
Length   60/4, alignment 15/ 3, found:	34.8975
Length   60/4, alignment 15/ 3, fail:	34.6436
Length   60/4, alignment 15/ 9, found:	34.8975
Length   60/4, alignment 15/ 9, fail:	34.6484
Length   60/4, alignment 15/15, found:	34.873
Length   60/4, alignment 15/15, fail:	34.6289
Length   10/5, alignment  0/ 0, found:	34.5312
Length   10/5, alignment  0/ 0, fail:	34.5312
Length   10/5, alignment  0/ 3, found:	34.5508
Length   10/5, alignment  0/ 3, fail:	34.5264
Length   10/5, alignment  0/ 9, found:	34.5215
Length   10/5, alignment  0/ 9, fail:	34.5068
Length   10/5, alignment  0/15, found:	34.5312
Length   10/5, alignment  0/15, fail:	34.5166
Length   10/5, alignment  3/ 0, found:	34.541
Length   10/5, alignment  3/ 0, fail:	34.502
Length   10/5, alignment  3/ 3, found:	34.5166
Length   10/5, alignment  3/ 3, fail:	34.5361
Length   10/5, alignment  3/ 9, found:	34.5117
Length   10/5, alignment  3/ 9, fail:	34.5312
Length   10/5, alignment  3/15, found:	34.5117
Length   10/5, alignment  3/15, fail:	34.4971
Length   10/5, alignment  9/ 0, found:	34.5312
Length   10/5, alignment  9/ 0, fail:	35.2588
Length   10/5, alignment  9/ 3, found:	34.5605
Length   10/5, alignment  9/ 3, fail:	35.2393
Length   10/5, alignment  9/ 9, found:	34.5312
Length   10/5, alignment  9/ 9, fail:	35.2441
Length   10/5, alignment  9/15, found:	34.5166
Length   10/5, alignment  9/15, fail:	35.2783
Length   10/5, alignment 15/ 0, found:	35.2539
Length   10/5, alignment 15/ 0, fail:	35.3467
Length   10/5, alignment 15/ 3, found:	35.2979
Length   10/5, alignment 15/ 3, fail:	35.3125
Length   10/5, alignment 15/ 9, found:	35.2734
Length   10/5, alignment 15/ 9, fail:	35.3174
Length   10/5, alignment 15/15, found:	35.2832
Length   10/5, alignment 15/15, fail:	35.3174
Length   15/5, alignment  0/ 0, found:	34.5703
Length   15/5, alignment  0/ 0, fail:	34.5215
Length   15/5, alignment  0/ 3, found:	34.5361
Length   15/5, alignment  0/ 3, fail:	34.5264
Length   15/5, alignment  0/ 9, found:	34.5215
Length   15/5, alignment  0/ 9, fail:	34.5117
Length   15/5, alignment  0/15, found:	34.5264
Length   15/5, alignment  0/15, fail:	34.502
Length   15/5, alignment  3/ 0, found:	35.0977
Length   15/5, alignment  3/ 0, fail:	35.2588
Length   15/5, alignment  3/ 3, found:	34.541
Length   15/5, alignment  3/ 3, fail:	35.249
Length   15/5, alignment  3/ 9, found:	34.5117
Length   15/5, alignment  3/ 9, fail:	35.2637
Length   15/5, alignment  3/15, found:	34.5166
Length   15/5, alignment  3/15, fail:	35.2881
Length   15/5, alignment  9/ 0, found:	35.2588
Length   15/5, alignment  9/ 0, fail:	35.2197
Length   15/5, alignment  9/ 3, found:	35.2686
Length   15/5, alignment  9/ 3, fail:	35.2148
Length   15/5, alignment  9/ 9, found:	35.2783
Length   15/5, alignment  9/ 9, fail:	35.2002
Length   15/5, alignment  9/15, found:	35.293
Length   15/5, alignment  9/15, fail:	35.2197
Length   15/5, alignment 15/ 0, found:	35.2197
Length   15/5, alignment 15/ 0, fail:	35.3613
Length   15/5, alignment 15/ 3, found:	35.2539
Length   15/5, alignment 15/ 3, fail:	35.332
Length   15/5, alignment 15/ 9, found:	35.2441
Length   15/5, alignment 15/ 9, fail:	35.3271
Length   15/5, alignment 15/15, found:	35.2832
Length   15/5, alignment 15/15, fail:	35.3174
Length   20/5, alignment  0/ 0, found:	34.5312
Length   20/5, alignment  0/ 0, fail:	35.2832
Length   20/5, alignment  0/ 3, found:	34.541
Length   20/5, alignment  0/ 3, fail:	35.2441
Length   20/5, alignment  0/ 9, found:	34.5117
Length   20/5, alignment  0/ 9, fail:	35.2637
Length   20/5, alignment  0/15, found:	34.5068
Length   20/5, alignment  0/15, fail:	35.2734
Length   20/5, alignment  3/ 0, found:	35.2295
Length   20/5, alignment  3/ 0, fail:	35.2539
Length   20/5, alignment  3/ 3, found:	35.2441
Length   20/5, alignment  3/ 3, fail:	35.2344
Length   20/5, alignment  3/ 9, found:	35.2637
Length   20/5, alignment  3/ 9, fail:	35.2393
Length   20/5, alignment  3/15, found:	35.2881
Length   20/5, alignment  3/15, fail:	35.249
Length   20/5, alignment  9/ 0, found:	35.2637
Length   20/5, alignment  9/ 0, fail:	35.2441
Length   20/5, alignment  9/ 3, found:	35.2344
Length   20/5, alignment  9/ 3, fail:	35.2588
Length   20/5, alignment  9/ 9, found:	35.2441
Length   20/5, alignment  9/ 9, fail:	35.2734
Length   20/5, alignment  9/15, found:	35.2246
Length   20/5, alignment  9/15, fail:	35.2686
Length   20/5, alignment 15/ 0, found:	35.2637
Length   20/5, alignment 15/ 0, fail:	35.3564
Length   20/5, alignment 15/ 3, found:	35.2832
Length   20/5, alignment 15/ 3, fail:	35.3271
Length   20/5, alignment 15/ 9, found:	35.2832
Length   20/5, alignment 15/ 9, fail:	35.3271
Length   20/5, alignment 15/15, found:	36.2451
Length   20/5, alignment 15/15, fail:	35.332
Length   25/5, alignment  0/ 0, found:	34.5898
Length   25/5, alignment  0/ 0, fail:	35.2832
Length   25/5, alignment  0/ 3, found:	34.5361
Length   25/5, alignment  0/ 3, fail:	35.2783
Length   25/5, alignment  0/ 9, found:	34.5361
Length   25/5, alignment  0/ 9, fail:	35.2441
Length   25/5, alignment  0/15, found:	34.5459
Length   25/5, alignment  0/15, fail:	35.2783
Length   25/5, alignment  3/ 0, found:	34.5312
Length   25/5, alignment  3/ 0, fail:	35.249
Length   25/5, alignment  3/ 3, found:	34.5264
Length   25/5, alignment  3/ 3, fail:	35.2734
Length   25/5, alignment  3/ 9, found:	34.5264
Length   25/5, alignment  3/ 9, fail:	35.2686
Length   25/5, alignment  3/15, found:	34.5264
Length   25/5, alignment  3/15, fail:	35.2588
Length   25/5, alignment  9/ 0, found:	34.5752
Length   25/5, alignment  9/ 0, fail:	35.2881
Length   25/5, alignment  9/ 3, found:	34.5703
Length   25/5, alignment  9/ 3, fail:	35.2441
Length   25/5, alignment  9/ 9, found:	34.5654
Length   25/5, alignment  9/ 9, fail:	35.2441
Length   25/5, alignment  9/15, found:	34.5312
Length   25/5, alignment  9/15, fail:	35.2734
Length   25/5, alignment 15/ 0, found:	35.2881
Length   25/5, alignment 15/ 0, fail:	35.376
Length   25/5, alignment 15/ 3, found:	35.2979
Length   25/5, alignment 15/ 3, fail:	35.3662
Length   25/5, alignment 15/ 9, found:	35.2881
Length   25/5, alignment 15/ 9, fail:	35.3271
Length   25/5, alignment 15/15, found:	35.3076
Length   25/5, alignment 15/15, fail:	35.3369
Length   30/5, alignment  0/ 0, found:	34.5801
Length   30/5, alignment  0/ 0, fail:	35.2588
Length   30/5, alignment  0/ 3, found:	34.5508
Length   30/5, alignment  0/ 3, fail:	35.249
Length   30/5, alignment  0/ 9, found:	34.5264
Length   30/5, alignment  0/ 9, fail:	35.2686
Length   30/5, alignment  0/15, found:	34.5264
Length   30/5, alignment  0/15, fail:	35.2832
Length   30/5, alignment  3/ 0, found:	34.5654
Length   30/5, alignment  3/ 0, fail:	35.2637
Length   30/5, alignment  3/ 3, found:	34.5605
Length   30/5, alignment  3/ 3, fail:	35.2686
Length   30/5, alignment  3/ 9, found:	34.5605
Length   30/5, alignment  3/ 9, fail:	35.2686
Length   30/5, alignment  3/15, found:	34.5361
Length   30/5, alignment  3/15, fail:	35.2686
Length   30/5, alignment  9/ 0, found:	35.2637
Length   30/5, alignment  9/ 0, fail:	35.2734
Length   30/5, alignment  9/ 3, found:	35.2393
Length   30/5, alignment  9/ 3, fail:	35.249
Length   30/5, alignment  9/ 9, found:	35.2734
Length   30/5, alignment  9/ 9, fail:	36.8262
Length   30/5, alignment  9/15, found:	35.2881
Length   30/5, alignment  9/15, fail:	35.2539
Length   30/5, alignment 15/ 0, found:	35.2783
Length   30/5, alignment 15/ 0, fail:	35.3271
Length   30/5, alignment 15/ 3, found:	35.2734
Length   30/5, alignment 15/ 3, fail:	35.3369
Length   30/5, alignment 15/ 9, found:	35.2539
Length   30/5, alignment 15/ 9, fail:	35.3564
Length   30/5, alignment 15/15, found:	35.2832
Length   30/5, alignment 15/15, fail:	35.3662
Length   35/5, alignment  0/ 0, found:	34.5801
Length   35/5, alignment  0/ 0, fail:	35.3125
Length   35/5, alignment  0/ 3, found:	34.5605
Length   35/5, alignment  0/ 3, fail:	35.2734
Length   35/5, alignment  0/ 9, found:	34.5752
Length   35/5, alignment  0/ 9, fail:	35.249
Length   35/5, alignment  0/15, found:	34.5654
Length   35/5, alignment  0/15, fail:	35.2539
Length   35/5, alignment  3/ 0, found:	35.2832
Length   35/5, alignment  3/ 0, fail:	35.2734
Length   35/5, alignment  3/ 3, found:	35.2539
Length   35/5, alignment  3/ 3, fail:	35.2588
Length   35/5, alignment  3/ 9, found:	35.2539
Length   35/5, alignment  3/ 9, fail:	35.2783
Length   35/5, alignment  3/15, found:	35.2734
Length   35/5, alignment  3/15, fail:	35.2686
Length   35/5, alignment  9/ 0, found:	35.3027
Length   35/5, alignment  9/ 0, fail:	35.2539
Length   35/5, alignment  9/ 3, found:	35.2979
Length   35/5, alignment  9/ 3, fail:	35.249
Length   35/5, alignment  9/ 9, found:	35.2686
Length   35/5, alignment  9/ 9, fail:	35.2344
Length   35/5, alignment  9/15, found:	35.2588
Length   35/5, alignment  9/15, fail:	35.2881
Length   35/5, alignment 15/ 0, found:	35.293
Length   35/5, alignment 15/ 0, fail:	35.3955
Length   35/5, alignment 15/ 3, found:	35.293
Length   35/5, alignment 15/ 3, fail:	35.3711
Length   35/5, alignment 15/ 9, found:	35.293
Length   35/5, alignment 15/ 9, fail:	35.3271
Length   35/5, alignment 15/15, found:	35.293
Length   35/5, alignment 15/15, fail:	35.3418
Length   40/5, alignment  0/ 0, found:	35.3027
Length   40/5, alignment  0/ 0, fail:	35.2637
Length   40/5, alignment  0/ 3, found:	35.2539
Length   40/5, alignment  0/ 3, fail:	35.3027
Length   40/5, alignment  0/ 9, found:	35.2588
Length   40/5, alignment  0/ 9, fail:	35.3027
Length   40/5, alignment  0/15, found:	35.2637
Length   40/5, alignment  0/15, fail:	35.3027
Length   40/5, alignment  3/ 0, found:	35.2588
Length   40/5, alignment  3/ 0, fail:	35.2539
Length   40/5, alignment  3/ 3, found:	35.293
Length   40/5, alignment  3/ 3, fail:	35.9668
Length   40/5, alignment  3/ 9, found:	35.2734
Length   40/5, alignment  3/ 9, fail:	35.2588
Length   40/5, alignment  3/15, found:	35.293
Length   40/5, alignment  3/15, fail:	35.2734
Length   40/5, alignment  9/ 0, found:	35.2832
Length   40/5, alignment  9/ 0, fail:	35.3027
Length   40/5, alignment  9/ 3, found:	35.2539
Length   40/5, alignment  9/ 3, fail:	35.2881
Length   40/5, alignment  9/ 9, found:	35.2441
Length   40/5, alignment  9/ 9, fail:	35.2734
Length   40/5, alignment  9/15, found:	35.2686
Length   40/5, alignment  9/15, fail:	35.2539
Length   40/5, alignment 15/ 0, found:	35.3809
Length   40/5, alignment 15/ 0, fail:	35.3662
Length   40/5, alignment 15/ 3, found:	35.4688
Length   40/5, alignment 15/ 3, fail:	35.3662
Length   40/5, alignment 15/ 9, found:	35.2979
Length   40/5, alignment 15/ 9, fail:	35.3467
Length   40/5, alignment 15/15, found:	35.2734
Length   40/5, alignment 15/15, fail:	35.3857
Length   45/5, alignment  0/ 0, found:	35.3174
Length   45/5, alignment  0/ 0, fail:	35.2734
Length   45/5, alignment  0/ 3, found:	35.2637
Length   45/5, alignment  0/ 3, fail:	35.2881
Length   45/5, alignment  0/ 9, found:	35.2539
Length   45/5, alignment  0/ 9, fail:	35.249
Length   45/5, alignment  0/15, found:	35.2881
Length   45/5, alignment  0/15, fail:	35.2783
Length   45/5, alignment  3/ 0, found:	35.3076
Length   45/5, alignment  3/ 0, fail:	35.2637
Length   45/5, alignment  3/ 3, found:	35.2783
Length   45/5, alignment  3/ 3, fail:	35.293
Length   45/5, alignment  3/ 9, found:	35.2539
Length   45/5, alignment  3/ 9, fail:	35.2979
Length   45/5, alignment  3/15, found:	35.2686
Length   45/5, alignment  3/15, fail:	35.2783
Length   45/5, alignment  9/ 0, found:	35.6641
Length   45/5, alignment  9/ 0, fail:	35.2441
Length   45/5, alignment  9/ 3, found:	35.3076
Length   45/5, alignment  9/ 3, fail:	35.249
Length   45/5, alignment  9/ 9, found:	35.4248
Length   45/5, alignment  9/ 9, fail:	35.2539
Length   45/5, alignment  9/15, found:	35.5273
Length   45/5, alignment  9/15, fail:	35.2637
Length   45/5, alignment 15/ 0, found:	35.625
Length   45/5, alignment 15/ 0, fail:	35.3613
Length   45/5, alignment 15/ 3, found:	35.6348
Length   45/5, alignment 15/ 3, fail:	35.376
Length   45/5, alignment 15/ 9, found:	35.2783
Length   45/5, alignment 15/ 9, fail:	35.3711
Length   45/5, alignment 15/15, found:	35.6299
Length   45/5, alignment 15/15, fail:	35.3564
Length   50/5, alignment  0/ 0, found:	35.3076
Length   50/5, alignment  0/ 0, fail:	35.8691
Length   50/5, alignment  0/ 3, found:	35.3076
Length   50/5, alignment  0/ 3, fail:	35.2686
Length   50/5, alignment  0/ 9, found:	35.2979
Length   50/5, alignment  0/ 9, fail:	35.2441
Length   50/5, alignment  0/15, found:	35.2783
Length   50/5, alignment  0/15, fail:	35.293
Length   50/5, alignment  3/ 0, found:	35.6592
Length   50/5, alignment  3/ 0, fail:	35.2881
Length   50/5, alignment  3/ 3, found:	35.2832
Length   50/5, alignment  3/ 3, fail:	35.2783
Length   50/5, alignment  3/ 9, found:	35.6104
Length   50/5, alignment  3/ 9, fail:	35.2588
Length   50/5, alignment  3/15, found:	35.6396
Length   50/5, alignment  3/15, fail:	35.3027
Length   50/5, alignment  9/ 0, found:	35.6299
Length   50/5, alignment  9/ 0, fail:	35.2686
Length   50/5, alignment  9/ 3, found:	35.3906
Length   50/5, alignment  9/ 3, fail:	35.2686
Length   50/5, alignment  9/ 9, found:	35.2783
Length   50/5, alignment  9/ 9, fail:	35.2783
Length   50/5, alignment  9/15, found:	35.293
Length   50/5, alignment  9/15, fail:	35.3027
Length   50/5, alignment 15/ 0, found:	35.3174
Length   50/5, alignment 15/ 0, fail:	35.415
Length   50/5, alignment 15/ 3, found:	35.6299
Length   50/5, alignment 15/ 3, fail:	35.3711
Length   50/5, alignment 15/ 9, found:	35.6299
Length   50/5, alignment 15/ 9, fail:	35.3564
Length   50/5, alignment 15/15, found:	35.4248
Length   50/5, alignment 15/15, fail:	35.3516
Length   55/5, alignment  0/ 0, found:	35.5371
Length   55/5, alignment  0/ 0, fail:	35.2881
Length   55/5, alignment  0/ 3, found:	35.6299
Length   55/5, alignment  0/ 3, fail:	35.2734
Length   55/5, alignment  0/ 9, found:	35.6299
Length   55/5, alignment  0/ 9, fail:	35.2881
Length   55/5, alignment  0/15, found:	35.625
Length   55/5, alignment  0/15, fail:	35.2881
Length   55/5, alignment  3/ 0, found:	35.2734
Length   55/5, alignment  3/ 0, fail:	35.249
Length   55/5, alignment  3/ 3, found:	35.2881
Length   55/5, alignment  3/ 3, fail:	35.2734
Length   55/5, alignment  3/ 9, found:	35.5127
Length   55/5, alignment  3/ 9, fail:	35.2832
Length   55/5, alignment  3/15, found:	35.5273
Length   55/5, alignment  3/15, fail:	35.2686
Length   55/5, alignment  9/ 0, found:	35.2734
Length   55/5, alignment  9/ 0, fail:	35.2832
Length   55/5, alignment  9/ 3, found:	35.6299
Length   55/5, alignment  9/ 3, fail:	35.293
Length   55/5, alignment  9/ 9, found:	35.2832
Length   55/5, alignment  9/ 9, fail:	35.2637
Length   55/5, alignment  9/15, found:	35.6348
Length   55/5, alignment  9/15, fail:	35.8154
Length   55/5, alignment 15/ 0, found:	35.6445
Length   55/5, alignment 15/ 0, fail:	35.3516
Length   55/5, alignment 15/ 3, found:	35.5908
Length   55/5, alignment 15/ 3, fail:	35.3516
Length   55/5, alignment 15/ 9, found:	35.5664
Length   55/5, alignment 15/ 9, fail:	35.3564
Length   55/5, alignment 15/15, found:	35.5762
Length   55/5, alignment 15/15, fail:	35.3711
Length   60/5, alignment  0/ 0, found:	35.6494
Length   60/5, alignment  0/ 0, fail:	35.3027
Length   60/5, alignment  0/ 3, found:	35.2637
Length   60/5, alignment  0/ 3, fail:	35.2881
Length   60/5, alignment  0/ 9, found:	35.2686
Length   60/5, alignment  0/ 9, fail:	35.2832
Length   60/5, alignment  0/15, found:	35.6201
Length   60/5, alignment  0/15, fail:	35.2832
Length   60/5, alignment  3/ 0, found:	35.3271
Length   60/5, alignment  3/ 0, fail:	35.2588
Length   60/5, alignment  3/ 3, found:	35.4395
Length   60/5, alignment  3/ 3, fail:	35.2734
Length   60/5, alignment  3/ 9, found:	35.6641
Length   60/5, alignment  3/ 9, fail:	35.2637
Length   60/5, alignment  3/15, found:	35.6299
Length   60/5, alignment  3/15, fail:	35.2783
Length   60/5, alignment  9/ 0, found:	35.6006
Length   60/5, alignment  9/ 0, fail:	35.293
Length   60/5, alignment  9/ 3, found:	35.5664
Length   60/5, alignment  9/ 3, fail:	35.2686
Length   60/5, alignment  9/ 9, found:	35.5615
Length   60/5, alignment  9/ 9, fail:	35.2441
Length   60/5, alignment  9/15, found:	35.5762
Length   60/5, alignment  9/15, fail:	35.2734
Length   60/5, alignment 15/ 0, found:	35.6104
Length   60/5, alignment 15/ 0, fail:	35.3467
Length   60/5, alignment 15/ 3, found:	35.5859
Length   60/5, alignment 15/ 3, fail:	35.3613
Length   60/5, alignment 15/ 9, found:	35.5566
Length   60/5, alignment 15/ 9, fail:	35.3662
Length   60/5, alignment 15/15, found:	35.5518
Length   60/5, alignment 15/15, fail:	35.376
Length   65/5, alignment  0/ 0, found:	35.3369
Length   65/5, alignment  0/ 0, fail:	35.3271
Length   65/5, alignment  0/ 3, found:	35.2734
Length   65/5, alignment  0/ 3, fail:	35.2539
Length   65/5, alignment  0/ 9, found:	35.2881
Length   65/5, alignment  0/ 9, fail:	35.2734
Length   65/5, alignment  0/15, found:	35.4932
Length   65/5, alignment  0/15, fail:	35.2832
Length   65/5, alignment  3/ 0, found:	35.5957
Length   65/5, alignment  3/ 0, fail:	35.2734
Length   65/5, alignment  3/ 3, found:	35.5664
Length   65/5, alignment  3/ 3, fail:	35.2881
Length   65/5, alignment  3/ 9, found:	35.5664
Length   65/5, alignment  3/ 9, fail:	36.46
Length   65/5, alignment  3/15, found:	35.5566
Length   65/5, alignment  3/15, fail:	35.3027
Length   65/5, alignment  9/ 0, found:	35.5762
Length   65/5, alignment  9/ 0, fail:	35.2539
Length   65/5, alignment  9/ 3, found:	35.5811
Length   65/5, alignment  9/ 3, fail:	35.2588
Length   65/5, alignment  9/ 9, found:	35.5811
Length   65/5, alignment  9/ 9, fail:	35.2686
Length   65/5, alignment  9/15, found:	35.5859
Length   65/5, alignment  9/15, fail:	35.2881
Length   65/5, alignment 15/ 0, found:	35.625
Length   65/5, alignment 15/ 0, fail:	35.3613
Length   65/5, alignment 15/ 3, found:	35.5762
Length   65/5, alignment 15/ 3, fail:	35.3711
Length   65/5, alignment 15/ 9, found:	35.5713
Length   65/5, alignment 15/ 9, fail:	35.3662
Length   65/5, alignment 15/15, found:	35.5615
Length   65/5, alignment 15/15, fail:	35.3857
Length   70/5, alignment  0/ 0, found:	35.6006
Length   70/5, alignment  0/ 0, fail:	35.2734
Length   70/5, alignment  0/ 3, found:	35.5957
Length   70/5, alignment  0/ 3, fail:	35.2637
Length   70/5, alignment  0/ 9, found:	35.5762
Length   70/5, alignment  0/ 9, fail:	35.2734
Length   70/5, alignment  0/15, found:	35.5713
Length   70/5, alignment  0/15, fail:	35.2832
Length   70/5, alignment  3/ 0, found:	35.5664
Length   70/5, alignment  3/ 0, fail:	35.2832
Length   70/5, alignment  3/ 3, found:	35.5615
Length   70/5, alignment  3/ 3, fail:	35.2734
Length   70/5, alignment  3/ 9, found:	35.5713
Length   70/5, alignment  3/ 9, fail:	35.2881
Length   70/5, alignment  3/15, found:	35.5713
Length   70/5, alignment  3/15, fail:	35.2539
Length   70/5, alignment  9/ 0, found:	35.6006
Length   70/5, alignment  9/ 0, fail:	35.2686
Length   70/5, alignment  9/ 3, found:	35.5957
Length   70/5, alignment  9/ 3, fail:	35.2686
Length   70/5, alignment  9/ 9, found:	35.6055
Length   70/5, alignment  9/ 9, fail:	35.2686
Length   70/5, alignment  9/15, found:	35.5664
Length   70/5, alignment  9/15, fail:	35.3076
Length   70/5, alignment 15/ 0, found:	36.7725
Length   70/5, alignment 15/ 0, fail:	35.3662
Length   70/5, alignment 15/ 3, found:	36.5381
Length   70/5, alignment 15/ 3, fail:	35.3809
Length   70/5, alignment 15/ 9, found:	36.5039
Length   70/5, alignment 15/ 9, fail:	35.3613
Length   70/5, alignment 15/15, found:	37.3438
Length   70/5, alignment 15/15, fail:	35.3564
Length   75/5, alignment  0/ 0, found:	35.6201
Length   75/5, alignment  0/ 0, fail:	35.2783
Length   75/5, alignment  0/ 3, found:	35.5713
Length   75/5, alignment  0/ 3, fail:	36.1475
Length   75/5, alignment  0/ 9, found:	35.5713
Length   75/5, alignment  0/ 9, fail:	35.2686
Length   75/5, alignment  0/15, found:	35.5566
Length   75/5, alignment  0/15, fail:	35.2832
Length   75/5, alignment  3/ 0, found:	35.5664
Length   75/5, alignment  3/ 0, fail:	35.2783
Length   75/5, alignment  3/ 3, found:	35.5615
Length   75/5, alignment  3/ 3, fail:	35.2783
Length   75/5, alignment  3/ 9, found:	35.5518
Length   75/5, alignment  3/ 9, fail:	35.2588
Length   75/5, alignment  3/15, found:	35.5811
Length   75/5, alignment  3/15, fail:	35.2637
Length   75/5, alignment  9/ 0, found:	36.8311
Length   75/5, alignment  9/ 0, fail:	35.2539
Length   75/5, alignment  9/ 3, found:	37.0703
Length   75/5, alignment  9/ 3, fail:	35.2686
Length   75/5, alignment  9/ 9, found:	36.6846
Length   75/5, alignment  9/ 9, fail:	35.2783
Length   75/5, alignment  9/15, found:	37.3291
Length   75/5, alignment  9/15, fail:	35.3076
Length   75/5, alignment 15/ 0, found:	36.5332
Length   75/5, alignment 15/ 0, fail:	35.3711
Length   75/5, alignment 15/ 3, found:	36.5332
Length   75/5, alignment 15/ 3, fail:	35.3662
Length   75/5, alignment 15/ 9, found:	36.5283
Length   75/5, alignment 15/ 9, fail:	35.3467
Length   75/5, alignment 15/15, found:	36.5283
Length   75/5, alignment 15/15, fail:	35.3662
Length   12/6, alignment  0/ 0, found:	34.79
Length   12/6, alignment  0/ 0, fail:	34.7461
Length   12/6, alignment  0/ 3, found:	34.7559
Length   12/6, alignment  0/ 3, fail:	34.7266
Length   12/6, alignment  0/ 9, found:	34.7607
Length   12/6, alignment  0/ 9, fail:	34.7314
Length   12/6, alignment  0/15, found:	34.7559
Length   12/6, alignment  0/15, fail:	34.7412
Length   12/6, alignment  3/ 0, found:	34.7656
Length   12/6, alignment  3/ 0, fail:	34.7461
Length   12/6, alignment  3/ 3, found:	34.7607
Length   12/6, alignment  3/ 3, fail:	34.7559
Length   12/6, alignment  3/ 9, found:	34.751
Length   12/6, alignment  3/ 9, fail:	34.751
Length   12/6, alignment  3/15, found:	34.7754
Length   12/6, alignment  3/15, fail:	34.7168
Length   12/6, alignment  9/ 0, found:	34.7607
Length   12/6, alignment  9/ 0, fail:	35.083
Length   12/6, alignment  9/ 3, found:	34.7656
Length   12/6, alignment  9/ 3, fail:	35.0635
Length   12/6, alignment  9/ 9, found:	34.7705
Length   12/6, alignment  9/ 9, fail:	35.0537
Length   12/6, alignment  9/15, found:	34.7412
Length   12/6, alignment  9/15, fail:	35.083
Length   12/6, alignment 15/ 0, found:	35.1025
Length   12/6, alignment 15/ 0, fail:	35.9912
Length   12/6, alignment 15/ 3, found:	35.0928
Length   12/6, alignment 15/ 3, fail:	34.8682
Length   12/6, alignment 15/ 9, found:	35.0684
Length   12/6, alignment 15/ 9, fail:	34.9121
Length   12/6, alignment 15/15, found:	35.0732
Length   12/6, alignment 15/15, fail:	34.9072
Length   18/6, alignment  0/ 0, found:	34.7803
Length   18/6, alignment  0/ 0, fail:	35.1074
Length   18/6, alignment  0/ 3, found:	34.7803
Length   18/6, alignment  0/ 3, fail:	35.1074
Length   18/6, alignment  0/ 9, found:	34.7705
Length   18/6, alignment  0/ 9, fail:	35.083
Length   18/6, alignment  0/15, found:	34.7705
Length   18/6, alignment  0/15, fail:	35.1074
Length   18/6, alignment  3/ 0, found:	34.7705
Length   18/6, alignment  3/ 0, fail:	35.0781
Length   18/6, alignment  3/ 3, found:	34.7363
Length   18/6, alignment  3/ 3, fail:	35.0781
Length   18/6, alignment  3/ 9, found:	34.7656
Length   18/6, alignment  3/ 9, fail:	35.0781
Length   18/6, alignment  3/15, found:	34.7559
Length   18/6, alignment  3/15, fail:	35.0928
Length   18/6, alignment  9/ 0, found:	35.0684
Length   18/6, alignment  9/ 0, fail:	35.0684
Length   18/6, alignment  9/ 3, found:	35.0684
Length   18/6, alignment  9/ 3, fail:	35.0635
Length   18/6, alignment  9/ 9, found:	35.0928
Length   18/6, alignment  9/ 9, fail:	35.0488
Length   18/6, alignment  9/15, found:	35.1172
Length   18/6, alignment  9/15, fail:	35.0684
Length   18/6, alignment 15/ 0, found:	35.0977
Length   18/6, alignment 15/ 0, fail:	34.8682
Length   18/6, alignment 15/ 3, found:	35.1172
Length   18/6, alignment 15/ 3, fail:	34.8389
Length   18/6, alignment 15/ 9, found:	35.0928
Length   18/6, alignment 15/ 9, fail:	34.8193
Length   18/6, alignment 15/15, found:	35.0977
Length   18/6, alignment 15/15, fail:	34.8438
Length   24/6, alignment  0/ 0, found:	35.0684
Length   24/6, alignment  0/ 0, fail:	35.1074
Length   24/6, alignment  0/ 3, found:	35.0781
