                       	strsep
Length   12/2, alignment  9/ 9, found:	16.9019
Length   12/2, alignment  9/ 9, fail:	15.2332
Length   12/2, alignment  9/15, found:	16.9031
Length   12/2, alignment  9/15, fail:	15.2393
Length   12/2, alignment 15/ 0, found:	17.3596
Length   12/2, alignment 15/ 0, fail:	15.2393
Length   12/2, alignment 15/ 3, found:	17.3584
Length   12/2, alignment 15/ 3, fail:	15.2344
Length   12/2, alignment 15/ 9, found:	17.3291
Length   12/2, alignment 15/ 9, fail:	15.2344
Length   12/2, alignment 15/15, found:	17.3193
Length   12/2, alignment 15/15, fail:	15.2441
Length   14/2, alignment  0/ 0, found:	16.9031
Length   14/2, alignment  0/ 0, fail:	14.8315
Length   14/2, alignment  0/ 3, found:	16.9019
Length   14/2, alignment  0/ 3, fail:	14.8315
Length   14/2, alignment  0/ 9, found:	16.9043
Length   14/2, alignment  0/ 9, fail:	14.8315
Length   14/2, alignment  0/15, found:	16.9019
Length   14/2, alignment  0/15, fail:	14.8303
Length   14/2, alignment  3/ 0, found:	16.9031
Length   14/2, alignment  3/ 0, fail:	15.238
Length   14/2, alignment  3/ 3, found:	16.9006
Length   14/2, alignment  3/ 3, fail:	15.2368
Length   14/2, alignment  3/ 9, found:	16.9019
Length   14/2, alignment  3/ 9, fail:	15.2356
Length   14/2, alignment  3/15, found:	16.9031
Length   14/2, alignment  3/15, fail:	15.2417
Length   14/2, alignment  9/ 0, found:	17.3267
Length   14/2, alignment  9/ 0, fail:	15.2356
Length   14/2, alignment  9/ 3, found:	17.3486
Length   14/2, alignment  9/ 3, fail:	15.238
Length   14/2, alignment  9/ 9, found:	17.3315
Length   14/2, alignment  9/ 9, fail:	15.238
Length   14/2, alignment  9/15, found:	17.7185
Length   14/2, alignment  9/15, fail:	15.2417
Length   14/2, alignment 15/ 0, found:	17.3486
Length   14/2, alignment 15/ 0, fail:	15.238
Length   14/2, alignment 15/ 3, found:	17.3511
Length   14/2, alignment 15/ 3, fail:	15.2344
Length   14/2, alignment 15/ 9, found:	17.3535
Length   14/2, alignment 15/ 9, fail:	15.2332
Length   14/2, alignment 15/15, found:	17.3401
Length   14/2, alignment 15/15, fail:	15.2441
Length   12/3, alignment  0/ 0, found:	16.5674
Length   12/3, alignment  0/ 0, fail:	14.8401
Length   12/3, alignment  0/ 3, found:	16.6455
Length   12/3, alignment  0/ 3, fail:	14.8315
Length   12/3, alignment  0/ 9, found:	16.5808
Length   12/3, alignment  0/ 9, fail:	14.8303
Length   12/3, alignment  0/15, found:	16.5564
Length   12/3, alignment  0/15, fail:	14.8315
Length   12/3, alignment  3/ 0, found:	16.5576
Length   12/3, alignment  3/ 0, fail:	14.8328
Length   12/3, alignment  3/ 3, found:	16.5784
Length   12/3, alignment  3/ 3, fail:	14.8291
Length   12/3, alignment  3/ 9, found:	16.5735
Length   12/3, alignment  3/ 9, fail:	14.834
Length   12/3, alignment  3/15, found:	16.5588
Length   12/3, alignment  3/15, fail:	14.8291
Length   12/3, alignment  9/ 0, found:	16.5588
Length   12/3, alignment  9/ 0, fail:	14.5898
Length   12/3, alignment  9/ 3, found:	16.5588
Length   12/3, alignment  9/ 3, fail:	14.5093
Length   12/3, alignment  9/ 9, found:	16.6333
Length   12/3, alignment  9/ 9, fail:	15.0769
Length   12/3, alignment  9/15, found:	16.6956
Length   12/3, alignment  9/15, fail:	14.5813
Length   12/3, alignment 15/ 0, found:	17.2583
Length   12/3, alignment 15/ 0, fail:	14.5886
Length   12/3, alignment 15/ 3, found:	17.2498
Length   12/3, alignment 15/ 3, fail:	14.4983
Length   12/3, alignment 15/ 9, found:	17.2888
Length   12/3, alignment 15/ 9, fail:	14.6008
Length   12/3, alignment 15/15, found:	17.2705
Length   12/3, alignment 15/15, fail:	14.4873
Length   15/3, alignment  0/ 0, found:	16.5588
Length   15/3, alignment  0/ 0, fail:	14.8364
Length   15/3, alignment  0/ 3, found:	16.582
Length   15/3, alignment  0/ 3, fail:	14.8352
Length   15/3, alignment  0/ 9, found:	16.8628
Length   15/3, alignment  0/ 9, fail:	14.834
Length   15/3, alignment  0/15, found:	16.7676
Length   15/3, alignment  0/15, fail:	14.8328
Length   15/3, alignment  3/ 0, found:	16.6541
Length   15/3, alignment  3/ 0, fail:	14.5789
Length   15/3, alignment  3/ 3, found:	16.5796
Length   15/3, alignment  3/ 3, fail:	14.4922
Length   15/3, alignment  3/ 9, found:	16.5796
Length   15/3, alignment  3/ 9, fail:	14.5898
Length   15/3, alignment  3/15, found:	16.5625
Length   15/3, alignment  3/15, fail:	14.4922
Length   15/3, alignment  9/ 0, found:	17.2705
Length   15/3, alignment  9/ 0, fail:	14.5862
Length   15/3, alignment  9/ 3, found:	17.251
Length   15/3, alignment  9/ 3, fail:	14.8267
Length   15/3, alignment  9/ 9, found:	17.2485
Length   15/3, alignment  9/ 9, fail:	14.585
Length   15/3, alignment  9/15, found:	17.2498
Length   15/3, alignment  9/15, fail:	14.5801
Length   15/3, alignment 15/ 0, found:	17.2632
Length   15/3, alignment 15/ 0, fail:	14.5874
Length   15/3, alignment 15/ 3, found:	17.251
Length   15/3, alignment 15/ 3, fail:	14.5215
Length   15/3, alignment 15/ 9, found:	17.2522
Length   15/3, alignment 15/ 9, fail:	14.5886
Length   15/3, alignment 15/15, found:	17.2778
Length   15/3, alignment 15/15, fail:	14.5801
Length   18/3, alignment  0/ 0, found:	16.9043
Length   18/3, alignment  0/ 0, fail:	14.5801
Length   18/3, alignment  0/ 3, found:	16.5808
Length   18/3, alignment  0/ 3, fail:	14.5911
Length   18/3, alignment  0/ 9, found:	16.5808
Length   18/3, alignment  0/ 9, fail:	14.5886
Length   18/3, alignment  0/15, found:	16.5649
Length   18/3, alignment  0/15, fail:	14.4934
Length   18/3, alignment  3/ 0, found:	16.5771
Length   18/3, alignment  3/ 0, fail:	14.4946
Length   18/3, alignment  3/ 3, found:	16.5784
Length   18/3, alignment  3/ 3, fail:	14.5447
Length   18/3, alignment  3/ 9, found:	16.5576
Length   18/3, alignment  3/ 9, fail:	14.5032
Length   18/3, alignment  3/15, found:	16.5649
Length   18/3, alignment  3/15, fail:	14.4922
Length   18/3, alignment  9/ 0, found:	17.2876
Length   18/3, alignment  9/ 0, fail:	14.5874
Length   18/3, alignment  9/ 3, found:	17.7393
Length   18/3, alignment  9/ 3, fail:	14.4861
Length   18/3, alignment  9/ 9, found:	17.2498
Length   18/3, alignment  9/ 9, fail:	14.5874
Length   18/3, alignment  9/15, found:	17.2913
Length   18/3, alignment  9/15, fail:	14.5813
Length   18/3, alignment 15/ 0, found:	17.3596
Length   18/3, alignment 15/ 0, fail:	15.3027
Length   18/3, alignment 15/ 3, found:	17.2473
Length   18/3, alignment 15/ 3, fail:	15.2917
Length   18/3, alignment 15/ 9, found:	17.2485
Length   18/3, alignment 15/ 9, fail:	15.2942
Length   18/3, alignment 15/15, found:	17.2534
Length   18/3, alignment 15/15, fail:	15.2905
Length   21/3, alignment  0/ 0, found:	16.582
Length   21/3, alignment  0/ 0, fail:	14.5862
Length   21/3, alignment  0/ 3, found:	16.5637
Length   21/3, alignment  0/ 3, fail:	14.4897
Length   21/3, alignment  0/ 9, found:	16.5686
Length   21/3, alignment  0/ 9, fail:	14.5837
Length   21/3, alignment  0/15, found:	16.5771
Length   21/3, alignment  0/15, fail:	14.5825
Length   21/3, alignment  3/ 0, found:	16.5588
Length   21/3, alignment  3/ 0, fail:	14.5825
Length   21/3, alignment  3/ 3, found:	16.5796
Length   21/3, alignment  3/ 3, fail:	14.491
Length   21/3, alignment  3/ 9, found:	16.6992
Length   21/3, alignment  3/ 9, fail:	14.5959
Length   21/3, alignment  3/15, found:	16.5747
Length   21/3, alignment  3/15, fail:	14.5862
Length   21/3, alignment  9/ 0, found:	17.6477
Length   21/3, alignment  9/ 0, fail:	14.5825
Length   21/3, alignment  9/ 3, found:	17.251
Length   21/3, alignment  9/ 3, fail:	14.5837
Length   21/3, alignment  9/ 9, found:	17.2803
Length   21/3, alignment  9/ 9, fail:	14.5715
Length   21/3, alignment  9/15, found:	17.2571
Length   21/3, alignment  9/15, fail:	14.4897
Length   21/3, alignment 15/ 0, found:	17.2473
Length   21/3, alignment 15/ 0, fail:	15.2917
Length   21/3, alignment 15/ 3, found:	17.2498
Length   21/3, alignment 15/ 3, fail:	15.2869
Length   21/3, alignment 15/ 9, found:	17.3206
Length   21/3, alignment 15/ 9, fail:	15.2136
Length   21/3, alignment 15/15, found:	17.2473
Length   21/3, alignment 15/15, fail:	15.2905
Length   16/4, alignment  0/ 0, found:	17.0203
Length   16/4, alignment  0/ 0, fail:	15.1074
Length   16/4, alignment  0/ 3, found:	17.0239
Length   16/4, alignment  0/ 3, fail:	15.0903
Length   16/4, alignment  0/ 9, found:	17.0178
Length   16/4, alignment  0/ 9, fail:	15.0879
Length   16/4, alignment  0/15, found:	17.0215
Length   16/4, alignment  0/15, fail:	15.083
Length   16/4, alignment  3/ 0, found:	17.019
Length   16/4, alignment  3/ 0, fail:	15.094
Length   16/4, alignment  3/ 3, found:	17.0166
Length   16/4, alignment  3/ 3, fail:	15.0916
Length   16/4, alignment  3/ 9, found:	17.0203
Length   16/4, alignment  3/ 9, fail:	15.0952
Length   16/4, alignment  3/15, found:	17.439
Length   16/4, alignment  3/15, fail:	15.094
Length   16/4, alignment  9/ 0, found:	17.2241
Length   16/4, alignment  9/ 0, fail:	15.0891
Length   16/4, alignment  9/ 3, found:	17.2144
Length   16/4, alignment  9/ 3, fail:	15.0952
Length   16/4, alignment  9/ 9, found:	17.2192
Length   16/4, alignment  9/ 9, fail:	15.0903
Length   16/4, alignment  9/15, found:	17.207
Length   16/4, alignment  9/15, fail:	15.0818
Length   16/4, alignment 15/ 0, found:	17.2107
Length   16/4, alignment 15/ 0, fail:	15.0842
Length   16/4, alignment 15/ 3, found:	17.2192
Length   16/4, alignment 15/ 3, fail:	15.0854
Length   16/4, alignment 15/ 9, found:	17.2192
Length   16/4, alignment 15/ 9, fail:	15.0952
Length   16/4, alignment 15/15, found:	17.196
Length   16/4, alignment 15/15, fail:	15.0806
Length   20/4, alignment  0/ 0, found:	17.0227
Length   20/4, alignment  0/ 0, fail:	15.0916
Length   20/4, alignment  0/ 3, found:	17.0239
Length   20/4, alignment  0/ 3, fail:	15.0964
Length   20/4, alignment  0/ 9, found:	17.0154
Length   20/4, alignment  0/ 9, fail:	15.0952
Length   20/4, alignment  0/15, found:	17.0178
Length   20/4, alignment  0/15, fail:	15.0854
Length   20/4, alignment  3/ 0, found:	17.0166
Length   20/4, alignment  3/ 0, fail:	15.0916
Length   20/4, alignment  3/ 3, found:	17.0203
Length   20/4, alignment  3/ 3, fail:	15.0879
Length   20/4, alignment  3/ 9, found:	17.4207
Length   20/4, alignment  3/ 9, fail:	15.0928
Length   20/4, alignment  3/15, found:	17.019
Length   20/4, alignment  3/15, fail:	15.0854
Length   20/4, alignment  9/ 0, found:	17.2217
Length   20/4, alignment  9/ 0, fail:	15.0818
Length   20/4, alignment  9/ 3, found:	17.2192
Length   20/4, alignment  9/ 3, fail:	15.0964
Length   20/4, alignment  9/ 9, found:	17.2192
Length   20/4, alignment  9/ 9, fail:	15.0903
Length   20/4, alignment  9/15, found:	17.2107
Length   20/4, alignment  9/15, fail:	15.072
Length   20/4, alignment 15/ 0, found:	17.2168
Length   20/4, alignment 15/ 0, fail:	15.9692
Length   20/4, alignment 15/ 3, found:	17.2241
Length   20/4, alignment 15/ 3, fail:	15.9448
Length   20/4, alignment 15/ 9, found:	17.2229
Length   20/4, alignment 15/ 9, fail:	15.9412
Length   20/4, alignment 15/15, found:	17.1997
Length   20/4, alignment 15/15, fail:	15.9399
Length   24/4, alignment  0/ 0, found:	17.03
Length   24/4, alignment  0/ 0, fail:	15.0989
Length   24/4, alignment  0/ 3, found:	17.0166
Length   24/4, alignment  0/ 3, fail:	15.1025
Length   24/4, alignment  0/ 9, found:	17.0203
Length   24/4, alignment  0/ 9, fail:	15.0879
Length   24/4, alignment  0/15, found:	17.0203
Length   24/4, alignment  0/15, fail:	15.0781
Length   24/4, alignment  3/ 0, found:	17.0166
Length   24/4, alignment  3/ 0, fail:	15.0891
Length   24/4, alignment  3/ 3, found:	17.3779
Length   24/4, alignment  3/ 3, fail:	15.0903
Length   24/4, alignment  3/ 9, found:	17.0215
Length   24/4, alignment  3/ 9, fail:	15.0916
Length   24/4, alignment  3/15, found:	17.019
Length   24/4, alignment  3/15, fail:	15.0745
Length   24/4, alignment  9/ 0, found:	17.218
Length   24/4, alignment  9/ 0, fail:	15.9424
Length   24/4, alignment  9/ 3, found:	17.2217
Length   24/4, alignment  9/ 3, fail:	15.9497
Length   24/4, alignment  9/ 9, found:	17.2205
Length   24/4, alignment  9/ 9, fail:	15.9473
Length   24/4, alignment  9/15, found:	17.2034
Length   24/4, alignment  9/15, fail:	15.9631
Length   24/4, alignment 15/ 0, found:	17.2205
Length   24/4, alignment 15/ 0, fail:	15.9412
Length   24/4, alignment 15/ 3, found:	17.2168
Length   24/4, alignment 15/ 3, fail:	15.9375
Length   24/4, alignment 15/ 9, found:	17.2217
Length   24/4, alignment 15/ 9, fail:	15.9412
Length   24/4, alignment 15/15, found:	17.2131
Length   24/4, alignment 15/15, fail:	15.946
Length   28/4, alignment  0/ 0, found:	17.0215
Length   28/4, alignment  0/ 0, fail:	15.0903
Length   28/4, alignment  0/ 3, found:	17.0215
Length   28/4, alignment  0/ 3, fail:	15.0867
Length   28/4, alignment  0/ 9, found:	17.0239
Length   28/4, alignment  0/ 9, fail:	15.0891
Length   28/4, alignment  0/15, found:	17.019
Length   28/4, alignment  0/15, fail:	15.0757
Length   28/4, alignment  3/ 0, found:	17.5867
Length   28/4, alignment  3/ 0, fail:	15.094
Length   28/4, alignment  3/ 3, found:	17.2168
Length   28/4, alignment  3/ 3, fail:	15.0916
Length   28/4, alignment  3/ 9, found:	17.218
Length   28/4, alignment  3/ 9, fail:	15.0867
Length   28/4, alignment  3/15, found:	17.2144
Length   28/4, alignment  3/15, fail:	15.0781
Length   28/4, alignment  9/ 0, found:	17.2205
Length   28/4, alignment  9/ 0, fail:	15.9497
Length   28/4, alignment  9/ 3, found:	17.218
Length   28/4, alignment  9/ 3, fail:	15.9387
Length   28/4, alignment  9/ 9, found:	17.218
Length   28/4, alignment  9/ 9, fail:	15.9534
Length   28/4, alignment  9/15, found:	17.2034
Length   28/4, alignment  9/15, fail:	15.9436
Length   28/4, alignment 15/ 0, found:	17.2168
Length   28/4, alignment 15/ 0, fail:	15.9448
Length   28/4, alignment 15/ 3, found:	17.218
Length   28/4, alignment 15/ 3, fail:	15.9497
Length   28/4, alignment 15/ 9, found:	17.2144
Length   28/4, alignment 15/ 9, fail:	15.9497
Length   28/4, alignment 15/15, found:	17.2021
Length   28/4, alignment 15/15, fail:	15.9546
Length   20/5, alignment  0/ 0, found:	17.5952
Length   20/5, alignment  0/ 0, fail:	15.5371
Length   20/5, alignment  0/ 3, found:	17.605
Length   20/5, alignment  0/ 3, fail:	15.5298
Length   20/5, alignment  0/ 9, found:	17.5964
Length   20/5, alignment  0/ 9, fail:	15.9766
Length   20/5, alignment  0/15, found:	17.5964
Length   20/5, alignment  0/15, fail:	15.5505
Length   20/5, alignment  3/ 0, found:	17.5928
Length   20/5, alignment  3/ 0, fail:	15.52
Length   20/5, alignment  3/ 3, found:	17.5928
Length   20/5, alignment  3/ 3, fail:	15.5249
Length   20/5, alignment  3/ 9, found:	17.5952
Length   20/5, alignment  3/ 9, fail:	15.52
Length   20/5, alignment  3/15, found:	17.594
Length   20/5, alignment  3/15, fail:	15.5225
Length   20/5, alignment  9/ 0, found:	17.9431
Length   20/5, alignment  9/ 0, fail:	15.5188
Length   20/5, alignment  9/ 3, found:	17.9456
Length   20/5, alignment  9/ 3, fail:	15.52
Length   20/5, alignment  9/ 9, found:	17.9382
Length   20/5, alignment  9/ 9, fail:	15.52
Length   20/5, alignment  9/15, found:	17.948
Length   20/5, alignment  9/15, fail:	15.5225
Length   20/5, alignment 15/ 0, found:	17.9382
Length   20/5, alignment 15/ 0, fail:	15.885
Length   20/5, alignment 15/ 3, found:	17.9407
Length   20/5, alignment 15/ 3, fail:	15.8716
Length   20/5, alignment 15/ 9, found:	17.9395
Length   20/5, alignment 15/ 9, fail:	15.8679
Length   20/5, alignment 15/15, found:	17.9407
Length   20/5, alignment 15/15, fail:	15.8691
Length   25/5, alignment  0/ 0, found:	17.5928
Length   25/5, alignment  0/ 0, fail:	15.5261
Length   25/5, alignment  0/ 3, found:	18.0029
Length   25/5, alignment  0/ 3, fail:	15.5225
Length   25/5, alignment  0/ 9, found:	17.594
Length   25/5, alignment  0/ 9, fail:	15.5237
Length   25/5, alignment  0/15, found:	17.5977
Length   25/5, alignment  0/15, fail:	15.52
Length   25/5, alignment  3/ 0, found:	17.5928
Length   25/5, alignment  3/ 0, fail:	15.52
Length   25/5, alignment  3/ 3, found:	17.5952
Length   25/5, alignment  3/ 3, fail:	15.5188
Length   25/5, alignment  3/ 9, found:	17.5928
Length   25/5, alignment  3/ 9, fail:	15.5188
Length   25/5, alignment  3/15, found:	17.5964
Length   25/5, alignment  3/15, fail:	15.52
Length   25/5, alignment  9/ 0, found:	17.9407
Length   25/5, alignment  9/ 0, fail:	15.8728
Length   25/5, alignment  9/ 3, found:	17.9431
Length   25/5, alignment  9/ 3, fail:	15.8716
Length   25/5, alignment  9/ 9, found:	17.9468
Length   25/5, alignment  9/ 9, fail:	15.8679
Length   25/5, alignment  9/15, found:	17.9407
Length   25/5, alignment  9/15, fail:	15.874
Length   25/5, alignment 15/ 0, found:	17.9407
Length   25/5, alignment 15/ 0, fail:	15.8667
Length   25/5, alignment 15/ 3, found:	17.9382
Length   25/5, alignment 15/ 3, fail:	15.8716
Length   25/5, alignment 15/ 9, found:	17.9407
Length   25/5, alignment 15/ 9, fail:	15.8704
Length   25/5, alignment 15/15, found:	17.937
Length   25/5, alignment 15/15, fail:	16.272
Length   30/5, alignment  0/ 0, found:	17.5964
Length   30/5, alignment  0/ 0, fail:	15.5237
Length   30/5, alignment  0/ 3, found:	17.5952
Length   30/5, alignment  0/ 3, fail:	15.5212
Length   30/5, alignment  0/ 9, found:	17.5977
Length   30/5, alignment  0/ 9, fail:	15.5225
Length   30/5, alignment  0/15, found:	17.5964
Length   30/5, alignment  0/15, fail:	15.5212
Length   30/5, alignment  3/ 0, found:	17.9456
Length   30/5, alignment  3/ 0, fail:	15.8716
Length   30/5, alignment  3/ 3, found:	17.9407
Length   30/5, alignment  3/ 3, fail:	15.8667
Length   30/5, alignment  3/ 9, found:	17.9395
Length   30/5, alignment  3/ 9, fail:	15.8716
Length   30/5, alignment  3/15, found:	17.9431
Length   30/5, alignment  3/15, fail:	15.8667
Length   30/5, alignment  9/ 0, found:	17.937
Length   30/5, alignment  9/ 0, fail:	15.8716
Length   30/5, alignment  9/ 3, found:	17.9407
Length   30/5, alignment  9/ 3, fail:	15.8704
Length   30/5, alignment  9/ 9, found:	17.937
Length   30/5, alignment  9/ 9, fail:	15.8679
Length   30/5, alignment  9/15, found:	17.9407
Length   30/5, alignment  9/15, fail:	15.8691
Length   30/5, alignment 15/ 0, found:	17.9431
Length   30/5, alignment 15/ 0, fail:	15.8655
Length   30/5, alignment 15/ 3, found:	17.9382
Length   30/5, alignment 15/ 3, fail:	16.6699
Length   30/5, alignment 15/ 9, found:	17.9407
Length   30/5, alignment 15/ 9, fail:	15.8655
Length   30/5, alignment 15/15, found:	17.9382
Length   30/5, alignment 15/15, fail:	15.8704
Length   35/5, alignment  0/ 0, found:	17.9431
Length   35/5, alignment  0/ 0, fail:	15.8704
Length   35/5, alignment  0/ 3, found:	17.937
Length   35/5, alignment  0/ 3, fail:	15.8679
Length   35/5, alignment  0/ 9, found:	17.9419
Length   35/5, alignment  0/ 9, fail:	15.8704
Length   35/5, alignment  0/15, found:	17.9431
Length   35/5, alignment  0/15, fail:	15.8667
Length   35/5, alignment  3/ 0, found:	17.9382
Length   35/5, alignment  3/ 0, fail:	15.8716
Length   35/5, alignment  3/ 3, found:	17.9431
Length   35/5, alignment  3/ 3, fail:	15.8704
Length   35/5, alignment  3/ 9, found:	17.9358
Length   35/5, alignment  3/ 9, fail:	15.8691
Length   35/5, alignment  3/15, found:	17.9407
Length   35/5, alignment  3/15, fail:	15.8704
Length   35/5, alignment  9/ 0, found:	17.937
Length   35/5, alignment  9/ 0, fail:	15.8691
Length   35/5, alignment  9/ 3, found:	17.9407
Length   35/5, alignment  9/ 3, fail:	15.8728
Length   35/5, alignment  9/ 9, found:	17.9407
Length   35/5, alignment  9/ 9, fail:	15.8655
Length   35/5, alignment  9/15, found:	17.9395
Length   35/5, alignment  9/15, fail:	15.8704
Length   35/5, alignment 15/ 0, found:	18.9929
Length   35/5, alignment 15/ 0, fail:	16.4832
Length   35/5, alignment 15/ 3, found:	18.385
Length   35/5, alignment 15/ 3, fail:	16.5051
Length   35/5, alignment 15/ 9, found:	18.4753
Length   35/5, alignment 15/ 9, fail:	16.5063
Length   35/5, alignment 15/15, found:	18.3533
Length   35/5, alignment 15/15, fail:	16.4514
Length   24/6, alignment  0/ 0, found:	17.594
Length   24/6, alignment  0/ 0, fail:	15.8826
Length   24/6, alignment  0/ 3, found:	17.5952
Length   24/6, alignment  0/ 3, fail:	15.8826
Length   24/6, alignment  0/ 9, found:	17.5964
Length   24/6, alignment  0/ 9, fail:	15.8716
Length   24/6, alignment  0/15, found:	17.5928
Length   24/6, alignment  0/15, fail:	15.8789
Length   24/6, alignment  3/ 0, found:	17.5952
Length   24/6, alignment  3/ 0, fail:	15.8765
Length   24/6, alignment  3/ 3, found:	17.5916
Length   24/6, alignment  3/ 3, fail:	15.8716
Length   24/6, alignment  3/ 9, found:	17.5952
Length   24/6, alignment  3/ 9, fail:	15.8765
Length   24/6, alignment  3/15, found:	17.5977
Length   24/6, alignment  3/15, fail:	15.874
Length   24/6, alignment  9/ 0, found:	17.9492
Length   24/6, alignment  9/ 0, fail:	16.5967
Length   24/6, alignment  9/ 3, found:	17.9492
Length   24/6, alignment  9/ 3, fail:	16.5784
Length   24/6, alignment  9/ 9, found:	18.5217
Length   24/6, alignment  9/ 9, fail:	16.5906
Length   24/6, alignment  9/15, found:	17.9419
Length   24/6, alignment  9/15, fail:	16.3794
Length   24/6, alignment 15/ 0, found:	17.937
Length   24/6, alignment 15/ 0, fail:	16.5674
Length   24/6, alignment 15/ 3, found:	17.9456
Length   24/6, alignment 15/ 3, fail:	16.6077
Length   24/6, alignment 15/ 9, found:	17.9419
Length   24/6, alignment 15/ 9, fail:	16.6113
Length   24/6, alignment 15/15, found:	17.9407
Length   24/6, alignment 15/15, fail:	16.5991
Length   30/6, alignment  0/ 0, found:	17.6086
Length   30/6, alignment  0/ 0, fail:	15.8826
Length   30/6, alignment  0/ 3, found:	17.5977
Length   30/6, alignment  0/ 3, fail:	15.8704
Length   30/6, alignment  0/ 9, found:	17.5928
Length   30/6, alignment  0/ 9, fail:	15.8765
Length   30/6, alignment  0/15, found:	17.5952
Length   30/6, alignment  0/15, fail:	15.8752
Length   30/6, alignment  3/ 0, found:	17.9431
Length   30/6, alignment  3/ 0, fail:	16.6101
Length   30/6, alignment  3/ 3, found:	17.9395
Length   30/6, alignment  3/ 3, fail:	16.5784
Length   30/6, alignment  3/ 9, found:	17.9443
Length   30/6, alignment  3/ 9, fail:	16.6101
Length   30/6, alignment  3/15, found:	17.9419
Length   30/6, alignment  3/15, fail:	16.582
Length   30/6, alignment  9/ 0, found:	18.5583
