                       	strtok
Length   12/2, alignment  9/ 3, fail:	32.1094
Length   12/2, alignment  9/ 9, found:	31.9678
Length   12/2, alignment  9/ 9, fail:	32.1143
Length   12/2, alignment  9/15, found:	31.9434
Length   12/2, alignment  9/15, fail:	32.1387
Length   12/2, alignment 15/ 0, found:	32.1631
Length   12/2, alignment 15/ 0, fail:	31.8457
Length   12/2, alignment 15/ 3, found:	32.1631
Length   12/2, alignment 15/ 3, fail:	31.8115
Length   12/2, alignment 15/ 9, found:	32.1533
Length   12/2, alignment 15/ 9, fail:	31.8311
Length   12/2, alignment 15/15, found:	32.1387
Length   12/2, alignment 15/15, fail:	31.8213
Length   14/2, alignment  0/ 0, found:	31.9678
Length   14/2, alignment  0/ 0, fail:	31.9287
Length   14/2, alignment  0/ 3, found:	31.9531
Length   14/2, alignment  0/ 3, fail:	31.9336
Length   14/2, alignment  0/ 9, found:	31.9336
Length   14/2, alignment  0/ 9, fail:	31.9141
Length   14/2, alignment  0/15, found:	31.9385
Length   14/2, alignment  0/15, fail:	31.9189
Length   14/2, alignment  3/ 0, found:	31.9434
Length   14/2, alignment  3/ 0, fail:	32.1533
Length   14/2, alignment  3/ 3, found:	31.9287
Length   14/2, alignment  3/ 3, fail:	32.1289
Length   14/2, alignment  3/ 9, found:	31.9287
Length   14/2, alignment  3/ 9, fail:	32.1289
Length   14/2, alignment  3/15, found:	31.9434
Length   14/2, alignment  3/15, fail:	32.1045
Length   14/2, alignment  9/ 0, found:	31.9434
Length   14/2, alignment  9/ 0, fail:	32.1143
Length   14/2, alignment  9/ 3, found:	31.9385
Length   14/2, alignment  9/ 3, fail:	32.1338
Length   14/2, alignment  9/ 9, found:	31.9385
Length   14/2, alignment  9/ 9, fail:	32.1289
Length   14/2, alignment  9/15, found:	31.9531
Length   14/2, alignment  9/15, fail:	32.1289
Length   14/2, alignment 15/ 0, found:	32.1484
Length   14/2, alignment 15/ 0, fail:	31.8604
Length   14/2, alignment 15/ 3, found:	32.1436
Length   14/2, alignment 15/ 3, fail:	33.3496
Length   14/2, alignment 15/ 9, found:	32.168
Length   14/2, alignment 15/ 9, fail:	31.8262
Length   14/2, alignment 15/15, found:	32.124
Length   14/2, alignment 15/15, fail:	31.8506
Length   16/2, alignment  0/ 0, found:	31.9482
Length   16/2, alignment  0/ 0, fail:	32.1143
Length   16/2, alignment  0/ 3, found:	31.9629
Length   16/2, alignment  0/ 3, fail:	32.1191
Length   16/2, alignment  0/ 9, found:	31.9336
Length   16/2, alignment  0/ 9, fail:	32.1191
Length   16/2, alignment  0/15, found:	31.9336
Length   16/2, alignment  0/15, fail:	32.0996
Length   16/2, alignment  3/ 0, found:	31.958
Length   16/2, alignment  3/ 0, fail:	32.1143
Length   16/2, alignment  3/ 3, found:	31.9434
Length   16/2, alignment  3/ 3, fail:	32.124
Length   16/2, alignment  3/ 9, found:	31.9336
Length   16/2, alignment  3/ 9, fail:	32.1143
Length   16/2, alignment  3/15, found:	31.9482
Length   16/2, alignment  3/15, fail:	32.124
Length   16/2, alignment  9/ 0, found:	32.1387
Length   16/2, alignment  9/ 0, fail:	32.1094
Length   16/2, alignment  9/ 3, found:	32.1631
Length   16/2, alignment  9/ 3, fail:	32.0947
Length   16/2, alignment  9/ 9, found:	32.1289
Length   16/2, alignment  9/ 9, fail:	32.1436
Length   16/2, alignment  9/15, found:	32.1338
Length   16/2, alignment  9/15, fail:	32.0947
Length   16/2, alignment 15/ 0, found:	32.1533
Length   16/2, alignment 15/ 0, fail:	31.8262
Length   16/2, alignment 15/ 3, found:	32.1289
Length   16/2, alignment 15/ 3, fail:	31.8408
Length   16/2, alignment 15/ 9, found:	32.1289
Length   16/2, alignment 15/ 9, fail:	31.8164
Length   16/2, alignment 15/15, found:	32.1631
Length   16/2, alignment 15/15, fail:	31.8164
Length   18/2, alignment  0/ 0, found:	31.9482
Length   18/2, alignment  0/ 0, fail:	32.1631
Length   18/2, alignment  0/ 3, found:	31.9385
Length   18/2, alignment  0/ 3, fail:	32.1289
Length   18/2, alignment  0/ 9, found:	31.9629
Length   18/2, alignment  0/ 9, fail:	32.1191
Length   18/2, alignment  0/15, found:	31.9434
Length   18/2, alignment  0/15, fail:	32.1338
Length   18/2, alignment  3/ 0, found:	31.9385
Length   18/2, alignment  3/ 0, fail:	32.1143
Length   18/2, alignment  3/ 3, found:	31.9531
Length   18/2, alignment  3/ 3, fail:	32.124
Length   18/2, alignment  3/ 9, found:	31.9434
Length   18/2, alignment  3/ 9, fail:	32.1436
Length   18/2, alignment  3/15, found:	31.9336
Length   18/2, alignment  3/15, fail:	32.1191
Length   18/2, alignment  9/ 0, found:	32.1631
Length   18/2, alignment  9/ 0, fail:	32.124
Length   18/2, alignment  9/ 3, found:	32.1387
Length   18/2, alignment  9/ 3, fail:	32.1338
Length   18/2, alignment  9/ 9, found:	32.1387
Length   18/2, alignment  9/ 9, fail:	32.1045
Length   18/2, alignment  9/15, found:	32.1484
Length   18/2, alignment  9/15, fail:	33.9746
Length   18/2, alignment 15/ 0, found:	32.1338
Length   18/2, alignment 15/ 0, fail:	31.8652
Length   18/2, alignment 15/ 3, found:	32.1533
Length   18/2, alignment 15/ 3, fail:	31.8457
Length   18/2, alignment 15/ 9, found:	32.1436
Length   18/2, alignment 15/ 9, fail:	31.8359
Length   18/2, alignment 15/15, found:	32.1289
Length   18/2, alignment 15/15, fail:	31.8457
Length   20/2, alignment  0/ 0, found:	31.9482
Length   20/2, alignment  0/ 0, fail:	32.1338
Length   20/2, alignment  0/ 3, found:	31.9434
Length   20/2, alignment  0/ 3, fail:	32.1436
Length   20/2, alignment  0/ 9, found:	31.9385
Length   20/2, alignment  0/ 9, fail:	32.1045
Length   20/2, alignment  0/15, found:	31.9434
Length   20/2, alignment  0/15, fail:	32.1289
Length   20/2, alignment  3/ 0, found:	31.9482
Length   20/2, alignment  3/ 0, fail:	32.1436
Length   20/2, alignment  3/ 3, found:	31.9434
Length   20/2, alignment  3/ 3, fail:	32.1436
Length   20/2, alignment  3/ 9, found:	31.9482
Length   20/2, alignment  3/ 9, fail:	32.1191
Length   20/2, alignment  3/15, found:	31.9336
Length   20/2, alignment  3/15, fail:	32.1338
Length   20/2, alignment  9/ 0, found:	32.1387
Length   20/2, alignment  9/ 0, fail:	32.0996
Length   20/2, alignment  9/ 3, found:	32.1777
Length   20/2, alignment  9/ 3, fail:	32.0996
Length   20/2, alignment  9/ 9, found:	32.1631
Length   20/2, alignment  9/ 9, fail:	32.1436
Length   20/2, alignment  9/15, found:	32.1387
Length   20/2, alignment  9/15, fail:	32.1143
Length   20/2, alignment 15/ 0, found:	32.1533
Length   20/2, alignment 15/ 0, fail:	31.8164
Length   20/2, alignment 15/ 3, found:	32.1387
Length   20/2, alignment 15/ 3, fail:	31.8262
Length   20/2, alignment 15/ 9, found:	32.1289
Length   20/2, alignment 15/ 9, fail:	31.8359
Length   20/2, alignment 15/15, found:	32.1484
Length   20/2, alignment 15/15, fail:	31.8164
Length   22/2, alignment  0/ 0, found:	31.9531
Length   22/2, alignment  0/ 0, fail:	32.1436
Length   22/2, alignment  0/ 3, found:	31.9531
Length   22/2, alignment  0/ 3, fail:	32.1289
Length   22/2, alignment  0/ 9, found:	31.9434
Length   22/2, alignment  0/ 9, fail:	32.1436
Length   22/2, alignment  0/15, found:	31.9482
Length   22/2, alignment  0/15, fail:	32.1143
Length   22/2, alignment  3/ 0, found:	32.1484
Length   22/2, alignment  3/ 0, fail:	32.1094
Length   22/2, alignment  3/ 3, found:	32.1436
Length   22/2, alignment  3/ 3, fail:	32.1436
Length   22/2, alignment  3/ 9, found:	32.1436
Length   22/2, alignment  3/ 9, fail:	32.1045
Length   22/2, alignment  3/15, found:	32.1631
Length   22/2, alignment  3/15, fail:	32.1191
Length   22/2, alignment  9/ 0, found:	32.1436
Length   22/2, alignment  9/ 0, fail:	32.1387
Length   22/2, alignment  9/ 3, found:	33.584
Length   22/2, alignment  9/ 3, fail:	32.1191
Length   22/2, alignment  9/ 9, found:	32.1436
Length   22/2, alignment  9/ 9, fail:	32.1289
Length   22/2, alignment  9/15, found:	32.1484
Length   22/2, alignment  9/15, fail:	32.1387
Length   22/2, alignment 15/ 0, found:	32.168
Length   22/2, alignment 15/ 0, fail:	31.8164
Length   22/2, alignment 15/ 3, found:	32.1729
Length   22/2, alignment 15/ 3, fail:	31.8604
Length   22/2, alignment 15/ 9, found:	32.1289
Length   22/2, alignment 15/ 9, fail:	31.8652
Length   22/2, alignment 15/15, found:	32.1436
Length   22/2, alignment 15/15, fail:	31.8262
Length   24/2, alignment  0/ 0, found:	32.1631
Length   24/2, alignment  0/ 0, fail:	32.1143
Length   24/2, alignment  0/ 3, found:	32.1436
Length   24/2, alignment  0/ 3, fail:	32.1436
Length   24/2, alignment  0/ 9, found:	32.124
Length   24/2, alignment  0/ 9, fail:	32.1338
Length   24/2, alignment  0/15, found:	32.1631
Length   24/2, alignment  0/15, fail:	32.1191
Length   24/2, alignment  3/ 0, found:	32.1191
Length   24/2, alignment  3/ 0, fail:	32.1533
Length   24/2, alignment  3/ 3, found:	32.1436
Length   24/2, alignment  3/ 3, fail:	32.1191
Length   24/2, alignment  3/ 9, found:	32.1533
Length   24/2, alignment  3/ 9, fail:	32.1338
Length   24/2, alignment  3/15, found:	32.1387
Length   24/2, alignment  3/15, fail:	32.1387
Length   24/2, alignment  9/ 0, found:	32.1436
Length   24/2, alignment  9/ 0, fail:	32.1338
Length   24/2, alignment  9/ 3, found:	32.168
Length   24/2, alignment  9/ 3, fail:	32.124
Length   24/2, alignment  9/ 9, found:	32.1484
Length   24/2, alignment  9/ 9, fail:	32.1338
Length   24/2, alignment  9/15, found:	32.1436
Length   24/2, alignment  9/15, fail:	32.1191
Length   24/2, alignment 15/ 0, found:	32.1777
Length   24/2, alignment 15/ 0, fail:	31.8115
Length   24/2, alignment 15/ 3, found:	32.124
Length   24/2, alignment 15/ 3, fail:	31.8555
Length   24/2, alignment 15/ 9, found:	32.1436
Length   24/2, alignment 15/ 9, fail:	31.8359
Length   24/2, alignment 15/15, found:	32.1387
Length   24/2, alignment 15/15, fail:	31.8555
Length   26/2, alignment  0/ 0, found:	32.1191
Length   26/2, alignment  0/ 0, fail:	32.1582
Length   26/2, alignment  0/ 3, found:	32.124
Length   26/2, alignment  0/ 3, fail:	32.1289
Length   26/2, alignment  0/ 9, found:	32.1533
Length   26/2, alignment  0/ 9, fail:	32.1143
Length   26/2, alignment  0/15, found:	32.1338
Length   26/2, alignment  0/15, fail:	32.1387
Length   26/2, alignment  3/ 0, found:	32.1387
Length   26/2, alignment  3/ 0, fail:	32.1191
Length   26/2, alignment  3/ 3, found:	32.3096
Length   26/2, alignment  3/ 3, fail:	32.4609
Length   26/2, alignment  3/ 9, found:	32.4756
Length   26/2, alignment  3/ 9, fail:	32.3291
Length   26/2, alignment  3/15, found:	33.4229
Length   26/2, alignment  3/15, fail:	32.1094
Length   26/2, alignment  9/ 0, found:	32.1484
Length   26/2, alignment  9/ 0, fail:	32.1094
Length   26/2, alignment  9/ 3, found:	32.1191
Length   26/2, alignment  9/ 3, fail:	32.1533
Length   26/2, alignment  9/ 9, found:	32.1289
Length   26/2, alignment  9/ 9, fail:	32.124
Length   26/2, alignment  9/15, found:	32.1533
Length   26/2, alignment  9/15, fail:	32.1289
Length   26/2, alignment 15/ 0, found:	32.4951
Length   26/2, alignment 15/ 0, fail:	31.8652
Length   26/2, alignment 15/ 3, found:	32.4609
Length   26/2, alignment 15/ 3, fail:	31.8213
Length   26/2, alignment 15/ 9, found:	32.4707
Length   26/2, alignment 15/ 9, fail:	31.8506
Length   26/2, alignment 15/15, found:	32.4561
Length   26/2, alignment 15/15, fail:	31.8457
Length   28/2, alignment  0/ 0, found:	32.1436
Length   28/2, alignment  0/ 0, fail:	32.1436
Length   28/2, alignment  0/ 3, found:	32.1338
Length   28/2, alignment  0/ 3, fail:	32.1191
Length   28/2, alignment  0/ 9, found:	32.1191
Length   28/2, alignment  0/ 9, fail:	32.1387
Length   28/2, alignment  0/15, found:	32.1289
Length   28/2, alignment  0/15, fail:	32.124
Length   28/2, alignment  3/ 0, found:	32.1582
Length   28/2, alignment  3/ 0, fail:	32.1191
Length   28/2, alignment  3/ 3, found:	32.1338
Length   28/2, alignment  3/ 3, fail:	32.1338
Length   28/2, alignment  3/ 9, found:	32.1436
Length   28/2, alignment  3/ 9, fail:	32.1143
Length   28/2, alignment  3/15, found:	32.1387
Length   28/2, alignment  3/15, fail:	32.1191
Length   28/2, alignment  9/ 0, found:	32.1436
Length   28/2, alignment  9/ 0, fail:	32.1436
Length   28/2, alignment  9/ 3, found:	32.124
Length   28/2, alignment  9/ 3, fail:	32.1191
Length   28/2, alignment  9/ 9, found:	32.168
Length   28/2, alignment  9/ 9, fail:	32.1289
Length   28/2, alignment  9/15, found:	32.1387
Length   28/2, alignment  9/15, fail:	32.1484
Length   28/2, alignment 15/ 0, found:	32.5
Length   28/2, alignment 15/ 0, fail:	31.8262
Length   28/2, alignment 15/ 3, found:	32.4756
Length   28/2, alignment 15/ 3, fail:	31.8213
Length   28/2, alignment 15/ 9, found:	32.4561
Length   28/2, alignment 15/ 9, fail:	31.8555
Length   28/2, alignment 15/15, found:	32.4561
Length   28/2, alignment 15/15, fail:	31.8262
Length   30/2, alignment  0/ 0, found:	32.168
Length   30/2, alignment  0/ 0, fail:	32.1338
Length   30/2, alignment  0/ 3, found:	32.1338
Length   30/2, alignment  0/ 3, fail:	32.1338
Length   30/2, alignment  0/ 9, found:	32.1387
Length   30/2, alignment  0/ 9, fail:	32.1094
Length   30/2, alignment  0/15, found:	32.1631
Length   30/2, alignment  0/15, fail:	32.1191
Length   30/2, alignment  3/ 0, found:	32.1338
Length   30/2, alignment  3/ 0, fail:	35.0781
Length   30/2, alignment  3/ 3, found:	32.1484
Length   30/2, alignment  3/ 3, fail:	32.1289
Length   30/2, alignment  3/ 9, found:	32.168
Length   30/2, alignment  3/ 9, fail:	32.1191
Length   30/2, alignment  3/15, found:	32.1338
Length   30/2, alignment  3/15, fail:	32.1484
Length   30/2, alignment  9/ 0, found:	32.1338
Length   30/2, alignment  9/ 0, fail:	32.0996
Length   30/2, alignment  9/ 3, found:	32.168
Length   30/2, alignment  9/ 3, fail:	32.1143
Length   30/2, alignment  9/ 9, found:	32.1191
Length   30/2, alignment  9/ 9, fail:	32.1436
Length   30/2, alignment  9/15, found:	32.1338
Length   30/2, alignment  9/15, fail:	32.1094
Length   30/2, alignment 15/ 0, found:	32.4805
Length   30/2, alignment 15/ 0, fail:	31.8066
Length   30/2, alignment 15/ 3, found:	32.4561
Length   30/2, alignment 15/ 3, fail:	31.8652
Length   30/2, alignment 15/ 9, found:	32.4561
Length   30/2, alignment 15/ 9, fail:	31.8457
Length   30/2, alignment 15/15, found:	32.4756
Length   30/2, alignment 15/15, fail:	31.8262
Length    6/3, alignment  0/ 0, found:	32.0703
Length    6/3, alignment  0/ 0, fail:	32.0703
Length    6/3, alignment  0/ 3, found:	32.0898
Length    6/3, alignment  0/ 3, fail:	32.0557
Length    6/3, alignment  0/ 9, found:	32.0947
Length    6/3, alignment  0/ 9, fail:	32.0801
Length    6/3, alignment  0/15, found:	32.0898
Length    6/3, alignment  0/15, fail:	32.0508
Length    6/3, alignment  3/ 0, found:	32.0557
Length    6/3, alignment  3/ 0, fail:	32.0654
Length    6/3, alignment  3/ 3, found:	32.085
Length    6/3, alignment  3/ 3, fail:	32.0703
Length    6/3, alignment  3/ 9, found:	32.0557
Length    6/3, alignment  3/ 9, fail:	32.0459
Length    6/3, alignment  3/15, found:	32.085
Length    6/3, alignment  3/15, fail:	32.0654
Length    6/3, alignment  9/ 0, found:	32.0801
Length    6/3, alignment  9/ 0, fail:	32.0703
Length    6/3, alignment  9/ 3, found:	32.0801
Length    6/3, alignment  9/ 3, fail:	32.0557
Length    6/3, alignment  9/ 9, found:	32.085
Length    6/3, alignment  9/ 9, fail:	32.0557
Length    6/3, alignment  9/15, found:	32.0508
Length    6/3, alignment  9/15, fail:	32.0654
Length    6/3, alignment 15/ 0, found:	32.6123
Length    6/3, alignment 15/ 0, fail:	32.4902
Length    6/3, alignment 15/ 3, found:	32.627
Length    6/3, alignment 15/ 3, fail:	32.4365
Length    6/3, alignment 15/ 9, found:	32.5244
Length    6/3, alignment 15/ 9, fail:	32.4219
Length    6/3, alignment 15/15, found:	32.6074
Length    6/3, alignment 15/15, fail:	32.4316
Length    9/3, alignment  0/ 0, found:	32.0801
Length    9/3, alignment  0/ 0, fail:	32.0996
Length    9/3, alignment  0/ 3, found:	32.0898
Length    9/3, alignment  0/ 3, fail:	32.0703
Length    9/3, alignment  0/ 9, found:	33.4668
Length    9/3, alignment  0/ 9, fail:	32.0801
Length    9/3, alignment  0/15, found:	32.0703
Length    9/3, alignment  0/15, fail:	32.0703
Length    9/3, alignment  3/ 0, found:	32.0947
Length    9/3, alignment  3/ 0, fail:	32.0654
Length    9/3, alignment  3/ 3, found:	32.085
Length    9/3, alignment  3/ 3, fail:	32.041
Length    9/3, alignment  3/ 9, found:	32.085
Length    9/3, alignment  3/ 9, fail:	32.0752
Length    9/3, alignment  3/15, found:	32.0508
Length    9/3, alignment  3/15, fail:	32.041
Length    9/3, alignment  9/ 0, found:	32.0703
Length    9/3, alignment  9/ 0, fail:	32.4854
Length    9/3, alignment  9/ 3, found:	32.0996
Length    9/3, alignment  9/ 3, fail:	32.4902
Length    9/3, alignment  9/ 9, found:	32.085
Length    9/3, alignment  9/ 9, fail:	32.5342
Length    9/3, alignment  9/15, found:	32.041
Length    9/3, alignment  9/15, fail:	32.5977
Length    9/3, alignment 15/ 0, found:	32.6416
Length    9/3, alignment 15/ 0, fail:	32.4316
Length    9/3, alignment 15/ 3, found:	32.6123
Length    9/3, alignment 15/ 3, fail:	32.4316
Length    9/3, alignment 15/ 9, found:	32.6025
Length    9/3, alignment 15/ 9, fail:	32.4268
Length    9/3, alignment 15/15, found:	32.5049
Length    9/3, alignment 15/15, fail:	32.4316
Length   12/3, alignment  0/ 0, found:	32.0801
Length   12/3, alignment  0/ 0, fail:	32.0947
Length   12/3, alignment  0/ 3, found:	32.0898
Length   12/3, alignment  0/ 3, fail:	32.0557
Length   12/3, alignment  0/ 9, found:	32.0605
Length   12/3, alignment  0/ 9, fail:	32.041
Length   12/3, alignment  0/15, found:	32.0557
Length   12/3, alignment  0/15, fail:	32.0361
Length   12/3, alignment  3/ 0, found:	32.0508
Length   12/3, alignment  3/ 0, fail:	32.0654
Length   12/3, alignment  3/ 3, found:	32.0654
Length   12/3, alignment  3/ 3, fail:	32.0703
Length   12/3, alignment  3/ 9, found:	32.085
Length   12/3, alignment  3/ 9, fail:	32.0508
Length   12/3, alignment  3/15, found:	32.0508
Length   12/3, alignment  3/15, fail:	32.0703
Length   12/3, alignment  9/ 0, found:	32.6318
Length   12/3, alignment  9/ 0, fail:	32.6025
Length   12/3, alignment  9/ 3, found:	32.5293
Length   12/3, alignment  9/ 3, fail:	32.5684
Length   12/3, alignment  9/ 9, found:	32.5977
Length   12/3, alignment  9/ 9, fail:	32.5342
Length   12/3, alignment  9/15, found:	32.583
Length   12/3, alignment  9/15, fail:	32.6025
Length   12/3, alignment 15/ 0, found:	32.4854
Length   12/3, alignment 15/ 0, fail:	32.417
Length   12/3, alignment 15/ 3, found:	32.4902
Length   12/3, alignment 15/ 3, fail:	32.417
Length   12/3, alignment 15/ 9, found:	32.4707
Length   12/3, alignment 15/ 9, fail:	32.4414
Length   12/3, alignment 15/15, found:	32.4805
Length   12/3, alignment 15/15, fail:	34.79
Length   15/3, alignment  0/ 0, found:	32.1338
Length   15/3, alignment  0/ 0, fail:	32.085
Length   15/3, alignment  0/ 3, found:	32.1045
Length   15/3, alignment  0/ 3, fail:	32.085
Length   15/3, alignment  0/ 9, found:	32.0605
Length   15/3, alignment  0/ 9, fail:	32.0752
Length   15/3, alignment  0/15, found:	32.0605
Length   15/3, alignment  0/15, fail:	32.0361
Length   15/3, alignment  3/ 0, found:	32.1143
Length   15/3, alignment  3/ 0, fail:	32.4707
Length   15/3, alignment  3/ 3, found:	32.0898
Length   15/3, alignment  3/ 3, fail:	32.5293
Length   15/3, alignment  3/ 9, found:	32.0947
Length   15/3, alignment  3/ 9, fail:	32.4561
Length   15/3, alignment  3/15, found:	32.0605
Length   15/3, alignment  3/15, fail:	32.5977
Length   15/3, alignment  9/ 0, found:	32.1143
