                       	strsep
Length   54/9, alignment  9/ 3, found:	17.9199
Length   54/9, alignment  9/ 3, fail:	18.2629
Length   54/9, alignment  9/ 9, found:	17.8577
Length   54/9, alignment  9/ 9, fail:	18.2275
Length   54/9, alignment  9/15, found:	17.854
Length   54/9, alignment  9/15, fail:	18.2178
Length   54/9, alignment 15/ 0, found:	17.7258
Length   54/9, alignment 15/ 0, fail:	19.8425
Length   54/9, alignment 15/ 3, found:	18.6816
Length   54/9, alignment 15/ 3, fail:	19.8474
Length   54/9, alignment 15/ 9, found:	18.0688
Length   54/9, alignment 15/ 9, fail:	19.3457
Length   54/9, alignment 15/15, found:	17.8235
Length   54/9, alignment 15/15, fail:	19.281
Length   63/9, alignment  0/ 0, found:	17.428
Length   63/9, alignment  0/ 0, fail:	18.269
Length   63/9, alignment  0/ 3, found:	17.4243
Length   63/9, alignment  0/ 3, fail:	18.2507
Length   63/9, alignment  0/ 9, found:	17.3914
Length   63/9, alignment  0/ 9, fail:	18.2141
Length   63/9, alignment  0/15, found:	17.4207
Length   63/9, alignment  0/15, fail:	18.2117
Length   63/9, alignment  3/ 0, found:	26.1377
Length   63/9, alignment  3/ 0, fail:	19.8096
Length   63/9, alignment  3/ 3, found:	17.9004
Length   63/9, alignment  3/ 3, fail:	19.8438
Length   63/9, alignment  3/ 9, found:	17.6941
Length   63/9, alignment  3/ 9, fail:	19.342
Length   63/9, alignment  3/15, found:	17.7942
Length   63/9, alignment  3/15, fail:	19.3115
Length   63/9, alignment  9/ 0, found:	17.9358
Length   63/9, alignment  9/ 0, fail:	19.6228
Length   63/9, alignment  9/ 3, found:	18.0359
Length   63/9, alignment  9/ 3, fail:	19.6118
Length   63/9, alignment  9/ 9, found:	18.2239
Length   63/9, alignment  9/ 9, fail:	19.5386
Length   63/9, alignment  9/15, found:	17.9395
Length   63/9, alignment  9/15, fail:	19.5789
Length   63/9, alignment 15/ 0, found:	17.8503
Length   63/9, alignment 15/ 0, fail:	19.624
Length   63/9, alignment 15/ 3, found:	17.9077
Length   63/9, alignment 15/ 3, fail:	19.5947
Length   63/9, alignment 15/ 9, found:	19.9561
Length   63/9, alignment 15/ 9, fail:	19.585
Length   63/9, alignment 15/15, found:	17.9431
Length   63/9, alignment 15/15, fail:	19.5667
Length   40/10, alignment  0/ 0, found:	18.291
Length   40/10, alignment  0/ 0, fail:	18.8
Length   40/10, alignment  0/ 3, found:	23.7695
Length   40/10, alignment  0/ 3, fail:	18.8525
Length   40/10, alignment  0/ 9, found:	18.1409
Length   40/10, alignment  0/ 9, fail:	18.479
Length   40/10, alignment  0/15, found:	18.1616
Length   40/10, alignment  0/15, fail:	18.4644
Length   40/10, alignment  3/ 0, found:	18.2361
Length   40/10, alignment  3/ 0, fail:	18.7305
Length   40/10, alignment  3/ 3, found:	24.7998
Length   40/10, alignment  3/ 3, fail:	18.8184
Length   40/10, alignment  3/ 9, found:	18.1348
Length   40/10, alignment  3/ 9, fail:	18.9478
Length   40/10, alignment  3/15, found:	18.1409
Length   40/10, alignment  3/15, fail:	18.4631
Length   40/10, alignment  9/ 0, found:	18.291
Length   40/10, alignment  9/ 0, fail:	19.5178
Length   40/10, alignment  9/ 3, found:	18.2703
Length   40/10, alignment  9/ 3, fail:	19.5166
Length   40/10, alignment  9/ 9, found:	18.1604
Length   40/10, alignment  9/ 9, fail:	19.4983
Length   40/10, alignment  9/15, found:	18.1628
Length   40/10, alignment  9/15, fail:	19.502
Length   40/10, alignment 15/ 0, found:	18.7378
Length   40/10, alignment 15/ 0, fail:	19.5288
Length   40/10, alignment 15/ 3, found:	18.7244
Length   40/10, alignment 15/ 3, fail:	19.5129
Length   40/10, alignment 15/ 9, found:	18.4778
Length   40/10, alignment 15/ 9, fail:	19.4971
Length   40/10, alignment 15/15, found:	18.4753
Length   40/10, alignment 15/15, fail:	19.5007
Length   50/10, alignment  0/ 0, found:	18.2935
Length   50/10, alignment  0/ 0, fail:	19.5215
Length   50/10, alignment  0/ 3, found:	18.2788
Length   50/10, alignment  0/ 3, fail:	19.5093
Length   50/10, alignment  0/ 9, found:	18.1592
Length   50/10, alignment  0/ 9, fail:	19.4971
Length   50/10, alignment  0/15, found:	18.1555
Length   50/10, alignment  0/15, fail:	19.8169
Length   50/10, alignment  3/ 0, found:	18.2837
Length   50/10, alignment  3/ 0, fail:	19.5264
Length   50/10, alignment  3/ 3, found:	18.2776
Length   50/10, alignment  3/ 3, fail:	19.5129
Length   50/10, alignment  3/ 9, found:	18.1567
Length   50/10, alignment  3/ 9, fail:	19.5044
Length   50/10, alignment  3/15, found:	18.1482
Length   50/10, alignment  3/15, fail:	19.5032
Length   50/10, alignment  9/ 0, found:	18.6499
Length   50/10, alignment  9/ 0, fail:	19.5142
Length   50/10, alignment  9/ 3, found:	18.6792
Length   50/10, alignment  9/ 3, fail:	19.5142
Length   50/10, alignment  9/ 9, found:	18.4045
Length   50/10, alignment  9/ 9, fail:	19.4958
Length   50/10, alignment  9/15, found:	18.4766
Length   50/10, alignment  9/15, fail:	19.4922
Length   50/10, alignment 15/ 0, found:	18.5889
Length   50/10, alignment 15/ 0, fail:	20.3992
Length   50/10, alignment 15/ 3, found:	18.6365
Length   50/10, alignment 15/ 3, fail:	20.3479
Length   50/10, alignment 15/ 9, found:	18.4912
Length   50/10, alignment 15/ 9, fail:	20.2954
Length   50/10, alignment 15/15, found:	22.7515
Length   50/10, alignment 15/15, fail:	20.2588
Length   60/10, alignment  0/ 0, found:	18.4985
Length   60/10, alignment  0/ 0, fail:	19.5166
Length   60/10, alignment  0/ 3, found:	18.2874
Length   60/10, alignment  0/ 3, fail:	19.5166
Length   60/10, alignment  0/ 9, found:	18.1628
Length   60/10, alignment  0/ 9, fail:	19.502
Length   60/10, alignment  0/15, found:	18.1677
Length   60/10, alignment  0/15, fail:	19.5007
Length   60/10, alignment  3/ 0, found:	18.5217
Length   60/10, alignment  3/ 0, fail:	19.5264
Length   60/10, alignment  3/ 3, found:	18.7366
Length   60/10, alignment  3/ 3, fail:	19.5154
Length   60/10, alignment  3/ 9, found:	18.3972
Length   60/10, alignment  3/ 9, fail:	19.4946
Length   60/10, alignment  3/15, found:	18.4937
Length   60/10, alignment  3/15, fail:	19.4971
Length   60/10, alignment  9/ 0, found:	18.7097
Length   60/10, alignment  9/ 0, fail:	20.437
Length   60/10, alignment  9/ 3, found:	18.6243
Length   60/10, alignment  9/ 3, fail:	20.4443
Length   60/10, alignment  9/ 9, found:	18.4436
Length   60/10, alignment  9/ 9, fail:	20.271
Length   60/10, alignment  9/15, found:	18.468
Length   60/10, alignment  9/15, fail:	20.2795
Length   60/10, alignment 15/ 0, found:	18.6353
Length   60/10, alignment 15/ 0, fail:	20.4077
Length   60/10, alignment 15/ 3, found:	18.7158
Length   60/10, alignment 15/ 3, fail:	20.2087
Length   60/10, alignment 15/ 9, found:	18.4839
Length   60/10, alignment 15/ 9, fail:	20.0964
Length   60/10, alignment 15/15, found:	18.4485
Length   60/10, alignment 15/15, fail:	20.1196
Length   70/10, alignment  0/ 0, found:	18.6865
Length   70/10, alignment  0/ 0, fail:	20.4443
Length   70/10, alignment  0/ 3, found:	18.7256
Length   70/10, alignment  0/ 3, fail:	20.4163
Length   70/10, alignment  0/ 9, found:	18.4375
Length   70/10, alignment  0/ 9, fail:	20.271
Length   70/10, alignment  0/15, found:	18.4668
Length   70/10, alignment  0/15, fail:	20.3003
Length   70/10, alignment  3/ 0, found:	18.5706
Length   70/10, alignment  3/ 0, fail:	20.2637
Length   70/10, alignment  3/ 3, found:	18.6011
Length   70/10, alignment  3/ 3, fail:	20.2209
Length   70/10, alignment  3/ 9, found:	18.4509
Length   70/10, alignment  3/ 9, fail:	20.1599
Length   70/10, alignment  3/15, found:	18.4412
Length   70/10, alignment  3/15, fail:	20.0964
Length   70/10, alignment  9/ 0, found:	18.6633
Length   70/10, alignment  9/ 0, fail:	20.2478
Length   70/10, alignment  9/ 3, found:	18.8513
Length   70/10, alignment  9/ 3, fail:	20.2954
Length   70/10, alignment  9/ 9, found:	18.418
Length   70/10, alignment  9/ 9, fail:	20.0732
Length   70/10, alignment  9/15, found:	18.4778
Length   70/10, alignment  9/15, fail:	20.1355
Length   70/10, alignment 15/ 0, found:	20.0037
Length   70/10, alignment 15/ 0, fail:	21.2976
Length   70/10, alignment 15/ 3, found:	19.989
Length   70/10, alignment 15/ 3, fail:	21.2561
Length   70/10, alignment 15/ 9, found:	19.8975
Length   70/10, alignment 15/ 9, fail:	21.366
Length   70/10, alignment 15/15, found:	19.8853
Length   70/10, alignment 15/15, fail:	21.3647
Length   44/11, alignment  0/ 0, found:	19.4092
Length   44/11, alignment  0/ 0, fail:	20.1599
Length   44/11, alignment  0/ 3, found:	19.4299
Length   44/11, alignment  0/ 3, fail:	20.1794
Length   44/11, alignment  0/ 9, found:	19.4189
Length   44/11, alignment  0/ 9, fail:	19.7766
Length   44/11, alignment  0/15, found:	19.4141
Length   44/11, alignment  0/15, fail:	19.7766
Length   44/11, alignment  3/ 0, found:	19.4214
Length   44/11, alignment  3/ 0, fail:	20.1782
Length   44/11, alignment  3/ 3, found:	19.5996
Length   44/11, alignment  3/ 3, fail:	20.177
Length   44/11, alignment  3/ 9, found:	19.3958
Length   44/11, alignment  3/ 9, fail:	19.7791
Length   44/11, alignment  3/15, found:	19.4165
Length   44/11, alignment  3/15, fail:	19.7681
Length   44/11, alignment  9/ 0, found:	19.4006
Length   44/11, alignment  9/ 0, fail:	20.6763
Length   44/11, alignment  9/ 3, found:	19.3982
Length   44/11, alignment  9/ 3, fail:	20.6604
Length   44/11, alignment  9/ 9, found:	19.4019
Length   44/11, alignment  9/ 9, fail:	20.7642
Length   44/11, alignment  9/15, found:	19.4263
Length   44/11, alignment  9/15, fail:	20.7629
Length   44/11, alignment 15/ 0, found:	19.8401
Length   44/11, alignment 15/ 0, fail:	20.6824
Length   44/11, alignment 15/ 3, found:	19.8303
Length   44/11, alignment 15/ 3, fail:	20.6775
Length   44/11, alignment 15/ 9, found:	19.6106
Length   44/11, alignment 15/ 9, fail:	20.7471
Length   44/11, alignment 15/15, found:	19.6387
Length   44/11, alignment 15/15, fail:	20.7324
Length   55/11, alignment  0/ 0, found:	19.408
Length   55/11, alignment  0/ 0, fail:	20.6763
Length   55/11, alignment  0/ 3, found:	19.425
Length   55/11, alignment  0/ 3, fail:	20.8887
Length   55/11, alignment  0/ 9, found:	19.4263
Length   55/11, alignment  0/ 9, fail:	20.7812
Length   55/11, alignment  0/15, found:	19.4055
Length   55/11, alignment  0/15, fail:	20.7764
Length   55/11, alignment  3/ 0, found:	19.4116
Length   55/11, alignment  3/ 0, fail:	20.6812
Length   55/11, alignment  3/ 3, found:	19.4141
Length   55/11, alignment  3/ 3, fail:	20.686
Length   55/11, alignment  3/ 9, found:	19.4031
Length   55/11, alignment  3/ 9, fail:	20.7642
Length   55/11, alignment  3/15, found:	19.4055
Length   55/11, alignment  3/15, fail:	20.7678
Length   55/11, alignment  9/ 0, found:	19.8242
Length   55/11, alignment  9/ 0, fail:	21.8164
Length   55/11, alignment  9/ 3, found:	19.8328
Length   55/11, alignment  9/ 3, fail:	21.7749
Length   55/11, alignment  9/ 9, found:	19.6277
Length   55/11, alignment  9/ 9, fail:	21.8359
Length   55/11, alignment  9/15, found:	19.6472
Length   55/11, alignment  9/15, fail:	21.7871
Length   55/11, alignment 15/ 0, found:	19.8169
Length   55/11, alignment 15/ 0, fail:	21.792
Length   55/11, alignment 15/ 3, found:	20.0122
Length   55/11, alignment 15/ 3, fail:	21.8591
Length   55/11, alignment 15/ 9, found:	19.6582
Length   55/11, alignment 15/ 9, fail:	21.9128
Length   55/11, alignment 15/15, found:	19.6399
Length   55/11, alignment 15/15, fail:	21.8811
Length   66/11, alignment  0/ 0, found:	19.8132
Length   66/11, alignment  0/ 0, fail:	20.8923
Length   66/11, alignment  0/ 3, found:	19.8022
Length   66/11, alignment  0/ 3, fail:	20.918
Length   66/11, alignment  0/ 9, found:	19.6423
Length   66/11, alignment  0/ 9, fail:	20.9216
Length   66/11, alignment  0/15, found:	19.6497
Length   66/11, alignment  0/15, fail:	20.9302
Length   66/11, alignment  3/ 0, found:	19.8254
Length   66/11, alignment  3/ 0, fail:	20.8875
Length   66/11, alignment  3/ 3, found:	19.8132
Length   66/11, alignment  3/ 3, fail:	20.9009
Length   66/11, alignment  3/ 9, found:	19.6191
Length   66/11, alignment  3/ 9, fail:	20.9021
Length   66/11, alignment  3/15, found:	19.6533
Length   66/11, alignment  3/15, fail:	20.9326
Length   66/11, alignment  9/ 0, found:	19.8181
Length   66/11, alignment  9/ 0, fail:	20.8948
Length   66/11, alignment  9/ 3, found:	20.0562
Length   66/11, alignment  9/ 3, fail:	20.8875
Length   66/11, alignment  9/ 9, found:	19.6326
Length   66/11, alignment  9/ 9, fail:	20.9094
Length   66/11, alignment  9/15, found:	19.6301
Length   66/11, alignment  9/15, fail:	20.9119
Length   66/11, alignment 15/ 0, found:	20.4272
Length   66/11, alignment 15/ 0, fail:	21.969
Length   66/11, alignment 15/ 3, found:	20.415
Length   66/11, alignment 15/ 3, fail:	21.9385
Length   66/11, alignment 15/ 9, found:	20.415
Length   66/11, alignment 15/ 9, fail:	21.8274
Length   66/11, alignment 15/15, found:	20.3931
Length   66/11, alignment 15/15, fail:	21.8274
Length   77/11, alignment  0/ 0, found:	19.8303
Length   77/11, alignment  0/ 0, fail:	20.8777
Length   77/11, alignment  0/ 3, found:	19.8206
Length   77/11, alignment  0/ 3, fail:	20.8777
Length   77/11, alignment  0/ 9, found:	19.646
Length   77/11, alignment  0/ 9, fail:	20.9106
Length   77/11, alignment  0/15, found:	19.6338
Length   77/11, alignment  0/15, fail:	20.8899
Length   77/11, alignment  3/ 0, found:	19.8206
Length   77/11, alignment  3/ 0, fail:	22.3328
Length   77/11, alignment  3/ 3, found:	19.7998
Length   77/11, alignment  3/ 3, fail:	21.9397
Length   77/11, alignment  3/ 9, found:	19.6289
Length   77/11, alignment  3/ 9, fail:	21.8213
Length   77/11, alignment  3/15, found:	19.6411
Length   77/11, alignment  3/15, fail:	21.8286
Length   77/11, alignment  9/ 0, found:	19.8328
Length   77/11, alignment  9/ 0, fail:	21.9373
Length   77/11, alignment  9/ 3, found:	19.7864
Length   77/11, alignment  9/ 3, fail:	21.9421
Length   77/11, alignment  9/ 9, found:	19.6558
Length   77/11, alignment  9/ 9, fail:	21.8323
Length   77/11, alignment  9/15, found:	19.6423
Length   77/11, alignment  9/15, fail:	21.8188
Length   77/11, alignment 15/ 0, found:	20.4102
Length   77/11, alignment 15/ 0, fail:	21.9409
Length   77/11, alignment 15/ 3, found:	20.4102
Length   77/11, alignment 15/ 3, fail:	21.9336
Length   77/11, alignment 15/ 9, found:	20.3772
Length   77/11, alignment 15/ 9, fail:	21.8286
Length   77/11, alignment 15/15, found:	20.4126
Length   77/11, alignment 15/15, fail:	21.8225
Length   48/12, alignment  0/ 0, found:	21.001
Length   48/12, alignment  0/ 0, fail:	21.51
Length   48/12, alignment  0/ 3, found:	20.5151
Length   48/12, alignment  0/ 3, fail:	21.4978
Length   48/12, alignment  0/ 9, found:	20.4224
Length   48/12, alignment  0/ 9, fail:	21.3806
Length   48/12, alignment  0/15, found:	20.6152
Length   48/12, alignment  0/15, fail:	21.4368
Length   48/12, alignment  3/ 0, found:	20.3601
Length   48/12, alignment  3/ 0, fail:	21.5027
Length   48/12, alignment  3/ 3, found:	20.7788
Length   48/12, alignment  3/ 3, fail:	21.5491
Length   48/12, alignment  3/ 9, found:	20.3748
Length   48/12, alignment  3/ 9, fail:	21.4697
Length   48/12, alignment  3/15, found:	20.5261
Length   48/12, alignment  3/15, fail:	21.4417
Length   48/12, alignment  9/ 0, found:	21.615
Length   48/12, alignment  9/ 0, fail:	21.5051
Length   48/12, alignment  9/ 3, found:	21.5955
Length   48/12, alignment  9/ 3, fail:	21.4941
Length   48/12, alignment  9/ 9, found:	21.0681
Length   48/12, alignment  9/ 9, fail:	21.438
Length   48/12, alignment  9/15, found:	21.1035
Length   48/12, alignment  9/15, fail:	21.5808
Length   48/12, alignment 15/ 0, found:	21.5833
Length   48/12, alignment 15/ 0, fail:	21.4856
Length   48/12, alignment 15/ 3, found:	21.5234
Length   48/12, alignment 15/ 3, fail:	21.5308
Length   48/12, alignment 15/ 9, found:	20.9949
Length   48/12, alignment 15/ 9, fail:	21.438
Length   48/12, alignment 15/15, found:	21.0864
Length   48/12, alignment 15/15, fail:	21.4429
Length   60/12, alignment  0/ 0, found:	20.6824
Length   60/12, alignment  0/ 0, fail:	21.5271
Length   60/12, alignment  0/ 3, found:	20.6323
Length   60/12, alignment  0/ 3, fail:	21.4819
Length   60/12, alignment  0/ 9, found:	20.6287
Length   60/12, alignment  0/ 9, fail:	21.366
Length   60/12, alignment  0/15, found:	20.7227
Length   60/12, alignment  0/15, fail:	21.4319
Length   60/12, alignment  3/ 0, found:	21.521
Length   60/12, alignment  3/ 0, fail:	21.51
Length   60/12, alignment  3/ 3, found:	21.5784
Length   60/12, alignment  3/ 3, fail:	21.5466
Length   60/12, alignment  3/ 9, found:	21.0339
Length   60/12, alignment  3/ 9, fail:	21.3928
Length   60/12, alignment  3/15, found:	21.2219
Length   60/12, alignment  3/15, fail:	21.4453
Length   60/12, alignment  9/ 0, found:	21.6089
Length   60/12, alignment  9/ 0, fail:	21.7969
Length   60/12, alignment  9/ 3, found:	21.5771
Length   60/12, alignment  9/ 3, fail:	21.7444
Length   60/12, alignment  9/ 9, found:	21.0425
Length   60/12, alignment  9/ 9, fail:	21.7859
Length   60/12, alignment  9/15, found:	21.1011
Length   60/12, alignment  9/15, fail:	21.8164
Length   60/12, alignment 15/ 0, found:	21.5918
Length   60/12, alignment 15/ 0, fail:	21.8054
Length   60/12, alignment 15/ 3, found:	21.5442
Length   60/12, alignment 15/ 3, fail:	21.7676
Length   60/12, alignment 15/ 9, found:	21.0242
Length   60/12, alignment 15/ 9, fail:	21.7847
Length   60/12, alignment 15/15, found:	21.0339
Length   60/12, alignment 15/15, fail:	21.7749
Length   72/12, alignment  0/ 0, found:	21.5942
Length   72/12, alignment  0/ 0, fail:	21.7798
Length   72/12, alignment  0/ 3, found:	21.5247
Length   72/12, alignment  0/ 3, fail:	21.7969
Length   72/12, alignment  0/ 9, found:	21.2415
Length   72/12, alignment  0/ 9, fail:	21.759
Length   72/12, alignment  0/15, found:	21.0217
Length   72/12, alignment  0/15, fail:	21.7627
Length   72/12, alignment  3/ 0, found:	21.5479
Length   72/12, alignment  3/ 0, fail:	21.7603
Length   72/12, alignment  3/ 3, found:	21.5991
Length   72/12, alignment  3/ 3, fail:	21.8042
Length   72/12, alignment  3/ 9, found:	21.0645
Length   72/12, alignment  3/ 9, fail:	21.781
Length   72/12, alignment  3/15, found:	21.0266
Length   72/12, alignment  3/15, fail:	21.7432
Length   72/12, alignment  9/ 0, found:	21.5991
Length   72/12, alignment  9/ 0, fail:	22.4878
Length   72/12, alignment  9/ 3, found:	21.499
Length   72/12, alignment  9/ 3, fail:	22.4658
Length   72/12, alignment  9/ 9, found:	21.1108
Length   72/12, alignment  9/ 9, fail:	22.439
Length   72/12, alignment  9/15, found:	21.0999
Length   72/12, alignment  9/15, fail:	22.4512
Length   72/12, alignment 15/ 0, found:	21.6968
Length   72/12, alignment 15/ 0, fail:	22.4719
Length   72/12, alignment 15/ 3, found:	21.7175
Length   72/12, alignment 15/ 3, fail:	22.6294
Length   72/12, alignment 15/ 9, found:	21.3538
Length   72/12, alignment 15/ 9, fail:	22.4597
Length   72/12, alignment 15/15, found:	21.3269
Length   72/12, alignment 15/15, fail:	22.4536
Length   84/12, alignment  0/ 0, found:	21.5479
Length   84/12, alignment  0/ 0, fail:	22.4683
Length   84/12, alignment  0/ 3, found:	21.5735
Length   84/12, alignment  0/ 3, fail:	22.4902
Length   84/12, alignment  0/ 9, found:	21.1023
Length   84/12, alignment  0/ 9, fail:	22.4536
Length   84/12, alignment  0/15, found:	21.1743
Length   84/12, alignment  0/15, fail:	22.4573
Length   84/12, alignment  3/ 0, found:	21.6174
Length   84/12, alignment  3/ 0, fail:	22.4646
Length   84/12, alignment  3/ 3, found:	21.532
Length   84/12, alignment  3/ 3, fail:	22.4719
Length   84/12, alignment  3/ 9, found:	21.1475
Length   84/12, alignment  3/ 9, fail:	22.4536
Length   84/12, alignment  3/15, found:	21.0999
Length   84/12, alignment  3/15, fail:	22.4548
Length   84/12, alignment  9/ 0, found:	21.7505
Length   84/12, alignment  9/ 0, fail:	22.7185
Length   84/12, alignment  9/ 3, found:	21.6663
Length   84/12, alignment  9/ 3, fail:	22.478
Length   84/12, alignment  9/ 9, found:	21.2622
Length   84/12, alignment  9/ 9, fail:	22.45
Length   84/12, alignment  9/15, found:	21.25
Length   84/12, alignment  9/15, fail:	22.4426
Length   84/12, alignment 15/ 0, found:	21.6492
Length   84/12, alignment 15/ 0, fail:	22.865
Length   84/12, alignment 15/ 3, found:	21.6907
Length   84/12, alignment 15/ 3, fail:	22.8833
Length   84/12, alignment 15/ 9, found:	21.3171
Length   84/12, alignment 15/ 9, fail:	22.8723
Length   84/12, alignment 15/15, found:	21.2573
Length   84/12, alignment 15/15, fail:	22.8662
Length   52/13, alignment  0/ 0, found:	21.4294
Length   52/13, alignment  0/ 0, fail:	21.405
Length   52/13, alignment  0/ 3, found:	21.4124
Length   52/13, alignment  0/ 3, fail:	21.3672
Length   52/13, alignment  0/ 9, found:	21.615
Length   52/13, alignment  0/ 9, fail:	21.3257
Length   52/13, alignment  0/15, found:	21.5564
Length   52/13, alignment  0/15, fail:	21.4807
Length   52/13, alignment  3/ 0, found:	21.4087
Length   52/13, alignment  3/ 0, fail:	21.4685
Length   52/13, alignment  3/ 3, found:	21.4526
Length   52/13, alignment  3/ 3, fail:	21.5405
Length   52/13, alignment  3/ 9, found:	21.5637
Length   52/13, alignment  3/ 9, fail:	21.4075
Length   52/13, alignment  3/15, found:	21.5796
Length   52/13, alignment  3/15, fail:	21.3452
Length   52/13, alignment  9/ 0, found:	21.7981
Length   52/13, alignment  9/ 0, fail:	21.3904
Length   52/13, alignment  9/ 3, found:	21.7749
Length   52/13, alignment  9/ 3, fail:	21.4001
Length   52/13, alignment  9/ 9, found:	21.7175
Length   52/13, alignment  9/ 9, fail:	21.3477
Length   52/13, alignment  9/15, found:	21.7896
Length   52/13, alignment  9/15, fail:	21.449
Length   52/13, alignment 15/ 0, found:	21.8921
Length   52/13, alignment 15/ 0, fail:	22.7209
Length   52/13, alignment 15/ 3, found:	21.7188
Length   52/13, alignment 15/ 3, fail:	22.7808
Length   52/13, alignment 15/ 9, found:	21.7407
Length   52/13, alignment 15/ 9, fail:	22.9858
Length   52/13, alignment 15/15, found:	21.8628
Length   52/13, alignment 15/15, fail:	22.7539
Length   65/13, alignment  0/ 0, found:	21.6858
Length   65/13, alignment  0/ 0, fail:	21.9067
Length   65/13, alignment  0/ 3, found:	22.0642
Length   65/13, alignment  0/ 3, fail:	21.908
Length   65/13, alignment  0/ 9, found:	21.886
Length   65/13, alignment  0/ 9, fail:	21.9189
Length   65/13, alignment  0/15, found:	21.9263
Length   65/13, alignment  0/15, fail:	21.9836
Length   65/13, alignment  3/ 0, found:	21.9397
Length   65/13, alignment  3/ 0, fail:	21.9836
Length   65/13, alignment  3/ 3, found:	21.9849
Length   65/13, alignment  3/ 3, fail:	21.8945
Length   65/13, alignment  3/ 9, found:	21.8616
Length   65/13, alignment  3/ 9, fail:	21.9751
Length   65/13, alignment  3/15, found:	21.7188
Length   65/13, alignment  3/15, fail:	21.8933
Length   65/13, alignment  9/ 0, found:	21.6626
Length   65/13, alignment  9/ 0, fail:	21.8884
Length   65/13, alignment  9/ 3, found:	21.8213
Length   65/13, alignment  9/ 3, fail:	22.0496
Length   65/13, alignment  9/ 9, found:	21.6565
Length   65/13, alignment  9/ 9, fail:	21.8372
Length   65/13, alignment  9/15, found:	21.7493
Length   65/13, alignment  9/15, fail:	21.7871
Length   65/13, alignment 15/ 0, found:	22.0154
Length   65/13, alignment 15/ 0, fail:	22.5989
Length   65/13, alignment 15/ 3, found:	21.6333
Length   65/13, alignment 15/ 3, fail:	22.5891
Length   65/13, alignment 15/ 9, found:	21.8286
Length   65/13, alignment 15/ 9, fail:	22.5476
Length   65/13, alignment 15/15, found:	21.9458
Length   65/13, alignment 15/15, fail:	22.5464
Length   78/13, alignment  0/ 0, found:	21.7395
Length   78/13, alignment  0/ 0, fail:	21.8689
Length   78/13, alignment  0/ 3, found:	21.9751
Length   78/13, alignment  0/ 3, fail:	21.8286
Length   78/13, alignment  0/ 9, found:	21.9275
Length   78/13, alignment  0/ 9, fail:	21.8591
Length   78/13, alignment  0/15, found:	21.8445
Length   78/13, alignment  0/15, fail:	21.8591
Length   78/13, alignment  3/ 0, found:	21.7615
Length   78/13, alignment  3/ 0, fail:	22.7209
Length   78/13, alignment  3/ 3, found:	21.8115
Length   78/13, alignment  3/ 3, fail:	22.6147
Length   78/13, alignment  3/ 9, found:	21.9873
Length   78/13, alignment  3/ 9, fail:	22.5635
Length   78/13, alignment  3/15, found:	21.9543
Length   78/13, alignment  3/15, fail:	22.5684
Length   78/13, alignment  9/ 0, found:	22.5952
Length   78/13, alignment  9/ 0, fail:	22.6221
Length   78/13, alignment  9/ 3, found:	22.5427
Length   78/13, alignment  9/ 3, fail:	22.5989
Length   78/13, alignment  9/ 9, found:	22.4817
Length   78/13, alignment  9/ 9, fail:	22.572
Length   78/13, alignment  9/15, found:	22.4817
Length   78/13, alignment  9/15, fail:	22.5989
Length   78/13, alignment 15/ 0, found:	22.5964
Length   78/13, alignment 15/ 0, fail:	22.6953
Length   78/13, alignment 15/ 3, found:	22.5281
Length   78/13, alignment 15/ 3, fail:	22.6184
Length   78/13, alignment 15/ 9, found:	22.4792
Length   78/13, alignment 15/ 9, fail:	22.6917
Length   78/13, alignment 15/15, found:	22.4646
Length   78/13, alignment 15/15, fail:	22.7063
Length   91/13, alignment  0/ 0, found:	21.8652
Length   91/13, alignment  0/ 0, fail:	22.572
Length   91/13, alignment  0/ 3, found:	21.7371
Length   91/13, alignment  0/ 3, fail:	22.5793
Length   91/13, alignment  0/ 9, found:	21.7786
Length   91/13, alignment  0/ 9, fail:	22.5781
Length   91/13, alignment  0/15, found:	21.9873
Length   91/13, alignment  0/15, fail:	22.6819
Length   91/13, alignment  3/ 0, found:	22.6965
Length   91/13, alignment  3/ 0, fail:	22.6721
Length   91/13, alignment  3/ 3, found:	22.5452
Length   91/13, alignment  3/ 3, fail:	22.5793
Length   91/13, alignment  3/ 9, found:	22.4731
Length   91/13, alignment  3/ 9, fail:	22.5366
Length   91/13, alignment  3/15, found:	22.4768
Length   91/13, alignment  3/15, fail:	22.5525
Length   91/13, alignment  9/ 0, found:	22.6538
Length   91/13, alignment  9/ 0, fail:	23.0786
Length   91/13, alignment  9/ 3, found:	22.5537
Length   91/13, alignment  9/ 3, fail:	22.998
Length   91/13, alignment  9/ 9, found:	22.7258
Length   91/13, alignment  9/ 9, fail:	22.9944
Length   91/13, alignment  9/15, found:	22.478
Length   91/13, alignment  9/15, fail:	23.0127
Length   91/13, alignment 15/ 0, found:	22.6624
Length   91/13, alignment 15/ 0, fail:	23.0249
Length   91/13, alignment 15/ 3, found:	22.5513
Length   91/13, alignment 15/ 3, fail:	23.0396
Length   91/13, alignment 15/ 9, found:	22.4756
Length   91/13, alignment 15/ 9, fail:	23.0176
Length   91/13, alignment 15/15, found:	22.4768
Length   91/13, alignment 15/15, fail:	23.0383
Length   56/14, alignment  0/ 0, found:	21.9226
Length   56/14, alignment  0/ 0, fail:	22.0044
Length   56/14, alignment  0/ 3, found:	21.9141
