                       	strsep
Length   10/2, alignment  9/ 3, fail:	14.5496
Length   10/2, alignment  9/ 9, found:	16.2134
Length   10/2, alignment  9/ 9, fail:	14.552
Length   10/2, alignment  9/15, found:	16.2109
Length   10/2, alignment  9/15, fail:	14.5532
Length   10/2, alignment 15/ 0, found:	16.6919
Length   10/2, alignment 15/ 0, fail:	14.5471
Length   10/2, alignment 15/ 3, found:	16.7224
Length   10/2, alignment 15/ 3, fail:	14.5496
Length   10/2, alignment 15/ 9, found:	16.72
Length   10/2, alignment 15/ 9, fail:	14.5483
Length   10/2, alignment 15/15, found:	16.7273
Length   10/2, alignment 15/15, fail:	14.5483
Length   12/2, alignment  0/ 0, found:	16.5942
Length   12/2, alignment  0/ 0, fail:	14.0662
Length   12/2, alignment  0/ 3, found:	16.2158
Length   12/2, alignment  0/ 3, fail:	14.0564
Length   12/2, alignment  0/ 9, found:	16.2122
Length   12/2, alignment  0/ 9, fail:	14.0662
Length   12/2, alignment  0/15, found:	16.2146
Length   12/2, alignment  0/15, fail:	14.0588
Length   12/2, alignment  3/ 0, found:	16.2134
Length   12/2, alignment  3/ 0, fail:	14.0601
Length   12/2, alignment  3/ 3, found:	16.2134
Length   12/2, alignment  3/ 3, fail:	14.0442
Length   12/2, alignment  3/ 9, found:	16.2134
Length   12/2, alignment  3/ 9, fail:	14.0527
Length   12/2, alignment  3/15, found:	16.2122
Length   12/2, alignment  3/15, fail:	14.0466
Length   12/2, alignment  9/ 0, found:	16.2134
Length   12/2, alignment  9/ 0, fail:	14.552
Length   12/2, alignment  9/ 3, found:	16.2134
Length   12/2, alignment  9/ 3, fail:	14.5496
Length   12/2, alignment  9/ 9, found:	16.2134
Length   12/2, alignment  9/ 9, fail:	14.552
Length   12/2, alignment  9/15, found:	16.2146
Length   12/2, alignment  9/15, fail:	14.5508
Length   12/2, alignment 15/ 0, found:	16.7139
Length   12/2, alignment 15/ 0, fail:	14.5496
Length   12/2, alignment 15/ 3, found:	16.7017
Length   12/2, alignment 15/ 3, fail:	14.5483
Length   12/2, alignment 15/ 9, found:	16.709
Length   12/2, alignment 15/ 9, fail:	14.5496
Length   12/2, alignment 15/15, found:	16.7188
Length   12/2, alignment 15/15, fail:	14.5471
Length   14/2, alignment  0/ 0, found:	16.5576
Length   14/2, alignment  0/ 0, fail:	14.0662
Length   14/2, alignment  0/ 3, found:	16.2122
Length   14/2, alignment  0/ 3, fail:	14.0503
Length   14/2, alignment  0/ 9, found:	16.2158
Length   14/2, alignment  0/ 9, fail:	14.0576
Length   14/2, alignment  0/15, found:	16.2134
Length   14/2, alignment  0/15, fail:	14.0564
Length   14/2, alignment  3/ 0, found:	16.2109
Length   14/2, alignment  3/ 0, fail:	14.5496
Length   14/2, alignment  3/ 3, found:	16.2134
Length   14/2, alignment  3/ 3, fail:	14.5459
Length   14/2, alignment  3/ 9, found:	16.2109
Length   14/2, alignment  3/ 9, fail:	14.5471
Length   14/2, alignment  3/15, found:	16.2146
Length   14/2, alignment  3/15, fail:	14.5496
Length   14/2, alignment  9/ 0, found:	16.7273
Length   14/2, alignment  9/ 0, fail:	14.5483
Length   14/2, alignment  9/ 3, found:	16.7017
Length   14/2, alignment  9/ 3, fail:	14.5483
Length   14/2, alignment  9/ 9, found:	16.7029
Length   14/2, alignment  9/ 9, fail:	14.5532
Length   14/2, alignment  9/15, found:	16.7224
Length   14/2, alignment  9/15, fail:	14.5483
Length   14/2, alignment 15/ 0, found:	16.7188
Length   14/2, alignment 15/ 0, fail:	14.5471
Length   14/2, alignment 15/ 3, found:	16.6943
Length   14/2, alignment 15/ 3, fail:	14.5471
Length   14/2, alignment 15/ 9, found:	16.7261
Length   14/2, alignment 15/ 9, fail:	14.5496
Length   14/2, alignment 15/15, found:	16.6858
Length   14/2, alignment 15/15, fail:	15.1611
Length   12/3, alignment  0/ 0, found:	15.9155
Length   12/3, alignment  0/ 0, fail:	14.1443
Length   12/3, alignment  0/ 3, found:	15.8704
Length   12/3, alignment  0/ 3, fail:	14.1443
Length   12/3, alignment  0/ 9, found:	16.2158
Length   12/3, alignment  0/ 9, fail:	14.1431
Length   12/3, alignment  0/15, found:	15.8704
Length   12/3, alignment  0/15, fail:	14.1394
Length   12/3, alignment  3/ 0, found:	15.8704
Length   12/3, alignment  3/ 0, fail:	14.1431
Length   12/3, alignment  3/ 3, found:	15.8704
Length   12/3, alignment  3/ 3, fail:	14.1394
Length   12/3, alignment  3/ 9, found:	15.8728
Length   12/3, alignment  3/ 9, fail:	14.1455
Length   12/3, alignment  3/15, found:	16.0425
Length   12/3, alignment  3/15, fail:	14.1406
Length   12/3, alignment  9/ 0, found:	16.1499
Length   12/3, alignment  9/ 0, fail:	14.1895
Length   12/3, alignment  9/ 3, found:	15.8691
Length   12/3, alignment  9/ 3, fail:	13.8306
Length   12/3, alignment  9/ 9, found:	15.8679
Length   12/3, alignment  9/ 9, fail:	13.8318
Length   12/3, alignment  9/15, found:	15.9619
Length   12/3, alignment  9/15, fail:	14.2639
Length   12/3, alignment 15/ 0, found:	16.5735
Length   12/3, alignment 15/ 0, fail:	14.231
Length   12/3, alignment 15/ 3, found:	16.5625
Length   12/3, alignment 15/ 3, fail:	14.1223
Length   12/3, alignment 15/ 9, found:	16.5601
Length   12/3, alignment 15/ 9, fail:	13.9111
Length   12/3, alignment 15/15, found:	16.5759
Length   12/3, alignment 15/15, fail:	14.2151
Length   15/3, alignment  0/ 0, found:	16.1755
Length   15/3, alignment  0/ 0, fail:	14.1455
Length   15/3, alignment  0/ 3, found:	15.8691
Length   15/3, alignment  0/ 3, fail:	14.1418
Length   15/3, alignment  0/ 9, found:	16.2183
Length   15/3, alignment  0/ 9, fail:	14.1406
Length   15/3, alignment  0/15, found:	15.9009
Length   15/3, alignment  0/15, fail:	14.1431
Length   15/3, alignment  3/ 0, found:	15.8679
Length   15/3, alignment  3/ 0, fail:	13.8306
Length   15/3, alignment  3/ 3, found:	16.1292
Length   15/3, alignment  3/ 3, fail:	13.9355
Length   15/3, alignment  3/ 9, found:	15.8679
Length   15/3, alignment  3/ 9, fail:	13.833
Length   15/3, alignment  3/15, found:	16.217
Length   15/3, alignment  3/15, fail:	13.9111
Length   15/3, alignment  9/ 0, found:	16.5637
Length   15/3, alignment  9/ 0, fail:	13.8269
Length   15/3, alignment  9/ 3, found:	16.5625
Length   15/3, alignment  9/ 3, fail:	13.8281
Length   15/3, alignment  9/ 9, found:	16.5588
Length   15/3, alignment  9/ 9, fail:	13.8306
Length   15/3, alignment  9/15, found:	16.5613
Length   15/3, alignment  9/15, fail:	13.8269
Length   15/3, alignment 15/ 0, found:	16.5613
Length   15/3, alignment 15/ 0, fail:	13.9099
Length   15/3, alignment 15/ 3, found:	16.5576
Length   15/3, alignment 15/ 3, fail:	13.8293
Length   15/3, alignment 15/ 9, found:	16.5588
Length   15/3, alignment 15/ 9, fail:	13.9111
Length   15/3, alignment 15/15, found:	16.5625
Length   15/3, alignment 15/15, fail:	14.2566
Length   18/3, alignment  0/ 0, found:	15.9766
Length   18/3, alignment  0/ 0, fail:	13.8391
Length   18/3, alignment  0/ 3, found:	15.8716
Length   18/3, alignment  0/ 3, fail:	14.0918
Length   18/3, alignment  0/ 9, found:	15.8691
Length   18/3, alignment  0/ 9, fail:	13.833
Length   18/3, alignment  0/15, found:	15.918
Length   18/3, alignment  0/15, fail:	14.2651
Length   18/3, alignment  3/ 0, found:	16.2183
Length   18/3, alignment  3/ 0, fail:	13.9355
Length   18/3, alignment  3/ 3, found:	16.2146
Length   18/3, alignment  3/ 3, fail:	13.9111
Length   18/3, alignment  3/ 9, found:	16.2158
Length   18/3, alignment  3/ 9, fail:	13.9319
Length   18/3, alignment  3/15, found:	16.217
Length   18/3, alignment  3/15, fail:	13.9355
Length   18/3, alignment  9/ 0, found:	16.5637
Length   18/3, alignment  9/ 0, fail:	13.833
Length   18/3, alignment  9/ 3, found:	16.5601
Length   18/3, alignment  9/ 3, fail:	13.8354
Length   18/3, alignment  9/ 9, found:	16.5576
Length   18/3, alignment  9/ 9, fail:	13.8318
Length   18/3, alignment  9/15, found:	16.5747
Length   18/3, alignment  9/15, fail:	13.8257
Length   18/3, alignment 15/ 0, found:	16.5601
Length   18/3, alignment 15/ 0, fail:	14.6191
Length   18/3, alignment 15/ 3, found:	16.5613
Length   18/3, alignment 15/ 3, fail:	14.6033
Length   18/3, alignment 15/ 9, found:	16.5674
Length   18/3, alignment 15/ 9, fail:	14.6008
Length   18/3, alignment 15/15, found:	16.5637
Length   18/3, alignment 15/15, fail:	15.2368
Length   21/3, alignment  0/ 0, found:	15.8691
Length   21/3, alignment  0/ 0, fail:	13.833
Length   21/3, alignment  0/ 3, found:	15.8704
Length   21/3, alignment  0/ 3, fail:	13.9758
Length   21/3, alignment  0/ 9, found:	16.1462
Length   21/3, alignment  0/ 9, fail:	13.8318
Length   21/3, alignment  0/15, found:	16.2195
Length   21/3, alignment  0/15, fail:	13.9343
Length   21/3, alignment  3/ 0, found:	16.217
Length   21/3, alignment  3/ 0, fail:	14.1614
Length   21/3, alignment  3/ 3, found:	15.8679
Length   21/3, alignment  3/ 3, fail:	13.9307
Length   21/3, alignment  3/ 9, found:	15.8789
Length   21/3, alignment  3/ 9, fail:	14.3542
Length   21/3, alignment  3/15, found:	16.0791
Length   21/3, alignment  3/15, fail:	13.8318
Length   21/3, alignment  9/ 0, found:	16.6235
Length   21/3, alignment  9/ 0, fail:	13.9368
Length   21/3, alignment  9/ 3, found:	16.5613
Length   21/3, alignment  9/ 3, fail:	13.9282
Length   21/3, alignment  9/ 9, found:	16.5613
Length   21/3, alignment  9/ 9, fail:	13.833
Length   21/3, alignment  9/15, found:	16.5906
Length   21/3, alignment  9/15, fail:	13.8281
Length   21/3, alignment 15/ 0, found:	16.5576
Length   21/3, alignment 15/ 0, fail:	14.6069
Length   21/3, alignment 15/ 3, found:	16.5576
Length   21/3, alignment 15/ 3, fail:	14.6033
Length   21/3, alignment 15/ 9, found:	16.5735
Length   21/3, alignment 15/ 9, fail:	14.657
Length   21/3, alignment 15/15, found:	16.9214
Length   21/3, alignment 15/15, fail:	14.6033
Length   16/4, alignment  0/ 0, found:	16.4307
Length   16/4, alignment  0/ 0, fail:	14.2908
Length   16/4, alignment  0/ 3, found:	15.9338
Length   16/4, alignment  0/ 3, fail:	14.2798
Length   16/4, alignment  0/ 9, found:	15.8777
Length   16/4, alignment  0/ 9, fail:	14.281
Length   16/4, alignment  0/15, found:	15.8838
Length   16/4, alignment  0/15, fail:	14.281
Length   16/4, alignment  3/ 0, found:	16.3257
Length   16/4, alignment  3/ 0, fail:	14.74
Length   16/4, alignment  3/ 3, found:	15.9277
Length   16/4, alignment  3/ 3, fail:	14.2773
Length   16/4, alignment  3/ 9, found:	15.9192
Length   16/4, alignment  3/ 9, fail:	14.281
Length   16/4, alignment  3/15, found:	16.4099
Length   16/4, alignment  3/15, fail:	14.7595
Length   16/4, alignment  9/ 0, found:	16.6614
Length   16/4, alignment  9/ 0, fail:	14.3237
Length   16/4, alignment  9/ 3, found:	16.283
Length   16/4, alignment  9/ 3, fail:	14.2761
Length   16/4, alignment  9/ 9, found:	16.3062
Length   16/4, alignment  9/ 9, fail:	14.2834
Length   16/4, alignment  9/15, found:	16.3477
Length   16/4, alignment  9/15, fail:	14.2749
Length   16/4, alignment 15/ 0, found:	16.3037
Length   16/4, alignment 15/ 0, fail:	14.2822
Length   16/4, alignment 15/ 3, found:	16.3599
Length   16/4, alignment 15/ 3, fail:	14.2761
Length   16/4, alignment 15/ 9, found:	16.6077
Length   16/4, alignment 15/ 9, fail:	14.845
Length   16/4, alignment 15/15, found:	17.1118
Length   16/4, alignment 15/15, fail:	14.4336
Length   20/4, alignment  0/ 0, found:	16.3574
Length   20/4, alignment  0/ 0, fail:	14.2798
Length   20/4, alignment  0/ 3, found:	15.9351
Length   20/4, alignment  0/ 3, fail:	14.2834
Length   20/4, alignment  0/ 9, found:	15.9314
Length   20/4, alignment  0/ 9, fail:	14.2883
Length   20/4, alignment  0/15, found:	16.0376
Length   20/4, alignment  0/15, fail:	14.8547
Length   20/4, alignment  3/ 0, found:	16.0376
Length   20/4, alignment  3/ 0, fail:	14.2773
Length   20/4, alignment  3/ 3, found:	15.8777
Length   20/4, alignment  3/ 3, fail:	14.2737
Length   20/4, alignment  3/ 9, found:	15.9387
Length   20/4, alignment  3/ 9, fail:	14.2737
Length   20/4, alignment  3/15, found:	15.9253
Length   20/4, alignment  3/15, fail:	14.2798
Length   20/4, alignment  9/ 0, found:	16.3867
Length   20/4, alignment  9/ 0, fail:	14.2786
Length   20/4, alignment  9/ 3, found:	16.4221
Length   20/4, alignment  9/ 3, fail:	14.5081
Length   20/4, alignment  9/ 9, found:	16.3611
Length   20/4, alignment  9/ 9, fail:	14.2798
Length   20/4, alignment  9/15, found:	16.3098
Length   20/4, alignment  9/15, fail:	14.2761
Length   20/4, alignment 15/ 0, found:	16.3159
Length   20/4, alignment 15/ 0, fail:	14.9475
Length   20/4, alignment 15/ 3, found:	16.3562
Length   20/4, alignment 15/ 3, fail:	14.9414
Length   20/4, alignment 15/ 9, found:	16.4404
Length   20/4, alignment 15/ 9, fail:	15.5444
Length   20/4, alignment 15/15, found:	16.2976
Length   20/4, alignment 15/15, fail:	15.011
Length   24/4, alignment  0/ 0, found:	15.8777
Length   24/4, alignment  0/ 0, fail:	14.2822
Length   24/4, alignment  0/ 3, found:	15.8813
Length   24/4, alignment  0/ 3, fail:	14.2761
Length   24/4, alignment  0/ 9, found:	15.9326
Length   24/4, alignment  0/ 9, fail:	14.2798
Length   24/4, alignment  0/15, found:	16.3013
Length   24/4, alignment  0/15, fail:	14.7925
Length   24/4, alignment  3/ 0, found:	15.929
Length   24/4, alignment  3/ 0, fail:	14.281
Length   24/4, alignment  3/ 3, found:	15.885
Length   24/4, alignment  3/ 3, fail:	14.2761
Length   24/4, alignment  3/ 9, found:	16.366
Length   24/4, alignment  3/ 9, fail:	14.7388
Length   24/4, alignment  3/15, found:	15.8752
Length   24/4, alignment  3/15, fail:	14.2859
Length   24/4, alignment  9/ 0, found:	16.51
Length   24/4, alignment  9/ 0, fail:	15.1807
Length   24/4, alignment  9/ 3, found:	16.3428
Length   24/4, alignment  9/ 3, fail:	14.9365
Length   24/4, alignment  9/ 9, found:	16.3489
Length   24/4, alignment  9/ 9, fail:	15.0146
Length   24/4, alignment  9/15, found:	16.521
Length   24/4, alignment  9/15, fail:	15.0073
Length   24/4, alignment 15/ 0, found:	16.2402
Length   24/4, alignment 15/ 0, fail:	14.9438
Length   24/4, alignment 15/ 3, found:	16.322
Length   24/4, alignment 15/ 3, fail:	14.9414
Length   24/4, alignment 15/ 9, found:	16.7285
Length   24/4, alignment 15/ 9, fail:	15.0159
Length   24/4, alignment 15/15, found:	16.4905
Length   24/4, alignment 15/15, fail:	15.011
Length   28/4, alignment  0/ 0, found:	15.929
Length   28/4, alignment  0/ 0, fail:	14.386
Length   28/4, alignment  0/ 3, found:	15.9277
Length   28/4, alignment  0/ 3, fail:	14.2749
Length   28/4, alignment  0/ 9, found:	16.3367
Length   28/4, alignment  0/ 9, fail:	14.7583
Length   28/4, alignment  0/15, found:	15.929
Length   28/4, alignment  0/15, fail:	14.2859
Length   28/4, alignment  3/ 0, found:	16.3684
Length   28/4, alignment  3/ 0, fail:	14.2725
Length   28/4, alignment  3/ 3, found:	16.4539
Length   28/4, alignment  3/ 3, fail:	14.4263
Length   28/4, alignment  3/ 9, found:	16.394
Length   28/4, alignment  3/ 9, fail:	14.2761
Length   28/4, alignment  3/15, found:	16.4197
Length   28/4, alignment  3/15, fail:	14.5056
Length   28/4, alignment  9/ 0, found:	16.3696
Length   28/4, alignment  9/ 0, fail:	14.9487
Length   28/4, alignment  9/ 3, found:	16.3318
Length   28/4, alignment  9/ 3, fail:	14.9438
Length   28/4, alignment  9/ 9, found:	16.322
Length   28/4, alignment  9/ 9, fail:	15.0085
Length   28/4, alignment  9/15, found:	16.3306
Length   28/4, alignment  9/15, fail:	15.0024
Length   28/4, alignment 15/ 0, found:	16.3879
Length   28/4, alignment 15/ 0, fail:	14.9377
Length   28/4, alignment 15/ 3, found:	16.6028
Length   28/4, alignment 15/ 3, fail:	15.4626
Length   28/4, alignment 15/ 9, found:	16.7163
Length   28/4, alignment 15/ 9, fail:	15.1367
Length   28/4, alignment 15/15, found:	16.3586
Length   28/4, alignment 15/15, fail:	15.011
Length   20/5, alignment  0/ 0, found:	16.9116
Length   20/5, alignment  0/ 0, fail:	14.845
Length   20/5, alignment  0/ 3, found:	16.9006
Length   20/5, alignment  0/ 3, fail:	14.8315
Length   20/5, alignment  0/ 9, found:	16.9055
Length   20/5, alignment  0/ 9, fail:	14.8352
Length   20/5, alignment  0/15, found:	16.8994
Length   20/5, alignment  0/15, fail:	14.834
Length   20/5, alignment  3/ 0, found:	16.9043
Length   20/5, alignment  3/ 0, fail:	14.834
Length   20/5, alignment  3/ 3, found:	16.9019
Length   20/5, alignment  3/ 3, fail:	14.8364
Length   20/5, alignment  3/ 9, found:	16.9043
Length   20/5, alignment  3/ 9, fail:	14.8364
Length   20/5, alignment  3/15, found:	16.8933
Length   20/5, alignment  3/15, fail:	14.8328
Length   20/5, alignment  9/ 0, found:	17.2327
Length   20/5, alignment  9/ 0, fail:	14.8413
Length   20/5, alignment  9/ 3, found:	17.2119
Length   20/5, alignment  9/ 3, fail:	14.834
Length   20/5, alignment  9/ 9, found:	17.2241
Length   20/5, alignment  9/ 9, fail:	14.8364
Length   20/5, alignment  9/15, found:	17.2229
Length   20/5, alignment  9/15, fail:	14.8315
Length   20/5, alignment 15/ 0, found:	17.2192
Length   20/5, alignment 15/ 0, fail:	15.199
Length   20/5, alignment 15/ 3, found:	17.7173
Length   20/5, alignment 15/ 3, fail:	15.1782
Length   20/5, alignment 15/ 9, found:	17.2253
Length   20/5, alignment 15/ 9, fail:	15.1746
Length   20/5, alignment 15/15, found:	17.2351
Length   20/5, alignment 15/15, fail:	15.1782
Length   25/5, alignment  0/ 0, found:	16.9067
Length   25/5, alignment  0/ 0, fail:	14.8499
Length   25/5, alignment  0/ 3, found:	16.9055
Length   25/5, alignment  0/ 3, fail:	14.834
Length   25/5, alignment  0/ 9, found:	16.9043
Length   25/5, alignment  0/ 9, fail:	14.8364
Length   25/5, alignment  0/15, found:	16.8994
Length   25/5, alignment  0/15, fail:	14.8315
Length   25/5, alignment  3/ 0, found:	16.9043
Length   25/5, alignment  3/ 0, fail:	14.8364
Length   25/5, alignment  3/ 3, found:	16.9043
Length   25/5, alignment  3/ 3, fail:	14.8315
Length   25/5, alignment  3/ 9, found:	16.9043
Length   25/5, alignment  3/ 9, fail:	14.834
Length   25/5, alignment  3/15, found:	16.9006
Length   25/5, alignment  3/15, fail:	14.8328
Length   25/5, alignment  9/ 0, found:	17.218
Length   25/5, alignment  9/ 0, fail:	15.1831
Length   25/5, alignment  9/ 3, found:	17.2241
Length   25/5, alignment  9/ 3, fail:	15.1807
Length   25/5, alignment  9/ 9, found:	17.2229
Length   25/5, alignment  9/ 9, fail:	15.1758
Length   25/5, alignment  9/15, found:	17.229
Length   25/5, alignment  9/15, fail:	15.1807
Length   25/5, alignment 15/ 0, found:	17.7649
Length   25/5, alignment 15/ 0, fail:	15.1794
Length   25/5, alignment 15/ 3, found:	17.218
Length   25/5, alignment 15/ 3, fail:	15.1794
Length   25/5, alignment 15/ 9, found:	17.2266
Length   25/5, alignment 15/ 9, fail:	15.1746
Length   25/5, alignment 15/15, found:	17.2266
Length   25/5, alignment 15/15, fail:	15.1746
Length   30/5, alignment  0/ 0, found:	16.9067
Length   30/5, alignment  0/ 0, fail:	14.8376
Length   30/5, alignment  0/ 3, found:	16.9031
Length   30/5, alignment  0/ 3, fail:	14.834
Length   30/5, alignment  0/ 9, found:	16.9067
Length   30/5, alignment  0/ 9, fail:	14.834
Length   30/5, alignment  0/15, found:	16.897
Length   30/5, alignment  0/15, fail:	14.8364
Length   30/5, alignment  3/ 0, found:	17.2192
Length   30/5, alignment  3/ 0, fail:	15.1794
Length   30/5, alignment  3/ 3, found:	17.2192
Length   30/5, alignment  3/ 3, fail:	15.1794
Length   30/5, alignment  3/ 9, found:	17.2266
Length   30/5, alignment  3/ 9, fail:	15.177
Length   30/5, alignment  3/15, found:	17.2253
Length   30/5, alignment  3/15, fail:	15.1782
Length   30/5, alignment  9/ 0, found:	17.2205
Length   30/5, alignment  9/ 0, fail:	15.1794
Length   30/5, alignment  9/ 3, found:	17.2205
Length   30/5, alignment  9/ 3, fail:	15.1782
Length   30/5, alignment  9/ 9, found:	17.2205
Length   30/5, alignment  9/ 9, fail:	15.1746
Length   30/5, alignment  9/15, found:	17.9395
Length   30/5, alignment  9/15, fail:	15.1746
Length   30/5, alignment 15/ 0, found:	17.2144
Length   30/5, alignment 15/ 0, fail:	15.1794
Length   30/5, alignment 15/ 3, found:	17.2205
Length   30/5, alignment 15/ 3, fail:	15.1807
Length   30/5, alignment 15/ 9, found:	17.2253
Length   30/5, alignment 15/ 9, fail:	15.1746
Length   30/5, alignment 15/15, found:	17.2241
Length   30/5, alignment 15/15, fail:	15.1794
Length   35/5, alignment  0/ 0, found:	17.2217
Length   35/5, alignment  0/ 0, fail:	15.177
Length   35/5, alignment  0/ 3, found:	17.218
Length   35/5, alignment  0/ 3, fail:	15.1794
Length   35/5, alignment  0/ 9, found:	17.2266
Length   35/5, alignment  0/ 9, fail:	15.1807
Length   35/5, alignment  0/15, found:	17.2266
Length   35/5, alignment  0/15, fail:	15.1746
Length   35/5, alignment  3/ 0, found:	17.2205
Length   35/5, alignment  3/ 0, fail:	15.1746
Length   35/5, alignment  3/ 3, found:	17.2205
Length   35/5, alignment  3/ 3, fail:	15.177
Length   35/5, alignment  3/ 9, found:	17.2241
Length   35/5, alignment  3/ 9, fail:	15.1746
Length   35/5, alignment  3/15, found:	17.2266
Length   35/5, alignment  3/15, fail:	15.1746
Length   35/5, alignment  9/ 0, found:	17.2168
Length   35/5, alignment  9/ 0, fail:	15.1807
Length   35/5, alignment  9/ 3, found:	17.2229
Length   35/5, alignment  9/ 3, fail:	15.4309
Length   35/5, alignment  9/ 9, found:	17.2192
Length   35/5, alignment  9/ 9, fail:	15.177
Length   35/5, alignment  9/15, found:	17.2278
Length   35/5, alignment  9/15, fail:	15.177
Length   35/5, alignment 15/ 0, found:	17.5562
Length   35/5, alignment 15/ 0, fail:	15.5859
Length   35/5, alignment 15/ 3, found:	17.3926
Length   35/5, alignment 15/ 3, fail:	15.5579
Length   35/5, alignment 15/ 9, found:	17.5574
Length   35/5, alignment 15/ 9, fail:	15.5725
Length   35/5, alignment 15/15, found:	17.5562
Length   35/5, alignment 15/15, fail:	15.5042
Length   24/6, alignment  0/ 0, found:	16.9055
Length   24/6, alignment  0/ 0, fail:	15.3479
Length   24/6, alignment  0/ 3, found:	16.9153
Length   24/6, alignment  0/ 3, fail:	15.3467
Length   24/6, alignment  0/ 9, found:	16.9055
Length   24/6, alignment  0/ 9, fail:	15.3333
Length   24/6, alignment  0/15, found:	16.9104
Length   24/6, alignment  0/15, fail:	15.3381
Length   24/6, alignment  3/ 0, found:	16.9043
Length   24/6, alignment  3/ 0, fail:	15.3296
Length   24/6, alignment  3/ 3, found:	16.9043
Length   24/6, alignment  3/ 3, fail:	15.3381
Length   24/6, alignment  3/ 9, found:	16.9055
Length   24/6, alignment  3/ 9, fail:	15.343
Length   24/6, alignment  3/15, found:	16.9067
Length   24/6, alignment  3/15, fail:	15.3357
Length   24/6, alignment  9/ 0, found:	17.2595
Length   24/6, alignment  9/ 0, fail:	15.8362
Length   24/6, alignment  9/ 3, found:	17.2571
Length   24/6, alignment  9/ 3, fail:	15.5652
Length   24/6, alignment  9/ 9, found:	17.2546
Length   24/6, alignment  9/ 9, fail:	15.8606
Length   24/6, alignment  9/15, found:	17.2485
Length   24/6, alignment  9/15, fail:	15.5505
Length   24/6, alignment 15/ 0, found:	17.2559
Length   24/6, alignment 15/ 0, fail:	15.6982
Length   24/6, alignment 15/ 3, found:	17.2559
Length   24/6, alignment 15/ 3, fail:	15.5969
Length   24/6, alignment 15/ 9, found:	17.2473
Length   24/6, alignment 15/ 9, fail:	15.8691
Length   24/6, alignment 15/15, found:	17.2571
Length   24/6, alignment 15/15, fail:	15.5591
Length   30/6, alignment  0/ 0, found:	16.908
Length   30/6, alignment  0/ 0, fail:	15.3491
Length   30/6, alignment  0/ 3, found:	16.9055
Length   30/6, alignment  0/ 3, fail:	15.3418
Length   30/6, alignment  0/ 9, found:	16.9055
Length   30/6, alignment  0/ 9, fail:	15.3455
Length   30/6, alignment  0/15, found:	16.9104
Length   30/6, alignment  0/15, fail:	15.3369
Length   30/6, alignment  3/ 0, found:	17.2522
Length   30/6, alignment  3/ 0, fail:	15.5566
Length   30/6, alignment  3/ 3, found:	17.2559
Length   30/6, alignment  3/ 3, fail:	15.7471
Length   30/6, alignment  3/ 9, found:	17.2571
Length   30/6, alignment  3/ 9, fail:	15.8606
Length   30/6, alignment  3/15, found:	17.251
Length   30/6, alignment  3/15, fail:	16.3074
Length   30/6, alignment  9/ 0, found:	17.2522
