[sonic-cpp] running official CMake benchmark (benchmark/main.cpp)
2026-09-08T11:03:37+08:00
Running /home/runner/boostkit-perf/sonic-cpp/1.0.2/aarch64/34181714311-2/build/benchmark/bench
Run on (384 X 2299.08 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB (x192)
  L1 Instruction 128 KiB (x192)
  L2 Unified 1024 KiB (x192)
  L3 Unified 23296 KiB (x24)
Load Average: 3.12, 2.89, 2.76
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
twitter/Decode_SonicDyn_mean                         206027 ns       205440 ns            5 bytes_per_second=1.19854Gi/s testdata/twitter.json
twitter/Decode_SonicDyn_median                       205779 ns       205200 ns            5 bytes_per_second=1.19993Gi/s testdata/twitter.json
twitter/Decode_SonicDyn_stddev                          667 ns          625 ns            5 bytes_per_second=3.72151Mi/s testdata/twitter.json
twitter/Decode_SonicDyn_cv                             0.32 %          0.30 %             5 bytes_per_second=0.30% testdata/twitter.json
twitter/Decode_Rapidjson_mean                        809417 ns       807548 ns            5 bytes_per_second=312.223Mi/s testdata/twitter.json
twitter/Decode_Rapidjson_median                      809360 ns       807427 ns            5 bytes_per_second=312.27Mi/s testdata/twitter.json
twitter/Decode_Rapidjson_stddev                         335 ns          376 ns            5 bytes_per_second=148.938Ki/s testdata/twitter.json
twitter/Decode_Rapidjson_cv                            0.04 %          0.05 %             5 bytes_per_second=0.05% testdata/twitter.json
twitter/Decode_YYjson_mean                           985490 ns       982884 ns            5 bytes_per_second=256.527Mi/s testdata/twitter.json
twitter/Decode_YYjson_median                         984223 ns       981790 ns            5 bytes_per_second=256.812Mi/s testdata/twitter.json
twitter/Decode_YYjson_stddev                           2931 ns         2480 ns            5 bytes_per_second=660.66Ki/s testdata/twitter.json
twitter/Decode_YYjson_cv                               0.30 %          0.25 %             5 bytes_per_second=0.25% testdata/twitter.json
twitter/Decode_SIMDjson_mean                         171417 ns       170936 ns            5 bytes_per_second=1.44047Gi/s testdata/twitter.json
twitter/Decode_SIMDjson_median                       171271 ns       170838 ns            5 bytes_per_second=1.44128Gi/s testdata/twitter.json
twitter/Decode_SIMDjson_stddev                          435 ns          380 ns            5 bytes_per_second=3.26693Mi/s testdata/twitter.json
twitter/Decode_SIMDjson_cv                             0.25 %          0.22 %             5 bytes_per_second=0.22% testdata/twitter.json
twitter/Decode_JsonCpp_mean                        10496985 ns     10471964 ns            5 bytes_per_second=24.0773Mi/s testdata/twitter.json
twitter/Decode_JsonCpp_median                      10482606 ns     10457127 ns            5 bytes_per_second=24.1113Mi/s testdata/twitter.json
twitter/Decode_JsonCpp_stddev                         29395 ns        29038 ns            5 bytes_per_second=68.285Ki/s testdata/twitter.json
twitter/Decode_JsonCpp_cv                              0.28 %          0.28 %             5 bytes_per_second=0.28% testdata/twitter.json
lottie/Decode_SonicDyn_mean                          757620 ns       755650 ns            5 bytes_per_second=364.648Mi/s testdata/lottie.json
lottie/Decode_SonicDyn_median                        756824 ns       754775 ns            5 bytes_per_second=365.068Mi/s testdata/lottie.json
lottie/Decode_SonicDyn_stddev                          2503 ns         2279 ns            5 bytes_per_second=1.0956Mi/s testdata/lottie.json
lottie/Decode_SonicDyn_cv                              0.33 %          0.30 %             5 bytes_per_second=0.30% testdata/lottie.json
lottie/Decode_Rapidjson_mean                        1290508 ns      1287766 ns            5 bytes_per_second=213.972Mi/s testdata/lottie.json
lottie/Decode_Rapidjson_median                      1288032 ns      1285164 ns            5 bytes_per_second=214.404Mi/s testdata/lottie.json
lottie/Decode_Rapidjson_stddev                         4214 ns         4083 ns            5 bytes_per_second=693.832Ki/s testdata/lottie.json
lottie/Decode_Rapidjson_cv                             0.33 %          0.32 %             5 bytes_per_second=0.32% testdata/lottie.json
lottie/Decode_YYjson_mean                           2417107 ns      2411074 ns            5 bytes_per_second=114.283Mi/s testdata/lottie.json
lottie/Decode_YYjson_median                         2414862 ns      2408829 ns            5 bytes_per_second=114.389Mi/s testdata/lottie.json
lottie/Decode_YYjson_stddev                            4836 ns         4391 ns            5 bytes_per_second=212.702Ki/s testdata/lottie.json
lottie/Decode_YYjson_cv                                0.20 %          0.18 %             5 bytes_per_second=0.18% testdata/lottie.json
lottie/Decode_SIMDjson_mean                          717543 ns       715966 ns            5 bytes_per_second=384.857Mi/s testdata/lottie.json
lottie/Decode_SIMDjson_median                        716647 ns       715178 ns            5 bytes_per_second=385.281Mi/s testdata/lottie.json
lottie/Decode_SIMDjson_stddev                          1633 ns         1407 ns            5 bytes_per_second=773.63Ki/s testdata/lottie.json
lottie/Decode_SIMDjson_cv                              0.23 %          0.20 %             5 bytes_per_second=0.20% testdata/lottie.json
lottie/Decode_JsonCpp_mean                         71056719 ns     70893932 ns            5 bytes_per_second=3.88673Mi/s testdata/lottie.json
lottie/Decode_JsonCpp_median                       71058897 ns     70911812 ns            5 bytes_per_second=3.88573Mi/s testdata/lottie.json
lottie/Decode_JsonCpp_stddev                         187135 ns       185224 ns            5 bytes_per_second=10.4006Ki/s testdata/lottie.json
lottie/Decode_JsonCpp_cv                               0.26 %          0.26 %             5 bytes_per_second=0.26% testdata/lottie.json
citm_catalog/Encode_SonicDyn_mean                    550784 ns       549277 ns            5 bytes_per_second=2.92858Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_median                  551428 ns       549710 ns            5 bytes_per_second=2.92624Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_stddev                    1995 ns         1958 ns            5 bytes_per_second=10.711Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_cv                        0.36 %          0.36 %             5 bytes_per_second=0.36% testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_mean                  1517125 ns      1513603 ns            5 bytes_per_second=1.06275Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_median                1516349 ns      1512705 ns            5 bytes_per_second=1.06338Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_stddev                   3008 ns         2884 ns            5 bytes_per_second=2.0691Mi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_cv                       0.20 %          0.19 %             5 bytes_per_second=0.19% testdata/citm_catalog.json
citm_catalog/Encode_YYjson_mean                     2907761 ns      2900453 ns            5 bytes_per_second=567.91Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_median                   2906863 ns      2899229 ns            5 bytes_per_second=568.148Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_stddev                      7389 ns         6951 ns            5 bytes_per_second=1.3583Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_cv                          0.25 %          0.24 %             5 bytes_per_second=0.24% testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_mean                    787791 ns       785847 ns            5 bytes_per_second=2.04695Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_median                  786924 ns       785364 ns            5 bytes_per_second=2.0482Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_stddev                    2314 ns         1827 ns            5 bytes_per_second=4.85853Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_cv                        0.29 %          0.23 %             5 bytes_per_second=0.23% testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_mean                   27687503 ns     27626239 ns            5 bytes_per_second=59.6246Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_median                 27691356 ns     27639249 ns            5 bytes_per_second=59.5961Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_stddev                    87096 ns        91426 ns            5 bytes_per_second=201.911Ki/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_cv                         0.31 %          0.33 %             5 bytes_per_second=0.33% testdata/citm_catalog.json
twitterescaped/Encode_SonicDyn_mean                  236566 ns       235909 ns            5 bytes_per_second=2.22029Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_median                236588 ns       235925 ns            5 bytes_per_second=2.22012Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_stddev                   663 ns          636 ns            5 bytes_per_second=6.13405Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_cv                      0.28 %          0.27 %             5 bytes_per_second=0.27% testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_mean                1720294 ns      1716726 ns            5 bytes_per_second=312.456Mi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_median              1722367 ns      1718961 ns            5 bytes_per_second=312.022Mi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_stddev                18246 ns        17975 ns            5 bytes_per_second=3.28373Mi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_cv                     1.06 %          1.05 %             5 bytes_per_second=1.05% testdata/twitterescaped.json
twitterescaped/Encode_YYjson_mean                   1508571 ns      1504313 ns            5 bytes_per_second=356.55Mi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_median                 1506543 ns      1502371 ns            5 bytes_per_second=357.005Mi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_stddev                    7110 ns         6853 ns            5 bytes_per_second=1.61904Mi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_cv                        0.47 %          0.46 %             5 bytes_per_second=0.45% testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_mean                  500434 ns       499105 ns            5 bytes_per_second=1.04945Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_median                500035 ns       498733 ns            5 bytes_per_second=1.05023Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_stddev                  1603 ns         1432 ns            5 bytes_per_second=3.0725Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_cv                      0.32 %          0.29 %             5 bytes_per_second=0.29% testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_mean                 15984389 ns     15948852 ns            5 bytes_per_second=33.6313Mi/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_median               15954904 ns     15924198 ns            5 bytes_per_second=33.6817Mi/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_stddev                 127381 ns       126807 ns            5 bytes_per_second=271.631Ki/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_cv                       0.80 %          0.80 %             5 bytes_per_second=0.79% testdata/twitterescaped.json
fgo/Encode_SonicDyn_mean                           45992144 ns     45874265 ns            5 bytes_per_second=1013.9Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_median                         45704351 ns     45612211 ns            5 bytes_per_second=1019.59Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_stddev                           591145 ns       588492 ns            5 bytes_per_second=12.8076Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_cv                                 1.29 %          1.28 %             5 bytes_per_second=1.26% testdata/fgo.json
fgo/Encode_Rapidjson_mean                         166487648 ns    166100335 ns            5 bytes_per_second=279.992Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_median                       166145410 ns    165756105 ns            5 bytes_per_second=280.569Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_stddev                          728436 ns       738020 ns            5 bytes_per_second=1.24279Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_cv                                0.44 %          0.44 %             5 bytes_per_second=0.44% testdata/fgo.json
fgo/Encode_YYjson_mean                            280933097 ns    280333650 ns            5 bytes_per_second=165.901Mi/s testdata/fgo.json
fgo/Encode_YYjson_median                          280613550 ns    280003833 ns            5 bytes_per_second=166.09Mi/s testdata/fgo.json
fgo/Encode_YYjson_stddev                            1872788 ns      1805120 ns            5 bytes_per_second=1.06113Mi/s testdata/fgo.json
fgo/Encode_YYjson_cv                                   0.67 %          0.64 %             5 bytes_per_second=0.64% testdata/fgo.json
fgo/Encode_SIMDjson_mean                           92253097 ns     91998739 ns            5 bytes_per_second=505.507Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_median                         92236941 ns     91985400 ns            5 bytes_per_second=505.58Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_stddev                            42965 ns        43100 ns            5 bytes_per_second=242.467Ki/s testdata/fgo.json
fgo/Encode_SIMDjson_cv                                 0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/fgo.json
fgo/Encode_JsonCpp_mean                          2812955970 ns   2806834744 ns            5 bytes_per_second=16.569Mi/s testdata/fgo.json
fgo/Encode_JsonCpp_median                        2813230500 ns   2807113550 ns            5 bytes_per_second=16.5672Mi/s testdata/fgo.json
fgo/Encode_JsonCpp_stddev                          10107782 ns     10048951 ns            5 bytes_per_second=60.6211Ki/s testdata/fgo.json
fgo/Encode_JsonCpp_cv                                  0.36 %          0.36 %             5 bytes_per_second=0.36% testdata/fgo.json
otfcc/Encode_SonicDyn_mean                        110793773 ns    110528593 ns            5 bytes_per_second=573.017Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_median                      110922348 ns    110608283 ns            5 bytes_per_second=572.587Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_stddev                         697483 ns       686740 ns            5 bytes_per_second=3.56275Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_cv                               0.63 %          0.62 %             5 bytes_per_second=0.62% testdata/otfcc.json
otfcc/Encode_Rapidjson_mean                       240273090 ns    239740446 ns            5 bytes_per_second=264.189Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_median                     240186217 ns    239582367 ns            5 bytes_per_second=264.347Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_stddev                       2172155 ns      2152156 ns            5 bytes_per_second=2.35752Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_cv                              0.90 %          0.90 %             5 bytes_per_second=0.89% testdata/otfcc.json
otfcc/Encode_YYjson_mean                          553718672 ns    552666768 ns            5 bytes_per_second=114.609Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_median                        550852450 ns    549772730 ns            5 bytes_per_second=115.198Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_stddev                          7034477 ns      6916159 ns            5 bytes_per_second=1.41088Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_cv                                 1.27 %          1.25 %             5 bytes_per_second=1.23% testdata/otfcc.json
otfcc/Encode_SIMDjson_mean                        162404295 ns    162031882 ns            5 bytes_per_second=390.9Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_median                      161744820 ns    161278688 ns            5 bytes_per_second=392.692Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_stddev                        1704396 ns      1680556 ns            5 bytes_per_second=3.99921Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_cv                               1.05 %          1.04 %             5 bytes_per_second=1.02% testdata/otfcc.json
otfcc/Encode_JsonCpp_mean                        5985968134 ns   5971910544 ns            5 bytes_per_second=10.6098Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_median                      5886784890 ns   5872418630 ns            5 bytes_per_second=10.7848Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_stddev                       140830761 ns    140289828 ns            5 bytes_per_second=253.053Ki/s testdata/otfcc.json
otfcc/Encode_JsonCpp_cv                                2.35 %          2.35 %             5 bytes_per_second=2.33% testdata/otfcc.json
github_events/Encode_SonicDyn_mean                    20575 ns        20534 ns            5 bytes_per_second=2.95412Gi/s testdata/github_events.json
github_events/Encode_SonicDyn_median                  20573 ns        20519 ns            5 bytes_per_second=2.9563Gi/s testdata/github_events.json
github_events/Encode_SonicDyn_stddev                    108 ns          103 ns            5 bytes_per_second=15.0764Mi/s testdata/github_events.json
github_events/Encode_SonicDyn_cv                       0.52 %          0.50 %             5 bytes_per_second=0.50% testdata/github_events.json
github_events/Encode_Rapidjson_mean                  204515 ns       204183 ns            5 bytes_per_second=304.215Mi/s testdata/github_events.json
github_events/Encode_Rapidjson_median                204824 ns       204395 ns            5 bytes_per_second=303.896Mi/s testdata/github_events.json
github_events/Encode_Rapidjson_stddev                   846 ns          819 ns            5 bytes_per_second=1.22108Mi/s testdata/github_events.json
github_events/Encode_Rapidjson_cv                      0.41 %          0.40 %             5 bytes_per_second=0.40% testdata/github_events.json
github_events/Encode_YYjson_mean                     110679 ns       110438 ns            5 bytes_per_second=562.443Mi/s testdata/github_events.json
github_events/Encode_YYjson_median                   110549 ns       110321 ns            5 bytes_per_second=563.038Mi/s testdata/github_events.json
github_events/Encode_YYjson_stddev                      351 ns          310 ns            5 bytes_per_second=1.57195Mi/s testdata/github_events.json
github_events/Encode_YYjson_cv                         0.32 %          0.28 %             5 bytes_per_second=0.28% testdata/github_events.json
github_events/Encode_SIMDjson_mean                    49634 ns        49529 ns            5 bytes_per_second=1.22471Gi/s testdata/github_events.json
github_events/Encode_SIMDjson_median                  49624 ns        49507 ns            5 bytes_per_second=1.22526Gi/s testdata/github_events.json
github_events/Encode_SIMDjson_stddev                    145 ns          131 ns            5 bytes_per_second=3.3058Mi/s testdata/github_events.json
github_events/Encode_SIMDjson_cv                       0.29 %          0.26 %             5 bytes_per_second=0.26% testdata/github_events.json
github_events/Encode_JsonCpp_mean                   1431941 ns      1428640 ns            5 bytes_per_second=43.4836Mi/s testdata/github_events.json
github_events/Encode_JsonCpp_median                 1424362 ns      1421033 ns            5 bytes_per_second=43.711Mi/s testdata/github_events.json
github_events/Encode_JsonCpp_stddev                   17622 ns        17864 ns            5 bytes_per_second=547.69Ki/s testdata/github_events.json
github_events/Encode_JsonCpp_cv                        1.23 %          1.25 %             5 bytes_per_second=1.23% testdata/github_events.json
poet/Encode_SonicDyn_mean                            935350 ns       933320 ns            5 bytes_per_second=3.50565Gi/s testdata/poet.json
poet/Encode_SonicDyn_median                          931545 ns       929113 ns            5 bytes_per_second=3.52124Gi/s testdata/poet.json
poet/Encode_SonicDyn_stddev                            9451 ns         9437 ns            5 bytes_per_second=35.8266Mi/s testdata/poet.json
poet/Encode_SonicDyn_cv                                1.01 %          1.01 %             5 bytes_per_second=1.00% testdata/poet.json
poet/Encode_Rapidjson_mean                         12971033 ns     12945611 ns            5 bytes_per_second=258.787Mi/s testdata/poet.json
poet/Encode_Rapidjson_median                       12964827 ns     12937025 ns            5 bytes_per_second=258.958Mi/s testdata/poet.json
poet/Encode_Rapidjson_stddev                          24793 ns        25201 ns            5 bytes_per_second=514.709Ki/s testdata/poet.json
poet/Encode_Rapidjson_cv                               0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/poet.json
poet/Encode_YYjson_mean                             3028745 ns      3021150 ns            5 bytes_per_second=1.08295Gi/s testdata/poet.json
poet/Encode_YYjson_median                           3019239 ns      3011944 ns            5 bytes_per_second=1.08622Gi/s testdata/poet.json
poet/Encode_YYjson_stddev                             20140 ns        20104 ns            5 bytes_per_second=7.36091Mi/s testdata/poet.json
poet/Encode_YYjson_cv                                  0.66 %          0.67 %             5 bytes_per_second=0.66% testdata/poet.json
poet/Encode_SIMDjson_mean                           2125824 ns      2120117 ns            5 bytes_per_second=1.54321Gi/s testdata/poet.json
poet/Encode_SIMDjson_median                         2122590 ns      2117212 ns            5 bytes_per_second=1.54525Gi/s testdata/poet.json
poet/Encode_SIMDjson_stddev                           17035 ns        16573 ns            5 bytes_per_second=12.2584Mi/s testdata/poet.json
poet/Encode_SIMDjson_cv                                0.80 %          0.78 %             5 bytes_per_second=0.78% testdata/poet.json
poet/Encode_JsonCpp_mean                           76429734 ns     76249969 ns            5 bytes_per_second=43.9365Mi/s testdata/poet.json
poet/Encode_JsonCpp_median                         76398558 ns     76221687 ns            5 bytes_per_second=43.9527Mi/s testdata/poet.json
poet/Encode_JsonCpp_stddev                           170782 ns       172819 ns            5 bytes_per_second=101.764Ki/s testdata/poet.json
poet/Encode_JsonCpp_cv                                 0.22 %          0.23 %             5 bytes_per_second=0.23% testdata/poet.json
book/Encode_SonicDyn_mean                               535 ns          534 ns            5 bytes_per_second=655.812Mi/s testdata/book.json
book/Encode_SonicDyn_median                             534 ns          533 ns            5 bytes_per_second=656.344Mi/s testdata/book.json
book/Encode_SonicDyn_stddev                            1.38 ns         1.31 ns            5 bytes_per_second=1.60752Mi/s testdata/book.json
book/Encode_SonicDyn_cv                                0.26 %          0.25 %             5 bytes_per_second=0.25% testdata/book.json
book/Encode_Rapidjson_mean                             1379 ns         1376 ns            5 bytes_per_second=254.325Mi/s testdata/book.json
book/Encode_Rapidjson_median                           1374 ns         1372 ns            5 bytes_per_second=255.047Mi/s testdata/book.json
book/Encode_Rapidjson_stddev                           9.39 ns         8.55 ns            5 bytes_per_second=1.57711Mi/s testdata/book.json
book/Encode_Rapidjson_cv                               0.68 %          0.62 %             5 bytes_per_second=0.62% testdata/book.json
book/Encode_YYjson_mean                                3007 ns         3000 ns            5 bytes_per_second=116.679Mi/s testdata/book.json
book/Encode_YYjson_median                              2985 ns         2979 ns            5 bytes_per_second=117.493Mi/s testdata/book.json
book/Encode_YYjson_stddev                              48.9 ns         49.4 ns            5 bytes_per_second=1.87847Mi/s testdata/book.json
book/Encode_YYjson_cv                                  1.63 %          1.65 %             5 bytes_per_second=1.61% testdata/book.json
book/Encode_SIMDjson_mean                               779 ns          778 ns            5 bytes_per_second=449.918Mi/s testdata/book.json
book/Encode_SIMDjson_median                             778 ns          777 ns            5 bytes_per_second=450.49Mi/s testdata/book.json
book/Encode_SIMDjson_stddev                            2.14 ns         1.84 ns            5 bytes_per_second=1.0601Mi/s testdata/book.json
book/Encode_SIMDjson_cv                                0.27 %          0.24 %             5 bytes_per_second=0.24% testdata/book.json
book/Encode_JsonCpp_mean                              39419 ns        39335 ns            5 bytes_per_second=8.89784Mi/s testdata/book.json
book/Encode_JsonCpp_median                            39438 ns        39328 ns            5 bytes_per_second=8.89946Mi/s testdata/book.json
book/Encode_JsonCpp_stddev                             40.2 ns         46.9 ns            5 bytes_per_second=10.857Ki/s testdata/book.json
book/Encode_JsonCpp_cv                                 0.10 %          0.12 %             5 bytes_per_second=0.12% testdata/book.json
canada/Encode_SonicDyn_mean                         5286194 ns      5275147 ns            5 bytes_per_second=406.965Mi/s testdata/canada.json
canada/Encode_SonicDyn_median                       5275567 ns      5265992 ns            5 bytes_per_second=407.667Mi/s testdata/canada.json
canada/Encode_SonicDyn_stddev                         24125 ns        22583 ns            5 bytes_per_second=1.7327Mi/s testdata/canada.json
canada/Encode_SonicDyn_cv                              0.46 %          0.43 %             5 bytes_per_second=0.43% testdata/canada.json
canada/Encode_Rapidjson_mean                        9368824 ns      9353550 ns            5 bytes_per_second=229.514Mi/s testdata/canada.json
canada/Encode_Rapidjson_median                      9363549 ns      9350249 ns            5 bytes_per_second=229.595Mi/s testdata/canada.json
canada/Encode_Rapidjson_stddev                        16651 ns        17074 ns            5 bytes_per_second=428.336Ki/s testdata/canada.json
canada/Encode_Rapidjson_cv                             0.18 %          0.18 %             5 bytes_per_second=0.18% testdata/canada.json
canada/Encode_YYjson_mean                          28849732 ns     28795989 ns            5 bytes_per_second=74.5512Mi/s testdata/canada.json
canada/Encode_YYjson_median                        28825734 ns     28771415 ns            5 bytes_per_second=74.6147Mi/s testdata/canada.json
canada/Encode_YYjson_stddev                           55695 ns        57191 ns            5 bytes_per_second=151.317Ki/s testdata/canada.json
canada/Encode_YYjson_cv                                0.19 %          0.20 %             5 bytes_per_second=0.20% testdata/canada.json
canada/Encode_SIMDjson_mean                         6039512 ns      6023847 ns            5 bytes_per_second=356.38Mi/s testdata/canada.json
canada/Encode_SIMDjson_median                       6035425 ns      6017568 ns            5 bytes_per_second=356.75Mi/s testdata/canada.json
canada/Encode_SIMDjson_stddev                         14724 ns        13826 ns            5 bytes_per_second=835.15Ki/s testdata/canada.json
canada/Encode_SIMDjson_cv                              0.24 %          0.23 %             5 bytes_per_second=0.23% testdata/canada.json
canada/Encode_JsonCpp_mean                        150738090 ns    150445120 ns            5 bytes_per_second=14.2696Mi/s testdata/canada.json
canada/Encode_JsonCpp_median                      150650198 ns    150356712 ns            5 bytes_per_second=14.2778Mi/s testdata/canada.json
canada/Encode_JsonCpp_stddev                         491409 ns       521479 ns            5 bytes_per_second=50.6977Ki/s testdata/canada.json
canada/Encode_JsonCpp_cv                               0.33 %          0.35 %             5 bytes_per_second=0.35% testdata/canada.json
gsoc-2018/Encode_SonicDyn_mean                       847015 ns       845200 ns            5 bytes_per_second=3.66693Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_median                     846959 ns       844994 ns            5 bytes_per_second=3.66782Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_stddev                       1211 ns         1247 ns            5 bytes_per_second=5.53331Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_cv                           0.14 %          0.15 %             5 bytes_per_second=0.15% testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_mean                    11938444 ns     11916974 ns            5 bytes_per_second=266.316Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_median                  11917908 ns     11899227 ns            5 bytes_per_second=266.712Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_stddev                     31733 ns        27827 ns            5 bytes_per_second=636.147Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_cv                          0.27 %          0.23 %             5 bytes_per_second=0.23% testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_mean                        4982309 ns      4968881 ns            5 bytes_per_second=638.72Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_median                      4972261 ns      4959423 ns            5 bytes_per_second=639.927Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_stddev                        22831 ns        23172 ns            5 bytes_per_second=2.96019Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_cv                             0.46 %          0.47 %             5 bytes_per_second=0.46% testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_mean                      4424262 ns      4412375 ns            5 bytes_per_second=719.266Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_median                    4423953 ns      4411693 ns            5 bytes_per_second=719.376Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_stddev                       3960 ns         4345 ns            5 bytes_per_second=724.445Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_cv                           0.09 %          0.10 %             5 bytes_per_second=0.10% testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_mean                      53976152 ns     53863238 ns            5 bytes_per_second=58.9213Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_median                    53988552 ns     53881989 ns            5 bytes_per_second=58.9003Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_stddev                      170471 ns       162065 ns            5 bytes_per_second=181.887Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_cv                            0.32 %          0.30 %             5 bytes_per_second=0.30% testdata/gsoc-2018.json
twitter/Encode_SonicDyn_mean                          90418 ns        90226 ns            5 bytes_per_second=2.72898Gi/s testdata/twitter.json
twitter/Encode_SonicDyn_median                        90409 ns        90231 ns            5 bytes_per_second=2.72882Gi/s testdata/twitter.json
twitter/Encode_SonicDyn_stddev                         79.8 ns         76.5 ns            5 bytes_per_second=2.37012Mi/s testdata/twitter.json
twitter/Encode_SonicDyn_cv                             0.09 %          0.08 %             5 bytes_per_second=0.08% testdata/twitter.json
twitter/Encode_Rapidjson_mean                        780930 ns       779082 ns            5 bytes_per_second=323.639Mi/s testdata/twitter.json
twitter/Encode_Rapidjson_median                      780539 ns       778801 ns            5 bytes_per_second=323.748Mi/s testdata/twitter.json
twitter/Encode_Rapidjson_stddev                        4294 ns         4205 ns            5 bytes_per_second=1.75186Mi/s testdata/twitter.json
twitter/Encode_Rapidjson_cv                            0.55 %          0.54 %             5 bytes_per_second=0.54% testdata/twitter.json
