[sonic-cpp] running official CMake benchmark (benchmark/main.cpp)
2026-09-08T11:03:37+08:00
Running /home/runner/boostkit-perf/sonic-cpp/1.0.2/aarch64/34181714311-2/build/benchmark/bench
Run on (384 X 2299.08 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB (x192)
  L1 Instruction 128 KiB (x192)
  L2 Unified 1024 KiB (x192)
  L3 Unified 23296 KiB (x24)
Load Average: 3.12, 2.89, 2.76
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
twitter/Encode_YYjson_mean                           552660 ns       551220 ns            5 bytes_per_second=457.414Mi/s testdata/twitter.json
twitter/Encode_YYjson_median                         552699 ns       551430 ns            5 bytes_per_second=457.239Mi/s testdata/twitter.json
twitter/Encode_YYjson_stddev                            835 ns          979 ns            5 bytes_per_second=831.951Ki/s testdata/twitter.json
twitter/Encode_YYjson_cv                               0.15 %          0.18 %             5 bytes_per_second=0.18% testdata/twitter.json
twitter/Encode_SIMDjson_mean                         213860 ns       213395 ns            5 bytes_per_second=1.15385Gi/s testdata/twitter.json
twitter/Encode_SIMDjson_median                       213797 ns       213388 ns            5 bytes_per_second=1.15389Gi/s testdata/twitter.json
twitter/Encode_SIMDjson_stddev                          280 ns          265 ns            5 bytes_per_second=1.46706Mi/s testdata/twitter.json
twitter/Encode_SIMDjson_cv                             0.13 %          0.12 %             5 bytes_per_second=0.12% testdata/twitter.json
twitter/Encode_JsonCpp_mean                         6705842 ns      6689182 ns            5 bytes_per_second=37.6944Mi/s testdata/twitter.json
twitter/Encode_JsonCpp_median                       6725145 ns      6702640 ns            5 bytes_per_second=37.6173Mi/s testdata/twitter.json
twitter/Encode_JsonCpp_stddev                         45573 ns        45270 ns            5 bytes_per_second=261.635Ki/s testdata/twitter.json
twitter/Encode_JsonCpp_cv                              0.68 %          0.68 %             5 bytes_per_second=0.68% testdata/twitter.json
lottie/Encode_SonicDyn_mean                          715132 ns       713666 ns            5 bytes_per_second=386.098Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_median                        715268 ns       713941 ns            5 bytes_per_second=385.948Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_stddev                          1092 ns         1451 ns            5 bytes_per_second=805.26Ki/s testdata/lottie.json
lottie/Encode_SonicDyn_cv                              0.15 %          0.20 %             5 bytes_per_second=0.20% testdata/lottie.json
lottie/Encode_Rapidjson_mean                        1372499 ns      1369223 ns            5 bytes_per_second=201.251Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_median                      1372732 ns      1369628 ns            5 bytes_per_second=201.182Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_stddev                        10901 ns        10630 ns            5 bytes_per_second=1.56218Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_cv                             0.79 %          0.78 %             5 bytes_per_second=0.78% testdata/lottie.json
lottie/Encode_YYjson_mean                           4060216 ns      4050805 ns            5 bytes_per_second=68.0224Mi/s testdata/lottie.json
lottie/Encode_YYjson_median                         4058034 ns      4047465 ns            5 bytes_per_second=68.0782Mi/s testdata/lottie.json
lottie/Encode_YYjson_stddev                           11071 ns         9667 ns            5 bytes_per_second=165.767Ki/s testdata/lottie.json
lottie/Encode_YYjson_cv                                0.27 %          0.24 %             5 bytes_per_second=0.24% testdata/lottie.json
lottie/Encode_SIMDjson_mean                          947456 ns       944643 ns            5 bytes_per_second=291.692Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_median                        947010 ns       944026 ns            5 bytes_per_second=291.882Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_stddev                          1513 ns         1464 ns            5 bytes_per_second=462.021Ki/s testdata/lottie.json
lottie/Encode_SIMDjson_cv                              0.16 %          0.16 %             5 bytes_per_second=0.15% testdata/lottie.json
lottie/Encode_JsonCpp_mean                         32491257 ns     32409980 ns            5 bytes_per_second=8.50189Mi/s testdata/lottie.json
lottie/Encode_JsonCpp_median                       32465693 ns     32364396 ns            5 bytes_per_second=8.51381Mi/s testdata/lottie.json
lottie/Encode_JsonCpp_stddev                          99830 ns        99016 ns            5 bytes_per_second=26.5608Ki/s testdata/lottie.json
lottie/Encode_JsonCpp_cv                               0.31 %          0.31 %             5 bytes_per_second=0.31% testdata/lottie.json
citm_catalog/Stat_SonicDyn_mean                      230131 ns       229687 ns            5 bytes_per_second=7.00391Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_median                    230772 ns       230330 ns            5 bytes_per_second=6.98381Gi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_stddev                      2315 ns         2271 ns            5 bytes_per_second=71.0738Mi/s testdata/citm_catalog.json
citm_catalog/Stat_SonicDyn_cv                          1.01 %          0.99 %             5 bytes_per_second=0.99% testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_mean                      352255 ns       351494 ns            5 bytes_per_second=4.57645Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_median                    351694 ns       351088 ns            5 bytes_per_second=4.58171Gi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_stddev                      1252 ns         1017 ns            5 bytes_per_second=13.514Mi/s testdata/citm_catalog.json
citm_catalog/Find_SonicDyn_cv                          0.36 %          0.29 %             5 bytes_per_second=0.29% testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_mean                     211810 ns       211315 ns            5 bytes_per_second=7.61365Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_median                   212750 ns       212396 ns            5 bytes_per_second=7.5735Gi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_stddev                     3181 ns         3197 ns            5 bytes_per_second=119.586Mi/s testdata/citm_catalog.json
citm_catalog/Stat_Rapidjson_cv                         1.50 %          1.51 %             5 bytes_per_second=1.53% testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_mean                     222525 ns       222069 ns            5 bytes_per_second=7.24369Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_median                   221984 ns       221598 ns            5 bytes_per_second=7.25903Gi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_stddev                      791 ns          677 ns            5 bytes_per_second=22.5741Mi/s testdata/citm_catalog.json
citm_catalog/Find_Rapidjson_cv                         0.36 %          0.30 %             5 bytes_per_second=0.30% testdata/citm_catalog.json
twitterescaped/Stat_SonicDyn_mean                     78054 ns        77913 ns            5 bytes_per_second=6.72269Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_median                   77991 ns        77868 ns            5 bytes_per_second=6.72655Gi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_stddev                     236 ns          221 ns            5 bytes_per_second=19.4794Mi/s testdata/twitterescaped.json
twitterescaped/Stat_SonicDyn_cv                        0.30 %          0.28 %             5 bytes_per_second=0.28% testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_mean                    248806 ns       248084 ns            5 bytes_per_second=2.11132Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_median                  248789 ns       248129 ns            5 bytes_per_second=2.11094Gi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_stddev                     383 ns          442 ns            5 bytes_per_second=3.8561Mi/s testdata/twitterescaped.json
twitterescaped/Find_SonicDyn_cv                        0.15 %          0.18 %             5 bytes_per_second=0.18% testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_mean                    69329 ns        69164 ns            5 bytes_per_second=7.57314Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_median                  69330 ns        69156 ns            5 bytes_per_second=7.57396Gi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_stddev                    296 ns          304 ns            5 bytes_per_second=34.0599Mi/s testdata/twitterescaped.json
twitterescaped/Stat_Rapidjson_cv                       0.43 %          0.44 %             5 bytes_per_second=0.44% testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_mean                   230294 ns       229747 ns            5 bytes_per_second=2.27984Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_median                 230002 ns       229421 ns            5 bytes_per_second=2.28306Gi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_stddev                    688 ns          688 ns            5 bytes_per_second=6.9617Mi/s testdata/twitterescaped.json
twitterescaped/Find_Rapidjson_cv                       0.30 %          0.30 %             5 bytes_per_second=0.30% testdata/twitterescaped.json
fgo/Stat_SonicDyn_mean                             18937812 ns     18893117 ns            5 bytes_per_second=2.40384Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_median                           18925356 ns     18887069 ns            5 bytes_per_second=2.40461Gi/s testdata/fgo.json
fgo/Stat_SonicDyn_stddev                              28899 ns        32560 ns            5 bytes_per_second=4.23541Mi/s testdata/fgo.json
fgo/Stat_SonicDyn_cv                                   0.15 %          0.17 %             5 bytes_per_second=0.17% testdata/fgo.json
fgo/Find_SonicDyn_mean                             38627437 ns     38521851 ns            5 bytes_per_second=1.17897Gi/s testdata/fgo.json
fgo/Find_SonicDyn_median                           38621774 ns     38495752 ns            5 bytes_per_second=1.17977Gi/s testdata/fgo.json
fgo/Find_SonicDyn_stddev                              78649 ns        80159 ns            5 bytes_per_second=2.50712Mi/s testdata/fgo.json
fgo/Find_SonicDyn_cv                                   0.20 %          0.21 %             5 bytes_per_second=0.21% testdata/fgo.json
fgo/Stat_Rapidjson_mean                            16940489 ns     16906706 ns            5 bytes_per_second=2.68639Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_median                          16941357 ns     16904250 ns            5 bytes_per_second=2.68666Gi/s testdata/fgo.json
fgo/Stat_Rapidjson_stddev                            125277 ns       125880 ns            5 bytes_per_second=20.399Mi/s testdata/fgo.json
fgo/Stat_Rapidjson_cv                                  0.74 %          0.74 %             5 bytes_per_second=0.74% testdata/fgo.json
fgo/Find_Rapidjson_mean                            25805853 ns     25749277 ns            5 bytes_per_second=1.76379Gi/s testdata/fgo.json
fgo/Find_Rapidjson_median                          25767455 ns     25718264 ns            5 bytes_per_second=1.7659Gi/s testdata/fgo.json
fgo/Find_Rapidjson_stddev                             86480 ns        70688 ns            5 bytes_per_second=4.95613Mi/s testdata/fgo.json
fgo/Find_Rapidjson_cv                                  0.34 %          0.27 %             5 bytes_per_second=0.27% testdata/fgo.json
otfcc/Stat_SonicDyn_mean                           59928401 ns     59802264 ns            5 bytes_per_second=1.03422Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_median                         59958725 ns     59842442 ns            5 bytes_per_second=1.03352Gi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_stddev                           133396 ns       158103 ns            5 bytes_per_second=2.80234Mi/s testdata/otfcc.json
otfcc/Stat_SonicDyn_cv                                 0.22 %          0.26 %             5 bytes_per_second=0.26% testdata/otfcc.json
otfcc/Find_SonicDyn_mean                         1801952976 ns   1797721316 ns            5 bytes_per_second=35.2355Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_median                       1801774780 ns   1796990670 ns            5 bytes_per_second=35.2438Mi/s testdata/otfcc.json
otfcc/Find_SonicDyn_stddev                         26072071 ns     26149688 ns            5 bytes_per_second=526.068Ki/s testdata/otfcc.json
otfcc/Find_SonicDyn_cv                                 1.45 %          1.45 %             5 bytes_per_second=1.46% testdata/otfcc.json
otfcc/Stat_Rapidjson_mean                          53869278 ns     53758188 ns            5 bytes_per_second=1.1505Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_median                        53930198 ns     53801122 ns            5 bytes_per_second=1.14958Gi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_stddev                          176826 ns       177286 ns            5 bytes_per_second=3.89957Mi/s testdata/otfcc.json
otfcc/Stat_Rapidjson_cv                                0.33 %          0.33 %             5 bytes_per_second=0.33% testdata/otfcc.json
otfcc/Find_Rapidjson_mean                        1112163874 ns   1109235096 ns            5 bytes_per_second=57.0987Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_median                      1106693000 ns   1104624520 ns            5 bytes_per_second=57.3343Mi/s testdata/otfcc.json
otfcc/Find_Rapidjson_stddev                         9439478 ns      8593905 ns            5 bytes_per_second=451.246Ki/s testdata/otfcc.json
otfcc/Find_Rapidjson_cv                                0.85 %          0.77 %             5 bytes_per_second=0.77% testdata/otfcc.json
github_events/Stat_SonicDyn_mean                       6695 ns         6684 ns            5 bytes_per_second=9.07589Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_median                     6697 ns         6683 ns            5 bytes_per_second=9.07595Gi/s testdata/github_events.json
github_events/Stat_SonicDyn_stddev                     4.84 ns         4.52 ns            5 bytes_per_second=6.2866Mi/s testdata/github_events.json
github_events/Stat_SonicDyn_cv                         0.07 %          0.07 %             5 bytes_per_second=0.07% testdata/github_events.json
github_events/Find_SonicDyn_mean                      17784 ns        17750 ns            5 bytes_per_second=3.41746Gi/s testdata/github_events.json
github_events/Find_SonicDyn_median                    17779 ns        17730 ns            5 bytes_per_second=3.42119Gi/s testdata/github_events.json
github_events/Find_SonicDyn_stddev                     53.6 ns         50.8 ns            5 bytes_per_second=9.99855Mi/s testdata/github_events.json
github_events/Find_SonicDyn_cv                         0.30 %          0.29 %             5 bytes_per_second=0.29% testdata/github_events.json
github_events/Stat_Rapidjson_mean                      5561 ns         5551 ns            5 bytes_per_second=10.9282Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_median                    5563 ns         5548 ns            5 bytes_per_second=10.9344Gi/s testdata/github_events.json
github_events/Stat_Rapidjson_stddev                    7.81 ns         8.05 ns            5 bytes_per_second=16.2088Mi/s testdata/github_events.json
github_events/Stat_Rapidjson_cv                        0.14 %          0.15 %             5 bytes_per_second=0.14% testdata/github_events.json
github_events/Find_Rapidjson_mean                     13016 ns        12994 ns            5 bytes_per_second=4.66823Gi/s testdata/github_events.json
github_events/Find_Rapidjson_median                   13021 ns        13002 ns            5 bytes_per_second=4.66539Gi/s testdata/github_events.json
github_events/Find_Rapidjson_stddev                    40.1 ns         35.0 ns            5 bytes_per_second=12.8924Mi/s testdata/github_events.json
github_events/Find_Rapidjson_cv                        0.31 %          0.27 %             5 bytes_per_second=0.27% testdata/github_events.json
poet/Stat_SonicDyn_mean                              192256 ns       191817 ns            5 bytes_per_second=17.06Gi/s testdata/poet.json
poet/Stat_SonicDyn_median                            191030 ns       190539 ns            5 bytes_per_second=17.1704Gi/s testdata/poet.json
poet/Stat_SonicDyn_stddev                              3324 ns         3335 ns            5 bytes_per_second=297.015Mi/s testdata/poet.json
poet/Stat_SonicDyn_cv                                  1.73 %          1.74 %             5 bytes_per_second=1.70% testdata/poet.json
poet/Find_SonicDyn_mean                              318116 ns       317307 ns            5 bytes_per_second=10.3106Gi/s testdata/poet.json
poet/Find_SonicDyn_median                            318176 ns       317374 ns            5 bytes_per_second=10.3084Gi/s testdata/poet.json
poet/Find_SonicDyn_stddev                               565 ns          561 ns            5 bytes_per_second=18.6802Mi/s testdata/poet.json
poet/Find_SonicDyn_cv                                  0.18 %          0.18 %             5 bytes_per_second=0.18% testdata/poet.json
poet/Stat_Rapidjson_mean                             224159 ns       223740 ns            5 bytes_per_second=14.6247Gi/s testdata/poet.json
poet/Stat_Rapidjson_median                           224675 ns       224311 ns            5 bytes_per_second=14.5852Gi/s testdata/poet.json
poet/Stat_Rapidjson_stddev                             3132 ns         3108 ns            5 bytes_per_second=211.065Mi/s testdata/poet.json
poet/Stat_Rapidjson_cv                                 1.40 %          1.39 %             5 bytes_per_second=1.41% testdata/poet.json
poet/Find_Rapidjson_mean                             221883 ns       221405 ns            5 bytes_per_second=14.7768Gi/s testdata/poet.json
poet/Find_Rapidjson_median                           221746 ns       221346 ns            5 bytes_per_second=14.7806Gi/s testdata/poet.json
poet/Find_Rapidjson_stddev                              972 ns          905 ns            5 bytes_per_second=61.7213Mi/s testdata/poet.json
poet/Find_Rapidjson_cv                                 0.44 %          0.41 %             5 bytes_per_second=0.41% testdata/poet.json
book/Stat_SonicDyn_mean                                 176 ns          175 ns            5 bytes_per_second=1.94921Gi/s testdata/book.json
book/Stat_SonicDyn_median                               176 ns          175 ns            5 bytes_per_second=1.94803Gi/s testdata/book.json
book/Stat_SonicDyn_stddev                             0.381 ns        0.341 ns            5 bytes_per_second=3.87996Mi/s testdata/book.json
book/Stat_SonicDyn_cv                                  0.22 %          0.19 %             5 bytes_per_second=0.19% testdata/book.json
book/Find_SonicDyn_mean                                 280 ns          279 ns            5 bytes_per_second=1.22319Gi/s testdata/book.json
book/Find_SonicDyn_median                               279 ns          279 ns            5 bytes_per_second=1.22545Gi/s testdata/book.json
book/Find_SonicDyn_stddev                              1.81 ns         1.61 ns            5 bytes_per_second=7.16289Mi/s testdata/book.json
book/Find_SonicDyn_cv                                  0.65 %          0.58 %             5 bytes_per_second=0.57% testdata/book.json
book/Stat_Rapidjson_mean                                157 ns          157 ns            5 bytes_per_second=2.18279Gi/s testdata/book.json
book/Stat_Rapidjson_median                              157 ns          157 ns            5 bytes_per_second=2.18308Gi/s testdata/book.json
book/Stat_Rapidjson_stddev                            0.101 ns        0.117 ns            5 bytes_per_second=1.6649Mi/s testdata/book.json
book/Stat_Rapidjson_cv                                 0.06 %          0.07 %             5 bytes_per_second=0.07% testdata/book.json
book/Find_Rapidjson_mean                                180 ns          180 ns            5 bytes_per_second=1.89927Gi/s testdata/book.json
book/Find_Rapidjson_median                              180 ns          180 ns            5 bytes_per_second=1.90218Gi/s testdata/book.json
book/Find_Rapidjson_stddev                            0.888 ns        0.967 ns            5 bytes_per_second=10.4557Mi/s testdata/book.json
book/Find_Rapidjson_cv                                 0.49 %          0.54 %             5 bytes_per_second=0.54% testdata/book.json
canada/Stat_SonicDyn_mean                            866034 ns       864006 ns            5 bytes_per_second=2.42644Gi/s testdata/canada.json
canada/Stat_SonicDyn_median                          866492 ns       863671 ns            5 bytes_per_second=2.42738Gi/s testdata/canada.json
canada/Stat_SonicDyn_stddev                            2018 ns         1699 ns            5 bytes_per_second=4.88667Mi/s testdata/canada.json
canada/Stat_SonicDyn_cv                                0.23 %          0.20 %             5 bytes_per_second=0.20% testdata/canada.json
canada/Find_SonicDyn_mean                            589707 ns       588288 ns            5 bytes_per_second=3.56368Gi/s testdata/canada.json
canada/Find_SonicDyn_median                          590031 ns       588632 ns            5 bytes_per_second=3.56157Gi/s testdata/canada.json
canada/Find_SonicDyn_stddev                            2151 ns         1793 ns            5 bytes_per_second=11.1294Mi/s testdata/canada.json
canada/Find_SonicDyn_cv                                0.36 %          0.30 %             5 bytes_per_second=0.30% testdata/canada.json
canada/Stat_Rapidjson_mean                           647545 ns       646385 ns            5 bytes_per_second=3.24338Gi/s testdata/canada.json
canada/Stat_Rapidjson_median                         647106 ns       646015 ns            5 bytes_per_second=3.24521Gi/s testdata/canada.json
canada/Stat_Rapidjson_stddev                           2427 ns         2225 ns            5 bytes_per_second=11.396Mi/s testdata/canada.json
canada/Stat_Rapidjson_cv                               0.37 %          0.34 %             5 bytes_per_second=0.34% testdata/canada.json
canada/Find_Rapidjson_mean                           398123 ns       397347 ns            5 bytes_per_second=5.2779Gi/s testdata/canada.json
canada/Find_Rapidjson_median                         400094 ns       399334 ns            5 bytes_per_second=5.24988Gi/s testdata/canada.json
canada/Find_Rapidjson_stddev                           8173 ns         8136 ns            5 bytes_per_second=110.863Mi/s testdata/canada.json
canada/Find_Rapidjson_cv                               2.05 %          2.05 %             5 bytes_per_second=2.05% testdata/canada.json
gsoc-2018/Stat_SonicDyn_mean                         105508 ns       105249 ns            5 bytes_per_second=29.4473Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_median                       105490 ns       105199 ns            5 bytes_per_second=29.4612Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_stddev                          122 ns          104 ns            5 bytes_per_second=29.8078Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_SonicDyn_cv                             0.12 %          0.10 %             5 bytes_per_second=0.10% testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_mean                        2405221 ns      2399448 ns            5 bytes_per_second=1.29167Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_median                      2404497 ns      2399788 ns            5 bytes_per_second=1.29148Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_stddev                         2446 ns         2459 ns            5 bytes_per_second=1.35496Mi/s testdata/gsoc-2018.json
gsoc-2018/Find_SonicDyn_cv                             0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_mean                        121835 ns       121607 ns            5 bytes_per_second=25.5106Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_median                      122722 ns       122520 ns            5 bytes_per_second=25.2962Gi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_stddev                        4234 ns         4206 ns            5 bytes_per_second=906.382Mi/s testdata/gsoc-2018.json
gsoc-2018/Stat_Rapidjson_cv                            3.48 %          3.46 %             5 bytes_per_second=3.47% testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_mean                       2204020 ns      2198863 ns            5 bytes_per_second=1.4095Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_median                     2200771 ns      2196125 ns            5 bytes_per_second=1.41125Gi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_stddev                        6649 ns         6538 ns            5 bytes_per_second=4.28773Mi/s testdata/gsoc-2018.json
gsoc-2018/Find_Rapidjson_cv                            0.30 %          0.30 %             5 bytes_per_second=0.30% testdata/gsoc-2018.json
twitter/Stat_SonicDyn_mean                            29820 ns        29764 ns            5 bytes_per_second=8.2725Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_median                          29823 ns        29763 ns            5 bytes_per_second=8.27282Gi/s testdata/twitter.json
twitter/Stat_SonicDyn_stddev                           10.4 ns         6.56 ns            5 bytes_per_second=1.86718Mi/s testdata/twitter.json
twitter/Stat_SonicDyn_cv                               0.04 %          0.02 %             5 bytes_per_second=0.02% testdata/twitter.json
twitter/Find_SonicDyn_mean                            93169 ns        92977 ns            5 bytes_per_second=2.64827Gi/s testdata/twitter.json
twitter/Find_SonicDyn_median                          93115 ns        92869 ns            5 bytes_per_second=2.65133Gi/s testdata/twitter.json
twitter/Find_SonicDyn_stddev                            192 ns          182 ns            5 bytes_per_second=5.29462Mi/s testdata/twitter.json
twitter/Find_SonicDyn_cv                               0.21 %          0.20 %             5 bytes_per_second=0.20% testdata/twitter.json
twitter/Stat_Rapidjson_mean                           24757 ns        24700 ns            5 bytes_per_second=9.96858Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_median                         24763 ns        24708 ns            5 bytes_per_second=9.96557Gi/s testdata/twitter.json
twitter/Stat_Rapidjson_stddev                          69.8 ns         66.3 ns            5 bytes_per_second=27.3876Mi/s testdata/twitter.json
twitter/Stat_Rapidjson_cv                              0.28 %          0.27 %             5 bytes_per_second=0.27% testdata/twitter.json
twitter/Find_Rapidjson_mean                           83783 ns        83641 ns            5 bytes_per_second=2.94384Gi/s testdata/twitter.json
twitter/Find_Rapidjson_median                         83781 ns        83630 ns            5 bytes_per_second=2.94422Gi/s testdata/twitter.json
twitter/Find_Rapidjson_stddev                          46.8 ns         52.4 ns            5 bytes_per_second=1.88795Mi/s testdata/twitter.json
twitter/Find_Rapidjson_cv                              0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/twitter.json
lottie/Stat_SonicDyn_mean                            258159 ns       257481 ns            5 bytes_per_second=1.04508Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_median                          258384 ns       257793 ns            5 bytes_per_second=1.04381Gi/s testdata/lottie.json
lottie/Stat_SonicDyn_stddev                            1084 ns          959 ns            5 bytes_per_second=3.99351Mi/s testdata/lottie.json
lottie/Stat_SonicDyn_cv                                0.42 %          0.37 %             5 bytes_per_second=0.37% testdata/lottie.json
lottie/Find_SonicDyn_mean                            411802 ns       410972 ns            5 bytes_per_second=670.473Mi/s testdata/lottie.json
lottie/Find_SonicDyn_median                          411349 ns       410622 ns            5 bytes_per_second=671.041Mi/s testdata/lottie.json
lottie/Find_SonicDyn_stddev                             970 ns          862 ns            5 bytes_per_second=1.40327Mi/s testdata/lottie.json
lottie/Find_SonicDyn_cv                                0.24 %          0.21 %             5 bytes_per_second=0.21% testdata/lottie.json
lottie/Stat_Rapidjson_mean                           224158 ns       223688 ns            5 bytes_per_second=1.20298Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_median                         224130 ns       223743 ns            5 bytes_per_second=1.20266Gi/s testdata/lottie.json
lottie/Stat_Rapidjson_stddev                           1245 ns         1205 ns            5 bytes_per_second=6.63785Mi/s testdata/lottie.json
lottie/Stat_Rapidjson_cv                               0.56 %          0.54 %             5 bytes_per_second=0.54% testdata/lottie.json
lottie/Find_Rapidjson_mean                           289189 ns       288433 ns            5 bytes_per_second=955.323Mi/s testdata/lottie.json
lottie/Find_Rapidjson_median                         288833 ns       288103 ns            5 bytes_per_second=956.409Mi/s testdata/lottie.json
lottie/Find_Rapidjson_stddev                           1048 ns         1034 ns            5 bytes_per_second=3.41024Mi/s testdata/lottie.json
lottie/Find_Rapidjson_cv                               0.36 %          0.36 %             5 bytes_per_second=0.36% testdata/lottie.json
[sonic-cpp-parse] normalized 163 official scenarios
[sonic-cpp] sonic-cpp benchmark results written to benchmark.json and benchmark_sonic_cpp.json
