                       	strsep
Length   10/2, alignment  3/ 0, fail:	4.3324
Length   10/2, alignment  3/ 3, found:	24.1938
Length   10/2, alignment  3/ 3, fail:	4.60339
Length   10/2, alignment  3/ 9, found:	22.9719
Length   10/2, alignment  3/ 9, fail:	4.59973
Length   10/2, alignment  3/15, found:	22.9718
Length   10/2, alignment  3/15, fail:	4.87317
Length   10/2, alignment  9/ 0, found:	23.459
Length   10/2, alignment  9/ 0, fail:	5.1405
Length   10/2, alignment  9/ 3, found:	23.7837
Length   10/2, alignment  9/ 3, fail:	5.41394
Length   10/2, alignment  9/ 9, found:	22.9756
Length   10/2, alignment  9/ 9, fail:	5.40784
Length   10/2, alignment  9/15, found:	22.973
Length   10/2, alignment  9/15, fail:	5.68384
Length   10/2, alignment 15/ 0, found:	23.9862
Length   10/2, alignment 15/ 0, fail:	5.13818
Length   10/2, alignment 15/ 3, found:	16.016
Length   10/2, alignment 15/ 3, fail:	5.4115
Length   10/2, alignment 15/ 9, found:	16.9524
Length   10/2, alignment 15/ 9, fail:	5.40784
Length   10/2, alignment 15/15, found:	15.9514
Length   10/2, alignment 15/15, fail:	5.4115
Length   12/2, alignment  0/ 0, found:	21.8928
Length   12/2, alignment  0/ 0, fail:	4.87317
Length   12/2, alignment  0/ 3, found:	23.4198
Length   12/2, alignment  0/ 3, fail:	4.87207
Length   12/2, alignment  0/ 9, found:	24.4623
Length   12/2, alignment  0/ 9, fail:	4.86963
Length   12/2, alignment  0/15, found:	21.6217
Length   12/2, alignment  0/15, fail:	5.40906
Length   12/2, alignment  3/ 0, found:	22.9694
Length   12/2, alignment  3/ 0, fail:	4.33118
Length   12/2, alignment  3/ 3, found:	23.9349
Length   12/2, alignment  3/ 3, fail:	4.87439
Length   12/2, alignment  3/ 9, found:	22.8401
Length   12/2, alignment  3/ 9, fail:	4.86951
Length   12/2, alignment  3/15, found:	22.9744
Length   12/2, alignment  3/15, fail:	4.87195
Length   12/2, alignment  9/ 0, found:	22.2968
Length   12/2, alignment  9/ 0, fail:	5.14539
Length   12/2, alignment  9/ 3, found:	22.9744
Length   12/2, alignment  9/ 3, fail:	6.20618
Length   12/2, alignment  9/ 9, found:	23.2441
Length   12/2, alignment  9/ 9, fail:	5.41028
Length   12/2, alignment  9/15, found:	24.9849
Length   12/2, alignment  9/15, fail:	5.67883
Length   12/2, alignment 15/ 0, found:	22.9742
Length   12/2, alignment 15/ 0, fail:	5.13928
Length   12/2, alignment 15/ 3, found:	22.9731
Length   12/2, alignment 15/ 3, fail:	5.4115
Length   12/2, alignment 15/ 9, found:	12.2953
Length   12/2, alignment 15/ 9, fail:	5.40662
Length   12/2, alignment 15/15, found:	15.9502
Length   12/2, alignment 15/15, fail:	6.53467
Length   14/2, alignment  0/ 0, found:	23.786
Length   14/2, alignment  0/ 0, fail:	4.87073
Length   14/2, alignment  0/ 3, found:	23.6494
Length   14/2, alignment  0/ 3, fail:	4.86951
Length   14/2, alignment  0/ 9, found:	24.4148
Length   14/2, alignment  0/ 9, fail:	4.86707
Length   14/2, alignment  0/15, found:	21.4874
Length   14/2, alignment  0/15, fail:	5.40796
Length   14/2, alignment  3/ 0, found:	23.2623
Length   14/2, alignment  3/ 0, fail:	5.4115
Length   14/2, alignment  3/ 3, found:	22.9976
Length   14/2, alignment  3/ 3, fail:	5.4115
Length   14/2, alignment  3/ 9, found:	22.9707
Length   14/2, alignment  3/ 9, fail:	6.10608
Length   14/2, alignment  3/15, found:	21.0822
Length   14/2, alignment  3/15, fail:	5.68005
Length   14/2, alignment  9/ 0, found:	18.9581
Length   14/2, alignment  9/ 0, fail:	5.40906
Length   14/2, alignment  9/ 3, found:	11.7155
Length   14/2, alignment  9/ 3, fail:	5.41394
Length   14/2, alignment  9/ 9, found:	15.8123
Length   14/2, alignment  9/ 9, fail:	5.41272
Length   14/2, alignment  9/15, found:	22.702
Length   14/2, alignment  9/15, fail:	6.52478
Length   14/2, alignment 15/ 0, found:	22.9719
Length   14/2, alignment 15/ 0, fail:	5.13928
Length   14/2, alignment 15/ 3, found:	12.2892
Length   14/2, alignment 15/ 3, fail:	5.41272
Length   14/2, alignment 15/ 9, found:	16.0625
Length   14/2, alignment 15/ 9, fail:	5.4104
Length   14/2, alignment 15/15, found:	16.0831
Length   14/2, alignment 15/15, fail:	5.6814
Length   12/3, alignment  0/ 0, found:	21.8903
Length   12/3, alignment  0/ 0, fail:	4.87073
Length   12/3, alignment  0/ 3, found:	24.2622
Length   12/3, alignment  0/ 3, fail:	4.87195
Length   12/3, alignment  0/ 9, found:	24.759
Length   12/3, alignment  0/ 9, fail:	4.87073
Length   12/3, alignment  0/15, found:	23.5884
Length   12/3, alignment  0/15, fail:	5.4115
Length   12/3, alignment  3/ 0, found:	24.593
Length   12/3, alignment  3/ 0, fail:	4.3324
Length   12/3, alignment  3/ 3, found:	24.3354
Length   12/3, alignment  3/ 3, fail:	4.87683
Length   12/3, alignment  3/ 9, found:	24.5137
Length   12/3, alignment  3/ 9, fail:	4.86951
Length   12/3, alignment  3/15, found:	23.2465
Length   12/3, alignment  3/15, fail:	4.87451
Length   12/3, alignment  9/ 0, found:	23.5114
Length   12/3, alignment  9/ 0, fail:	5.14539
Length   12/3, alignment  9/ 3, found:	23.9912
Length   12/3, alignment  9/ 3, fail:	5.41516
Length   12/3, alignment  9/ 9, found:	23.9485
Length   12/3, alignment  9/ 9, fail:	5.41028
Length   12/3, alignment  9/15, found:	22.9719
Length   12/3, alignment  9/15, fail:	5.68616
Length   12/3, alignment 15/ 0, found:	22.9731
Length   12/3, alignment 15/ 0, fail:	5.14172
Length   12/3, alignment 15/ 3, found:	11.4139
Length   12/3, alignment 15/ 3, fail:	5.41272
Length   12/3, alignment 15/ 9, found:	15.949
Length   12/3, alignment 15/ 9, fail:	5.40784
Length   12/3, alignment 15/15, found:	16.9158
Length   12/3, alignment 15/15, fail:	5.68384
Length   15/3, alignment  0/ 0, found:	21.8903
Length   15/3, alignment  0/ 0, fail:	4.87073
Length   15/3, alignment  0/ 3, found:	21.8927
Length   15/3, alignment  0/ 3, fail:	4.87317
Length   15/3, alignment  0/ 9, found:	22.9524
Length   15/3, alignment  0/ 9, fail:	4.86951
Length   15/3, alignment  0/15, found:	21.6205
Length   15/3, alignment  0/15, fail:	6.18555
Length   15/3, alignment  3/ 0, found:	23.9166
Length   15/3, alignment  3/ 0, fail:	5.14795
Length   15/3, alignment  3/ 3, found:	23.692
Length   15/3, alignment  3/ 3, fail:	5.41284
Length   15/3, alignment  3/ 9, found:	24.1888
Length   15/3, alignment  3/ 9, fail:	5.40796
Length   15/3, alignment  3/15, found:	21.0834
Length   15/3, alignment  3/15, fail:	5.68127
Length   15/3, alignment  9/ 0, found:	22.9756
Length   15/3, alignment  9/ 0, fail:	5.1405
Length   15/3, alignment  9/ 3, found:	22.9742
Length   15/3, alignment  9/ 3, fail:	5.41772
Length   15/3, alignment  9/ 9, found:	22.9718
Length   15/3, alignment  9/ 9, fail:	6.32349
Length   15/3, alignment  9/15, found:	23.7823
Length   15/3, alignment  9/15, fail:	5.67773
Length   15/3, alignment 15/ 0, found:	23.9667
Length   15/3, alignment 15/ 0, fail:	5.13818
Length   15/3, alignment 15/ 3, found:	16.9597
Length   15/3, alignment 15/ 3, fail:	5.40784
Length   15/3, alignment 15/ 9, found:	16.9622
Length   15/3, alignment 15/ 9, fail:	5.40784
Length   15/3, alignment 15/15, found:	16.8706
Length   15/3, alignment 15/15, fail:	5.67773
Length   18/3, alignment  0/ 0, found:	21.889
Length   18/3, alignment  0/ 0, fail:	6.3551
Length   18/3, alignment  0/ 3, found:	21.8903
Length   18/3, alignment  0/ 3, fail:	5.68982
Length   18/3, alignment  0/ 9, found:	21.8915
Length   18/3, alignment  0/ 9, fail:	5.41162
Length   18/3, alignment  0/15, found:	21.3495
Length   18/3, alignment  0/15, fail:	6.63342
Length   18/3, alignment  3/ 0, found:	23.2429
Length   18/3, alignment  3/ 0, fail:	5.41394
Length   18/3, alignment  3/ 3, found:	23.8533
Length   18/3, alignment  3/ 3, fail:	5.41394
Length   18/3, alignment  3/ 9, found:	23.2428
Length   18/3, alignment  3/ 9, fail:	5.4115
Length   18/3, alignment  3/15, found:	21.0809
Length   18/3, alignment  3/15, fail:	5.68494
Length   18/3, alignment  9/ 0, found:	23.0403
Length   18/3, alignment  9/ 0, fail:	5.1405
Length   18/3, alignment  9/ 3, found:	16.95
Length   18/3, alignment  9/ 3, fail:	5.40784
Length   18/3, alignment  9/ 9, found:	16.9597
Length   18/3, alignment  9/ 9, fail:	5.40796
Length   18/3, alignment  9/15, found:	15.9501
Length   18/3, alignment  9/15, fail:	5.41284
Length   18/3, alignment 15/ 0, found:	22.973
Length   18/3, alignment 15/ 0, fail:	7.09985
Length   18/3, alignment 15/ 3, found:	15.9478
Length   18/3, alignment 15/ 3, fail:	6.49792
Length   18/3, alignment 15/ 9, found:	18.9679
Length   18/3, alignment 15/ 9, fail:	6.4906
Length   18/3, alignment 15/15, found:	16.1016
Length   18/3, alignment 15/15, fail:	6.49561
Length   21/3, alignment  0/ 0, found:	21.8927
Length   21/3, alignment  0/ 0, fail:	5.68127
Length   21/3, alignment  0/ 3, found:	22.5752
Length   21/3, alignment  0/ 3, fail:	5.41028
Length   21/3, alignment  0/ 9, found:	21.8915
Length   21/3, alignment  0/ 9, fail:	6.36743
Length   21/3, alignment  0/15, found:	21.6217
Length   21/3, alignment  0/15, fail:	5.95471
Length   21/3, alignment  3/ 0, found:	21.6205
Length   21/3, alignment  3/ 0, fail:	5.13818
Length   21/3, alignment  3/ 3, found:	23.2428
Length   21/3, alignment  3/ 3, fail:	6.32959
Length   21/3, alignment  3/ 9, found:	23.2416
Length   21/3, alignment  3/ 9, fail:	5.40906
Length   21/3, alignment  3/15, found:	24.1425
Length   21/3, alignment  3/15, fail:	5.6814
Length   21/3, alignment  9/ 0, found:	22.973
Length   21/3, alignment  9/ 0, fail:	5.13806
Length   21/3, alignment  9/ 3, found:	22.9744
Length   21/3, alignment  9/ 3, fail:	5.40662
Length   21/3, alignment  9/ 9, found:	23.7471
Length   21/3, alignment  9/ 9, fail:	5.4115
Length   21/3, alignment  9/15, found:	24.4526
Length   21/3, alignment  9/15, fail:	5.67761
Length   21/3, alignment 15/ 0, found:	22.9744
Length   21/3, alignment 15/ 0, fail:	6.22571
Length   21/3, alignment 15/ 3, found:	22.9694
Length   21/3, alignment 15/ 3, fail:	6.4967
Length   21/3, alignment 15/ 9, found:	24.0437
Length   21/3, alignment 15/ 9, fail:	6.49304
Length   21/3, alignment 15/15, found:	24.676
Length   21/3, alignment 15/15, fail:	6.49316
Length   16/4, alignment  0/ 0, found:	23.5089
Length   16/4, alignment  0/ 0, fail:	5.4104
Length   16/4, alignment  0/ 3, found:	23.5126
Length   16/4, alignment  0/ 3, fail:	5.68384
Length   16/4, alignment  0/ 9, found:	24.4098
Length   16/4, alignment  0/ 9, fail:	5.40796
Length   16/4, alignment  0/15, found:	22.0697
Length   16/4, alignment  0/15, fail:	5.95227
Length   16/4, alignment  3/ 0, found:	22.298
Length   16/4, alignment  3/ 0, fail:	5.13928
Length   16/4, alignment  3/ 3, found:	23.2416
Length   16/4, alignment  3/ 3, fail:	5.4115
Length   16/4, alignment  3/ 9, found:	24.4648
Length   16/4, alignment  3/ 9, fail:	5.41028
Length   16/4, alignment  3/15, found:	24.4551
Length   16/4, alignment  3/15, fail:	5.68127
Length   16/4, alignment  9/ 0, found:	23.2429
Length   16/4, alignment  9/ 0, fail:	5.14172
Length   16/4, alignment  9/ 3, found:	11.4127
Length   16/4, alignment  9/ 3, fail:	5.41272
Length   16/4, alignment  9/ 9, found:	16.9597
Length   16/4, alignment  9/ 9, fail:	6.37952
Length   16/4, alignment  9/15, found:	23.7823
Length   16/4, alignment  9/15, fail:	5.6825
Length   16/4, alignment 15/ 0, found:	23.6127
Length   16/4, alignment 15/ 0, fail:	5.13928
Length   16/4, alignment 15/ 3, found:	22.9731
Length   16/4, alignment 15/ 3, fail:	5.40784
Length   16/4, alignment 15/ 9, found:	22.9719
Length   16/4, alignment 15/ 9, fail:	5.40784
Length   16/4, alignment 15/15, found:	24.5515
Length   16/4, alignment 15/15, fail:	5.68005
Length   20/4, alignment  0/ 0, found:	24.2708
Length   20/4, alignment  0/ 0, fail:	5.68005
Length   20/4, alignment  0/ 3, found:	23.5139
Length   20/4, alignment  0/ 3, fail:	5.68005
Length   20/4, alignment  0/ 9, found:	23.5139
Length   20/4, alignment  0/ 9, fail:	5.68005
Length   20/4, alignment  0/15, found:	22.3785
Length   20/4, alignment  0/15, fail:	5.95349
Length   20/4, alignment  3/ 0, found:	22.5885
Length   20/4, alignment  3/ 0, fail:	5.1394
Length   20/4, alignment  3/ 3, found:	23.2428
Length   20/4, alignment  3/ 3, fail:	5.40784
Length   20/4, alignment  3/ 9, found:	23.2417
Length   20/4, alignment  3/ 9, fail:	5.40784
Length   20/4, alignment  3/15, found:	24.0046
Length   20/4, alignment  3/15, fail:	5.68005
Length   20/4, alignment  9/ 0, found:	23.7129
Length   20/4, alignment  9/ 0, fail:	5.13684
Length   20/4, alignment  9/ 3, found:	15.949
Length   20/4, alignment  9/ 3, fail:	5.41516
Length   20/4, alignment  9/ 9, found:	16.0857
Length   20/4, alignment  9/ 9, fail:	5.4115
Length   20/4, alignment  9/15, found:	15.949
Length   20/4, alignment  9/15, fail:	5.67773
Length   20/4, alignment 15/ 0, found:	23.7323
Length   20/4, alignment 15/ 0, fail:	5.95483
Length   20/4, alignment 15/ 3, found:	12.0571
Length   20/4, alignment 15/ 3, fail:	6.49426
Length   20/4, alignment 15/ 9, found:	16.9597
Length   20/4, alignment 15/ 9, fail:	6.49194
Length   20/4, alignment 15/15, found:	16.0856
Length   20/4, alignment 15/15, fail:	6.49182
Length   24/4, alignment  0/ 0, found:	22.1588
Length   24/4, alignment  0/ 0, fail:	5.40918
Length   24/4, alignment  0/ 3, found:	22.9169
Length   24/4, alignment  0/ 3, fail:	5.68005
Length   24/4, alignment  0/ 9, found:	22.5154
Length   24/4, alignment  0/ 9, fail:	5.40906
Length   24/4, alignment  0/15, found:	21.4874
Length   24/4, alignment  0/15, fail:	5.95117
Length   24/4, alignment  3/ 0, found:	22.16
Length   24/4, alignment  3/ 0, fail:	5.13684
Length   24/4, alignment  3/ 3, found:	24.2085
Length   24/4, alignment  3/ 3, fail:	5.40906
Length   24/4, alignment  3/ 9, found:	23.8154
Length   24/4, alignment  3/ 9, fail:	5.4115
Length   24/4, alignment  3/15, found:	22.9731
Length   24/4, alignment  3/15, fail:	5.67761
Length   24/4, alignment  9/ 0, found:	22.9718
Length   24/4, alignment  9/ 0, fail:	5.95239
Length   24/4, alignment  9/ 3, found:	17.5029
Length   24/4, alignment  9/ 3, fail:	6.49316
Length   24/4, alignment  9/ 9, found:	16.9597
Length   24/4, alignment  9/ 9, fail:	6.49182
Length   24/4, alignment  9/15, found:	17.8411
Length   24/4, alignment  9/15, fail:	6.49805
Length   24/4, alignment 15/ 0, found:	22.9742
Length   24/4, alignment 15/ 0, fail:	5.94995
Length   24/4, alignment 15/ 3, found:	16.9084
Length   24/4, alignment 15/ 3, fail:	6.49182
Length   24/4, alignment 15/ 9, found:	17.6372
Length   24/4, alignment 15/ 9, fail:	6.48816
Length   24/4, alignment 15/15, found:	16.9976
Length   24/4, alignment 15/15, fail:	7.04614
Length   28/4, alignment  0/ 0, found:	24.8616
Length   28/4, alignment  0/ 0, fail:	5.41028
Length   28/4, alignment  0/ 3, found:	23.5225
Length   28/4, alignment  0/ 3, fail:	5.40784
Length   28/4, alignment  0/ 9, found:	24.4551
Length   28/4, alignment  0/ 9, fail:	5.40906
Length   28/4, alignment  0/15, found:	23.5859
Length   28/4, alignment  0/15, fail:	6.60535
Length   28/4, alignment  3/ 0, found:	23.5139
Length   28/4, alignment  3/ 0, fail:	5.13928
Length   28/4, alignment  3/ 3, found:	22.9731
Length   28/4, alignment  3/ 3, fail:	5.4115
Length   28/4, alignment  3/ 9, found:	24.0583
Length   28/4, alignment  3/ 9, fail:	5.40784
Length   28/4, alignment  3/15, found:	23.7849
Length   28/4, alignment  3/15, fail:	6.37463
Length   28/4, alignment  9/ 0, found:	22.9731
Length   28/4, alignment  9/ 0, fail:	5.95105
Length   28/4, alignment  9/ 3, found:	22.973
Length   28/4, alignment  9/ 3, fail:	6.49182
Length   28/4, alignment  9/ 9, found:	23.7349
Length   28/4, alignment  9/ 9, fail:	6.4906
Length   28/4, alignment  9/15, found:	23.7812
Length   28/4, alignment  9/15, fail:	7.2207
Length   28/4, alignment 15/ 0, found:	22.973
Length   28/4, alignment 15/ 0, fail:	5.95105
Length   28/4, alignment 15/ 3, found:	22.973
Length   28/4, alignment 15/ 3, fail:	6.48816
Length   28/4, alignment 15/ 9, found:	23.1195
Length   28/4, alignment 15/ 9, fail:	6.48816
Length   28/4, alignment 15/15, found:	15.9489
Length   28/4, alignment 15/15, fail:	6.48828
Length   20/5, alignment  0/ 0, found:	22.6227
Length   20/5, alignment  0/ 0, fail:	5.4104
Length   20/5, alignment  0/ 3, found:	21.8915
Length   20/5, alignment  0/ 3, fail:	5.40906
Length   20/5, alignment  0/ 9, found:	21.8915
Length   20/5, alignment  0/ 9, fail:	5.40918
Length   20/5, alignment  0/15, found:	22.7155
Length   20/5, alignment  0/15, fail:	5.95105
Length   20/5, alignment  3/ 0, found:	22.7595
Length   20/5, alignment  3/ 0, fail:	5.1405
Length   20/5, alignment  3/ 3, found:	22.9707
Length   20/5, alignment  3/ 3, fail:	5.4115
Length   20/5, alignment  3/ 9, found:	22.8363
Length   20/5, alignment  3/ 9, fail:	5.4104
Length   20/5, alignment  3/15, found:	23.9166
Length   20/5, alignment  3/15, fail:	5.68262
Length   20/5, alignment  9/ 0, found:	23.6298
Length   20/5, alignment  9/ 0, fail:	5.14062
Length   20/5, alignment  9/ 3, found:	16.6007
Length   20/5, alignment  9/ 3, fail:	5.41028
Length   20/5, alignment  9/ 9, found:	16.5984
Length   20/5, alignment  9/ 9, fail:	5.40784
Length   20/5, alignment  9/15, found:	15.949
Length   20/5, alignment  9/15, fail:	5.68127
Length   20/5, alignment 15/ 0, found:	23.8984
Length   20/5, alignment 15/ 0, fail:	5.95227
Length   20/5, alignment 15/ 3, found:	17.5078
Length   20/5, alignment 15/ 3, fail:	6.4906
Length   20/5, alignment 15/ 9, found:	16.9609
Length   20/5, alignment 15/ 9, fail:	6.48828
Length   20/5, alignment 15/15, found:	15.9489
Length   20/5, alignment 15/15, fail:	6.49182
Length   25/5, alignment  0/ 0, found:	21.8903
Length   25/5, alignment  0/ 0, fail:	6.51147
Length   25/5, alignment  0/ 3, found:	21.8915
Length   25/5, alignment  0/ 3, fail:	5.68005
Length   25/5, alignment  0/ 9, found:	22.6521
Length   25/5, alignment  0/ 9, fail:	5.40906
Length   25/5, alignment  0/15, found:	21.3678
Length   25/5, alignment  0/15, fail:	5.94995
Length   25/5, alignment  3/ 0, found:	21.6229
Length   25/5, alignment  3/ 0, fail:	5.14172
Length   25/5, alignment  3/ 3, found:	24.0437
Length   25/5, alignment  3/ 3, fail:	5.41028
Length   25/5, alignment  3/ 9, found:	23.6189
Length   25/5, alignment  3/ 9, fail:	5.41028
Length   25/5, alignment  3/15, found:	22.9706
Length   25/5, alignment  3/15, fail:	5.68018
Length   25/5, alignment  9/ 0, found:	22.973
Length   25/5, alignment  9/ 0, fail:	5.95117
Length   25/5, alignment  9/ 3, found:	16.7327
Length   25/5, alignment  9/ 3, fail:	6.49304
Length   25/5, alignment  9/ 9, found:	17.011
Length   25/5, alignment  9/ 9, fail:	7.1438
Length   25/5, alignment  9/15, found:	15.96
Length   25/5, alignment  9/15, fail:	6.49182
Length   25/5, alignment 15/ 0, found:	22.9744
Length   25/5, alignment 15/ 0, fail:	5.95105
Length   25/5, alignment 15/ 3, found:	16.5215
Length   25/5, alignment 15/ 3, fail:	6.49316
Length   25/5, alignment 15/ 9, found:	16.939
Length   25/5, alignment 15/ 9, fail:	6.49182
Length   25/5, alignment 15/15, found:	15.9502
Length   25/5, alignment 15/15, fail:	7.1438
Length   30/5, alignment  0/ 0, found:	21.8927
Length   30/5, alignment  0/ 0, fail:	5.41028
Length   30/5, alignment  0/ 3, found:	23.2429
Length   30/5, alignment  0/ 3, fail:	5.40906
Length   30/5, alignment  0/ 9, found:	24.0657
Length   30/5, alignment  0/ 9, fail:	5.40906
Length   30/5, alignment  0/15, found:	21.3519
Length   30/5, alignment  0/15, fail:	5.94995
Length   30/5, alignment  3/ 0, found:	23.7531
Length   30/5, alignment  3/ 0, fail:	5.68262
Length   30/5, alignment  3/ 3, found:	16.9622
Length   30/5, alignment  3/ 3, fail:	5.94861
Length   30/5, alignment  3/ 9, found:	16.9622
Length   30/5, alignment  3/ 9, fail:	5.94873
Length   30/5, alignment  3/15, found:	19.4683
Length   30/5, alignment  3/15, fail:	6.49194
Length   30/5, alignment  9/ 0, found:	23.6224
Length   30/5, alignment  9/ 0, fail:	5.94983
Length   30/5, alignment  9/ 3, found:	16.9609
Length   30/5, alignment  9/ 3, fail:	6.48816
Length   30/5, alignment  9/ 9, found:	16.9622
Length   30/5, alignment  9/ 9, fail:	6.48938
Length   30/5, alignment  9/15, found:	15.9514
Length   30/5, alignment  9/15, fail:	6.4906
Length   30/5, alignment 15/ 0, found:	23.9423
Length   30/5, alignment 15/ 0, fail:	5.94995
Length   30/5, alignment 15/ 3, found:	23.6163
Length   30/5, alignment 15/ 3, fail:	6.48828
Length   30/5, alignment 15/ 9, found:	22.9742
Length   30/5, alignment 15/ 9, fail:	6.4895
Length   30/5, alignment 15/15, found:	23.7848
Length   30/5, alignment 15/15, fail:	6.22095
Length   35/5, alignment  0/ 0, found:	23.786
Length   35/5, alignment  0/ 0, fail:	6.50037
Length   35/5, alignment  0/ 3, found:	23.6067
Length   35/5, alignment  0/ 3, fail:	5.95715
Length   35/5, alignment  0/ 9, found:	22.9695
Length   35/5, alignment  0/ 9, fail:	5.95349
Length   35/5, alignment  0/15, found:	23.8008
Length   35/5, alignment  0/15, fail:	6.49304
Length   35/5, alignment  3/ 0, found:	23.7617
Length   35/5, alignment  3/ 0, fail:	5.68127
Length   35/5, alignment  3/ 3, found:	17.4419
Length   35/5, alignment  3/ 3, fail:	5.95239
Length   35/5, alignment  3/ 9, found:	16.9585
Length   35/5, alignment  3/ 9, fail:	5.94861
Length   35/5, alignment  3/15, found:	15.9502
Length   35/5, alignment  3/15, fail:	6.49316
Length   35/5, alignment  9/ 0, found:	23.1061
Length   35/5, alignment  9/ 0, fail:	6.81055
Length   35/5, alignment  9/ 3, found:	23.244
Length   35/5, alignment  9/ 3, fail:	6.4895
Length   35/5, alignment  9/ 9, found:	17.4211
Length   35/5, alignment  9/ 9, fail:	6.49072
Length   35/5, alignment  9/15, found:	15.9476
Length   35/5, alignment  9/15, fail:	6.21973
Length   35/5, alignment 15/ 0, found:	16.2212
Length   35/5, alignment 15/ 0, fail:	6.49792
Length   35/5, alignment 15/ 3, found:	17.6056
Length   35/5, alignment 15/ 3, fail:	6.82507
Length   35/5, alignment 15/ 9, found:	16.7583
Length   35/5, alignment 15/ 9, fail:	6.76294
Length   35/5, alignment 15/15, found:	17.6665
Length   35/5, alignment 15/15, fail:	7.03882
Length   24/6, alignment  0/ 0, found:	23.2379
Length   24/6, alignment  0/ 0, fail:	5.41162
Length   24/6, alignment  0/ 3, found:	21.8903
Length   24/6, alignment  0/ 3, fail:	5.41394
Length   24/6, alignment  0/ 9, found:	22.663
Length   24/6, alignment  0/ 9, fail:	5.40918
Length   24/6, alignment  0/15, found:	22.1747
Length   24/6, alignment  0/15, fail:	5.95349
Length   24/6, alignment  3/ 0, found:	21.6205
Length   24/6, alignment  3/ 0, fail:	5.1405
Length   24/6, alignment  3/ 3, found:	22.9706
Length   24/6, alignment  3/ 3, fail:	5.41284
Length   24/6, alignment  3/ 9, found:	24.2072
Length   24/6, alignment  3/ 9, fail:	5.4104
Length   24/6, alignment  3/15, found:	24.6088
Length   24/6, alignment  3/15, fail:	5.68005
Length   24/6, alignment  9/ 0, found:	22.973
Length   24/6, alignment  9/ 0, fail:	6.22095
Length   24/6, alignment  9/ 3, found:	16.9609
Length   24/6, alignment  9/ 3, fail:	6.49304
Length   24/6, alignment  9/ 9, found:	16.5886
Length   24/6, alignment  9/ 9, fail:	7.28296
Length   24/6, alignment  9/15, found:	23.7837
Length   24/6, alignment  9/15, fail:	6.49304
Length   24/6, alignment 15/ 0, found:	23.625
Length   24/6, alignment 15/ 0, fail:	6.22083
Length   24/6, alignment 15/ 3, found:	22.973
Length   24/6, alignment 15/ 3, fail:	6.48938
Length   24/6, alignment 15/ 9, found:	22.973
Length   24/6, alignment 15/ 9, fail:	7.36597
Length   24/6, alignment 15/15, found:	23.8654
Length   24/6, alignment 15/15, fail:	6.49561
Length   30/6, alignment  0/ 0, found:	22.8522
Length   30/6, alignment  0/ 0, fail:	5.68018
Length   30/6, alignment  0/ 3, found:	21.9293
Length   30/6, alignment  0/ 3, fail:	5.41028
Length   30/6, alignment  0/ 9, found:	21.8939
Length   30/6, alignment  0/ 9, fail:	5.40918
Length   30/6, alignment  0/15, found:	22.359
Length   30/6, alignment  0/15, fail:	5.95227
Length   30/6, alignment  3/ 0, found:	19.3768
Length   30/6, alignment  3/ 0, fail:	6.49194
Length   30/6, alignment  3/ 3, found:	15.9489
Length   30/6, alignment  3/ 3, fail:	6.49561
Length   30/6, alignment  3/ 9, found:	16.9609
Length   30/6, alignment  3/ 9, fail:	6.4895
Length   30/6, alignment  3/15, found:	16.3566
Length   30/6, alignment  3/15, fail:	7.77722
