                       	strsep
Length   54/9, alignment  3/ 3, fail:	8.75879
Length   54/9, alignment  3/ 9, found:	23.7823
Length   54/9, alignment  3/ 9, fail:	7.56982
Length   54/9, alignment  3/15, found:	24.4502
Length   54/9, alignment  3/15, fail:	7.56982
Length   54/9, alignment  9/ 0, found:	23.786
Length   54/9, alignment  9/ 0, fail:	7.30127
Length   54/9, alignment  9/ 3, found:	24.3354
Length   54/9, alignment  9/ 3, fail:	6.76294
Length   54/9, alignment  9/ 9, found:	17.3015
Length   54/9, alignment  9/ 9, fail:	7.03259
Length   54/9, alignment  9/15, found:	17.6825
Length   54/9, alignment  9/15, fail:	7.03259
Length   54/9, alignment 15/ 0, found:	16.0857
Length   54/9, alignment 15/ 0, fail:	7.30249
Length   54/9, alignment 15/ 3, found:	16.2188
Length   54/9, alignment 15/ 3, fail:	7.57227
Length   54/9, alignment 15/ 9, found:	18.0803
Length   54/9, alignment 15/ 9, fail:	7.84326
Length   54/9, alignment 15/15, found:	17.0305
Length   54/9, alignment 15/15, fail:	8.7417
Length   63/9, alignment  0/ 0, found:	22.9742
Length   63/9, alignment  0/ 0, fail:	6.76294
Length   63/9, alignment  0/ 3, found:	22.9742
Length   63/9, alignment  0/ 3, fail:	6.49561
Length   63/9, alignment  0/ 9, found:	16.353
Length   63/9, alignment  0/ 9, fail:	8.22046
Length   63/9, alignment  0/15, found:	23.786
Length   63/9, alignment  0/15, fail:	8.11292
Length   63/9, alignment  3/ 0, found:	24.8201
Length   63/9, alignment  3/ 0, fail:	7.57593
Length   63/9, alignment  3/ 3, found:	24.0571
Length   63/9, alignment  3/ 3, fail:	7.57471
Length   63/9, alignment  3/ 9, found:	21.4081
Length   63/9, alignment  3/ 9, fail:	7.84082
Length   63/9, alignment  3/15, found:	16.8938
Length   63/9, alignment  3/15, fail:	7.84326
Length   63/9, alignment  9/ 0, found:	17.0293
Length   63/9, alignment  9/ 0, fail:	8.65503
Length   63/9, alignment  9/ 3, found:	16.2188
Length   63/9, alignment  9/ 3, fail:	7.57336
Length   63/9, alignment  9/ 9, found:	16.8926
Length   63/9, alignment  9/ 9, fail:	7.84082
Length   63/9, alignment  9/15, found:	17.7947
Length   63/9, alignment  9/15, fail:	7.84314
Length   63/9, alignment 15/ 0, found:	16.6069
Length   63/9, alignment 15/ 0, fail:	8.67944
Length   63/9, alignment 15/ 3, found:	16.2212
Length   63/9, alignment 15/ 3, fail:	8.65259
Length   63/9, alignment 15/ 9, found:	16.8938
Length   63/9, alignment 15/ 9, fail:	8.92126
Length   63/9, alignment 15/15, found:	16.8938
Length   63/9, alignment 15/15, fail:	8.92114
Length   40/10, alignment  0/ 0, found:	24.068
Length   40/10, alignment  0/ 0, fail:	5.95239
Length   40/10, alignment  0/ 3, found:	23.6041
Length   40/10, alignment  0/ 3, fail:	6.49316
Length   40/10, alignment  0/ 9, found:	16.3542
Length   40/10, alignment  0/ 9, fail:	7.03271
Length   40/10, alignment  0/15, found:	11.7312
Length   40/10, alignment  0/15, fail:	7.03149
Length   40/10, alignment  3/ 0, found:	17.1257
Length   40/10, alignment  3/ 0, fail:	6.85449
Length   40/10, alignment  3/ 3, found:	22.9767
Length   40/10, alignment  3/ 3, fail:	5.95239
Length   40/10, alignment  3/ 9, found:	25.1008
Length   40/10, alignment  3/ 9, fail:	6.7616
Length   40/10, alignment  3/15, found:	24.3245
Length   40/10, alignment  3/15, fail:	6.76172
Length   40/10, alignment  9/ 0, found:	24.3756
Length   40/10, alignment  9/ 0, fail:	7.57349
Length   40/10, alignment  9/ 3, found:	22.9756
Length   40/10, alignment  9/ 3, fail:	8.23022
Length   40/10, alignment  9/ 9, found:	24.3268
Length   40/10, alignment  9/ 9, fail:	7.84448
Length   40/10, alignment  9/15, found:	24.322
Length   40/10, alignment  9/15, fail:	7.84326
Length   40/10, alignment 15/ 0, found:	24.8933
Length   40/10, alignment 15/ 0, fail:	7.57349
Length   40/10, alignment 15/ 3, found:	24.9849
Length   40/10, alignment 15/ 3, fail:	7.57336
Length   40/10, alignment 15/ 9, found:	23.1172
Length   40/10, alignment 15/ 9, fail:	7.84204
Length   40/10, alignment 15/15, found:	17.8423
Length   40/10, alignment 15/15, fail:	7.8396
Length   50/10, alignment  0/ 0, found:	24.0547
Length   50/10, alignment  0/ 0, fail:	6.76282
Length   50/10, alignment  0/ 3, found:	23.6592
Length   50/10, alignment  0/ 3, fail:	7.84326
Length   50/10, alignment  0/ 9, found:	16.7595
Length   50/10, alignment  0/ 9, fail:	7.03394
Length   50/10, alignment  0/15, found:	16.4921
Length   50/10, alignment  0/15, fail:	7.03259
Length   50/10, alignment  3/ 0, found:	23.7068
Length   50/10, alignment  3/ 0, fail:	7.57349
Length   50/10, alignment  3/ 3, found:	16.9609
Length   50/10, alignment  3/ 3, fail:	7.57227
Length   50/10, alignment  3/ 9, found:	17.4712
Length   50/10, alignment  3/ 9, fail:	7.84448
Length   50/10, alignment  3/15, found:	13.3964
Length   50/10, alignment  3/15, fail:	7.84082
Length   50/10, alignment  9/ 0, found:	16.4922
Length   50/10, alignment  9/ 0, fail:	7.57214
Length   50/10, alignment  9/ 3, found:	17.1562
Length   50/10, alignment  9/ 3, fail:	6.75916
Length   50/10, alignment  9/ 9, found:	17.1648
Length   50/10, alignment  9/ 9, fail:	7.03027
Length   50/10, alignment  9/15, found:	17.1758
Length   50/10, alignment  9/15, fail:	7.03027
Length   50/10, alignment 15/ 0, found:	16.3994
Length   50/10, alignment 15/ 0, fail:	8.65381
Length   50/10, alignment 15/ 3, found:	16.2212
Length   50/10, alignment 15/ 3, fail:	8.65625
Length   50/10, alignment 15/ 9, found:	17.7666
Length   50/10, alignment 15/ 9, fail:	8.92358
Length   50/10, alignment 15/15, found:	16.7595
Length   50/10, alignment 15/15, fail:	10.0222
Length   60/10, alignment  0/ 0, found:	22.9731
Length   60/10, alignment  0/ 0, fail:	6.76038
Length   60/10, alignment  0/ 3, found:	22.973
Length   60/10, alignment  0/ 3, fail:	6.49182
Length   60/10, alignment  0/ 9, found:	22.3883
Length   60/10, alignment  0/ 9, fail:	7.03137
Length   60/10, alignment  0/15, found:	16.5592
Length   60/10, alignment  0/15, fail:	7.68701
Length   60/10, alignment  3/ 0, found:	24.0547
Length   60/10, alignment  3/ 0, fail:	6.7605
Length   60/10, alignment  3/ 3, found:	24.068
Length   60/10, alignment  3/ 3, fail:	6.7605
Length   60/10, alignment  3/ 9, found:	17.9814
Length   60/10, alignment  3/ 9, fail:	8.17773
Length   60/10, alignment  3/15, found:	17.8398
Length   60/10, alignment  3/15, fail:	7.03149
Length   60/10, alignment  9/ 0, found:	24.8945
Length   60/10, alignment  9/ 0, fail:	7.57349
Length   60/10, alignment  9/ 3, found:	24.0546
Length   60/10, alignment  9/ 3, fail:	7.57336
Length   60/10, alignment  9/ 9, found:	17.8411
Length   60/10, alignment  9/ 9, fail:	9.19946
Length   60/10, alignment  9/15, found:	20.6244
Length   60/10, alignment  9/15, fail:	7.84192
Length   60/10, alignment 15/ 0, found:	18.6321
Length   60/10, alignment 15/ 0, fail:	8.65381
Length   60/10, alignment 15/ 3, found:	16.22
Length   60/10, alignment 15/ 3, fail:	7.57227
Length   60/10, alignment 15/ 9, found:	16.8926
Length   60/10, alignment 15/ 9, fail:	8.92236
Length   60/10, alignment 15/15, found:	17.7336
Length   60/10, alignment 15/15, fail:	8.9248
Length   70/10, alignment  0/ 0, found:	16.22
Length   70/10, alignment  0/ 0, fail:	8.76978
Length   70/10, alignment  0/ 3, found:	16.8999
Length   70/10, alignment  0/ 3, fail:	8.65869
Length   70/10, alignment  0/ 9, found:	17.3015
Length   70/10, alignment  0/ 9, fail:	9.19958
Length   70/10, alignment  0/15, found:	16.4884
Length   70/10, alignment  0/15, fail:	9.19336
Length   70/10, alignment  3/ 0, found:	24.0522
Length   70/10, alignment  3/ 0, fail:	8.38525
Length   70/10, alignment  3/ 3, found:	18.239
Length   70/10, alignment  3/ 3, fail:	8.65869
Length   70/10, alignment  3/ 9, found:	16.8938
Length   70/10, alignment  3/ 9, fail:	7.84692
Length   70/10, alignment  3/15, found:	16.895
Length   70/10, alignment  3/15, fail:	8.92114
Length   70/10, alignment  9/ 0, found:	21.0748
Length   70/10, alignment  9/ 0, fail:	8.38281
Length   70/10, alignment  9/ 3, found:	22.027
Length   70/10, alignment  9/ 3, fail:	7.57349
Length   70/10, alignment  9/ 9, found:	16.8938
Length   70/10, alignment  9/ 9, fail:	7.84082
Length   70/10, alignment  9/15, found:	16.8926
Length   70/10, alignment  9/15, fail:	7.84082
Length   70/10, alignment 15/ 0, found:	17.4968
Length   70/10, alignment 15/ 0, fail:	8.66113
Length   70/10, alignment 15/ 3, found:	16.7644
Length   70/10, alignment 15/ 3, fail:	8.39136
Length   70/10, alignment 15/ 9, found:	17.6677
Length   70/10, alignment 15/ 9, fail:	8.65991
Length   70/10, alignment 15/15, found:	17.0269
Length   70/10, alignment 15/15, fail:	8.65381
Length   44/11, alignment  0/ 0, found:	22.973
Length   44/11, alignment  0/ 0, fail:	5.95117
Length   44/11, alignment  0/ 3, found:	23.9288
Length   44/11, alignment  0/ 3, fail:	5.95239
Length   44/11, alignment  0/ 9, found:	17.2893
Length   44/11, alignment  0/ 9, fail:	6.49304
Length   44/11, alignment  0/15, found:	11.7655
Length   44/11, alignment  0/15, fail:	6.48828
Length   44/11, alignment  3/ 0, found:	15.9563
Length   44/11, alignment  3/ 0, fail:	5.95471
Length   44/11, alignment  3/ 3, found:	16.7473
Length   44/11, alignment  3/ 3, fail:	5.95349
Length   44/11, alignment  3/ 9, found:	17.5897
Length   44/11, alignment  3/ 9, fail:	6.76648
Length   44/11, alignment  3/15, found:	16.7595
Length   44/11, alignment  3/15, fail:	7.52222
Length   44/11, alignment  9/ 0, found:	18.2378
Length   44/11, alignment  9/ 0, fail:	7.57349
Length   44/11, alignment  9/ 3, found:	18.83
Length   44/11, alignment  9/ 3, fail:	7.57349
Length   44/11, alignment  9/ 9, found:	22.702
Length   44/11, alignment  9/ 9, fail:	8.78687
Length   44/11, alignment  9/15, found:	24.322
Length   44/11, alignment  9/15, fail:	8.46826
Length   44/11, alignment 15/ 0, found:	16.3555
Length   44/11, alignment 15/ 0, fail:	7.57227
Length   44/11, alignment 15/ 3, found:	16.2198
Length   44/11, alignment 15/ 3, fail:	6.75928
Length   44/11, alignment 15/ 9, found:	16.895
Length   44/11, alignment 15/ 9, fail:	7.03027
Length   44/11, alignment 15/15, found:	17.8997
Length   44/11, alignment 15/15, fail:	7.88843
Length   55/11, alignment  0/ 0, found:	23.6287
Length   55/11, alignment  0/ 0, fail:	7.8468
Length   55/11, alignment  0/ 3, found:	22.973
Length   55/11, alignment  0/ 3, fail:	7.57349
Length   55/11, alignment  0/ 9, found:	16.3677
Length   55/11, alignment  0/ 9, fail:	8.11426
Length   55/11, alignment  0/15, found:	11.7166
Length   55/11, alignment  0/15, fail:	8.9762
Length   55/11, alignment  3/ 0, found:	23.5138
Length   55/11, alignment  3/ 0, fail:	6.76172
Length   55/11, alignment  3/ 3, found:	23.5687
Length   55/11, alignment  3/ 3, fail:	6.76172
Length   55/11, alignment  3/ 9, found:	24.1877
Length   55/11, alignment  3/ 9, fail:	7.03137
Length   55/11, alignment  3/15, found:	24.98
Length   55/11, alignment  3/15, fail:	7.8396
Length   55/11, alignment  9/ 0, found:	24.0547
Length   55/11, alignment  9/ 0, fail:	9.33008
Length   55/11, alignment  9/ 3, found:	24.0547
Length   55/11, alignment  9/ 3, fail:	8.65625
Length   55/11, alignment  9/ 9, found:	17.8423
Length   55/11, alignment  9/ 9, fail:	8.92725
Length   55/11, alignment  9/15, found:	18.62
Length   55/11, alignment  9/15, fail:	8.65137
Length   55/11, alignment 15/ 0, found:	16.7583
Length   55/11, alignment 15/ 0, fail:	8.38403
Length   55/11, alignment 15/ 3, found:	17.8765
Length   55/11, alignment 15/ 3, fail:	7.57349
Length   55/11, alignment 15/ 9, found:	17.3015
Length   55/11, alignment 15/ 9, fail:	7.84204
Length   55/11, alignment 15/15, found:	17.3015
Length   55/11, alignment 15/15, fail:	7.84448
Length   66/11, alignment  0/ 0, found:	17.9814
Length   66/11, alignment  0/ 0, fail:	8.92603
Length   66/11, alignment  0/ 3, found:	22.6326
Length   66/11, alignment  0/ 3, fail:	7.30603
Length   66/11, alignment  0/ 9, found:	17.0073
Length   66/11, alignment  0/ 9, fail:	7.84326
Length   66/11, alignment  0/15, found:	17.0305
Length   66/11, alignment  0/15, fail:	7.84204
Length   66/11, alignment  3/ 0, found:	16.0857
Length   66/11, alignment  3/ 0, fail:	8.70874
Length   66/11, alignment  3/ 3, found:	24.0547
Length   66/11, alignment  3/ 3, fail:	9.28613
Length   66/11, alignment  3/ 9, found:	24.3245
Length   66/11, alignment  3/ 9, fail:	7.84448
Length   66/11, alignment  3/15, found:	24.3207
Length   66/11, alignment  3/15, fail:	8.65259
Length   66/11, alignment  9/ 0, found:	24.7711
Length   66/11, alignment  9/ 0, fail:	8.38281
Length   66/11, alignment  9/ 3, found:	24.6882
Length   66/11, alignment  9/ 3, fail:	7.57349
Length   66/11, alignment  9/ 9, found:	18.7531
Length   66/11, alignment  9/ 9, fail:	7.84436
Length   66/11, alignment  9/15, found:	18.7506
Length   66/11, alignment  9/15, fail:	7.84082
Length   66/11, alignment 15/ 0, found:	18.5479
Length   66/11, alignment 15/ 0, fail:	9.46924
Length   66/11, alignment 15/ 3, found:	16.7607
Length   66/11, alignment 15/ 3, fail:	10.3617
Length   66/11, alignment 15/ 9, found:	16.7595
Length   66/11, alignment 15/ 9, fail:	8.65747
Length   66/11, alignment 15/15, found:	16.8938
Length   66/11, alignment 15/15, fail:	8.65381
Length   77/11, alignment  0/ 0, found:	16.2871
Length   77/11, alignment  0/ 0, fail:	7.57227
Length   77/11, alignment  0/ 3, found:	17.3455
Length   77/11, alignment  0/ 3, fail:	8.92603
Length   77/11, alignment  0/ 9, found:	17.8777
Length   77/11, alignment  0/ 9, fail:	7.84326
Length   77/11, alignment  0/15, found:	17.0293
Length   77/11, alignment  0/15, fail:	7.84204
Length   77/11, alignment  3/ 0, found:	16.0833
Length   77/11, alignment  3/ 0, fail:	8.1106
Length   77/11, alignment  3/ 3, found:	16.2212
Length   77/11, alignment  3/ 3, fail:	10.7864
Length   77/11, alignment  3/ 9, found:	17.8411
Length   77/11, alignment  3/ 9, fail:	10.0063
Length   77/11, alignment  3/15, found:	12.1171
Length   77/11, alignment  3/15, fail:	10.0039
Length   77/11, alignment  9/ 0, found:	24.0522
Length   77/11, alignment  9/ 0, fail:	9.73291
Length   77/11, alignment  9/ 3, found:	24.0535
Length   77/11, alignment  9/ 3, fail:	10.6289
Length   77/11, alignment  9/ 9, found:	24.3256
Length   77/11, alignment  9/ 9, fail:	8.65137
Length   77/11, alignment  9/15, found:	24.9604
Length   77/11, alignment  9/15, fail:	8.65747
Length   77/11, alignment 15/ 0, found:	17.7715
Length   77/11, alignment 15/ 0, fail:	8.11414
Length   77/11, alignment 15/ 3, found:	16.8975
Length   77/11, alignment 15/ 3, fail:	9.44128
Length   77/11, alignment 15/ 9, found:	16.895
Length   77/11, alignment 15/ 9, fail:	9.73169
Length   77/11, alignment 15/15, found:	17.5615
Length   77/11, alignment 15/15, fail:	9.73425
Length   48/12, alignment  0/ 0, found:	22.973
Length   48/12, alignment  0/ 0, fail:	7.84326
Length   48/12, alignment  0/ 3, found:	22.973
Length   48/12, alignment  0/ 3, fail:	7.89453
Length   48/12, alignment  0/ 9, found:	12.9728
Length   48/12, alignment  0/ 9, fail:	7.03638
Length   48/12, alignment  0/15, found:	11.7228
Length   48/12, alignment  0/15, fail:	7.71387
Length   48/12, alignment  3/ 0, found:	22.973
Length   48/12, alignment  3/ 0, fail:	6.49194
Length   48/12, alignment  3/ 3, found:	16.0857
Length   48/12, alignment  3/ 3, fail:	6.7616
Length   48/12, alignment  3/ 9, found:	15.9514
Length   48/12, alignment  3/ 9, fail:	7.03271
Length   48/12, alignment  3/15, found:	16.9377
Length   48/12, alignment  3/15, fail:	7.03381
Length   48/12, alignment  9/ 0, found:	16.0856
Length   48/12, alignment  9/ 0, fail:	7.12915
Length   48/12, alignment  9/ 3, found:	24.0571
Length   48/12, alignment  9/ 3, fail:	6.7616
Length   48/12, alignment  9/ 9, found:	24.322
Length   48/12, alignment  9/ 9, fail:	7.03027
Length   48/12, alignment  9/15, found:	20.4987
Length   48/12, alignment  9/15, fail:	7.57214
Length   48/12, alignment 15/ 0, found:	16.2211
Length   48/12, alignment 15/ 0, fail:	6.4895
Length   48/12, alignment 15/ 3, found:	17.3845
Length   48/12, alignment 15/ 3, fail:	7.57104
Length   48/12, alignment 15/ 9, found:	17.2991
Length   48/12, alignment 15/ 9, fail:	7.57227
Length   48/12, alignment 15/15, found:	17.3003
Length   48/12, alignment 15/15, fail:	7.56982
Length   60/12, alignment  0/ 0, found:	24.129
Length   60/12, alignment  0/ 0, fail:	7.84436
Length   60/12, alignment  0/ 3, found:	23.7532
Length   60/12, alignment  0/ 3, fail:	6.49316
Length   60/12, alignment  0/ 9, found:	17.0525
Length   60/12, alignment  0/ 9, fail:	8.1106
Length   60/12, alignment  0/15, found:	16.7607
Length   60/12, alignment  0/15, fail:	8.11304
Length   60/12, alignment  3/ 0, found:	17.144
Length   60/12, alignment  3/ 0, fail:	6.48938
Length   60/12, alignment  3/ 3, found:	16.2224
Length   60/12, alignment  3/ 3, fail:	7.57349
Length   60/12, alignment  3/ 9, found:	17.6909
Length   60/12, alignment  3/ 9, fail:	7.57349
Length   60/12, alignment  3/15, found:	17.2991
Length   60/12, alignment  3/15, fail:	7.56982
Length   60/12, alignment  9/ 0, found:	16.0857
Length   60/12, alignment  9/ 0, fail:	8.38525
Length   60/12, alignment  9/ 3, found:	17.1062
Length   60/12, alignment  9/ 3, fail:	7.57349
Length   60/12, alignment  9/ 9, found:	17.3003
Length   60/12, alignment  9/ 9, fail:	8.50366
Length   60/12, alignment  9/15, found:	17.3003
Length   60/12, alignment  9/15, fail:	8.65381
Length   60/12, alignment 15/ 0, found:	16.2212
Length   60/12, alignment 15/ 0, fail:	8.38281
Length   60/12, alignment 15/ 3, found:	16.2212
Length   60/12, alignment 15/ 3, fail:	7.57471
Length   60/12, alignment 15/ 9, found:	17.8826
Length   60/12, alignment 15/ 9, fail:	7.85547
Length   60/12, alignment 15/15, found:	17.6824
Length   60/12, alignment 15/15, fail:	7.84082
Length   72/12, alignment  0/ 0, found:	16.2212
Length   72/12, alignment  0/ 0, fail:	7.57214
Length   72/12, alignment  0/ 3, found:	16.3529
Length   72/12, alignment  0/ 3, fail:	7.30249
Length   72/12, alignment  0/ 9, found:	17.0317
Length   72/12, alignment  0/ 9, fail:	7.84692
Length   72/12, alignment  0/15, found:	17.6641
Length   72/12, alignment  0/15, fail:	9.19458
Length   72/12, alignment  3/ 0, found:	16.8986
Length   72/12, alignment  3/ 0, fail:	7.30359
Length   72/12, alignment  3/ 3, found:	16.2188
Length   72/12, alignment  3/ 3, fail:	7.57349
Length   72/12, alignment  3/ 9, found:	17.2979
Length   72/12, alignment  3/ 9, fail:	7.84204
Length   72/12, alignment  3/15, found:	17.3516
Length   72/12, alignment  3/15, fail:	9.26416
Length   72/12, alignment  9/ 0, found:	20.3156
Length   72/12, alignment  9/ 0, fail:	10.1005
Length   72/12, alignment  9/ 3, found:	16.2198
Length   72/12, alignment  9/ 3, fail:	8.38403
Length   72/12, alignment  9/ 9, found:	17.3003
Length   72/12, alignment  9/ 9, fail:	9.73657
Length   72/12, alignment  9/15, found:	17.3003
Length   72/12, alignment  9/15, fail:	9.73413
Length   72/12, alignment 15/ 0, found:	17.6616
Length   72/12, alignment 15/ 0, fail:	9.46558
Length   72/12, alignment 15/ 3, found:	17.3943
Length   72/12, alignment 15/ 3, fail:	9.73291
Length   72/12, alignment 15/ 9, found:	16.8975
Length   72/12, alignment 15/ 9, fail:	8.65381
Length   72/12, alignment 15/15, found:	16.7705
Length   72/12, alignment 15/15, fail:	8.65259
Length   84/12, alignment  0/ 0, found:	22.6777
Length   84/12, alignment  0/ 0, fail:	7.85059
Length   84/12, alignment  0/ 3, found:	16.3542
Length   84/12, alignment  0/ 3, fail:	9.61084
Length   84/12, alignment  0/ 9, found:	17.5774
Length   84/12, alignment  0/ 9, fail:	8.39014
Length   84/12, alignment  0/15, found:	24.4575
Length   84/12, alignment  0/15, fail:	10.2737
Length   84/12, alignment  3/ 0, found:	23.5151
Length   84/12, alignment  3/ 0, fail:	9.46313
Length   84/12, alignment  3/ 3, found:	16.22
Length   84/12, alignment  3/ 3, fail:	9.04565
Length   84/12, alignment  3/ 9, found:	24.3245
Length   84/12, alignment  3/ 9, fail:	8.65381
Length   84/12, alignment  3/15, found:	24.3245
Length   84/12, alignment  3/15, fail:	8.65137
Length   84/12, alignment  9/ 0, found:	18.5576
Length   84/12, alignment  9/ 0, fail:	8.11182
Length   84/12, alignment  9/ 3, found:	16.7607
Length   84/12, alignment  9/ 3, fail:	9.20801
Length   84/12, alignment  9/ 9, found:	17.0281
Length   84/12, alignment  9/ 9, fail:	9.73181
Length   84/12, alignment  9/15, found:	16.7595
Length   84/12, alignment  9/15, fail:	9.73291
Length   84/12, alignment 15/ 0, found:	24.5894
Length   84/12, alignment 15/ 0, fail:	11.3883
Length   84/12, alignment 15/ 3, found:	16.7583
Length   84/12, alignment 15/ 3, fail:	10.8181
Length   84/12, alignment 15/ 9, found:	16.8058
Length   84/12, alignment 15/ 9, fail:	9.63525
Length   84/12, alignment 15/15, found:	16.8938
Length   84/12, alignment 15/15, fail:	9.63159
Length   52/13, alignment  0/ 0, found:	22.9744
Length   52/13, alignment  0/ 0, fail:	7.4342
Length   52/13, alignment  0/ 3, found:	23.7837
Length   52/13, alignment  0/ 3, fail:	8.11426
Length   52/13, alignment  0/ 9, found:	24.4575
Length   52/13, alignment  0/ 9, fail:	7.03259
Length   52/13, alignment  0/15, found:	23.7812
Length   52/13, alignment  0/15, fail:	7.03027
Length   52/13, alignment  3/ 0, found:	22.9706
Length   52/13, alignment  3/ 0, fail:	7.90552
Length   52/13, alignment  3/ 3, found:	23.7825
Length   52/13, alignment  3/ 3, fail:	8.26318
Length   52/13, alignment  3/ 9, found:	23.7823
Length   52/13, alignment  3/ 9, fail:	7.57227
Length   52/13, alignment  3/15, found:	23.7837
Length   52/13, alignment  3/15, fail:	7.57227
Length   52/13, alignment  9/ 0, found:	22.9889
Length   52/13, alignment  9/ 0, fail:	7.03271
Length   52/13, alignment  9/ 3, found:	16.8962
Length   52/13, alignment  9/ 3, fail:	8.2229
Length   52/13, alignment  9/ 9, found:	24.3243
Length   52/13, alignment  9/ 9, fail:	7.57227
Length   52/13, alignment  9/15, found:	24.3245
Length   52/13, alignment  9/15, fail:	7.02905
Length   52/13, alignment 15/ 0, found:	23.1976
Length   52/13, alignment 15/ 0, fail:	7.30249
Length   52/13, alignment 15/ 3, found:	16.895
Length   52/13, alignment 15/ 3, fail:	8.51953
Length   52/13, alignment 15/ 9, found:	16.8938
Length   52/13, alignment 15/ 9, fail:	8.92358
Length   52/13, alignment 15/15, found:	16.7583
Length   52/13, alignment 15/15, fail:	8.92236
Length   65/13, alignment  0/ 0, found:	17.1526
Length   65/13, alignment  0/ 0, fail:	8.65747
Length   65/13, alignment  0/ 3, found:	17.3969
Length   65/13, alignment  0/ 3, fail:	9.1958
Length   65/13, alignment  0/ 9, found:	17.4675
Length   65/13, alignment  0/ 9, fail:	7.84448
Length   65/13, alignment  0/15, found:	17.0305
Length   65/13, alignment  0/15, fail:	7.84082
Length   65/13, alignment  3/ 0, found:	16.353
Length   65/13, alignment  3/ 0, fail:	8.38403
Length   65/13, alignment  3/ 3, found:	16.8938
Length   65/13, alignment  3/ 3, fail:	9.69873
Length   65/13, alignment  3/ 9, found:	16.8962
Length   65/13, alignment  3/ 9, fail:	7.84326
Length   65/13, alignment  3/15, found:	17.2576
Length   65/13, alignment  3/15, fail:	8.9248
Length   65/13, alignment  9/ 0, found:	16.3555
Length   65/13, alignment  9/ 0, fail:	8.38403
Length   65/13, alignment  9/ 3, found:	16.8926
Length   65/13, alignment  9/ 3, fail:	8.92114
Length   65/13, alignment  9/ 9, found:	18.2318
Length   65/13, alignment  9/ 9, fail:	8.92114
Length   65/13, alignment  9/15, found:	19.7856
Length   65/13, alignment  9/15, fail:	9.79285
Length   65/13, alignment 15/ 0, found:	24.0521
Length   65/13, alignment 15/ 0, fail:	9.73779
Length   65/13, alignment 15/ 3, found:	19.7844
Length   65/13, alignment 15/ 3, fail:	10.01
Length   65/13, alignment 15/ 9, found:	19.439
Length   65/13, alignment 15/ 9, fail:	10.0051
Length   65/13, alignment 15/15, found:	16.8938
Length   65/13, alignment 15/15, fail:	10.6216
Length   78/13, alignment  0/ 0, found:	16.2809
Length   78/13, alignment  0/ 0, fail:	8.92358
Length   78/13, alignment  0/ 3, found:	16.4884
Length   78/13, alignment  0/ 3, fail:	9.19348
Length   78/13, alignment  0/ 9, found:	16.4884
Length   78/13, alignment  0/ 9, fail:	9.98926
Length   78/13, alignment  0/15, found:	17.7031
Length   78/13, alignment  0/15, fail:	9.19214
Length   78/13, alignment  3/ 0, found:	18.8373
Length   78/13, alignment  3/ 0, fail:	8.11548
Length   78/13, alignment  3/ 3, found:	16.8926
Length   78/13, alignment  3/ 3, fail:	10.0039
Length   78/13, alignment  3/ 9, found:	16.8938
Length   78/13, alignment  3/ 9, fail:	8.65381
Length   78/13, alignment  3/15, found:	17.8997
Length   78/13, alignment  3/15, fail:	8.65137
Length   78/13, alignment  9/ 0, found:	17.1672
Length   78/13, alignment  9/ 0, fail:	10.1895
Length   78/13, alignment  9/ 3, found:	17.0293
Length   78/13, alignment  9/ 3, fail:	8.65259
Length   78/13, alignment  9/ 9, found:	17.0281
Length   78/13, alignment  9/ 9, fail:	8.65137
Length   78/13, alignment  9/15, found:	17.0292
Length   78/13, alignment  9/15, fail:	9.46069
Length   78/13, alignment 15/ 0, found:	17.1648
Length   78/13, alignment 15/ 0, fail:	8.1106
Length   78/13, alignment 15/ 3, found:	17.7581
Length   78/13, alignment 15/ 3, fail:	10.0027
Length   78/13, alignment 15/ 9, found:	17.028
Length   78/13, alignment 15/ 9, fail:	10.0015
Length   78/13, alignment 15/15, found:	17.8398
Length   78/13, alignment 15/15, fail:	10.0028
Length   91/13, alignment  0/ 0, found:	19.7515
Length   91/13, alignment  0/ 0, fail:	8.1167
Length   91/13, alignment  0/ 3, found:	17.5554
Length   91/13, alignment  0/ 3, fail:	10.2787
Length   91/13, alignment  0/ 9, found:	17.0305
Length   91/13, alignment  0/ 9, fail:	8.38403
Length   91/13, alignment  0/15, found:	17.0305
Length   91/13, alignment  0/15, fail:	10.2737
Length   91/13, alignment  3/ 0, found:	17.5201
Length   91/13, alignment  3/ 0, fail:	9.46313
Length   91/13, alignment  3/ 3, found:	16.8938
Length   91/13, alignment  3/ 3, fail:	10.3312
Length   91/13, alignment  3/ 9, found:	16.895
Length   91/13, alignment  3/ 9, fail:	9.73291
Length   91/13, alignment  3/15, found:	16.8938
Length   91/13, alignment  3/15, fail:	9.73291
Length   91/13, alignment  9/ 0, found:	17.7056
Length   91/13, alignment  9/ 0, fail:	8.92725
Length   91/13, alignment  9/ 3, found:	17.7605
Length   91/13, alignment  9/ 3, fail:	9.57544
Length   91/13, alignment  9/ 9, found:	18.1255
Length   91/13, alignment  9/ 9, fail:	9.57312
Length   91/13, alignment  9/15, found:	16.8938
Length   91/13, alignment  9/15, fail:	9.573
Length   91/13, alignment 15/ 0, found:	17.7043
Length   91/13, alignment 15/ 0, fail:	8.92358
Length   91/13, alignment 15/ 3, found:	17.7179
Length   91/13, alignment 15/ 3, fail:	10.8169
