                       	strtok
Length   20/2, alignment  9/ 3, fail:	12.7153
Length   20/2, alignment  9/ 9, found:	12.73
Length   20/2, alignment  9/ 9, fail:	12.7153
Length   20/2, alignment  9/15, found:	13.0127
Length   20/2, alignment  9/15, fail:	12.9937
Length   20/2, alignment 15/ 0, found:	12.2173
Length   20/2, alignment 15/ 0, fail:	12.73
Length   20/2, alignment 15/ 3, found:	12.7446
Length   20/2, alignment 15/ 3, fail:	17.5786
Length   20/2, alignment 15/ 9, found:	12.73
Length   20/2, alignment 15/ 9, fail:	12.9834
Length   20/2, alignment 15/15, found:	12.769
Length   20/2, alignment 15/15, fail:	13.272
Length   22/2, alignment  0/ 0, found:	11.4019
Length   22/2, alignment  0/ 0, fail:	11.9194
Length   22/2, alignment  0/ 3, found:	17.2563
Length   22/2, alignment  0/ 3, fail:	12.4463
Length   22/2, alignment  0/ 9, found:	11.6455
Length   22/2, alignment  0/ 9, fail:	12.4468
Length   22/2, alignment  0/15, found:	12.2271
Length   22/2, alignment  0/15, fail:	12.7251
Length   22/2, alignment  3/ 0, found:	12.1924
Length   22/2, alignment  3/ 0, fail:	12.4565
Length   22/2, alignment  3/ 3, found:	12.7446
Length   22/2, alignment  3/ 3, fail:	12.73
Length   22/2, alignment  3/ 9, found:	12.7202
Length   22/2, alignment  3/ 9, fail:	12.7246
Length   22/2, alignment  3/15, found:	12.7251
Length   22/2, alignment  3/15, fail:	12.73
Length   22/2, alignment  9/ 0, found:	12.1831
Length   22/2, alignment  9/ 0, fail:	12.1782
Length   22/2, alignment  9/ 3, found:	12.7246
Length   22/2, alignment  9/ 3, fail:	12.73
Length   22/2, alignment  9/ 9, found:	12.7251
Length   22/2, alignment  9/ 9, fail:	12.7153
Length   22/2, alignment  9/15, found:	12.7251
Length   22/2, alignment  9/15, fail:	12.7197
Length   22/2, alignment 15/ 0, found:	12.2021
Length   22/2, alignment 15/ 0, fail:	13.0181
Length   22/2, alignment 15/ 3, found:	12.7397
Length   22/2, alignment 15/ 3, fail:	12.9937
Length   22/2, alignment 15/ 9, found:	12.7251
Length   22/2, alignment 15/ 9, fail:	17.0903
Length   22/2, alignment 15/15, found:	12.7539
Length   22/2, alignment 15/15, fail:	13.2861
Length   24/2, alignment  0/ 0, found:	12.769
Length   24/2, alignment  0/ 0, fail:	12.188
Length   24/2, alignment  0/ 3, found:	12.4907
Length   24/2, alignment  0/ 3, fail:	12.4658
Length   24/2, alignment  0/ 9, found:	12.7441
Length   24/2, alignment  0/ 9, fail:	12.4463
Length   24/2, alignment  0/15, found:	13.0474
Length   24/2, alignment  0/15, fail:	13.0181
Length   24/2, alignment  3/ 0, found:	12.1978
Length   24/2, alignment  3/ 0, fail:	12.1831
Length   24/2, alignment  3/ 3, found:	12.7295
Length   24/2, alignment  3/ 3, fail:	12.73
Length   24/2, alignment  3/ 9, found:	12.73
Length   24/2, alignment  3/ 9, fail:	12.7153
Length   24/2, alignment  3/15, found:	12.7251
Length   24/2, alignment  3/15, fail:	12.7295
Length   24/2, alignment  9/ 0, found:	12.1978
Length   24/2, alignment  9/ 0, fail:	12.1929
Length   24/2, alignment  9/ 3, found:	12.7397
Length   24/2, alignment  9/ 3, fail:	12.7495
Length   24/2, alignment  9/ 9, found:	12.7393
Length   24/2, alignment  9/ 9, fail:	12.7153
Length   24/2, alignment  9/15, found:	12.7397
Length   24/2, alignment  9/15, fail:	12.7397
Length   24/2, alignment 15/ 0, found:	12.1978
Length   24/2, alignment 15/ 0, fail:	12.7344
Length   24/2, alignment 15/ 3, found:	12.73
Length   24/2, alignment 15/ 3, fail:	13.0083
Length   24/2, alignment 15/ 9, found:	12.7251
Length   24/2, alignment 15/ 9, fail:	12.7153
Length   24/2, alignment 15/15, found:	12.7397
Length   24/2, alignment 15/15, fail:	13.2715
Length   26/2, alignment  0/ 0, found:	15.5376
Length   26/2, alignment  0/ 0, fail:	12.1929
Length   26/2, alignment  0/ 3, found:	12.4858
Length   26/2, alignment  0/ 3, fail:	12.4614
Length   26/2, alignment  0/ 9, found:	12.4517
Length   26/2, alignment  0/ 9, fail:	12.4463
Length   26/2, alignment  0/15, found:	13.0327
Length   26/2, alignment  0/15, fail:	21.7539
Length   26/2, alignment  3/ 0, found:	13.0762
Length   26/2, alignment  3/ 0, fail:	12.1929
Length   26/2, alignment  3/ 3, found:	12.73
Length   26/2, alignment  3/ 3, fail:	12.73
Length   26/2, alignment  3/ 9, found:	12.73
Length   26/2, alignment  3/ 9, fail:	12.7295
Length   26/2, alignment  3/15, found:	12.998
Length   26/2, alignment  3/15, fail:	13.0034
Length   26/2, alignment  9/ 0, found:	12.4712
Length   26/2, alignment  9/ 0, fail:	12.4614
Length   26/2, alignment  9/ 3, found:	12.7349
Length   26/2, alignment  9/ 3, fail:	12.7295
Length   26/2, alignment  9/ 9, found:	12.7349
Length   26/2, alignment  9/ 9, fail:	12.7202
Length   26/2, alignment  9/15, found:	13.0132
Length   26/2, alignment  9/15, fail:	13.0034
Length   26/2, alignment 15/ 0, found:	13.5889
Length   26/2, alignment 15/ 0, fail:	13.0078
Length   26/2, alignment 15/ 3, found:	13.853
Length   26/2, alignment 15/ 3, fail:	13.0181
Length   26/2, alignment 15/ 9, found:	13.8188
Length   26/2, alignment 15/ 9, fail:	12.7153
Length   26/2, alignment 15/15, found:	14.1167
Length   26/2, alignment 15/15, fail:	13.8135
Length   28/2, alignment  0/ 0, found:	12.4707
Length   28/2, alignment  0/ 0, fail:	17.1733
Length   28/2, alignment  0/ 3, found:	12.4614
Length   28/2, alignment  0/ 3, fail:	12.4565
Length   28/2, alignment  0/ 9, found:	12.4517
Length   28/2, alignment  0/ 9, fail:	12.603
Length   28/2, alignment  0/15, found:	13.2861
Length   28/2, alignment  0/15, fail:	12.7446
Length   28/2, alignment  3/ 0, found:	12.2075
Length   28/2, alignment  3/ 0, fail:	13.8286
Length   28/2, alignment  3/ 3, found:	12.7544
Length   28/2, alignment  3/ 3, fail:	13.0132
Length   28/2, alignment  3/ 9, found:	12.7251
Length   28/2, alignment  3/ 9, fail:	12.7637
Length   28/2, alignment  3/15, found:	13.0078
Length   28/2, alignment  3/15, fail:	13.0034
Length   28/2, alignment  9/ 0, found:	12.2075
Length   28/2, alignment  9/ 0, fail:	12.1978
Length   28/2, alignment  9/ 3, found:	12.7344
Length   28/2, alignment  9/ 3, fail:	12.7295
Length   28/2, alignment  9/ 9, found:	12.7397
Length   28/2, alignment  9/ 9, fail:	12.7153
Length   28/2, alignment  9/15, found:	12.9985
Length   28/2, alignment  9/15, fail:	12.9985
Length   28/2, alignment 15/ 0, found:	13.2812
Length   28/2, alignment 15/ 0, fail:	12.7397
Length   28/2, alignment 15/ 3, found:	13.814
Length   28/2, alignment 15/ 3, fail:	13.2817
Length   28/2, alignment 15/ 9, found:	13.2671
Length   28/2, alignment 15/ 9, fail:	12.7202
Length   28/2, alignment 15/15, found:	13.5645
Length   28/2, alignment 15/15, fail:	13.5449
Length   30/2, alignment  0/ 0, found:	12.188
Length   30/2, alignment  0/ 0, fail:	11.9243
Length   30/2, alignment  0/ 3, found:	12.188
Length   30/2, alignment  0/ 3, fail:	17.0708
Length   30/2, alignment  0/ 9, found:	12.73
Length   30/2, alignment  0/ 9, fail:	12.4463
Length   30/2, alignment  0/15, found:	13.5552
Length   30/2, alignment  0/15, fail:	12.9937
Length   30/2, alignment  3/ 0, found:	11.9292
Length   30/2, alignment  3/ 0, fail:	11.9243
Length   30/2, alignment  3/ 3, found:	12.7441
Length   30/2, alignment  3/ 3, fail:	12.7393
Length   30/2, alignment  3/ 9, found:	12.7349
Length   30/2, alignment  3/ 9, fail:	12.7153
Length   30/2, alignment  3/15, found:	13.2769
Length   30/2, alignment  3/15, fail:	13.2817
Length   30/2, alignment  9/ 0, found:	13.0132
Length   30/2, alignment  9/ 0, fail:	12.7197
Length   30/2, alignment  9/ 3, found:	12.73
Length   30/2, alignment  9/ 3, fail:	12.7251
Length   30/2, alignment  9/ 9, found:	12.7251
Length   30/2, alignment  9/ 9, fail:	12.7202
Length   30/2, alignment  9/15, found:	13.2812
Length   30/2, alignment  9/15, fail:	13.2715
Length   30/2, alignment 15/ 0, found:	13.2671
Length   30/2, alignment 15/ 0, fail:	12.7153
Length   30/2, alignment 15/ 3, found:	13.272
Length   30/2, alignment 15/ 3, fail:	12.9937
Length   30/2, alignment 15/ 9, found:	13.8091
Length   30/2, alignment 15/ 9, fail:	12.9883
Length   30/2, alignment 15/15, found:	13.814
Length   30/2, alignment 15/15, fail:	13.5356
Length    6/3, alignment  0/ 0, found:	11.3921
Length    6/3, alignment  0/ 0, fail:	11.1187
Length    6/3, alignment  0/ 3, found:	11.6797
Length    6/3, alignment  0/ 3, fail:	11.3774
Length    6/3, alignment  0/ 9, found:	11.3726
Length    6/3, alignment  0/ 9, fail:	11.3628
Length    6/3, alignment  0/15, found:	16.0698
Length    6/3, alignment  0/15, fail:	11.9238
Length    6/3, alignment  3/ 0, found:	11.397
Length    6/3, alignment  3/ 0, fail:	11.3677
Length    6/3, alignment  3/ 3, found:	11.6558
Length    6/3, alignment  3/ 3, fail:	11.6406
Length    6/3, alignment  3/ 9, found:	11.6362
Length    6/3, alignment  3/ 9, fail:	14.6782
Length    6/3, alignment  3/15, found:	11.6655
Length    6/3, alignment  3/15, fail:	11.9092
Length    6/3, alignment  9/ 0, found:	11.123
Length    6/3, alignment  9/ 0, fail:	11.3774
Length    6/3, alignment  9/ 3, found:	11.3677
Length    6/3, alignment  9/ 3, fail:	11.6504
Length    6/3, alignment  9/ 9, found:	11.3623
Length    6/3, alignment  9/ 9, fail:	11.6313
Length    6/3, alignment  9/15, found:	11.6411
Length    6/3, alignment  9/15, fail:	11.9092
Length    6/3, alignment 15/ 0, found:	12.4609
Length    6/3, alignment 15/ 0, fail:	12.4761
Length    6/3, alignment 15/ 3, found:	12.7397
Length    6/3, alignment 15/ 3, fail:	12.7397
Length    6/3, alignment 15/ 9, found:	12.7246
Length    6/3, alignment 15/ 9, fail:	12.7246
Length    6/3, alignment 15/15, found:	13.0083
Length    6/3, alignment 15/15, fail:	13.0132
Length    9/3, alignment  0/ 0, found:	11.646
Length    9/3, alignment  0/ 0, fail:	10.8398
Length    9/3, alignment  0/ 3, found:	11.6411
Length    9/3, alignment  0/ 3, fail:	11.3677
Length    9/3, alignment  0/ 9, found:	11.6362
Length    9/3, alignment  0/ 9, fail:	11.3623
Length    9/3, alignment  0/15, found:	12.188
Length    9/3, alignment  0/15, fail:	11.646
Length    9/3, alignment  3/ 0, found:	11.1089
Length    9/3, alignment  3/ 0, fail:	11.0986
Length    9/3, alignment  3/ 3, found:	11.3823
Length    9/3, alignment  3/ 3, fail:	11.6509
Length    9/3, alignment  3/ 9, found:	11.3677
Length    9/3, alignment  3/ 9, fail:	11.6411
Length    9/3, alignment  3/15, found:	11.6553
Length    9/3, alignment  3/15, fail:	11.9194
Length    9/3, alignment  9/ 0, found:	11.1235
Length    9/3, alignment  9/ 0, fail:	12.7251
Length    9/3, alignment  9/ 3, found:	17.1147
Length    9/3, alignment  9/ 3, fail:	12.998
Length    9/3, alignment  9/ 9, found:	11.665
Length    9/3, alignment  9/ 9, fail:	12.9839
Length    9/3, alignment  9/15, found:	11.6851
Length    9/3, alignment  9/15, fail:	12.9888
Length    9/3, alignment 15/ 0, found:	12.4561
Length    9/3, alignment 15/ 0, fail:	12.4707
Length    9/3, alignment 15/ 3, found:	12.73
Length    9/3, alignment 15/ 3, fail:	13.0034
Length    9/3, alignment 15/ 9, found:	12.7153
Length    9/3, alignment 15/ 9, fail:	12.7148
Length    9/3, alignment 15/15, found:	12.7246
Length    9/3, alignment 15/15, fail:	13.0034
Length   12/3, alignment  0/ 0, found:	11.6509
Length   12/3, alignment  0/ 0, fail:	11.3726
Length   12/3, alignment  0/ 3, found:	11.6504
Length   12/3, alignment  0/ 3, fail:	11.6509
Length   12/3, alignment  0/ 9, found:	11.6362
Length   12/3, alignment  0/ 9, fail:	11.3628
Length   12/3, alignment  0/15, found:	12.1924
Length   12/3, alignment  0/15, fail:	11.9194
Length   12/3, alignment  3/ 0, found:	11.1138
Length   12/3, alignment  3/ 0, fail:	11.0991
Length   12/3, alignment  3/ 3, found:	11.6602
Length   12/3, alignment  3/ 3, fail:	11.9146
Length   12/3, alignment  3/ 9, found:	11.6509
Length   12/3, alignment  3/ 9, fail:	11.9097
Length   12/3, alignment  3/15, found:	11.6553
Length   12/3, alignment  3/15, fail:	15.1226
Length   12/3, alignment  9/ 0, found:	11.939
Length   12/3, alignment  9/ 0, fail:	12.1929
Length   12/3, alignment  9/ 3, found:	12.8081
Length   12/3, alignment  9/ 3, fail:	12.9937
Length   12/3, alignment  9/ 9, found:	12.7148
Length   12/3, alignment  9/ 9, fail:	12.9834
Length   12/3, alignment  9/15, found:	18.8726
Length   12/3, alignment  9/15, fail:	12.998
Length   12/3, alignment 15/ 0, found:	12.1782
Length   12/3, alignment 15/ 0, fail:	12.2026
Length   12/3, alignment 15/ 3, found:	12.7251
Length   12/3, alignment 15/ 3, fail:	12.9834
Length   12/3, alignment 15/ 9, found:	12.7197
Length   12/3, alignment 15/ 9, fail:	12.9839
Length   12/3, alignment 15/15, found:	12.7251
Length   12/3, alignment 15/15, fail:	12.7202
Length   15/3, alignment  0/ 0, found:	11.6753
Length   15/3, alignment  0/ 0, fail:	11.3672
Length   15/3, alignment  0/ 3, found:	11.6655
Length   15/3, alignment  0/ 3, fail:	11.6362
Length   15/3, alignment  0/ 9, found:	11.665
Length   15/3, alignment  0/ 9, fail:	11.6309
Length   15/3, alignment  0/15, found:	12.2124
Length   15/3, alignment  0/15, fail:	11.9097
Length   15/3, alignment  3/ 0, found:	11.1235
Length   15/3, alignment  3/ 0, fail:	12.1826
Length   15/3, alignment  3/ 3, found:	11.6704
Length   15/3, alignment  3/ 3, fail:	12.9937
Length   15/3, alignment  3/ 9, found:	11.6558
Length   15/3, alignment  3/ 9, fail:	12.9883
Length   15/3, alignment  3/15, found:	11.6748
Length   15/3, alignment  3/15, fail:	12.9985
Length   15/3, alignment  9/ 0, found:	11.1235
Length   15/3, alignment  9/ 0, fail:	12.4468
