[sonic] running official CMake benchmark (benchmark/main.cpp)
2026-08-24T02:22:22+00:00
Running /tmp/boostkit-perf/32682799285-1/HPC/sonic/1.0.2/x86_64/build/benchmark/bench
Run on (16 X 2400 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x8)
  L1 Instruction 32 KiB (x8)
  L2 Unified 1024 KiB (x8)
  L3 Unified 32768 KiB (x1)
Load Average: 1.27, 0.35, 0.11
***WARNING*** ASLR is enabled, the results may have unreproducible noise in them.
-----------------------------------------------------------------------------------------------------------
Benchmark                                                 Time             CPU   Iterations UserCounters...
citm_catalog/Decode_SIMDjson_cv                        0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_mean                   63013002 ns     62825581 ns            5 bytes_per_second=26.2191Mi/s testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_median                 63008338 ns     62818530 ns            5 bytes_per_second=26.2214Mi/s testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_stddev                   359702 ns       358085 ns            5 bytes_per_second=153.118Ki/s testdata/citm_catalog.json
citm_catalog/Decode_JsonCpp_cv                         0.57 %          0.57 %             5 bytes_per_second=0.57% testdata/citm_catalog.json
canada/Decode_SonicDyn_mean                         2129572 ns      2121616 ns            5 bytes_per_second=1011.86Mi/s testdata/canada.json
canada/Decode_SonicDyn_median                       2129606 ns      2121648 ns            5 bytes_per_second=1011.84Mi/s testdata/canada.json
canada/Decode_SonicDyn_stddev                          3395 ns         3361 ns            5 bytes_per_second=1.60171Mi/s testdata/canada.json
canada/Decode_SonicDyn_cv                              0.16 %          0.16 %             5 bytes_per_second=0.16% testdata/canada.json
canada/Decode_Rapidjson_mean                        3056915 ns      3045474 ns            5 bytes_per_second=704.906Mi/s testdata/canada.json
canada/Decode_Rapidjson_median                      3056390 ns      3044944 ns            5 bytes_per_second=705.028Mi/s testdata/canada.json
canada/Decode_Rapidjson_stddev                         3875 ns         3871 ns            5 bytes_per_second=917.307Ki/s testdata/canada.json
canada/Decode_Rapidjson_cv                             0.13 %          0.13 %             5 bytes_per_second=0.13% testdata/canada.json
canada/Decode_YYjson_mean                           7134302 ns      7109846 ns            5 bytes_per_second=301.943Mi/s testdata/canada.json
canada/Decode_YYjson_median                         7134663 ns      7110193 ns            5 bytes_per_second=301.928Mi/s testdata/canada.json
canada/Decode_YYjson_stddev                            1675 ns         1591 ns            5 bytes_per_second=69.2176Ki/s testdata/canada.json
canada/Decode_YYjson_cv                                0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/canada.json
canada/Decode_SIMDjson_mean                         2148989 ns      2140928 ns            5 bytes_per_second=1002.73Mi/s testdata/canada.json
canada/Decode_SIMDjson_median                       2149081 ns      2141054 ns            5 bytes_per_second=1002.67Mi/s testdata/canada.json
canada/Decode_SIMDjson_stddev                           243 ns          292 ns            5 bytes_per_second=140.145Ki/s testdata/canada.json
canada/Decode_SIMDjson_cv                              0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/canada.json
canada/Decode_JsonCpp_mean                        315818229 ns    314895862 ns            5 bytes_per_second=6.81747Mi/s testdata/canada.json
canada/Decode_JsonCpp_median                      315385300 ns    314462545 ns            5 bytes_per_second=6.82679Mi/s testdata/canada.json
canada/Decode_JsonCpp_stddev                        1195241 ns      1194042 ns            5 bytes_per_second=26.4646Ki/s testdata/canada.json
canada/Decode_JsonCpp_cv                               0.38 %          0.38 %             5 bytes_per_second=0.38% testdata/canada.json
book/Decode_SonicDyn_mean                               497 ns          496 ns            5 bytes_per_second=705.933Mi/s testdata/book.json
book/Decode_SonicDyn_median                             497 ns          496 ns            5 bytes_per_second=705.969Mi/s testdata/book.json
book/Decode_SonicDyn_stddev                           0.478 ns        0.481 ns            5 bytes_per_second=701.62Ki/s testdata/book.json
book/Decode_SonicDyn_cv                                0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/book.json
book/Decode_Rapidjson_mean                              922 ns          919 ns            5 bytes_per_second=380.765Mi/s testdata/book.json
book/Decode_Rapidjson_median                            922 ns          920 ns            5 bytes_per_second=380.62Mi/s testdata/book.json
book/Decode_Rapidjson_stddev                           2.09 ns         2.09 ns            5 bytes_per_second=886.014Ki/s testdata/book.json
book/Decode_Rapidjson_cv                               0.23 %          0.23 %             5 bytes_per_second=0.23% testdata/book.json
book/Decode_YYjson_mean                                 817 ns          815 ns            5 bytes_per_second=429.566Mi/s testdata/book.json
book/Decode_YYjson_median                               815 ns          813 ns            5 bytes_per_second=430.445Mi/s testdata/book.json
book/Decode_YYjson_stddev                              3.61 ns         3.61 ns            5 bytes_per_second=1.89092Mi/s testdata/book.json
book/Decode_YYjson_cv                                  0.44 %          0.44 %             5 bytes_per_second=0.44% testdata/book.json
book/Decode_SIMDjson_mean                               445 ns          444 ns            5 bytes_per_second=788.188Mi/s testdata/book.json
book/Decode_SIMDjson_median                             445 ns          444 ns            5 bytes_per_second=788.188Mi/s testdata/book.json
book/Decode_SIMDjson_stddev                           0.075 ns        0.077 ns            5 bytes_per_second=139.835Ki/s testdata/book.json
book/Decode_SIMDjson_cv                                0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/book.json
book/Decode_JsonCpp_mean                              70159 ns        69949 ns            5 bytes_per_second=5.0036Mi/s testdata/book.json
book/Decode_JsonCpp_median                            70159 ns        69948 ns            5 bytes_per_second=5.00371Mi/s testdata/book.json
book/Decode_JsonCpp_stddev                             19.9 ns         20.2 ns            5 bytes_per_second=1.47852Ki/s testdata/book.json
book/Decode_JsonCpp_cv                                 0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/book.json
twitterescaped/Encode_SonicDyn_mean                  138246 ns       137728 ns            5 bytes_per_second=3.80302Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_median                138229 ns       137714 ns            5 bytes_per_second=3.80342Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_stddev                   110 ns          109 ns            5 bytes_per_second=3.0933Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SonicDyn_cv                      0.08 %          0.08 %             5 bytes_per_second=0.08% testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_mean                 525483 ns       523523 ns            5 bytes_per_second=1.0005Gi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_median               525501 ns       523526 ns            5 bytes_per_second=1.00049Gi/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_stddev                 68.4 ns         76.3 ns            5 bytes_per_second=152.835Ki/s testdata/twitterescaped.json
twitterescaped/Encode_Rapidjson_cv                     0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/twitterescaped.json
twitterescaped/Encode_YYjson_mean                    434100 ns       432482 ns            5 bytes_per_second=1.21111Gi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_median                  434070 ns       432456 ns            5 bytes_per_second=1.21118Gi/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_stddev                     141 ns          145 ns            5 bytes_per_second=426.454Ki/s testdata/twitterescaped.json
twitterescaped/Encode_YYjson_cv                        0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_mean                  319718 ns       318509 ns            5 bytes_per_second=1.64455Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_median                318991 ns       317781 ns            5 bytes_per_second=1.64825Gi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_stddev                  2297 ns         2287 ns            5 bytes_per_second=12.0929Mi/s testdata/twitterescaped.json
twitterescaped/Encode_SIMDjson_cv                      0.72 %          0.72 %             5 bytes_per_second=0.72% testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_mean                 12035314 ns     11996261 ns            5 bytes_per_second=44.7113Mi/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_median               12011231 ns     11972650 ns            5 bytes_per_second=44.7983Mi/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_stddev                  70084 ns        69544 ns            5 bytes_per_second=263.688Ki/s testdata/twitterescaped.json
twitterescaped/Encode_JsonCpp_cv                       0.58 %          0.58 %             5 bytes_per_second=0.58% testdata/twitterescaped.json
twitter/Encode_SonicDyn_mean                          51657 ns        51471 ns            5 bytes_per_second=4.78382Gi/s testdata/twitter.json
twitter/Encode_SonicDyn_median                        51579 ns        51394 ns            5 bytes_per_second=4.79091Gi/s testdata/twitter.json
twitter/Encode_SonicDyn_stddev                          229 ns          227 ns            5 bytes_per_second=21.5531Mi/s testdata/twitter.json
twitter/Encode_SonicDyn_cv                             0.44 %          0.44 %             5 bytes_per_second=0.44% testdata/twitter.json
twitter/Encode_Rapidjson_mean                        226430 ns       225588 ns            5 bytes_per_second=1.09149Gi/s testdata/twitter.json
twitter/Encode_Rapidjson_median                      226734 ns       225891 ns            5 bytes_per_second=1.09002Gi/s testdata/twitter.json
twitter/Encode_Rapidjson_stddev                         461 ns          460 ns            5 bytes_per_second=2.28215Mi/s testdata/twitter.json
twitter/Encode_Rapidjson_cv                            0.20 %          0.20 %             5 bytes_per_second=0.20% testdata/twitter.json
twitter/Encode_YYjson_mean                           152099 ns       151546 ns            5 bytes_per_second=1.62476Gi/s testdata/twitter.json
twitter/Encode_YYjson_median                         152152 ns       151594 ns            5 bytes_per_second=1.62424Gi/s testdata/twitter.json
twitter/Encode_YYjson_stddev                            150 ns          146 ns            5 bytes_per_second=1.59915Mi/s testdata/twitter.json
twitter/Encode_YYjson_cv                               0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/twitter.json
twitter/Encode_SIMDjson_mean                         137064 ns       136556 ns            5 bytes_per_second=1.80311Gi/s testdata/twitter.json
twitter/Encode_SIMDjson_median                       137066 ns       136559 ns            5 bytes_per_second=1.80307Gi/s testdata/twitter.json
twitter/Encode_SIMDjson_stddev                          156 ns          156 ns            5 bytes_per_second=2.1015Mi/s testdata/twitter.json
twitter/Encode_SIMDjson_cv                             0.11 %          0.11 %             5 bytes_per_second=0.11% testdata/twitter.json
twitter/Encode_JsonCpp_mean                         5001403 ns      4984953 ns            5 bytes_per_second=50.5801Mi/s testdata/twitter.json
twitter/Encode_JsonCpp_median                       4991258 ns      4974910 ns            5 bytes_per_second=50.6814Mi/s testdata/twitter.json
twitter/Encode_JsonCpp_stddev                         23271 ns        23197 ns            5 bytes_per_second=240.643Ki/s testdata/twitter.json
twitter/Encode_JsonCpp_cv                              0.47 %          0.47 %             5 bytes_per_second=0.46% testdata/twitter.json
poet/Encode_SonicDyn_mean                            508368 ns       506451 ns            5 bytes_per_second=6.45991Gi/s testdata/poet.json
poet/Encode_SonicDyn_median                          508362 ns       506455 ns            5 bytes_per_second=6.45986Gi/s testdata/poet.json
poet/Encode_SonicDyn_stddev                             187 ns          190 ns            5 bytes_per_second=2.48596Mi/s testdata/poet.json
poet/Encode_SonicDyn_cv                                0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/poet.json
poet/Encode_Rapidjson_mean                          2495489 ns      2486187 ns            5 bytes_per_second=1.31592Gi/s testdata/poet.json
poet/Encode_Rapidjson_median                        2495460 ns      2486190 ns            5 bytes_per_second=1.31592Gi/s testdata/poet.json
poet/Encode_Rapidjson_stddev                            244 ns          250 ns            5 bytes_per_second=138.498Ki/s testdata/poet.json
poet/Encode_Rapidjson_cv                               0.01 %          0.01 %             5 bytes_per_second=0.01% testdata/poet.json
poet/Encode_YYjson_mean                             1159242 ns      1154892 ns            5 bytes_per_second=2.83284Gi/s testdata/poet.json
poet/Encode_YYjson_median                           1159308 ns      1154925 ns            5 bytes_per_second=2.83276Gi/s testdata/poet.json
poet/Encode_YYjson_stddev                               185 ns          172 ns            5 bytes_per_second=441.924Ki/s testdata/poet.json
poet/Encode_YYjson_cv                                  0.02 %          0.01 %             5 bytes_per_second=0.01% testdata/poet.json
poet/Encode_SIMDjson_mean                           1288047 ns      1283121 ns            5 bytes_per_second=2.54974Gi/s testdata/poet.json
poet/Encode_SIMDjson_median                         1288134 ns      1283170 ns            5 bytes_per_second=2.54965Gi/s testdata/poet.json
poet/Encode_SIMDjson_stddev                             603 ns          599 ns            5 bytes_per_second=1.21904Mi/s testdata/poet.json
poet/Encode_SIMDjson_cv                                0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/poet.json
poet/Encode_JsonCpp_mean                           61660060 ns     61464330 ns            5 bytes_per_second=54.5064Mi/s testdata/poet.json
poet/Encode_JsonCpp_median                         61819270 ns     61622436 ns            5 bytes_per_second=54.3657Mi/s testdata/poet.json
poet/Encode_JsonCpp_stddev                           275518 ns       274463 ns            5 bytes_per_second=249.615Ki/s testdata/poet.json
poet/Encode_JsonCpp_cv                                 0.45 %          0.45 %             5 bytes_per_second=0.45% testdata/poet.json
otfcc/Encode_SonicDyn_mean                         76484515 ns     76179077 ns            5 bytes_per_second=831.368Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_median                       76483268 ns     76177008 ns            5 bytes_per_second=831.391Mi/s testdata/otfcc.json
otfcc/Encode_SonicDyn_stddev                          64770 ns        64759 ns            5 bytes_per_second=723.799Ki/s testdata/otfcc.json
otfcc/Encode_SonicDyn_cv                               0.08 %          0.09 %             5 bytes_per_second=0.09% testdata/otfcc.json
otfcc/Encode_Rapidjson_mean                       137486694 ns    136944888 ns            5 bytes_per_second=462.47Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_median                     137485997 ns    136949600 ns            5 bytes_per_second=462.454Mi/s testdata/otfcc.json
otfcc/Encode_Rapidjson_stddev                        141705 ns       136389 ns            5 bytes_per_second=471.538Ki/s testdata/otfcc.json
otfcc/Encode_Rapidjson_cv                              0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/otfcc.json
otfcc/Encode_YYjson_mean                          135124530 ns    134594724 ns            5 bytes_per_second=470.545Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_median                        135107032 ns    134575732 ns            5 bytes_per_second=470.611Mi/s testdata/otfcc.json
otfcc/Encode_YYjson_stddev                            66482 ns        68554 ns            5 bytes_per_second=245.396Ki/s testdata/otfcc.json
otfcc/Encode_YYjson_cv                                 0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/otfcc.json
otfcc/Encode_SIMDjson_mean                        121195369 ns    120703100 ns            5 bytes_per_second=524.733Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_median                      121096584 ns    120600763 ns            5 bytes_per_second=525.145Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_stddev                        1081190 ns      1077712 ns            5 bytes_per_second=4.65421Mi/s testdata/otfcc.json
otfcc/Encode_SIMDjson_cv                               0.89 %          0.89 %             5 bytes_per_second=0.89% testdata/otfcc.json
otfcc/Encode_JsonCpp_mean                        5443660110 ns   5426846012 ns            5 bytes_per_second=11.7009Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_median                      5218488809 ns   5202643670 ns            5 bytes_per_second=12.1732Mi/s testdata/otfcc.json
otfcc/Encode_JsonCpp_stddev                       314955488 ns    313501352 ns            5 bytes_per_second=677.875Ki/s testdata/otfcc.json
otfcc/Encode_JsonCpp_cv                                5.79 %          5.78 %             5 bytes_per_second=5.66% testdata/otfcc.json
lottie/Encode_SonicDyn_mean                          481358 ns       479516 ns            5 bytes_per_second=574.632Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_median                        481182 ns       479348 ns            5 bytes_per_second=574.831Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_stddev                           920 ns          924 ns            5 bytes_per_second=1.10748Mi/s testdata/lottie.json
lottie/Encode_SonicDyn_cv                              0.19 %          0.19 %             5 bytes_per_second=0.19% testdata/lottie.json
lottie/Encode_Rapidjson_mean                         798044 ns       794953 ns            5 bytes_per_second=346.618Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_median                       798052 ns       794973 ns            5 bytes_per_second=346.608Mi/s testdata/lottie.json
lottie/Encode_Rapidjson_stddev                         1345 ns         1357 ns            5 bytes_per_second=605.788Ki/s testdata/lottie.json
lottie/Encode_Rapidjson_cv                             0.17 %          0.17 %             5 bytes_per_second=0.17% testdata/lottie.json
lottie/Encode_YYjson_mean                            944379 ns       940723 ns            5 bytes_per_second=292.907Mi/s testdata/lottie.json
lottie/Encode_YYjson_median                          944069 ns       940431 ns            5 bytes_per_second=292.998Mi/s testdata/lottie.json
lottie/Encode_YYjson_stddev                            1034 ns         1073 ns            5 bytes_per_second=342.127Ki/s testdata/lottie.json
lottie/Encode_YYjson_cv                                0.11 %          0.11 %             5 bytes_per_second=0.11% testdata/lottie.json
lottie/Encode_SIMDjson_mean                          667837 ns       665266 ns            5 bytes_per_second=414.198Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_median                        667432 ns       664871 ns            5 bytes_per_second=414.433Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_stddev                          3916 ns         3902 ns            5 bytes_per_second=2.43256Mi/s testdata/lottie.json
lottie/Encode_SIMDjson_cv                              0.59 %          0.59 %             5 bytes_per_second=0.59% testdata/lottie.json
lottie/Encode_JsonCpp_mean                         27787376 ns     27699655 ns            5 bytes_per_second=9.94981Mi/s testdata/lottie.json
lottie/Encode_JsonCpp_median                       28066527 ns     27978468 ns            5 bytes_per_second=9.84844Mi/s testdata/lottie.json
lottie/Encode_JsonCpp_stddev                         465483 ns       463949 ns            5 bytes_per_second=171.552Ki/s testdata/lottie.json
lottie/Encode_JsonCpp_cv                               1.68 %          1.67 %             5 bytes_per_second=1.68% testdata/lottie.json
gsoc-2018/Encode_SonicDyn_mean                       358252 ns       356861 ns            5 bytes_per_second=8.68486Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_median                     358253 ns       356862 ns            5 bytes_per_second=8.68482Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_stddev                       97.4 ns         95.7 ns            5 bytes_per_second=2.38596Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SonicDyn_cv                           0.03 %          0.03 %             5 bytes_per_second=0.03% testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_mean                     2383140 ns      2373961 ns            5 bytes_per_second=1.30553Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_median                   2383317 ns      2374083 ns            5 bytes_per_second=1.30547Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_stddev                       471 ns          444 ns            5 bytes_per_second=256.031Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_Rapidjson_cv                          0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_mean                        2159641 ns      2151344 ns            5 bytes_per_second=1.44063Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_median                      2159249 ns      2151006 ns            5 bytes_per_second=1.44085Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_stddev                         1309 ns         1222 ns            5 bytes_per_second=857.868Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_YYjson_cv                             0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_mean                      2952467 ns      2941041 ns            5 bytes_per_second=1.05381Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_median                    2954010 ns      2942503 ns            5 bytes_per_second=1.05328Gi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_stddev                       3996 ns         3943 ns            5 bytes_per_second=1.44781Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_SIMDjson_cv                           0.14 %          0.13 %             5 bytes_per_second=0.13% testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_mean                      35341883 ns     35230060 ns            5 bytes_per_second=90.0841Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_median                    35328072 ns     35216326 ns            5 bytes_per_second=90.1192Mi/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_stddev                       37010 ns        36648 ns            5 bytes_per_second=95.9294Ki/s testdata/gsoc-2018.json
gsoc-2018/Encode_JsonCpp_cv                            0.10 %          0.10 %             5 bytes_per_second=0.10% testdata/gsoc-2018.json
github_events/Encode_SonicDyn_mean                    12189 ns        12153 ns            5 bytes_per_second=4.99108Gi/s testdata/github_events.json
github_events/Encode_SonicDyn_median                  12187 ns        12151 ns            5 bytes_per_second=4.9922Gi/s testdata/github_events.json
github_events/Encode_SonicDyn_stddev                   5.44 ns         5.35 ns            5 bytes_per_second=2.24759Mi/s testdata/github_events.json
github_events/Encode_SonicDyn_cv                       0.04 %          0.04 %             5 bytes_per_second=0.04% testdata/github_events.json
github_events/Encode_Rapidjson_mean                   54373 ns        54211 ns            5 bytes_per_second=1.11896Gi/s testdata/github_events.json
github_events/Encode_Rapidjson_median                 54306 ns        54145 ns            5 bytes_per_second=1.1203Gi/s testdata/github_events.json
github_events/Encode_Rapidjson_stddev                   215 ns          215 ns            5 bytes_per_second=4.54121Mi/s testdata/github_events.json
github_events/Encode_Rapidjson_cv                      0.39 %          0.40 %             5 bytes_per_second=0.40% testdata/github_events.json
github_events/Encode_YYjson_mean                      30509 ns        30418 ns            5 bytes_per_second=1.99416Gi/s testdata/github_events.json
github_events/Encode_YYjson_median                    30511 ns        30419 ns            5 bytes_per_second=1.99409Gi/s testdata/github_events.json
github_events/Encode_YYjson_stddev                     4.64 ns         4.44 ns            5 bytes_per_second=305.375Ki/s testdata/github_events.json
github_events/Encode_YYjson_cv                         0.02 %          0.01 %             5 bytes_per_second=0.01% testdata/github_events.json
github_events/Encode_SIMDjson_mean                    33553 ns        33453 ns            5 bytes_per_second=1.81331Gi/s testdata/github_events.json
github_events/Encode_SIMDjson_median                  33473 ns        33373 ns            5 bytes_per_second=1.81761Gi/s testdata/github_events.json
github_events/Encode_SIMDjson_stddev                    150 ns          150 ns            5 bytes_per_second=8.32075Mi/s testdata/github_events.json
github_events/Encode_SIMDjson_cv                       0.45 %          0.45 %             5 bytes_per_second=0.45% testdata/github_events.json
github_events/Encode_JsonCpp_mean                   1056150 ns      1052581 ns            5 bytes_per_second=59.0119Mi/s testdata/github_events.json
github_events/Encode_JsonCpp_median                 1056579 ns      1053016 ns            5 bytes_per_second=58.9874Mi/s testdata/github_events.json
github_events/Encode_JsonCpp_stddev                    1243 ns         1230 ns            5 bytes_per_second=70.6183Ki/s testdata/github_events.json
github_events/Encode_JsonCpp_cv                        0.12 %          0.12 %             5 bytes_per_second=0.12% testdata/github_events.json
fgo/Encode_SonicDyn_mean                           26728177 ns     26618256 ns            5 bytes_per_second=1.70621Gi/s testdata/fgo.json
fgo/Encode_SonicDyn_median                         26706175 ns     26596393 ns            5 bytes_per_second=1.7076Gi/s testdata/fgo.json
fgo/Encode_SonicDyn_stddev                            70310 ns        70206 ns            5 bytes_per_second=4.60638Mi/s testdata/fgo.json
fgo/Encode_SonicDyn_cv                                 0.26 %          0.26 %             5 bytes_per_second=0.26% testdata/fgo.json
fgo/Encode_Rapidjson_mean                          59917613 ns     59681147 ns            5 bytes_per_second=779.241Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_median                        59906079 ns     59666211 ns            5 bytes_per_second=779.436Mi/s testdata/fgo.json
fgo/Encode_Rapidjson_stddev                           34078 ns        33988 ns            5 bytes_per_second=454.234Ki/s testdata/fgo.json
fgo/Encode_Rapidjson_cv                                0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/fgo.json
fgo/Encode_YYjson_mean                             65420581 ns     65163971 ns            5 bytes_per_second=713.676Mi/s testdata/fgo.json
fgo/Encode_YYjson_median                           65419045 ns     65162729 ns            5 bytes_per_second=713.69Mi/s testdata/fgo.json
fgo/Encode_YYjson_stddev                              11472 ns        11964 ns            5 bytes_per_second=134.167Ki/s testdata/fgo.json
fgo/Encode_YYjson_cv                                   0.02 %          0.02 %             5 bytes_per_second=0.02% testdata/fgo.json
fgo/Encode_SIMDjson_mean                           68092055 ns     67819576 ns            5 bytes_per_second=685.742Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_median                         68153095 ns     67880725 ns            5 bytes_per_second=685.113Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_stddev                           313813 ns       310632 ns            5 bytes_per_second=3.15197Mi/s testdata/fgo.json
fgo/Encode_SIMDjson_cv                                 0.46 %          0.46 %             5 bytes_per_second=0.46% testdata/fgo.json
fgo/Encode_JsonCpp_mean                          2302435224 ns   2295547554 ns            5 bytes_per_second=20.2593Mi/s testdata/fgo.json
fgo/Encode_JsonCpp_median                        2301939530 ns   2295063030 ns            5 bytes_per_second=20.2635Mi/s testdata/fgo.json
fgo/Encode_JsonCpp_stddev                           6286022 ns      6262596 ns            5 bytes_per_second=56.6288Ki/s testdata/fgo.json
fgo/Encode_JsonCpp_cv                                  0.27 %          0.27 %             5 bytes_per_second=0.27% testdata/fgo.json
citm_catalog/Encode_SonicDyn_mean                    276677 ns       275605 ns            5 bytes_per_second=5.83655Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_median                  276746 ns       275680 ns            5 bytes_per_second=5.83496Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_stddev                     165 ns          160 ns            5 bytes_per_second=3.46579Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SonicDyn_cv                        0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_mean                   593849 ns       591548 ns            5 bytes_per_second=2.71928Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_median                 593700 ns       591412 ns            5 bytes_per_second=2.71991Gi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_stddev                    308 ns          312 ns            5 bytes_per_second=1.46996Mi/s testdata/citm_catalog.json
citm_catalog/Encode_Rapidjson_cv                       0.05 %          0.05 %             5 bytes_per_second=0.05% testdata/citm_catalog.json
citm_catalog/Encode_YYjson_mean                      649347 ns       646827 ns            5 bytes_per_second=2.48689Gi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_median                    649489 ns       646968 ns            5 bytes_per_second=2.48634Gi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_stddev                       393 ns          406 ns            5 bytes_per_second=1.59928Mi/s testdata/citm_catalog.json
citm_catalog/Encode_YYjson_cv                          0.06 %          0.06 %             5 bytes_per_second=0.06% testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_mean                    519975 ns       517971 ns            5 bytes_per_second=3.10568Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_median                  522267 ns       520255 ns            5 bytes_per_second=3.09192Gi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_stddev                    3716 ns         3708 ns            5 bytes_per_second=22.8324Mi/s testdata/citm_catalog.json
citm_catalog/Encode_SIMDjson_cv                        0.71 %          0.72 %             5 bytes_per_second=0.72% testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_mean                   23855501 ns     23780421 ns            5 bytes_per_second=69.2794Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_median                 24036667 ns     23961945 ns            5 bytes_per_second=68.7419Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_stddev                   360988 ns       360006 ns            5 bytes_per_second=1.05239Mi/s testdata/citm_catalog.json
citm_catalog/Encode_JsonCpp_cv                         1.51 %          1.51 %             5 bytes_per_second=1.52% testdata/citm_catalog.json
canada/Encode_SonicDyn_mean                         3793198 ns      3778620 ns            5 bytes_per_second=568.137Mi/s testdata/canada.json
canada/Encode_SonicDyn_median                       3790967 ns      3776131 ns            5 bytes_per_second=568.51Mi/s testdata/canada.json
canada/Encode_SonicDyn_stddev                          6075 ns         6102 ns            5 bytes_per_second=939.213Ki/s testdata/canada.json
