                       	strtok
Length   80/10, alignment  0/15, found:	28.4814
Length   80/10, alignment  0/15, fail:	45.5566
Length   80/10, alignment  3/ 0, found:	28.4424
Length   80/10, alignment  3/ 0, fail:	45.5225
Length   80/10, alignment  3/ 3, found:	28.4766
Length   80/10, alignment  3/ 3, fail:	45.5322
Length   80/10, alignment  3/ 9, found:	28.5059
Length   80/10, alignment  3/ 9, fail:	45.5615
Length   80/10, alignment  3/15, found:	28.4912
Length   80/10, alignment  3/15, fail:	45.5811
Length   80/10, alignment  9/ 0, found:	28.2764
Length   80/10, alignment  9/ 0, fail:	45.0781
Length   80/10, alignment  9/ 3, found:	28.2812
Length   80/10, alignment  9/ 3, fail:	45.1172
Length   80/10, alignment  9/ 9, found:	28.2471
Length   80/10, alignment  9/ 9, fail:	45.0684
Length   80/10, alignment  9/15, found:	28.2568
Length   80/10, alignment  9/15, fail:	45.2051
Length   80/10, alignment 15/ 0, found:	28.2764
Length   80/10, alignment 15/ 0, fail:	45.0293
Length   80/10, alignment 15/ 3, found:	28.2812
Length   80/10, alignment 15/ 3, fail:	45.0049
Length   80/10, alignment 15/ 9, found:	28.2471
Length   80/10, alignment 15/ 9, fail:	44.9805
Length   80/10, alignment 15/15, found:	28.3008
Length   80/10, alignment 15/15, fail:	45.083
Length   90/10, alignment  0/ 0, found:	28.252
Length   90/10, alignment  0/ 0, fail:	45.6104
Length   90/10, alignment  0/ 3, found:	28.2617
Length   90/10, alignment  0/ 3, fail:	45.5762
Length   90/10, alignment  0/ 9, found:	28.3008
Length   90/10, alignment  0/ 9, fail:	45.5664
Length   90/10, alignment  0/15, found:	28.2568
Length   90/10, alignment  0/15, fail:	45.5908
Length   90/10, alignment  3/ 0, found:	28.2812
Length   90/10, alignment  3/ 0, fail:	45.4932
Length   90/10, alignment  3/ 3, found:	28.2715
Length   90/10, alignment  3/ 3, fail:	45.5518
Length   90/10, alignment  3/ 9, found:	28.2617
Length   90/10, alignment  3/ 9, fail:	45.6201
Length   90/10, alignment  3/15, found:	28.2715
Length   90/10, alignment  3/15, fail:	45.625
Length   90/10, alignment  9/ 0, found:	28.9404
Length   90/10, alignment  9/ 0, fail:	45.1074
Length   90/10, alignment  9/ 3, found:	28.877
Length   90/10, alignment  9/ 3, fail:	47.0361
Length   90/10, alignment  9/ 9, found:	28.8916
Length   90/10, alignment  9/ 9, fail:	45
Length   90/10, alignment  9/15, found:	28.8916
Length   90/10, alignment  9/15, fail:	45.127
Length   90/10, alignment 15/ 0, found:	28.8672
Length   90/10, alignment 15/ 0, fail:	45.0732
Length   90/10, alignment 15/ 3, found:	28.8477
Length   90/10, alignment 15/ 3, fail:	45.0049
Length   90/10, alignment 15/ 9, found:	28.8672
Length   90/10, alignment 15/ 9, fail:	44.9951
Length   90/10, alignment 15/15, found:	28.8672
Length   90/10, alignment 15/15, fail:	45.1172
Length  100/10, alignment  0/ 0, found:	28.9209
Length  100/10, alignment  0/ 0, fail:	45.5762
Length  100/10, alignment  0/ 3, found:	28.833
Length  100/10, alignment  0/ 3, fail:	45.6299
Length  100/10, alignment  0/ 9, found:	28.8574
Length  100/10, alignment  0/ 9, fail:	45.5176
Length  100/10, alignment  0/15, found:	28.833
Length  100/10, alignment  0/15, fail:	45.5713
Length  100/10, alignment  3/ 0, found:	28.8867
Length  100/10, alignment  3/ 0, fail:	45.5811
Length  100/10, alignment  3/ 3, found:	28.877
Length  100/10, alignment  3/ 3, fail:	45.5811
Length  100/10, alignment  3/ 9, found:	28.8672
Length  100/10, alignment  3/ 9, fail:	45.5322
Length  100/10, alignment  3/15, found:	28.8477
Length  100/10, alignment  3/15, fail:	45.5273
Length  100/10, alignment  9/ 0, found:	28.8525
Length  100/10, alignment  9/ 0, fail:	45.0928
Length  100/10, alignment  9/ 3, found:	28.9062
Length  100/10, alignment  9/ 3, fail:	45.0635
Length  100/10, alignment  9/ 9, found:	28.8428
Length  100/10, alignment  9/ 9, fail:	44.9854
Length  100/10, alignment  9/15, found:	28.8721
Length  100/10, alignment  9/15, fail:	45.1465
Length  100/10, alignment 15/ 0, found:	29.8633
Length  100/10, alignment 15/ 0, fail:	45.0244
Length  100/10, alignment 15/ 3, found:	29.7949
Length  100/10, alignment 15/ 3, fail:	45.0537
Length  100/10, alignment 15/ 9, found:	29.7705
Length  100/10, alignment 15/ 9, fail:	45.0195
Length  100/10, alignment 15/15, found:	29.8047
Length  100/10, alignment 15/15, fail:	45.1367
Length  110/10, alignment  0/ 0, found:	28.9453
Length  110/10, alignment  0/ 0, fail:	45.5957
Length  110/10, alignment  0/ 3, found:	28.8525
Length  110/10, alignment  0/ 3, fail:	45.5762
Length  110/10, alignment  0/ 9, found:	28.8623
Length  110/10, alignment  0/ 9, fail:	45.6299
Length  110/10, alignment  0/15, found:	28.8428
Length  110/10, alignment  0/15, fail:	47.0166
Length  110/10, alignment  3/ 0, found:	29.8584
Length  110/10, alignment  3/ 0, fail:	45.5811
Length  110/10, alignment  3/ 3, found:	29.79
Length  110/10, alignment  3/ 3, fail:	45.5859
Length  110/10, alignment  3/ 9, found:	29.7803
Length  110/10, alignment  3/ 9, fail:	45.5664
Length  110/10, alignment  3/15, found:	29.8291
Length  110/10, alignment  3/15, fail:	45.5908
Length  110/10, alignment  9/ 0, found:	29.8291
Length  110/10, alignment  9/ 0, fail:	45.1025
Length  110/10, alignment  9/ 3, found:	29.7363
Length  110/10, alignment  9/ 3, fail:	45.1123
Length  110/10, alignment  9/ 9, found:	29.7217
Length  110/10, alignment  9/ 9, fail:	45.0879
Length  110/10, alignment  9/15, found:	29.7705
Length  110/10, alignment  9/15, fail:	45.2002
Length  110/10, alignment 15/ 0, found:	29.8145
Length  110/10, alignment 15/ 0, fail:	45.0439
Length  110/10, alignment 15/ 3, found:	29.7998
Length  110/10, alignment 15/ 3, fail:	45.1074
Length  110/10, alignment 15/ 9, found:	29.751
Length  110/10, alignment 15/ 9, fail:	45.0537
Length  110/10, alignment 15/15, found:	29.7754
Length  110/10, alignment 15/15, fail:	45.1367
Length  120/10, alignment  0/ 0, found:	29.8145
Length  120/10, alignment  0/ 0, fail:	45.5859
Length  120/10, alignment  0/ 3, found:	29.834
Length  120/10, alignment  0/ 3, fail:	45.5566
Length  120/10, alignment  0/ 9, found:	29.7314
Length  120/10, alignment  0/ 9, fail:	45.5957
Length  120/10, alignment  0/15, found:	29.7852
Length  120/10, alignment  0/15, fail:	45.6396
Length  120/10, alignment  3/ 0, found:	29.79
Length  120/10, alignment  3/ 0, fail:	45.5957
Length  120/10, alignment  3/ 3, found:	29.7949
Length  120/10, alignment  3/ 3, fail:	45.5029
Length  120/10, alignment  3/ 9, found:	29.7266
Length  120/10, alignment  3/ 9, fail:	45.5371
Length  120/10, alignment  3/15, found:	29.8193
Length  120/10, alignment  3/15, fail:	45.6934
Length  120/10, alignment  9/ 0, found:	30.8154
Length  120/10, alignment  9/ 0, fail:	45.1074
Length  120/10, alignment  9/ 3, found:	30.8057
Length  120/10, alignment  9/ 3, fail:	45.0537
Length  120/10, alignment  9/ 9, found:	30.7422
Length  120/10, alignment  9/ 9, fail:	45.0439
Length  120/10, alignment  9/15, found:	30.7666
Length  120/10, alignment  9/15, fail:	45.1904
Length  120/10, alignment 15/ 0, found:	30.7715
Length  120/10, alignment 15/ 0, fail:	45.0781
Length  120/10, alignment 15/ 3, found:	32.417
Length  120/10, alignment 15/ 3, fail:	45.0732
Length  120/10, alignment 15/ 9, found:	30.752
Length  120/10, alignment 15/ 9, fail:	45.083
Length  120/10, alignment 15/15, found:	30.791
Length  120/10, alignment 15/15, fail:	45.1709
Length  130/10, alignment  0/ 0, found:	30.8057
Length  130/10, alignment  0/ 0, fail:	45.5273
Length  130/10, alignment  0/ 3, found:	30.8447
Length  130/10, alignment  0/ 3, fail:	45.5371
Length  130/10, alignment  0/ 9, found:	30.7471
Length  130/10, alignment  0/ 9, fail:	45.498
Length  130/10, alignment  0/15, found:	30.791
Length  130/10, alignment  0/15, fail:	45.5371
Length  130/10, alignment  3/ 0, found:	30.7959
Length  130/10, alignment  3/ 0, fail:	45.5859
Length  130/10, alignment  3/ 3, found:	30.8154
Length  130/10, alignment  3/ 3, fail:	45.5078
Length  130/10, alignment  3/ 9, found:	30.8203
Length  130/10, alignment  3/ 9, fail:	45.5811
Length  130/10, alignment  3/15, found:	30.8105
Length  130/10, alignment  3/15, fail:	45.5859
Length  130/10, alignment  9/ 0, found:	30.8008
Length  130/10, alignment  9/ 0, fail:	45.0488
Length  130/10, alignment  9/ 3, found:	30.7861
Length  130/10, alignment  9/ 3, fail:	45.0879
Length  130/10, alignment  9/ 9, found:	30.8008
Length  130/10, alignment  9/ 9, fail:	44.9463
Length  130/10, alignment  9/15, found:	30.8057
Length  130/10, alignment  9/15, fail:	45.083
Length  130/10, alignment 15/ 0, found:	32.0215
Length  130/10, alignment 15/ 0, fail:	45.0684
Length  130/10, alignment 15/ 3, found:	31.9531
Length  130/10, alignment 15/ 3, fail:	45.0928
Length  130/10, alignment 15/ 9, found:	31.9141
Length  130/10, alignment 15/ 9, fail:	45.0928
Length  130/10, alignment 15/15, found:	31.9092
Length  130/10, alignment 15/15, fail:	45.0781
Length  140/10, alignment  0/ 0, found:	30.8057
Length  140/10, alignment  0/ 0, fail:	45.5615
Length  140/10, alignment  0/ 3, found:	30.7373
Length  140/10, alignment  0/ 3, fail:	45.5762
Length  140/10, alignment  0/ 9, found:	30.752
Length  140/10, alignment  0/ 9, fail:	45.5469
Length  140/10, alignment  0/15, found:	30.7861
Length  140/10, alignment  0/15, fail:	45.6543
Length  140/10, alignment  3/ 0, found:	30.791
Length  140/10, alignment  3/ 0, fail:	45.5713
Length  140/10, alignment  3/ 3, found:	30.7568
Length  140/10, alignment  3/ 3, fail:	45.5518
Length  140/10, alignment  3/ 9, found:	32.4805
Length  140/10, alignment  3/ 9, fail:	45.5371
Length  140/10, alignment  3/15, found:	30.7764
Length  140/10, alignment  3/15, fail:	45.6104
Length  140/10, alignment  9/ 0, found:	31.958
Length  140/10, alignment  9/ 0, fail:	45.1416
Length  140/10, alignment  9/ 3, found:	31.9482
Length  140/10, alignment  9/ 3, fail:	45.1074
Length  140/10, alignment  9/ 9, found:	31.8945
Length  140/10, alignment  9/ 9, fail:	45.0439
Length  140/10, alignment  9/15, found:	31.8994
Length  140/10, alignment  9/15, fail:	45.2197
Length  140/10, alignment 15/ 0, found:	31.7529
Length  140/10, alignment 15/ 0, fail:	45.0781
Length  140/10, alignment 15/ 3, found:	31.7432
Length  140/10, alignment 15/ 3, fail:	45.0635
Length  140/10, alignment 15/ 9, found:	31.7676
Length  140/10, alignment 15/ 9, fail:	45.0146
Length  140/10, alignment 15/15, found:	31.7529
Length  140/10, alignment 15/15, fail:	45.1514
Length  150/10, alignment  0/ 0, found:	31.9629
Length  150/10, alignment  0/ 0, fail:	45.5664
Length  150/10, alignment  0/ 3, found:	31.9678
Length  150/10, alignment  0/ 3, fail:	45.5859
Length  150/10, alignment  0/ 9, found:	31.8701
Length  150/10, alignment  0/ 9, fail:	45.5811
Length  150/10, alignment  0/15, found:	31.9043
Length  150/10, alignment  0/15, fail:	45.5713
Length  150/10, alignment  3/ 0, found:	31.8066
Length  150/10, alignment  3/ 0, fail:	45.5322
Length  150/10, alignment  3/ 3, found:	31.7773
Length  150/10, alignment  3/ 3, fail:	45.5566
Length  150/10, alignment  3/ 9, found:	31.7773
Length  150/10, alignment  3/ 9, fail:	45.5322
Length  150/10, alignment  3/15, found:	31.7627
Length  150/10, alignment  3/15, fail:	45.6396
Length  150/10, alignment  9/ 0, found:	31.7529
Length  150/10, alignment  9/ 0, fail:	45.0977
Length  150/10, alignment  9/ 3, found:	31.8018
Length  150/10, alignment  9/ 3, fail:	45.083
Length  150/10, alignment  9/ 9, found:	31.748
Length  150/10, alignment  9/ 9, fail:	45.1025
Length  150/10, alignment  9/15, found:	31.6943
Length  150/10, alignment  9/15, fail:	45.21
Length  150/10, alignment 15/ 0, found:	34.3506
Length  150/10, alignment 15/ 0, fail:	45.0635
Length  150/10, alignment 15/ 3, found:	34.3701
Length  150/10, alignment 15/ 3, fail:	45.0928
Length  150/10, alignment 15/ 9, found:	34.248
Length  150/10, alignment 15/ 9, fail:	45.7373
Length  150/10, alignment 15/15, found:	34.3848
Length  150/10, alignment 15/15, fail:	45.1416
Length   22/11, alignment  0/ 0, found:	27.3633
Length   22/11, alignment  0/ 0, fail:	46.5234
Length   22/11, alignment  0/ 3, found:	27.3047
Length   22/11, alignment  0/ 3, fail:	46.4795
Length   22/11, alignment  0/ 9, found:	27.2656
Length   22/11, alignment  0/ 9, fail:	46.4795
Length   22/11, alignment  0/15, found:	27.29
Length   22/11, alignment  0/15, fail:	46.5088
Length   22/11, alignment  3/ 0, found:	26.7773
Length   22/11, alignment  3/ 0, fail:	46.4551
Length   22/11, alignment  3/ 3, found:	26.748
Length   22/11, alignment  3/ 3, fail:	46.3965
Length   22/11, alignment  3/ 9, found:	26.7773
Length   22/11, alignment  3/ 9, fail:	46.499
Length   22/11, alignment  3/15, found:	26.7236
Length   22/11, alignment  3/15, fail:	46.5576
Length   22/11, alignment  9/ 0, found:	26.7578
Length   22/11, alignment  9/ 0, fail:	46.084
Length   22/11, alignment  9/ 3, found:	26.7773
Length   22/11, alignment  9/ 3, fail:	46.0107
Length   22/11, alignment  9/ 9, found:	26.792
Length   22/11, alignment  9/ 9, fail:	45.9766
Length   22/11, alignment  9/15, found:	26.7627
Length   22/11, alignment  9/15, fail:	45.9814
Length   22/11, alignment 15/ 0, found:	27.2021
Length   22/11, alignment 15/ 0, fail:	45.8789
Length   22/11, alignment 15/ 3, found:	27.251
Length   22/11, alignment 15/ 3, fail:	45.8545
Length   22/11, alignment 15/ 9, found:	27.1973
Length   22/11, alignment 15/ 9, fail:	45.918
Length   22/11, alignment 15/15, found:	27.2021
Length   22/11, alignment 15/15, fail:	45.9033
Length   33/11, alignment  0/ 0, found:	27.1973
Length   33/11, alignment  0/ 0, fail:	46.5771
Length   33/11, alignment  0/ 3, found:	27.1875
Length   33/11, alignment  0/ 3, fail:	46.4551
Length   33/11, alignment  0/ 9, found:	27.1729
Length   33/11, alignment  0/ 9, fail:	46.499
Length   33/11, alignment  0/15, found:	27.2021
Length   33/11, alignment  0/15, fail:	46.5088
Length   33/11, alignment  3/ 0, found:	27.1777
Length   33/11, alignment  3/ 0, fail:	46.46
Length   33/11, alignment  3/ 3, found:	27.1777
Length   33/11, alignment  3/ 3, fail:	46.4844
Length   33/11, alignment  3/ 9, found:	27.168
Length   33/11, alignment  3/ 9, fail:	46.4844
Length   33/11, alignment  3/15, found:	27.1777
Length   33/11, alignment  3/15, fail:	46.5088
Length   33/11, alignment  9/ 0, found:	27.1631
Length   33/11, alignment  9/ 0, fail:	46.5625
Length   33/11, alignment  9/ 3, found:	27.1924
Length   33/11, alignment  9/ 3, fail:	45.9619
Length   33/11, alignment  9/ 9, found:	27.2119
Length   33/11, alignment  9/ 9, fail:	45.9668
Length   33/11, alignment  9/15, found:	27.207
Length   33/11, alignment  9/15, fail:	45.957
Length   33/11, alignment 15/ 0, found:	27.9297
Length   33/11, alignment 15/ 0, fail:	45.9717
Length   33/11, alignment 15/ 3, found:	27.8613
Length   33/11, alignment 15/ 3, fail:	45.9131
Length   33/11, alignment 15/ 9, found:	27.8564
Length   33/11, alignment 15/ 9, fail:	45.9277
Length   33/11, alignment 15/15, found:	27.8223
Length   33/11, alignment 15/15, fail:	45.8936
Length   44/11, alignment  0/ 0, found:	27.2412
Length   44/11, alignment  0/ 0, fail:	46.4697
Length   44/11, alignment  0/ 3, found:	27.1875
Length   44/11, alignment  0/ 3, fail:	46.4551
Length   44/11, alignment  0/ 9, found:	27.168
Length   44/11, alignment  0/ 9, fail:	46.5381
Length   44/11, alignment  0/15, found:	27.168
Length   44/11, alignment  0/15, fail:	46.5332
Length   44/11, alignment  3/ 0, found:	27.1875
Length   44/11, alignment  3/ 0, fail:	46.5039
Length   44/11, alignment  3/ 3, found:	27.1729
Length   44/11, alignment  3/ 3, fail:	46.4941
Length   44/11, alignment  3/ 9, found:	27.1777
Length   44/11, alignment  3/ 9, fail:	46.5527
Length   44/11, alignment  3/15, found:	27.1533
Length   44/11, alignment  3/15, fail:	46.5234
Length   44/11, alignment  9/ 0, found:	27.8418
Length   44/11, alignment  9/ 0, fail:	46.0254
Length   44/11, alignment  9/ 3, found:	27.8467
Length   44/11, alignment  9/ 3, fail:	46.0107
Length   44/11, alignment  9/ 9, found:	27.8662
Length   44/11, alignment  9/ 9, fail:	46.001
Length   44/11, alignment  9/15, found:	27.8467
Length   44/11, alignment  9/15, fail:	45.9668
Length   44/11, alignment 15/ 0, found:	27.8369
Length   44/11, alignment 15/ 0, fail:	45.9863
Length   44/11, alignment 15/ 3, found:	27.9004
Length   44/11, alignment 15/ 3, fail:	45.9033
Length   44/11, alignment 15/ 9, found:	27.8613
Length   44/11, alignment 15/ 9, fail:	45.918
Length   44/11, alignment 15/15, found:	27.8857
Length   44/11, alignment 15/15, fail:	45.8887
Length   55/11, alignment  0/ 0, found:	27.8564
Length   55/11, alignment  0/ 0, fail:	46.5234
Length   55/11, alignment  0/ 3, found:	27.8662
Length   55/11, alignment  0/ 3, fail:	46.46
Length   55/11, alignment  0/ 9, found:	27.8906
Length   55/11, alignment  0/ 9, fail:	47.0312
Length   55/11, alignment  0/15, found:	27.8662
Length   55/11, alignment  0/15, fail:	46.5088
Length   55/11, alignment  3/ 0, found:	27.8564
Length   55/11, alignment  3/ 0, fail:	46.46
Length   55/11, alignment  3/ 3, found:	27.8711
Length   55/11, alignment  3/ 3, fail:	46.4746
Length   55/11, alignment  3/ 9, found:	27.8174
Length   55/11, alignment  3/ 9, fail:	46.5137
Length   55/11, alignment  3/15, found:	27.8906
Length   55/11, alignment  3/15, fail:	46.5039
Length   55/11, alignment  9/ 0, found:	28.1592
Length   55/11, alignment  9/ 0, fail:	46.0156
Length   55/11, alignment  9/ 3, found:	28.0664
Length   55/11, alignment  9/ 3, fail:	45.9863
Length   55/11, alignment  9/ 9, found:	28.1836
Length   55/11, alignment  9/ 9, fail:	46.0156
Length   55/11, alignment  9/15, found:	28.0469
Length   55/11, alignment  9/15, fail:	45.957
Length   55/11, alignment 15/ 0, found:	28.0859
Length   55/11, alignment 15/ 0, fail:	45.9766
Length   55/11, alignment 15/ 3, found:	28.1006
Length   55/11, alignment 15/ 3, fail:	45.8643
Length   55/11, alignment 15/ 9, found:	28.0957
Length   55/11, alignment 15/ 9, fail:	45.9082
Length   55/11, alignment 15/15, found:	28.1348
Length   55/11, alignment 15/15, fail:	45.918
Length   66/11, alignment  0/ 0, found:	28.1396
Length   66/11, alignment  0/ 0, fail:	46.5039
Length   66/11, alignment  0/ 3, found:	28.0713
Length   66/11, alignment  0/ 3, fail:	46.4648
Length   66/11, alignment  0/ 9, found:	28.1396
Length   66/11, alignment  0/ 9, fail:	46.5137
Length   66/11, alignment  0/15, found:	28.0957
Length   66/11, alignment  0/15, fail:	46.5088
Length   66/11, alignment  3/ 0, found:	28.1641
Length   66/11, alignment  3/ 0, fail:	46.5283
Length   66/11, alignment  3/ 3, found:	28.0957
Length   66/11, alignment  3/ 3, fail:	46.4795
Length   66/11, alignment  3/ 9, found:	28.0811
Length   66/11, alignment  3/ 9, fail:	46.5234
Length   66/11, alignment  3/15, found:	28.1055
Length   66/11, alignment  3/15, fail:	46.5137
Length   66/11, alignment  9/ 0, found:	28.1494
Length   66/11, alignment  9/ 0, fail:	45.9668
Length   66/11, alignment  9/ 3, found:	28.0957
Length   66/11, alignment  9/ 3, fail:	45.9668
Length   66/11, alignment  9/ 9, found:	28.1055
Length   66/11, alignment  9/ 9, fail:	45.9668
Length   66/11, alignment  9/15, found:	28.1396
Length   66/11, alignment  9/15, fail:	45.9668
Length   66/11, alignment 15/ 0, found:	29.1113
Length   66/11, alignment 15/ 0, fail:	46.6846
Length   66/11, alignment 15/ 3, found:	29.0234
Length   66/11, alignment 15/ 3, fail:	45.8936
Length   66/11, alignment 15/ 9, found:	29.0625
Length   66/11, alignment 15/ 9, fail:	45.918
Length   66/11, alignment 15/15, found:	29.0039
Length   66/11, alignment 15/15, fail:	45.9277
Length   77/11, alignment  0/ 0, found:	28.0762
Length   77/11, alignment  0/ 0, fail:	46.4941
Length   77/11, alignment  0/ 3, found:	28.1152
Length   77/11, alignment  0/ 3, fail:	46.4795
Length   77/11, alignment  0/ 9, found:	28.1006
Length   77/11, alignment  0/ 9, fail:	46.5283
Length   77/11, alignment  0/15, found:	28.1055
Length   77/11, alignment  0/15, fail:	46.5088
Length   77/11, alignment  3/ 0, found:	29.0527
Length   77/11, alignment  3/ 0, fail:	46.4209
Length   77/11, alignment  3/ 3, found:	29.1113
Length   77/11, alignment  3/ 3, fail:	46.5088
Length   77/11, alignment  3/ 9, found:	29.0967
Length   77/11, alignment  3/ 9, fail:	46.4697
Length   77/11, alignment  3/15, found:	29.0723
Length   77/11, alignment  3/15, fail:	46.4502
Length   77/11, alignment  9/ 0, found:	29.0771
Length   77/11, alignment  9/ 0, fail:	45.9619
Length   77/11, alignment  9/ 3, found:	29.1113
Length   77/11, alignment  9/ 3, fail:	45.9619
Length   77/11, alignment  9/ 9, found:	29.1113
Length   77/11, alignment  9/ 9, fail:	45.9668
Length   77/11, alignment  9/15, found:	29.0674
Length   77/11, alignment  9/15, fail:	45.9668
Length   77/11, alignment 15/ 0, found:	28.6768
Length   77/11, alignment 15/ 0, fail:	45.9082
Length   77/11, alignment 15/ 3, found:	28.6816
Length   77/11, alignment 15/ 3, fail:	45.9131
Length   77/11, alignment 15/ 9, found:	28.6865
Length   77/11, alignment 15/ 9, fail:	45.9229
Length   77/11, alignment 15/15, found:	28.7061
Length   77/11, alignment 15/15, fail:	45.8838
Length   88/11, alignment  0/ 0, found:	28.6426
Length   88/11, alignment  0/ 0, fail:	46.4111
Length   88/11, alignment  0/ 3, found:	28.6865
Length   88/11, alignment  0/ 3, fail:	46.4746
Length   88/11, alignment  0/ 9, found:	28.6963
Length   88/11, alignment  0/ 9, fail:	46.4795
Length   88/11, alignment  0/15, found:	28.7012
Length   88/11, alignment  0/15, fail:	46.5332
Length   88/11, alignment  3/ 0, found:	28.6719
Length   88/11, alignment  3/ 0, fail:	46.4893
Length   88/11, alignment  3/ 3, found:	28.6475
Length   88/11, alignment  3/ 3, fail:	46.4844
Length   88/11, alignment  3/ 9, found:	29.8438
Length   88/11, alignment  3/ 9, fail:	46.5186
Length   88/11, alignment  3/15, found:	28.6719
Length   88/11, alignment  3/15, fail:	46.5918
Length   88/11, alignment  9/ 0, found:	29.3555
Length   88/11, alignment  9/ 0, fail:	46.0059
Length   88/11, alignment  9/ 3, found:	29.3164
Length   88/11, alignment  9/ 3, fail:	45.9717
Length   88/11, alignment  9/ 9, found:	29.3262
Length   88/11, alignment  9/ 9, fail:	45.9863
Length   88/11, alignment  9/15, found:	29.2773
Length   88/11, alignment  9/15, fail:	45.9375
Length   88/11, alignment 15/ 0, found:	29.3506
Length   88/11, alignment 15/ 0, fail:	45.9424
Length   88/11, alignment 15/ 3, found:	29.2676
Length   88/11, alignment 15/ 3, fail:	45.9229
Length   88/11, alignment 15/ 9, found:	29.2871
Length   88/11, alignment 15/ 9, fail:	45.9326
Length   88/11, alignment 15/15, found:	29.3164
Length   88/11, alignment 15/15, fail:	45.8984
Length   99/11, alignment  0/ 0, found:	29.3311
Length   99/11, alignment  0/ 0, fail:	46.4697
Length   99/11, alignment  0/ 3, found:	29.3164
Length   99/11, alignment  0/ 3, fail:	46.4746
Length   99/11, alignment  0/ 9, found:	29.3262
Length   99/11, alignment  0/ 9, fail:	46.4795
Length   99/11, alignment  0/15, found:	29.3213
Length   99/11, alignment  0/15, fail:	46.5771
Length   99/11, alignment  3/ 0, found:	29.3213
Length   99/11, alignment  3/ 0, fail:	46.5088
Length   99/11, alignment  3/ 3, found:	29.3213
Length   99/11, alignment  3/ 3, fail:	46.4893
Length   99/11, alignment  3/ 9, found:	29.3359
Length   99/11, alignment  3/ 9, fail:	46.5234
Length   99/11, alignment  3/15, found:	29.3701
Length   99/11, alignment  3/15, fail:	46.543
Length   99/11, alignment  9/ 0, found:	29.2822
Length   99/11, alignment  9/ 0, fail:	45.9912
Length   99/11, alignment  9/ 3, found:	29.3262
Length   99/11, alignment  9/ 3, fail:	45.9375
Length   99/11, alignment  9/ 9, found:	29.3506
Length   99/11, alignment  9/ 9, fail:	45.9521
Length   99/11, alignment  9/15, found:	29.2627
Length   99/11, alignment  9/15, fail:	45.9619
Length   99/11, alignment 15/ 0, found:	29.9756
Length   99/11, alignment 15/ 0, fail:	45.9082
Length   99/11, alignment 15/ 3, found:	29.9609
Length   99/11, alignment 15/ 3, fail:	45.9033
Length   99/11, alignment 15/ 9, found:	29.9463
Length   99/11, alignment 15/ 9, fail:	45.9375
Length   99/11, alignment 15/15, found:	30.7129
Length   99/11, alignment 15/15, fail:	45.9131
Length  110/11, alignment  0/ 0, found:	29.3408
Length  110/11, alignment  0/ 0, fail:	46.5088
Length  110/11, alignment  0/ 3, found:	29.2871
Length  110/11, alignment  0/ 3, fail:	46.5088
Length  110/11, alignment  0/ 9, found:	29.3555
Length  110/11, alignment  0/ 9, fail:	46.4551
Length  110/11, alignment  0/15, found:	29.3262
Length  110/11, alignment  0/15, fail:	46.4941
Length  110/11, alignment  3/ 0, found:	30.0146
Length  110/11, alignment  3/ 0, fail:	46.4844
Length  110/11, alignment  3/ 3, found:	30.0439
Length  110/11, alignment  3/ 3, fail:	46.4746
Length  110/11, alignment  3/ 9, found:	30.0195
Length  110/11, alignment  3/ 9, fail:	46.4844
Length  110/11, alignment  3/15, found:	30
Length  110/11, alignment  3/15, fail:	46.499
Length  110/11, alignment  9/ 0, found:	29.9609
Length  110/11, alignment  9/ 0, fail:	45.9521
Length  110/11, alignment  9/ 3, found:	29.9219
Length  110/11, alignment  9/ 3, fail:	45.9912
Length  110/11, alignment  9/ 9, found:	29.9365
Length  110/11, alignment  9/ 9, fail:	45.9473
Length  110/11, alignment  9/15, found:	29.9561
Length  110/11, alignment  9/15, fail:	45.9619
Length  110/11, alignment 15/ 0, found:	29.9805
Length  110/11, alignment 15/ 0, fail:	45.9375
Length  110/11, alignment 15/ 3, found:	30.0049
Length  110/11, alignment 15/ 3, fail:	45.918
Length  110/11, alignment 15/ 9, found:	29.9561
Length  110/11, alignment 15/ 9, fail:	45.9668
Length  110/11, alignment 15/15, found:	30.0049
Length  110/11, alignment 15/15, fail:	45.9131
Length  121/11, alignment  0/ 0, found:	29.9512
Length  121/11, alignment  0/ 0, fail:	46.5137
Length  121/11, alignment  0/ 3, found:	29.9414
Length  121/11, alignment  0/ 3, fail:	46.4697
Length  121/11, alignment  0/ 9, found:	29.9854
Length  121/11, alignment  0/ 9, fail:	46.5234
Length  121/11, alignment  0/15, found:	29.9805
Length  121/11, alignment  0/15, fail:	46.5625
Length  121/11, alignment  3/ 0, found:	29.9756
Length  121/11, alignment  3/ 0, fail:	46.4404
Length  121/11, alignment  3/ 3, found:	29.9951
Length  121/11, alignment  3/ 3, fail:	46.4795
Length  121/11, alignment  3/ 9, found:	29.9902
Length  121/11, alignment  3/ 9, fail:	46.5283
Length  121/11, alignment  3/15, found:	29.9609
Length  121/11, alignment  3/15, fail:	46.5381
Length  121/11, alignment  9/ 0, found:	31.1816
Length  121/11, alignment  9/ 0, fail:	46.4746
Length  121/11, alignment  9/ 3, found:	31.0986
Length  121/11, alignment  9/ 3, fail:	45.9619
Length  121/11, alignment  9/ 9, found:	31.1279
Length  121/11, alignment  9/ 9, fail:	45.9814
Length  121/11, alignment  9/15, found:	31.1133
Length  121/11, alignment  9/15, fail:	45.9863
