                       	strtok
Length    8/2, alignment  3/ 3, found:	33.2275
Length    8/2, alignment  3/ 3, fail:	33.2715
Length    8/2, alignment  3/ 9, found:	33.4814
Length    8/2, alignment  3/ 9, fail:	33.4619
Length    8/2, alignment  3/15, found:	33.4766
Length    8/2, alignment  3/15, fail:	33.2031
Length    8/2, alignment  9/ 0, found:	33.2324
Length    8/2, alignment  9/ 0, fail:	33.833
Length    8/2, alignment  9/ 3, found:	33.2471
Length    8/2, alignment  9/ 3, fail:	33.8184
Length    8/2, alignment  9/ 9, found:	33.2275
Length    8/2, alignment  9/ 9, fail:	33.8135
Length    8/2, alignment  9/15, found:	33.2129
Length    8/2, alignment  9/15, fail:	33.8135
Length    8/2, alignment 15/ 0, found:	33.8574
Length    8/2, alignment 15/ 0, fail:	33.3887
Length    8/2, alignment 15/ 3, found:	33.8232
Length    8/2, alignment 15/ 3, fail:	33.4277
Length    8/2, alignment 15/ 9, found:	33.8232
Length    8/2, alignment 15/ 9, fail:	33.4521
Length    8/2, alignment 15/15, found:	33.8428
Length    8/2, alignment 15/15, fail:	33.4033
Length   10/2, alignment  0/ 0, found:	33.2812
Length   10/2, alignment  0/ 0, fail:	33.2178
Length   10/2, alignment  0/ 3, found:	33.252
Length   10/2, alignment  0/ 3, fail:	33.2227
Length   10/2, alignment  0/ 9, found:	33.2275
Length   10/2, alignment  0/ 9, fail:	33.2178
Length   10/2, alignment  0/15, found:	33.2422
Length   10/2, alignment  0/15, fail:	33.1982
Length   10/2, alignment  3/ 0, found:	33.2373
Length   10/2, alignment  3/ 0, fail:	33.1934
Length   10/2, alignment  3/ 3, found:	33.2178
Length   10/2, alignment  3/ 3, fail:	33.2129
Length   10/2, alignment  3/ 9, found:	33.2324
Length   10/2, alignment  3/ 9, fail:	33.1934
Length   10/2, alignment  3/15, found:	33.2227
Length   10/2, alignment  3/15, fail:	33.208
Length   10/2, alignment  9/ 0, found:	33.2422
Length   10/2, alignment  9/ 0, fail:	33.8428
Length   10/2, alignment  9/ 3, found:	33.2422
Length   10/2, alignment  9/ 3, fail:	33.8232
Length   10/2, alignment  9/ 9, found:	33.2129
Length   10/2, alignment  9/ 9, fail:	33.8232
Length   10/2, alignment  9/15, found:	33.2373
Length   10/2, alignment  9/15, fail:	33.8379
Length   10/2, alignment 15/ 0, found:	33.8623
Length   10/2, alignment 15/ 0, fail:	33.4082
Length   10/2, alignment 15/ 3, found:	33.8525
Length   10/2, alignment 15/ 3, fail:	35.0684
Length   10/2, alignment 15/ 9, found:	33.8379
Length   10/2, alignment 15/ 9, fail:	33.4619
Length   10/2, alignment 15/15, found:	33.8379
Length   10/2, alignment 15/15, fail:	33.4131
Length   12/2, alignment  0/ 0, found:	33.2666
Length   12/2, alignment  0/ 0, fail:	33.4814
Length   12/2, alignment  0/ 3, found:	33.5107
Length   12/2, alignment  0/ 3, fail:	33.4717
Length   12/2, alignment  0/ 9, found:	33.2715
Length   12/2, alignment  0/ 9, fail:	33.1934
Length   12/2, alignment  0/15, found:	33.2373
Length   12/2, alignment  0/15, fail:	33.3887
Length   12/2, alignment  3/ 0, found:	33.501
Length   12/2, alignment  3/ 0, fail:	33.4619
Length   12/2, alignment  3/ 3, found:	33.374
Length   12/2, alignment  3/ 3, fail:	33.208
Length   12/2, alignment  3/ 9, found:	33.2275
Length   12/2, alignment  3/ 9, fail:	33.2129
Length   12/2, alignment  3/15, found:	33.2324
Length   12/2, alignment  3/15, fail:	33.2129
Length   12/2, alignment  9/ 0, found:	33.2764
Length   12/2, alignment  9/ 0, fail:	33.833
Length   12/2, alignment  9/ 3, found:	33.5303
Length   12/2, alignment  9/ 3, fail:	33.8135
Length   12/2, alignment  9/ 9, found:	33.2617
Length   12/2, alignment  9/ 9, fail:	33.8232
Length   12/2, alignment  9/15, found:	33.2324
Length   12/2, alignment  9/15, fail:	33.8232
Length   12/2, alignment 15/ 0, found:	33.8477
Length   12/2, alignment 15/ 0, fail:	33.4229
Length   12/2, alignment 15/ 3, found:	33.8623
Length   12/2, alignment 15/ 3, fail:	33.4033
Length   12/2, alignment 15/ 9, found:	33.8428
Length   12/2, alignment 15/ 9, fail:	33.4229
Length   12/2, alignment 15/15, found:	33.8428
Length   12/2, alignment 15/15, fail:	33.4619
Length   14/2, alignment  0/ 0, found:	33.2471
Length   14/2, alignment  0/ 0, fail:	33.2178
Length   14/2, alignment  0/ 3, found:	33.2422
Length   14/2, alignment  0/ 3, fail:	33.1934
Length   14/2, alignment  0/ 9, found:	33.2324
Length   14/2, alignment  0/ 9, fail:	33.2031
Length   14/2, alignment  0/15, found:	33.2471
Length   14/2, alignment  0/15, fail:	33.2178
Length   14/2, alignment  3/ 0, found:	33.2227
Length   14/2, alignment  3/ 0, fail:	33.8428
Length   14/2, alignment  3/ 3, found:	33.2227
Length   14/2, alignment  3/ 3, fail:	33.8086
Length   14/2, alignment  3/ 9, found:	33.2471
Length   14/2, alignment  3/ 9, fail:	33.8525
Length   14/2, alignment  3/15, found:	33.2275
Length   14/2, alignment  3/15, fail:	33.8135
Length   14/2, alignment  9/ 0, found:	33.4814
Length   14/2, alignment  9/ 0, fail:	33.8184
Length   14/2, alignment  9/ 3, found:	33.4912
Length   14/2, alignment  9/ 3, fail:	33.8184
Length   14/2, alignment  9/ 9, found:	34.9756
Length   14/2, alignment  9/ 9, fail:	33.8135
Length   14/2, alignment  9/15, found:	33.2422
Length   14/2, alignment  9/15, fail:	33.8135
Length   14/2, alignment 15/ 0, found:	33.8525
Length   14/2, alignment 15/ 0, fail:	33.4082
Length   14/2, alignment 15/ 3, found:	33.8428
Length   14/2, alignment 15/ 3, fail:	33.4326
Length   14/2, alignment 15/ 9, found:	33.8574
Length   14/2, alignment 15/ 9, fail:	33.3936
Length   14/2, alignment 15/15, found:	33.8428
Length   14/2, alignment 15/15, fail:	33.4131
Length   16/2, alignment  0/ 0, found:	33.2422
Length   16/2, alignment  0/ 0, fail:	33.8184
Length   16/2, alignment  0/ 3, found:	33.2275
Length   16/2, alignment  0/ 3, fail:	33.8281
Length   16/2, alignment  0/ 9, found:	33.2324
Length   16/2, alignment  0/ 9, fail:	33.8281
Length   16/2, alignment  0/15, found:	33.4961
Length   16/2, alignment  0/15, fail:	33.8037
Length   16/2, alignment  3/ 0, found:	33.4619
Length   16/2, alignment  3/ 0, fail:	33.8086
Length   16/2, alignment  3/ 3, found:	33.2324
Length   16/2, alignment  3/ 3, fail:	33.8135
Length   16/2, alignment  3/ 9, found:	33.2275
Length   16/2, alignment  3/ 9, fail:	33.8086
Length   16/2, alignment  3/15, found:	33.2324
Length   16/2, alignment  3/15, fail:	33.8232
Length   16/2, alignment  9/ 0, found:	33.8428
Length   16/2, alignment  9/ 0, fail:	33.8086
Length   16/2, alignment  9/ 3, found:	33.8525
Length   16/2, alignment  9/ 3, fail:	33.8135
Length   16/2, alignment  9/ 9, found:	33.8379
Length   16/2, alignment  9/ 9, fail:	33.8184
Length   16/2, alignment  9/15, found:	33.8379
Length   16/2, alignment  9/15, fail:	33.8135
Length   16/2, alignment 15/ 0, found:	33.8477
Length   16/2, alignment 15/ 0, fail:	33.4424
Length   16/2, alignment 15/ 3, found:	33.8428
Length   16/2, alignment 15/ 3, fail:	33.4131
Length   16/2, alignment 15/ 9, found:	33.8379
Length   16/2, alignment 15/ 9, fail:	33.4473
Length   16/2, alignment 15/15, found:	33.8525
Length   16/2, alignment 15/15, fail:	33.4424
Length   18/2, alignment  0/ 0, found:	33.2275
Length   18/2, alignment  0/ 0, fail:	33.8574
Length   18/2, alignment  0/ 3, found:	33.2275
Length   18/2, alignment  0/ 3, fail:	33.833
Length   18/2, alignment  0/ 9, found:	33.2324
Length   18/2, alignment  0/ 9, fail:	33.8428
Length   18/2, alignment  0/15, found:	33.2275
Length   18/2, alignment  0/15, fail:	33.8428
Length   18/2, alignment  3/ 0, found:	33.2666
Length   18/2, alignment  3/ 0, fail:	33.8232
Length   18/2, alignment  3/ 3, found:	33.2373
Length   18/2, alignment  3/ 3, fail:	33.8281
Length   18/2, alignment  3/ 9, found:	33.2227
Length   18/2, alignment  3/ 9, fail:	35.4004
Length   18/2, alignment  3/15, found:	33.2373
Length   18/2, alignment  3/15, fail:	33.833
Length   18/2, alignment  9/ 0, found:	33.8574
Length   18/2, alignment  9/ 0, fail:	33.8281
Length   18/2, alignment  9/ 3, found:	33.8428
Length   18/2, alignment  9/ 3, fail:	33.833
Length   18/2, alignment  9/ 9, found:	33.8379
Length   18/2, alignment  9/ 9, fail:	33.8281
Length   18/2, alignment  9/15, found:	33.8574
Length   18/2, alignment  9/15, fail:	33.8232
Length   18/2, alignment 15/ 0, found:	33.8525
Length   18/2, alignment 15/ 0, fail:	33.4668
Length   18/2, alignment 15/ 3, found:	33.8379
Length   18/2, alignment 15/ 3, fail:	33.4814
Length   18/2, alignment 15/ 9, found:	33.8525
Length   18/2, alignment 15/ 9, fail:	33.4326
Length   18/2, alignment 15/15, found:	33.8379
Length   18/2, alignment 15/15, fail:	33.4424
Length   20/2, alignment  0/ 0, found:	33.2227
Length   20/2, alignment  0/ 0, fail:	33.8232
Length   20/2, alignment  0/ 3, found:	33.2227
Length   20/2, alignment  0/ 3, fail:	33.833
Length   20/2, alignment  0/ 9, found:	33.2471
Length   20/2, alignment  0/ 9, fail:	33.8135
Length   20/2, alignment  0/15, found:	33.252
Length   20/2, alignment  0/15, fail:	33.8184
Length   20/2, alignment  3/ 0, found:	33.2373
Length   20/2, alignment  3/ 0, fail:	33.8428
Length   20/2, alignment  3/ 3, found:	33.2471
Length   20/2, alignment  3/ 3, fail:	33.8184
Length   20/2, alignment  3/ 9, found:	33.3984
Length   20/2, alignment  3/ 9, fail:	33.833
Length   20/2, alignment  3/15, found:	33.501
Length   20/2, alignment  3/15, fail:	33.8428
Length   20/2, alignment  9/ 0, found:	33.8525
Length   20/2, alignment  9/ 0, fail:	33.8232
Length   20/2, alignment  9/ 3, found:	33.8525
Length   20/2, alignment  9/ 3, fail:	33.833
Length   20/2, alignment  9/ 9, found:	33.8525
Length   20/2, alignment  9/ 9, fail:	33.833
Length   20/2, alignment  9/15, found:	33.8477
Length   20/2, alignment  9/15, fail:	33.8281
Length   20/2, alignment 15/ 0, found:	33.8477
Length   20/2, alignment 15/ 0, fail:	33.4326
Length   20/2, alignment 15/ 3, found:	33.8379
Length   20/2, alignment 15/ 3, fail:	33.4521
Length   20/2, alignment 15/ 9, found:	33.833
Length   20/2, alignment 15/ 9, fail:	33.4277
Length   20/2, alignment 15/15, found:	33.8525
Length   20/2, alignment 15/15, fail:	33.4229
Length   22/2, alignment  0/ 0, found:	33.252
Length   22/2, alignment  0/ 0, fail:	33.8379
Length   22/2, alignment  0/ 3, found:	33.2471
Length   22/2, alignment  0/ 3, fail:	33.8232
Length   22/2, alignment  0/ 9, found:	33.2324
Length   22/2, alignment  0/ 9, fail:	33.833
Length   22/2, alignment  0/15, found:	34.5654
Length   22/2, alignment  0/15, fail:	33.833
Length   22/2, alignment  3/ 0, found:	33.8428
Length   22/2, alignment  3/ 0, fail:	33.833
Length   22/2, alignment  3/ 3, found:	33.8574
Length   22/2, alignment  3/ 3, fail:	33.8232
Length   22/2, alignment  3/ 9, found:	33.8379
Length   22/2, alignment  3/ 9, fail:	33.8232
Length   22/2, alignment  3/15, found:	33.8477
Length   22/2, alignment  3/15, fail:	33.8232
Length   22/2, alignment  9/ 0, found:	33.8379
Length   22/2, alignment  9/ 0, fail:	33.833
Length   22/2, alignment  9/ 3, found:	33.8379
Length   22/2, alignment  9/ 3, fail:	33.8281
Length   22/2, alignment  9/ 9, found:	33.8574
Length   22/2, alignment  9/ 9, fail:	33.8281
Length   22/2, alignment  9/15, found:	33.8379
Length   22/2, alignment  9/15, fail:	33.8379
Length   22/2, alignment 15/ 0, found:	33.8623
Length   22/2, alignment 15/ 0, fail:	33.4326
Length   22/2, alignment 15/ 3, found:	33.8818
Length   22/2, alignment 15/ 3, fail:	33.418
Length   22/2, alignment 15/ 9, found:	33.833
Length   22/2, alignment 15/ 9, fail:	33.457
Length   22/2, alignment 15/15, found:	33.833
Length   22/2, alignment 15/15, fail:	33.4229
Length   24/2, alignment  0/ 0, found:	33.8525
Length   24/2, alignment  0/ 0, fail:	33.833
Length   24/2, alignment  0/ 3, found:	33.8379
Length   24/2, alignment  0/ 3, fail:	33.833
Length   24/2, alignment  0/ 9, found:	33.8379
Length   24/2, alignment  0/ 9, fail:	33.8184
Length   24/2, alignment  0/15, found:	33.8623
Length   24/2, alignment  0/15, fail:	33.8232
Length   24/2, alignment  3/ 0, found:	33.8428
Length   24/2, alignment  3/ 0, fail:	33.8281
Length   24/2, alignment  3/ 3, found:	33.833
Length   24/2, alignment  3/ 3, fail:	33.8135
Length   24/2, alignment  3/ 9, found:	33.8477
Length   24/2, alignment  3/ 9, fail:	33.8281
Length   24/2, alignment  3/15, found:	33.833
Length   24/2, alignment  3/15, fail:	33.8379
Length   24/2, alignment  9/ 0, found:	33.8379
Length   24/2, alignment  9/ 0, fail:	33.8428
Length   24/2, alignment  9/ 3, found:	33.8525
Length   24/2, alignment  9/ 3, fail:	33.833
Length   24/2, alignment  9/ 9, found:	33.8477
Length   24/2, alignment  9/ 9, fail:	33.8281
Length   24/2, alignment  9/15, found:	33.8428
Length   24/2, alignment  9/15, fail:	33.8281
Length   24/2, alignment 15/ 0, found:	33.8525
Length   24/2, alignment 15/ 0, fail:	33.418
Length   24/2, alignment 15/ 3, found:	33.8428
Length   24/2, alignment 15/ 3, fail:	33.4424
Length   24/2, alignment 15/ 9, found:	33.8428
Length   24/2, alignment 15/ 9, fail:	33.418
Length   24/2, alignment 15/15, found:	35.5469
Length   24/2, alignment 15/15, fail:	33.4424
Length   26/2, alignment  0/ 0, found:	33.8379
Length   26/2, alignment  0/ 0, fail:	33.8574
Length   26/2, alignment  0/ 3, found:	33.8379
Length   26/2, alignment  0/ 3, fail:	33.833
Length   26/2, alignment  0/ 9, found:	33.8477
Length   26/2, alignment  0/ 9, fail:	33.833
Length   26/2, alignment  0/15, found:	33.8281
Length   26/2, alignment  0/15, fail:	33.8428
Length   26/2, alignment  3/ 0, found:	33.833
Length   26/2, alignment  3/ 0, fail:	33.8281
Length   26/2, alignment  3/ 3, found:	33.8477
Length   26/2, alignment  3/ 3, fail:	33.8281
Length   26/2, alignment  3/ 9, found:	33.8379
Length   26/2, alignment  3/ 9, fail:	33.8379
Length   26/2, alignment  3/15, found:	33.833
Length   26/2, alignment  3/15, fail:	33.8281
Length   26/2, alignment  9/ 0, found:	33.8525
Length   26/2, alignment  9/ 0, fail:	33.8379
Length   26/2, alignment  9/ 3, found:	33.833
Length   26/2, alignment  9/ 3, fail:	33.8428
Length   26/2, alignment  9/ 9, found:	33.833
Length   26/2, alignment  9/ 9, fail:	33.833
Length   26/2, alignment  9/15, found:	33.8525
Length   26/2, alignment  9/15, fail:	33.833
Length   26/2, alignment 15/ 0, found:	34.1943
Length   26/2, alignment 15/ 0, fail:	33.4424
Length   26/2, alignment 15/ 3, found:	34.165
Length   26/2, alignment 15/ 3, fail:	33.4326
Length   26/2, alignment 15/ 9, found:	34.1748
Length   26/2, alignment 15/ 9, fail:	33.4277
Length   26/2, alignment 15/15, found:	34.1553
Length   26/2, alignment 15/15, fail:	33.4619
Length   28/2, alignment  0/ 0, found:	33.8428
Length   28/2, alignment  0/ 0, fail:	33.833
Length   28/2, alignment  0/ 3, found:	33.8477
Length   28/2, alignment  0/ 3, fail:	33.833
Length   28/2, alignment  0/ 9, found:	33.833
Length   28/2, alignment  0/ 9, fail:	33.8379
Length   28/2, alignment  0/15, found:	33.8428
Length   28/2, alignment  0/15, fail:	33.8232
Length   28/2, alignment  3/ 0, found:	33.8623
Length   28/2, alignment  3/ 0, fail:	33.833
Length   28/2, alignment  3/ 3, found:	33.833
Length   28/2, alignment  3/ 3, fail:	33.8379
Length   28/2, alignment  3/ 9, found:	33.8379
Length   28/2, alignment  3/ 9, fail:	33.8281
Length   28/2, alignment  3/15, found:	33.8477
Length   28/2, alignment  3/15, fail:	33.833
Length   28/2, alignment  9/ 0, found:	33.8525
Length   28/2, alignment  9/ 0, fail:	33.8477
Length   28/2, alignment  9/ 3, found:	33.8428
Length   28/2, alignment  9/ 3, fail:	33.833
Length   28/2, alignment  9/ 9, found:	33.8623
Length   28/2, alignment  9/ 9, fail:	33.8281
Length   28/2, alignment  9/15, found:	33.8477
Length   28/2, alignment  9/15, fail:	35.4492
Length   28/2, alignment 15/ 0, found:	34.1943
Length   28/2, alignment 15/ 0, fail:	33.3887
Length   28/2, alignment 15/ 3, found:	34.1748
Length   28/2, alignment 15/ 3, fail:	33.4668
Length   28/2, alignment 15/ 9, found:	34.165
Length   28/2, alignment 15/ 9, fail:	33.4375
Length   28/2, alignment 15/15, found:	34.165
Length   28/2, alignment 15/15, fail:	33.4326
Length   30/2, alignment  0/ 0, found:	33.8574
Length   30/2, alignment  0/ 0, fail:	33.833
Length   30/2, alignment  0/ 3, found:	33.8428
Length   30/2, alignment  0/ 3, fail:	33.8379
Length   30/2, alignment  0/ 9, found:	33.8477
Length   30/2, alignment  0/ 9, fail:	33.8184
Length   30/2, alignment  0/15, found:	33.8477
Length   30/2, alignment  0/15, fail:	33.8232
Length   30/2, alignment  3/ 0, found:	33.8477
Length   30/2, alignment  3/ 0, fail:	33.8477
Length   30/2, alignment  3/ 3, found:	33.8477
Length   30/2, alignment  3/ 3, fail:	33.833
Length   30/2, alignment  3/ 9, found:	33.8574
Length   30/2, alignment  3/ 9, fail:	33.833
Length   30/2, alignment  3/15, found:	33.8379
Length   30/2, alignment  3/15, fail:	33.8428
Length   30/2, alignment  9/ 0, found:	33.8477
Length   30/2, alignment  9/ 0, fail:	33.8232
Length   30/2, alignment  9/ 3, found:	33.8574
Length   30/2, alignment  9/ 3, fail:	33.8184
Length   30/2, alignment  9/ 9, found:	33.8428
Length   30/2, alignment  9/ 9, fail:	33.8428
Length   30/2, alignment  9/15, found:	33.8428
Length   30/2, alignment  9/15, fail:	33.8232
Length   30/2, alignment 15/ 0, found:	34.1797
Length   30/2, alignment 15/ 0, fail:	33.4033
Length   30/2, alignment 15/ 3, found:	34.165
Length   30/2, alignment 15/ 3, fail:	33.4668
Length   30/2, alignment 15/ 9, found:	34.165
Length   30/2, alignment 15/ 9, fail:	33.4766
Length   30/2, alignment 15/15, found:	34.1797
Length   30/2, alignment 15/15, fail:	33.4521
Length    6/3, alignment  0/ 0, found:	33.4277
Length    6/3, alignment  0/ 0, fail:	33.4277
Length    6/3, alignment  0/ 3, found:	33.3838
Length    6/3, alignment  0/ 3, fail:	33.3936
Length    6/3, alignment  0/ 9, found:	33.4082
Length    6/3, alignment  0/ 9, fail:	33.3887
Length    6/3, alignment  0/15, found:	33.4131
Length    6/3, alignment  0/15, fail:	33.4082
Length    6/3, alignment  3/ 0, found:	33.4131
Length    6/3, alignment  3/ 0, fail:	33.3936
Length    6/3, alignment  3/ 3, found:	33.4229
Length    6/3, alignment  3/ 3, fail:	33.4082
Length    6/3, alignment  3/ 9, found:	33.3936
Length    6/3, alignment  3/ 9, fail:	33.418
Length    6/3, alignment  3/15, found:	33.418
Length    6/3, alignment  3/15, fail:	35.0977
Length    6/3, alignment  9/ 0, found:	33.418
Length    6/3, alignment  9/ 0, fail:	33.3936
Length    6/3, alignment  9/ 3, found:	33.4033
Length    6/3, alignment  9/ 3, fail:	33.4131
Length    6/3, alignment  9/ 9, found:	33.3936
Length    6/3, alignment  9/ 9, fail:	33.3789
Length    6/3, alignment  9/15, found:	33.4082
Length    6/3, alignment  9/15, fail:	33.3789
Length    6/3, alignment 15/ 0, found:	34.3799
Length    6/3, alignment 15/ 0, fail:	33.9453
Length    6/3, alignment 15/ 3, found:	34.3506
Length    6/3, alignment 15/ 3, fail:	33.9453
Length    6/3, alignment 15/ 9, found:	34.375
Length    6/3, alignment 15/ 9, fail:	33.9014
Length    6/3, alignment 15/15, found:	34.3799
Length    6/3, alignment 15/15, fail:	33.9014
Length    9/3, alignment  0/ 0, found:	33.4326
Length    9/3, alignment  0/ 0, fail:	33.3936
Length    9/3, alignment  0/ 3, found:	33.3936
Length    9/3, alignment  0/ 3, fail:	33.3984
Length    9/3, alignment  0/ 9, found:	33.3984
Length    9/3, alignment  0/ 9, fail:	33.3789
Length    9/3, alignment  0/15, found:	33.3887
Length    9/3, alignment  0/15, fail:	33.4033
Length    9/3, alignment  3/ 0, found:	33.418
Length    9/3, alignment  3/ 0, fail:	33.3984
Length    9/3, alignment  3/ 3, found:	33.4131
Length    9/3, alignment  3/ 3, fail:	33.3838
Length    9/3, alignment  3/ 9, found:	33.4082
Length    9/3, alignment  3/ 9, fail:	33.3789
Length    9/3, alignment  3/15, found:	33.3984
Length    9/3, alignment  3/15, fail:	33.4277
Length    9/3, alignment  9/ 0, found:	33.3838
Length    9/3, alignment  9/ 0, fail:	34.3164
Length    9/3, alignment  9/ 3, found:	33.4131
Length    9/3, alignment  9/ 3, fail:	34.3701
Length    9/3, alignment  9/ 9, found:	33.418
Length    9/3, alignment  9/ 9, fail:	34.3555
Length    9/3, alignment  9/15, found:	33.4131
Length    9/3, alignment  9/15, fail:	34.3652
Length    9/3, alignment 15/ 0, found:	34.4189
Length    9/3, alignment 15/ 0, fail:	33.9014
Length    9/3, alignment 15/ 3, found:	34.3506
Length    9/3, alignment 15/ 3, fail:	33.9355
Length    9/3, alignment 15/ 9, found:	34.3555
Length    9/3, alignment 15/ 9, fail:	33.916
Length    9/3, alignment 15/15, found:	34.4189
Length    9/3, alignment 15/15, fail:	33.8965
Length   12/3, alignment  0/ 0, found:	33.4424
Length   12/3, alignment  0/ 0, fail:	33.3984
Length   12/3, alignment  0/ 3, found:	33.4277
Length   12/3, alignment  0/ 3, fail:	33.4033
Length   12/3, alignment  0/ 9, found:	33.4082
Length   12/3, alignment  0/ 9, fail:	33.3691
Length   12/3, alignment  0/15, found:	33.4229
Length   12/3, alignment  0/15, fail:	33.3643
Length   12/3, alignment  3/ 0, found:	36.3525
Length   12/3, alignment  3/ 0, fail:	33.3936
Length   12/3, alignment  3/ 3, found:	33.3887
Length   12/3, alignment  3/ 3, fail:	33.3887
Length   12/3, alignment  3/ 9, found:	33.4082
Length   12/3, alignment  3/ 9, fail:	33.3789
Length   12/3, alignment  3/15, found:	33.3887
Length   12/3, alignment  3/15, fail:	33.4131
Length   12/3, alignment  9/ 0, found:	34.3555
Length   12/3, alignment  9/ 0, fail:	34.3896
Length   12/3, alignment  9/ 3, found:	34.3457
Length   12/3, alignment  9/ 3, fail:	34.3018
Length   12/3, alignment  9/ 9, found:	34.3701
Length   12/3, alignment  9/ 9, fail:	34.3555
Length   12/3, alignment  9/15, found:	34.375
Length   12/3, alignment  9/15, fail:	34.3848
Length   12/3, alignment 15/ 0, found:	34.3604
Length   12/3, alignment 15/ 0, fail:	33.9209
Length   12/3, alignment 15/ 3, found:	34.3701
Length   12/3, alignment 15/ 3, fail:	33.9307
Length   12/3, alignment 15/ 9, found:	34.3555
Length   12/3, alignment 15/ 9, fail:	33.9258
Length   12/3, alignment 15/15, found:	34.3604
Length   12/3, alignment 15/15, fail:	33.9307
Length   15/3, alignment  0/ 0, found:	33.4375
Length   15/3, alignment  0/ 0, fail:	33.3887
Length   15/3, alignment  0/ 3, found:	33.4375
Length   15/3, alignment  0/ 3, fail:	33.3936
Length   15/3, alignment  0/ 9, found:	33.4277
Length   15/3, alignment  0/ 9, fail:	33.3984
Length   15/3, alignment  0/15, found:	33.3984
Length   15/3, alignment  0/15, fail:	33.3789
Length   15/3, alignment  3/ 0, found:	33.4229
Length   15/3, alignment  3/ 0, fail:	34.3457
Length   15/3, alignment  3/ 3, found:	33.4277
Length   15/3, alignment  3/ 3, fail:	34.3262
Length   15/3, alignment  3/ 9, found:	33.3936
Length   15/3, alignment  3/ 9, fail:	34.3555
Length   15/3, alignment  3/15, found:	33.4131
Length   15/3, alignment  3/15, fail:	34.3799
Length   15/3, alignment  9/ 0, found:	33.418
Length   15/3, alignment  9/ 0, fail:	34.3896
