                       	strsep
Length   54/9, alignment  3/15, found:	18.6133
Length   54/9, alignment  3/15, fail:	18.3875
Length   54/9, alignment  9/ 0, found:	19.1626
Length   54/9, alignment  9/ 0, fail:	18.6267
Length   54/9, alignment  9/ 3, found:	18.9673
Length   54/9, alignment  9/ 3, fail:	18.4082
Length   54/9, alignment  9/ 9, found:	26.4868
Length   54/9, alignment  9/ 9, fail:	18.3765
Length   54/9, alignment  9/15, found:	19.0698
Length   54/9, alignment  9/15, fail:	18.363
Length   54/9, alignment 15/ 0, found:	27.7942
Length   54/9, alignment 15/ 0, fail:	19.5435
Length   54/9, alignment 15/ 3, found:	19.2456
Length   54/9, alignment 15/ 3, fail:	19.3921
Length   54/9, alignment 15/ 9, found:	28.4167
Length   54/9, alignment 15/ 9, fail:	19.5129
Length   54/9, alignment 15/15, found:	18.9807
Length   54/9, alignment 15/15, fail:	19.6082
Length   63/9, alignment  0/ 0, found:	18.6218
Length   63/9, alignment  0/ 0, fail:	18.418
Length   63/9, alignment  0/ 3, found:	18.634
Length   63/9, alignment  0/ 3, fail:	18.4216
Length   63/9, alignment  0/ 9, found:	18.6304
Length   63/9, alignment  0/ 9, fail:	18.3948
Length   63/9, alignment  0/15, found:	18.6243
Length   63/9, alignment  0/15, fail:	18.3643
Length   63/9, alignment  3/ 0, found:	18.9258
Length   63/9, alignment  3/ 0, fail:	19.7632
Length   63/9, alignment  3/ 3, found:	19.0063
Length   63/9, alignment  3/ 3, fail:	19.4653
Length   63/9, alignment  3/ 9, found:	19.0479
Length   63/9, alignment  3/ 9, fail:	19.5068
Length   63/9, alignment  3/15, found:	19.198
Length   63/9, alignment  3/15, fail:	19.6606
Length   63/9, alignment  9/ 0, found:	18.9661
Length   63/9, alignment  9/ 0, fail:	19.4763
Length   63/9, alignment  9/ 3, found:	19.1833
Length   63/9, alignment  9/ 3, fail:	19.4238
Length   63/9, alignment  9/ 9, found:	19.0674
Length   63/9, alignment  9/ 9, fail:	19.4641
Length   63/9, alignment  9/15, found:	19.1089
Length   63/9, alignment  9/15, fail:	19.4971
Length   63/9, alignment 15/ 0, found:	18.9758
Length   63/9, alignment 15/ 0, fail:	19.3799
Length   63/9, alignment 15/ 3, found:	19.1479
Length   63/9, alignment 15/ 3, fail:	19.4055
Length   63/9, alignment 15/ 9, found:	18.9783
Length   63/9, alignment 15/ 9, fail:	19.3811
Length   63/9, alignment 15/15, found:	19.0625
Length   63/9, alignment 15/15, fail:	19.4495
Length   40/10, alignment  0/ 0, found:	18.9331
Length   40/10, alignment  0/ 0, fail:	19.032
Length   40/10, alignment  0/ 3, found:	19.2957
Length   40/10, alignment  0/ 3, fail:	18.9722
Length   40/10, alignment  0/ 9, found:	19.082
Length   40/10, alignment  0/ 9, fail:	19.01
Length   40/10, alignment  0/15, found:	18.9758
Length   40/10, alignment  0/15, fail:	19.0637
Length   40/10, alignment  3/ 0, found:	19.0173
Length   40/10, alignment  3/ 0, fail:	18.8269
Length   40/10, alignment  3/ 3, found:	18.8904
Length   40/10, alignment  3/ 3, fail:	19.0198
Length   40/10, alignment  3/ 9, found:	18.9294
Length   40/10, alignment  3/ 9, fail:	18.8684
Length   40/10, alignment  3/15, found:	18.9709
Length   40/10, alignment  3/15, fail:	19.0637
Length   40/10, alignment  9/ 0, found:	24.1162
Length   40/10, alignment  9/ 0, fail:	19.8621
Length   40/10, alignment  9/ 3, found:	18.7109
Length   40/10, alignment  9/ 3, fail:	19.8547
Length   40/10, alignment  9/ 9, found:	18.6914
Length   40/10, alignment  9/ 9, fail:	19.8499
Length   40/10, alignment  9/15, found:	18.7952
Length   40/10, alignment  9/15, fail:	19.8352
Length   40/10, alignment 15/ 0, found:	19.1284
Length   40/10, alignment 15/ 0, fail:	19.8352
Length   40/10, alignment 15/ 3, found:	19.2334
Length   40/10, alignment 15/ 3, fail:	20.1624
Length   40/10, alignment 15/ 9, found:	19.0149
Length   40/10, alignment 15/ 9, fail:	19.8413
Length   40/10, alignment 15/15, found:	19.1772
Length   40/10, alignment 15/15, fail:	19.834
Length   50/10, alignment  0/ 0, found:	18.7305
Length   50/10, alignment  0/ 0, fail:	19.8364
Length   50/10, alignment  0/ 3, found:	18.6877
Length   50/10, alignment  0/ 3, fail:	19.8389
Length   50/10, alignment  0/ 9, found:	18.7244
Length   50/10, alignment  0/ 9, fail:	19.8279
Length   50/10, alignment  0/15, found:	18.7952
Length   50/10, alignment  0/15, fail:	19.8376
Length   50/10, alignment  3/ 0, found:	18.7256
Length   50/10, alignment  3/ 0, fail:	19.8401
Length   50/10, alignment  3/ 3, found:	18.7354
Length   50/10, alignment  3/ 3, fail:	19.8499
Length   50/10, alignment  3/ 9, found:	27.1228
Length   50/10, alignment  3/ 9, fail:	19.8364
Length   50/10, alignment  3/15, found:	18.7781
Length   50/10, alignment  3/15, fail:	19.8315
Length   50/10, alignment  9/ 0, found:	19.0417
Length   50/10, alignment  9/ 0, fail:	19.834
Length   50/10, alignment  9/ 3, found:	19.0076
Length   50/10, alignment  9/ 3, fail:	19.8389
Length   50/10, alignment  9/ 9, found:	19.1614
Length   50/10, alignment  9/ 9, fail:	19.8291
Length   50/10, alignment  9/15, found:	19.2285
Length   50/10, alignment  9/15, fail:	19.8389
Length   50/10, alignment 15/ 0, found:	19.0259
Length   50/10, alignment 15/ 0, fail:	21.1206
Length   50/10, alignment 15/ 3, found:	19.0588
Length   50/10, alignment 15/ 3, fail:	21.2292
Length   50/10, alignment 15/ 9, found:	19.248
Length   50/10, alignment 15/ 9, fail:	21.2329
Length   50/10, alignment 15/15, found:	19.292
Length   50/10, alignment 15/15, fail:	21.322
Length   60/10, alignment  0/ 0, found:	18.7463
Length   60/10, alignment  0/ 0, fail:	19.8486
Length   60/10, alignment  0/ 3, found:	18.7146
Length   60/10, alignment  0/ 3, fail:	19.8425
Length   60/10, alignment  0/ 9, found:	18.6865
Length   60/10, alignment  0/ 9, fail:	19.8315
Length   60/10, alignment  0/15, found:	18.7976
Length   60/10, alignment  0/15, fail:	19.8413
Length   60/10, alignment  3/ 0, found:	19.0918
Length   60/10, alignment  3/ 0, fail:	19.8413
Length   60/10, alignment  3/ 3, found:	19.0295
Length   60/10, alignment  3/ 3, fail:	19.8303
Length   60/10, alignment  3/ 9, found:	19.3408
Length   60/10, alignment  3/ 9, fail:	19.8364
Length   60/10, alignment  3/15, found:	27.9163
Length   60/10, alignment  3/15, fail:	19.8267
Length   60/10, alignment  9/ 0, found:	19.0137
Length   60/10, alignment  9/ 0, fail:	20.6995
Length   60/10, alignment  9/ 3, found:	19.1187
Length   60/10, alignment  9/ 3, fail:	20.5884
Length   60/10, alignment  9/ 9, found:	19.0063
Length   60/10, alignment  9/ 9, fail:	20.658
Length   60/10, alignment  9/15, found:	19.1907
Length   60/10, alignment  9/15, fail:	20.6372
Length   60/10, alignment 15/ 0, found:	19.032
Length   60/10, alignment 15/ 0, fail:	20.564
Length   60/10, alignment 15/ 3, found:	19.0112
Length   60/10, alignment 15/ 3, fail:	20.5627
Length   60/10, alignment 15/ 9, found:	19.0173
Length   60/10, alignment 15/ 9, fail:	20.5554
Length   60/10, alignment 15/15, found:	19.0613
Length   60/10, alignment 15/15, fail:	20.6604
Length   70/10, alignment  0/ 0, found:	19.0662
Length   70/10, alignment  0/ 0, fail:	20.647
Length   70/10, alignment  0/ 3, found:	19.1809
Length   70/10, alignment  0/ 3, fail:	20.614
Length   70/10, alignment  0/ 9, found:	19.4141
Length   70/10, alignment  0/ 9, fail:	20.6775
Length   70/10, alignment  0/15, found:	19.071
Length   70/10, alignment  0/15, fail:	20.7092
Length   70/10, alignment  3/ 0, found:	19.0125
Length   70/10, alignment  3/ 0, fail:	20.5627
Length   70/10, alignment  3/ 3, found:	19.281
Length   70/10, alignment  3/ 3, fail:	20.5872
Length   70/10, alignment  3/ 9, found:	19.0112
Length   70/10, alignment  3/ 9, fail:	20.5603
Length   70/10, alignment  3/15, found:	19.0845
Length   70/10, alignment  3/15, fail:	20.7605
Length   70/10, alignment  9/ 0, found:	19.1125
Length   70/10, alignment  9/ 0, fail:	20.6702
Length   70/10, alignment  9/ 3, found:	19.0137
Length   70/10, alignment  9/ 3, fail:	20.5676
Length   70/10, alignment  9/ 9, found:	19.0271
Length   70/10, alignment  9/ 9, fail:	20.5579
Length   70/10, alignment  9/15, found:	19.314
Length   70/10, alignment  9/15, fail:	20.6702
Length   70/10, alignment 15/ 0, found:	20.3699
Length   70/10, alignment 15/ 0, fail:	21.8042
Length   70/10, alignment 15/ 3, found:	20.365
Length   70/10, alignment 15/ 3, fail:	21.7993
Length   70/10, alignment 15/ 9, found:	20.592
Length   70/10, alignment 15/ 9, fail:	21.7615
Length   70/10, alignment 15/15, found:	20.437
Length   70/10, alignment 15/15, fail:	21.687
Length   44/11, alignment  0/ 0, found:	20.0745
Length   44/11, alignment  0/ 0, fail:	20.0562
Length   44/11, alignment  0/ 3, found:	20.0598
Length   44/11, alignment  0/ 3, fail:	20.0427
Length   44/11, alignment  0/ 9, found:	20.0745
Length   44/11, alignment  0/ 9, fail:	20.0684
Length   44/11, alignment  0/15, found:	20.0623
Length   44/11, alignment  0/15, fail:	20.4858
Length   44/11, alignment  3/ 0, found:	19.6997
Length   44/11, alignment  3/ 0, fail:	20.0488
Length   44/11, alignment  3/ 3, found:	19.6936
Length   44/11, alignment  3/ 3, fail:	20.05
Length   44/11, alignment  3/ 9, found:	19.6899
Length   44/11, alignment  3/ 9, fail:	20.0513
Length   44/11, alignment  3/15, found:	19.6936
Length   44/11, alignment  3/15, fail:	20.4968
Length   44/11, alignment  9/ 0, found:	19.6851
Length   44/11, alignment  9/ 0, fail:	20.9851
Length   44/11, alignment  9/ 3, found:	19.7009
Length   44/11, alignment  9/ 3, fail:	20.9631
Length   44/11, alignment  9/ 9, found:	19.8694
Length   44/11, alignment  9/ 9, fail:	20.9729
Length   44/11, alignment  9/15, found:	19.6851
Length   44/11, alignment  9/15, fail:	20.9363
Length   44/11, alignment 15/ 0, found:	20.0696
Length   44/11, alignment 15/ 0, fail:	20.9619
Length   44/11, alignment 15/ 3, found:	20.0659
Length   44/11, alignment 15/ 3, fail:	20.957
Length   44/11, alignment 15/ 9, found:	20.0696
Length   44/11, alignment 15/ 9, fail:	20.9741
Length   44/11, alignment 15/15, found:	20.166
Length   44/11, alignment 15/15, fail:	20.9302
Length   55/11, alignment  0/ 0, found:	19.6985
Length   55/11, alignment  0/ 0, fail:	20.9595
Length   55/11, alignment  0/ 3, found:	19.6851
Length   55/11, alignment  0/ 3, fail:	20.9644
Length   55/11, alignment  0/ 9, found:	19.6887
Length   55/11, alignment  0/ 9, fail:	20.9717
Length   55/11, alignment  0/15, found:	19.7021
Length   55/11, alignment  0/15, fail:	20.9363
Length   55/11, alignment  3/ 0, found:	19.6887
Length   55/11, alignment  3/ 0, fail:	20.9546
Length   55/11, alignment  3/ 3, found:	19.6936
Length   55/11, alignment  3/ 3, fail:	20.9692
Length   55/11, alignment  3/ 9, found:	20.1794
Length   55/11, alignment  3/ 9, fail:	20.9729
Length   55/11, alignment  3/15, found:	19.6948
Length   55/11, alignment  3/15, fail:	20.9326
Length   55/11, alignment  9/ 0, found:	20.0745
Length   55/11, alignment  9/ 0, fail:	22.0972
Length   55/11, alignment  9/ 3, found:	20.0684
Length   55/11, alignment  9/ 3, fail:	22.0764
Length   55/11, alignment  9/ 9, found:	20.0769
Length   55/11, alignment  9/ 9, fail:	22.1216
Length   55/11, alignment  9/15, found:	20.166
Length   55/11, alignment  9/15, fail:	22.0764
Length   55/11, alignment 15/ 0, found:	20.0659
Length   55/11, alignment 15/ 0, fail:	22.0837
Length   55/11, alignment 15/ 3, found:	20.0537
Length   55/11, alignment 15/ 3, fail:	22.0789
Length   55/11, alignment 15/ 9, found:	20.061
Length   55/11, alignment 15/ 9, fail:	22.0984
Length   55/11, alignment 15/15, found:	20.1807
Length   55/11, alignment 15/15, fail:	22.0728
Length   66/11, alignment  0/ 0, found:	20.0623
Length   66/11, alignment  0/ 0, fail:	21.2036
Length   66/11, alignment  0/ 3, found:	20.0586
Length   66/11, alignment  0/ 3, fail:	21.6956
Length   66/11, alignment  0/ 9, found:	20.0745
Length   66/11, alignment  0/ 9, fail:	21.2158
Length   66/11, alignment  0/15, found:	20.188
Length   66/11, alignment  0/15, fail:	21.2097
Length   66/11, alignment  3/ 0, found:	20.072
Length   66/11, alignment  3/ 0, fail:	21.2183
Length   66/11, alignment  3/ 3, found:	20.0745
Length   66/11, alignment  3/ 3, fail:	21.2122
Length   66/11, alignment  3/ 9, found:	20.072
Length   66/11, alignment  3/ 9, fail:	21.2207
Length   66/11, alignment  3/15, found:	20.1746
Length   66/11, alignment  3/15, fail:	21.2183
Length   66/11, alignment  9/ 0, found:	20.0513
Length   66/11, alignment  9/ 0, fail:	21.217
Length   66/11, alignment  9/ 3, found:	20.0635
Length   66/11, alignment  9/ 3, fail:	21.2183
Length   66/11, alignment  9/ 9, found:	20.0732
Length   66/11, alignment  9/ 9, fail:	21.2341
Length   66/11, alignment  9/15, found:	20.1587
Length   66/11, alignment  9/15, fail:	21.2012
Length   66/11, alignment 15/ 0, found:	20.7568
Length   66/11, alignment 15/ 0, fail:	22.1313
Length   66/11, alignment 15/ 3, found:	21.1511
Length   66/11, alignment 15/ 3, fail:	22.1204
Length   66/11, alignment 15/ 9, found:	20.752
Length   66/11, alignment 15/ 9, fail:	22.1277
Length   66/11, alignment 15/15, found:	20.7324
Length   66/11, alignment 15/15, fail:	22.1863
Length   77/11, alignment  0/ 0, found:	20.0708
Length   77/11, alignment  0/ 0, fail:	21.2048
Length   77/11, alignment  0/ 3, found:	20.0745
Length   77/11, alignment  0/ 3, fail:	21.2109
Length   77/11, alignment  0/ 9, found:	20.0659
Length   77/11, alignment  0/ 9, fail:	21.228
Length   77/11, alignment  0/15, found:	20.1721
Length   77/11, alignment  0/15, fail:	21.2097
Length   77/11, alignment  3/ 0, found:	20.05
Length   77/11, alignment  3/ 0, fail:	22.1069
Length   77/11, alignment  3/ 3, found:	20.0586
Length   77/11, alignment  3/ 3, fail:	22.1655
Length   77/11, alignment  3/ 9, found:	20.0757
Length   77/11, alignment  3/ 9, fail:	22.2632
Length   77/11, alignment  3/15, found:	20.1648
Length   77/11, alignment  3/15, fail:	22.2266
Length   77/11, alignment  9/ 0, found:	20.0525
Length   77/11, alignment  9/ 0, fail:	22.4487
Length   77/11, alignment  9/ 3, found:	20.0525
Length   77/11, alignment  9/ 3, fail:	22.1399
Length   77/11, alignment  9/ 9, found:	20.0586
Length   77/11, alignment  9/ 9, fail:	22.2791
Length   77/11, alignment  9/15, found:	20.1746
Length   77/11, alignment  9/15, fail:	22.2217
Length   77/11, alignment 15/ 0, found:	20.7288
Length   77/11, alignment 15/ 0, fail:	22.1899
Length   77/11, alignment 15/ 3, found:	20.7483
Length   77/11, alignment 15/ 3, fail:	22.1057
Length   77/11, alignment 15/ 9, found:	20.7446
Length   77/11, alignment 15/ 9, fail:	22.1619
Length   77/11, alignment 15/15, found:	20.7288
Length   77/11, alignment 15/15, fail:	22.2876
Length   48/12, alignment  0/ 0, found:	20.6921
Length   48/12, alignment  0/ 0, fail:	21.5979
Length   48/12, alignment  0/ 3, found:	20.4749
Length   48/12, alignment  0/ 3, fail:	21.5808
Length   48/12, alignment  0/ 9, found:	20.6262
Length   48/12, alignment  0/ 9, fail:	21.6199
Length   48/12, alignment  0/15, found:	20.4163
Length   48/12, alignment  0/15, fail:	21.687
Length   48/12, alignment  3/ 0, found:	20.5481
Length   48/12, alignment  3/ 0, fail:	21.5833
Length   48/12, alignment  3/ 3, found:	20.7959
Length   48/12, alignment  3/ 3, fail:	21.5967
Length   48/12, alignment  3/ 9, found:	20.4443
Length   48/12, alignment  3/ 9, fail:	21.6016
Length   48/12, alignment  3/15, found:	20.4175
Length   48/12, alignment  3/15, fail:	21.6968
Length   48/12, alignment  9/ 0, found:	21.2598
Length   48/12, alignment  9/ 0, fail:	21.5894
Length   48/12, alignment  9/ 3, found:	21.2659
Length   48/12, alignment  9/ 3, fail:	21.5771
Length   48/12, alignment  9/ 9, found:	21.2463
Length   48/12, alignment  9/ 9, fail:	21.6113
Length   48/12, alignment  9/15, found:	21.7639
Length   48/12, alignment  9/15, fail:	21.7004
Length   48/12, alignment 15/ 0, found:	21.2061
Length   48/12, alignment 15/ 0, fail:	21.5869
Length   48/12, alignment 15/ 3, found:	21.2781
Length   48/12, alignment 15/ 3, fail:	21.5796
Length   48/12, alignment 15/ 9, found:	21.2488
Length   48/12, alignment 15/ 9, fail:	21.6125
Length   48/12, alignment 15/15, found:	21.7395
Length   48/12, alignment 15/15, fail:	21.8445
Length   60/12, alignment  0/ 0, found:	20.8875
Length   60/12, alignment  0/ 0, fail:	21.5991
Length   60/12, alignment  0/ 3, found:	20.8777
Length   60/12, alignment  0/ 3, fail:	21.5942
Length   60/12, alignment  0/ 9, found:	20.4272
Length   60/12, alignment  0/ 9, fail:	21.6064
Length   60/12, alignment  0/15, found:	20.4114
Length   60/12, alignment  0/15, fail:	21.7102
Length   60/12, alignment  3/ 0, found:	21.239
Length   60/12, alignment  3/ 0, fail:	21.5881
Length   60/12, alignment  3/ 3, found:	21.2549
Length   60/12, alignment  3/ 3, fail:	21.5991
Length   60/12, alignment  3/ 9, found:	21.2683
Length   60/12, alignment  3/ 9, fail:	21.6101
Length   60/12, alignment  3/15, found:	21.7517
Length   60/12, alignment  3/15, fail:	21.7065
Length   60/12, alignment  9/ 0, found:	21.2537
Length   60/12, alignment  9/ 0, fail:	22.0239
Length   60/12, alignment  9/ 3, found:	21.283
Length   60/12, alignment  9/ 3, fail:	21.9946
Length   60/12, alignment  9/ 9, found:	21.2817
Length   60/12, alignment  9/ 9, fail:	22.1704
Length   60/12, alignment  9/15, found:	21.7395
Length   60/12, alignment  9/15, fail:	22.03
Length   60/12, alignment 15/ 0, found:	21.2561
Length   60/12, alignment 15/ 0, fail:	22.0239
Length   60/12, alignment 15/ 3, found:	21.2146
Length   60/12, alignment 15/ 3, fail:	22.019
Length   60/12, alignment 15/ 9, found:	21.2598
Length   60/12, alignment 15/ 9, fail:	22.019
Length   60/12, alignment 15/15, found:	21.6968
Length   60/12, alignment 15/15, fail:	22.0178
Length   72/12, alignment  0/ 0, found:	21.2341
Length   72/12, alignment  0/ 0, fail:	21.991
Length   72/12, alignment  0/ 3, found:	21.2317
Length   72/12, alignment  0/ 3, fail:	21.9958
Length   72/12, alignment  0/ 9, found:	21.2769
Length   72/12, alignment  0/ 9, fail:	22.0239
Length   72/12, alignment  0/15, found:	21.7078
Length   72/12, alignment  0/15, fail:	22.0129
Length   72/12, alignment  3/ 0, found:	21.2512
Length   72/12, alignment  3/ 0, fail:	22.0142
Length   72/12, alignment  3/ 3, found:	21.1963
Length   72/12, alignment  3/ 3, fail:	22.0142
Length   72/12, alignment  3/ 9, found:	21.4429
Length   72/12, alignment  3/ 9, fail:	22.0068
Length   72/12, alignment  3/15, found:	21.7517
Length   72/12, alignment  3/15, fail:	22.0227
Length   72/12, alignment  9/ 0, found:	21.2561
Length   72/12, alignment  9/ 0, fail:	22.6599
Length   72/12, alignment  9/ 3, found:	21.2036
Length   72/12, alignment  9/ 3, fail:	22.6294
Length   72/12, alignment  9/ 9, found:	21.2463
Length   72/12, alignment  9/ 9, fail:	22.6721
Length   72/12, alignment  9/15, found:	21.6907
Length   72/12, alignment  9/15, fail:	22.6904
Length   72/12, alignment 15/ 0, found:	21.4185
Length   72/12, alignment 15/ 0, fail:	22.6465
Length   72/12, alignment 15/ 3, found:	21.3977
Length   72/12, alignment 15/ 3, fail:	22.6453
Length   72/12, alignment 15/ 9, found:	21.4185
Length   72/12, alignment 15/ 9, fail:	22.6746
Length   72/12, alignment 15/15, found:	21.803
Length   72/12, alignment 15/15, fail:	22.7112
Length   84/12, alignment  0/ 0, found:	21.2463
Length   84/12, alignment  0/ 0, fail:	22.627
Length   84/12, alignment  0/ 3, found:	21.3855
Length   84/12, alignment  0/ 3, fail:	22.6343
Length   84/12, alignment  0/ 9, found:	21.2524
Length   84/12, alignment  0/ 9, fail:	22.666
Length   84/12, alignment  0/15, found:	21.7273
Length   84/12, alignment  0/15, fail:	22.688
Length   84/12, alignment  3/ 0, found:	21.2451
Length   84/12, alignment  3/ 0, fail:	22.6489
Length   84/12, alignment  3/ 3, found:	21.2231
Length   84/12, alignment  3/ 3, fail:	22.6428
Length   84/12, alignment  3/ 9, found:	21.2341
Length   84/12, alignment  3/ 9, fail:	22.6624
Length   84/12, alignment  3/15, found:	21.7578
Length   84/12, alignment  3/15, fail:	22.7051
Length   84/12, alignment  9/ 0, found:	21.4026
Length   84/12, alignment  9/ 0, fail:	22.6086
Length   84/12, alignment  9/ 3, found:	21.3745
Length   84/12, alignment  9/ 3, fail:	22.594
Length   84/12, alignment  9/ 9, found:	21.3879
Length   84/12, alignment  9/ 9, fail:	22.627
Length   84/12, alignment  9/15, found:	21.8164
Length   84/12, alignment  9/15, fail:	22.6746
Length   84/12, alignment 15/ 0, found:	21.6199
Length   84/12, alignment 15/ 0, fail:	23.1018
Length   84/12, alignment 15/ 3, found:	21.3965
Length   84/12, alignment 15/ 3, fail:	23.0481
Length   84/12, alignment 15/ 9, found:	21.4441
Length   84/12, alignment 15/ 9, fail:	23.0481
Length   84/12, alignment 15/15, found:	21.8359
Length   84/12, alignment 15/15, fail:	23.0627
Length   52/13, alignment  0/ 0, found:	21.7188
Length   52/13, alignment  0/ 0, fail:	21.6174
Length   52/13, alignment  0/ 3, found:	21.7126
Length   52/13, alignment  0/ 3, fail:	21.6064
Length   52/13, alignment  0/ 9, found:	21.7078
Length   52/13, alignment  0/ 9, fail:	21.6272
Length   52/13, alignment  0/15, found:	21.6296
Length   52/13, alignment  0/15, fail:	21.6821
Length   52/13, alignment  3/ 0, found:	21.6992
Length   52/13, alignment  3/ 0, fail:	21.6272
Length   52/13, alignment  3/ 3, found:	21.7004
Length   52/13, alignment  3/ 3, fail:	21.6125
Length   52/13, alignment  3/ 9, found:	21.7041
Length   52/13, alignment  3/ 9, fail:	21.6211
Length   52/13, alignment  3/15, found:	21.9775
Length   52/13, alignment  3/15, fail:	21.6846
Length   52/13, alignment  9/ 0, found:	21.9751
Length   52/13, alignment  9/ 0, fail:	21.5991
Length   52/13, alignment  9/ 3, found:	21.908
Length   52/13, alignment  9/ 3, fail:	21.6211
Length   52/13, alignment  9/ 9, found:	22.0679
Length   52/13, alignment  9/ 9, fail:	21.615
Length   52/13, alignment  9/15, found:	22.157
Length   52/13, alignment  9/15, fail:	21.6943
Length   52/13, alignment 15/ 0, found:	21.9617
Length   52/13, alignment 15/ 0, fail:	22.8003
Length   52/13, alignment 15/ 3, found:	22.0239
Length   52/13, alignment 15/ 3, fail:	22.7771
Length   52/13, alignment 15/ 9, found:	22.0728
Length   52/13, alignment 15/ 9, fail:	22.8833
Length   52/13, alignment 15/15, found:	22.0007
Length   52/13, alignment 15/15, fail:	22.8125
Length   65/13, alignment  0/ 0, found:	22.157
Length   65/13, alignment  0/ 0, fail:	22.0239
Length   65/13, alignment  0/ 3, found:	22.1606
Length   65/13, alignment  0/ 3, fail:	22.0862
Length   65/13, alignment  0/ 9, found:	22.0813
Length   65/13, alignment  0/ 9, fail:	22.0569
Length   65/13, alignment  0/15, found:	21.9739
Length   65/13, alignment  0/15, fail:	22.0764
Length   65/13, alignment  3/ 0, found:	22.0459
Length   65/13, alignment  3/ 0, fail:	22.0337
Length   65/13, alignment  3/ 3, found:	22.0618
Length   65/13, alignment  3/ 3, fail:	22.0557
Length   65/13, alignment  3/ 9, found:	21.9592
Length   65/13, alignment  3/ 9, fail:	22.0728
Length   65/13, alignment  3/15, found:	22.0093
Length   65/13, alignment  3/15, fail:	22.1106
Length   65/13, alignment  9/ 0, found:	22.1472
Length   65/13, alignment  9/ 0, fail:	22.0642
Length   65/13, alignment  9/ 3, found:	22.0007
Length   65/13, alignment  9/ 3, fail:	22.0532
Length   65/13, alignment  9/ 9, found:	22.1509
Length   65/13, alignment  9/ 9, fail:	22.085
Length   65/13, alignment  9/15, found:	21.9092
Length   65/13, alignment  9/15, fail:	22.1118
Length   65/13, alignment 15/ 0, found:	22.0898
Length   65/13, alignment 15/ 0, fail:	22.9492
Length   65/13, alignment 15/ 3, found:	22.0898
Length   65/13, alignment 15/ 3, fail:	22.9382
Length   65/13, alignment 15/ 9, found:	21.9897
Length   65/13, alignment 15/ 9, fail:	22.9431
Length   65/13, alignment 15/15, found:	22.1667
Length   65/13, alignment 15/15, fail:	22.9773
Length   78/13, alignment  0/ 0, found:	22.0471
Length   78/13, alignment  0/ 0, fail:	22.0447
Length   78/13, alignment  0/ 3, found:	22.1912
Length   78/13, alignment  0/ 3, fail:	22.0801
Length   78/13, alignment  0/ 9, found:	22.1753
Length   78/13, alignment  0/ 9, fail:	22.0789
Length   78/13, alignment  0/15, found:	22.0703
Length   78/13, alignment  0/15, fail:	22.0728
Length   78/13, alignment  3/ 0, found:	22.0825
Length   78/13, alignment  3/ 0, fail:	22.9529
Length   78/13, alignment  3/ 3, found:	22.1533
Length   78/13, alignment  3/ 3, fail:	22.937
Length   78/13, alignment  3/ 9, found:	22.0081
Length   78/13, alignment  3/ 9, fail:	22.948
Length   78/13, alignment  3/15, found:	21.9214
Length   78/13, alignment  3/15, fail:	23.136
Length   78/13, alignment  9/ 0, found:	22.6917
Length   78/13, alignment  9/ 0, fail:	22.948
Length   78/13, alignment  9/ 3, found:	22.6843
Length   78/13, alignment  9/ 3, fail:	22.9236
Length   78/13, alignment  9/ 9, found:	22.6807
Length   78/13, alignment  9/ 9, fail:	22.9321
Length   78/13, alignment  9/15, found:	22.688
Length   78/13, alignment  9/15, fail:	22.9834
Length   78/13, alignment 15/ 0, found:	22.6685
Length   78/13, alignment 15/ 0, fail:	22.9053
Length   78/13, alignment 15/ 3, found:	22.666
Length   78/13, alignment 15/ 3, fail:	22.8967
Length   78/13, alignment 15/ 9, found:	22.6709
Length   78/13, alignment 15/ 9, fail:	22.9028
Length   78/13, alignment 15/15, found:	22.6917
Length   78/13, alignment 15/15, fail:	22.9358
Length   91/13, alignment  0/ 0, found:	22.1643
Length   91/13, alignment  0/ 0, fail:	22.9077
Length   91/13, alignment  0/ 3, found:	22.1765
Length   91/13, alignment  0/ 3, fail:	22.9004
Length   91/13, alignment  0/ 9, found:	22.0935
Length   91/13, alignment  0/ 9, fail:	23.0408
Length   91/13, alignment  0/15, found:	21.9519
Length   91/13, alignment  0/15, fail:	22.937
Length   91/13, alignment  3/ 0, found:	22.666
Length   91/13, alignment  3/ 0, fail:	22.9041
Length   91/13, alignment  3/ 3, found:	22.666
Length   91/13, alignment  3/ 3, fail:	22.8943
Length   91/13, alignment  3/ 9, found:	22.6575
Length   91/13, alignment  3/ 9, fail:	22.9138
Length   91/13, alignment  3/15, found:	22.688
Length   91/13, alignment  3/15, fail:	22.9382
Length   91/13, alignment  9/ 0, found:	22.6831
Length   91/13, alignment  9/ 0, fail:	23.4668
Length   91/13, alignment  9/ 3, found:	22.6648
Length   91/13, alignment  9/ 3, fail:	23.4814
Length   91/13, alignment  9/ 9, found:	22.666
Length   91/13, alignment  9/ 9, fail:	23.4705
Length   91/13, alignment  9/15, found:	22.6843
Length   91/13, alignment  9/15, fail:	23.4875
Length   91/13, alignment 15/ 0, found:	22.6733
Length   91/13, alignment 15/ 0, fail:	23.4619
Length   91/13, alignment 15/ 3, found:	23.1067
Length   91/13, alignment 15/ 3, fail:	23.4766
Length   91/13, alignment 15/ 9, found:	22.6831
Length   91/13, alignment 15/ 9, fail:	23.4802
Length   91/13, alignment 15/15, found:	22.699
Length   91/13, alignment 15/15, fail:	23.4705
