                       	strtok
Length   80/8, alignment 15/ 0, fail:	12.73
Length   80/8, alignment 15/ 3, found:	14.6392
Length   80/8, alignment 15/ 3, fail:	13.2866
Length   80/8, alignment 15/ 9, found:	19.1948
Length   80/8, alignment 15/ 9, fail:	13.2671
Length   80/8, alignment 15/15, found:	15.6938
Length   80/8, alignment 15/15, fail:	13.2617
Length   88/8, alignment  0/ 0, found:	14.3701
Length   88/8, alignment  0/ 0, fail:	12.73
Length   88/8, alignment  0/ 3, found:	14.1216
Length   88/8, alignment  0/ 3, fail:	13.0034
Length   88/8, alignment  0/ 9, found:	18.4087
Length   88/8, alignment  0/ 9, fail:	13.814
Length   88/8, alignment  0/15, found:	15.1567
Length   88/8, alignment  0/15, fail:	13.8091
Length   88/8, alignment  3/ 0, found:	14.3706
Length   88/8, alignment  3/ 0, fail:	12.9888
Length   88/8, alignment  3/ 3, found:	14.6436
Length   88/8, alignment  3/ 3, fail:	13.2715
Length   88/8, alignment  3/ 9, found:	15.1714
Length   88/8, alignment  3/ 9, fail:	13.8237
Length   88/8, alignment  3/15, found:	15.1665
Length   88/8, alignment  3/15, fail:	13.8042
Length   88/8, alignment  9/ 0, found:	15.1958
Length   88/8, alignment  9/ 0, fail:	13.2671
Length   88/8, alignment  9/ 3, found:	15.4644
Length   88/8, alignment  9/ 3, fail:	13.5503
Length   88/8, alignment  9/ 9, found:	16.0112
Length   88/8, alignment  9/ 9, fail:	13.8184
Length   88/8, alignment  9/15, found:	15.9917
Length   88/8, alignment  9/15, fail:	13.7993
Length   88/8, alignment 15/ 0, found:	15.1763
Length   88/8, alignment 15/ 0, fail:	12.9985
Length   88/8, alignment 15/ 3, found:	16.5337
Length   88/8, alignment 15/ 3, fail:	16.9487
Length   88/8, alignment 15/ 9, found:	16.7974
Length   88/8, alignment 15/ 9, fail:	13.272
Length   88/8, alignment 15/15, found:	15.7085
Length   88/8, alignment 15/15, fail:	13.2622
Length   96/8, alignment  0/ 0, found:	15.1958
Length   96/8, alignment  0/ 0, fail:	12.7251
Length   96/8, alignment  0/ 3, found:	14.9321
Length   96/8, alignment  0/ 3, fail:	15.6694
Length   96/8, alignment  0/ 9, found:	16.0112
Length   96/8, alignment  0/ 9, fail:	13.54
Length   96/8, alignment  0/15, found:	15.9766
Length   96/8, alignment  0/15, fail:	13.5352
Length   96/8, alignment  3/ 0, found:	15.1616
Length   96/8, alignment  3/ 0, fail:	12.9985
Length   96/8, alignment  3/ 3, found:	16.5386
Length   96/8, alignment  3/ 3, fail:	13.2769
Length   96/8, alignment  3/ 9, found:	15.7085
Length   96/8, alignment  3/ 9, fail:	13.5503
Length   96/8, alignment  3/15, found:	15.6938
Length   96/8, alignment  3/15, fail:	13.5405
Length   96/8, alignment  9/ 0, found:	15.186
Length   96/8, alignment  9/ 0, fail:	13.54
Length   96/8, alignment  9/ 3, found:	15.4497
Length   96/8, alignment  9/ 3, fail:	13.5454
Length   96/8, alignment  9/ 9, found:	15.7085
Length   96/8, alignment  9/ 9, fail:	14.0776
Length   96/8, alignment  9/15, found:	15.689
Length   96/8, alignment  9/15, fail:	14.0728
Length   96/8, alignment 15/ 0, found:	15.1665
Length   96/8, alignment 15/ 0, fail:	16.5386
Length   96/8, alignment 15/ 3, found:	15.4351
Length   96/8, alignment 15/ 3, fail:	13.2769
Length   96/8, alignment 15/ 9, found:	15.7085
Length   96/8, alignment 15/ 9, fail:	13.2764
Length   96/8, alignment 15/15, found:	15.6982
Length   96/8, alignment 15/15, fail:	13.2666
Length  104/8, alignment  0/ 0, found:	15.1909
Length  104/8, alignment  0/ 0, fail:	12.73
Length  104/8, alignment  0/ 3, found:	18.897
Length  104/8, alignment  0/ 3, fail:	13.0083
Length  104/8, alignment  0/ 9, found:	15.9917
Length  104/8, alignment  0/ 9, fail:	13.5405
Length  104/8, alignment  0/15, found:	15.9673
Length  104/8, alignment  0/15, fail:	13.5356
Length  104/8, alignment  3/ 0, found:	15.9771
Length  104/8, alignment  3/ 0, fail:	12.7251
Length  104/8, alignment  3/ 3, found:	15.5083
Length  104/8, alignment  3/ 3, fail:	13.2715
Length  104/8, alignment  3/ 9, found:	15.7183
Length  104/8, alignment  3/ 9, fail:	13.5552
Length  104/8, alignment  3/15, found:	15.7036
Length  104/8, alignment  3/15, fail:	13.5356
Length  104/8, alignment  9/ 0, found:	15.4644
Length  104/8, alignment  9/ 0, fail:	13.2866
Length  104/8, alignment  9/ 3, found:	17.6372
Length  104/8, alignment  9/ 3, fail:	13.5649
Length  104/8, alignment  9/ 9, found:	16.27
Length  104/8, alignment  9/ 9, fail:	13.8091
Length  104/8, alignment  9/15, found:	16.2456
Length  104/8, alignment  9/15, fail:	13.8091
Length  104/8, alignment 15/ 0, found:	15.4692
Length  104/8, alignment 15/ 0, fail:	12.4614
Length  104/8, alignment 15/ 3, found:	16.0161
Length  104/8, alignment 15/ 3, fail:	13.2764
Length  104/8, alignment 15/ 9, found:	16.2603
Length  104/8, alignment 15/ 9, fail:	13.2715
Length  104/8, alignment 15/15, found:	16.2505
Length  104/8, alignment 15/15, fail:	13.2622
Length  112/8, alignment  0/ 0, found:	19.8638
Length  112/8, alignment  0/ 0, fail:	12.4663
Length  112/8, alignment  0/ 3, found:	17.354
Length  112/8, alignment  0/ 3, fail:	13.0034
Length  112/8, alignment  0/ 9, found:	16.5483
Length  112/8, alignment  0/ 9, fail:	13.5405
Length  112/8, alignment  0/15, found:	16.646
Length  112/8, alignment  0/15, fail:	13.5356
Length  112/8, alignment  3/ 0, found:	15.4448
Length  112/8, alignment  3/ 0, fail:	12.73
Length  112/8, alignment  3/ 3, found:	16.021
Length  112/8, alignment  3/ 3, fail:	13.2715
Length  112/8, alignment  3/ 9, found:	16.2451
Length  112/8, alignment  3/ 9, fail:	13.5449
Length  112/8, alignment  3/15, found:	16.5093
Length  112/8, alignment  3/15, fail:	13.5405
Length  112/8, alignment  9/ 0, found:	15.4546
Length  112/8, alignment  9/ 0, fail:	13.2769
Length  112/8, alignment  9/ 3, found:	15.9966
Length  112/8, alignment  9/ 3, fail:	13.5503
Length  112/8, alignment  9/ 9, found:	16.2603
Length  112/8, alignment  9/ 9, fail:	13.8188
Length  112/8, alignment  9/15, found:	16.2358
Length  112/8, alignment  9/15, fail:	13.7993
Length  112/8, alignment 15/ 0, found:	15.4644
Length  112/8, alignment 15/ 0, fail:	12.7349
Length  112/8, alignment 15/ 3, found:	16.0454
Length  112/8, alignment 15/ 3, fail:	13.0083
Length  112/8, alignment 15/ 9, found:	16.2651
Length  112/8, alignment 15/ 9, fail:	13.2764
Length  112/8, alignment 15/15, found:	18.8242
Length  112/8, alignment 15/15, fail:	13.2666
Length  120/8, alignment  0/ 0, found:	15.7275
Length  120/8, alignment  0/ 0, fail:	12.73
Length  120/8, alignment  0/ 3, found:	15.4497
Length  120/8, alignment  0/ 3, fail:	13.0083
Length  120/8, alignment  0/ 9, found:	16.5483
Length  120/8, alignment  0/ 9, fail:	13.5942
Length  120/8, alignment  0/15, found:	16.519
Length  120/8, alignment  0/15, fail:	13.5356
Length  120/8, alignment  3/ 0, found:	15.4839
Length  120/8, alignment  3/ 0, fail:	12.7788
Length  120/8, alignment  3/ 3, found:	15.9917
Length  120/8, alignment  3/ 3, fail:	13.2812
Length  120/8, alignment  3/ 9, found:	16.3384
Length  120/8, alignment  3/ 9, fail:	13.5552
Length  120/8, alignment  3/15, found:	16.2505
Length  120/8, alignment  3/15, fail:	13.5405
Length  120/8, alignment  9/ 0, found:	16.2896
Length  120/8, alignment  9/ 0, fail:	13.2866
Length  120/8, alignment  9/ 3, found:	16.8267
Length  120/8, alignment  9/ 3, fail:	13.5503
Length  120/8, alignment  9/ 9, found:	22.5298
Length  120/8, alignment  9/ 9, fail:	14.0923
Length  120/8, alignment  9/15, found:	17.0708
Length  120/8, alignment  9/15, fail:	14.0728
Length  120/8, alignment 15/ 0, found:	16.5483
Length  120/8, alignment 15/ 0, fail:	13.0181
Length  120/8, alignment 15/ 3, found:	18.7114
Length  120/8, alignment 15/ 3, fail:	15.7671
Length  120/8, alignment 15/ 9, found:	17.1099
Length  120/8, alignment 15/ 9, fail:	13.5405
Length  120/8, alignment 15/15, found:	17.0708
Length  120/8, alignment 15/15, fail:	13.2622
Length   18/9, alignment  0/ 0, found:	12.1978
Length   18/9, alignment  0/ 0, fail:	12.7344
Length   18/9, alignment  0/ 3, found:	11.9482
Length   18/9, alignment  0/ 3, fail:	13.0034
Length   18/9, alignment  0/ 9, found:	13.0327
Length   18/9, alignment  0/ 9, fail:	13.5747
Length   18/9, alignment  0/15, found:	12.9888
Length   18/9, alignment  0/15, fail:	13.5352
Length   18/9, alignment  3/ 0, found:	11.6753
Length   18/9, alignment  3/ 0, fail:	12.7397
Length   18/9, alignment  3/ 3, found:	12.2124
Length   18/9, alignment  3/ 3, fail:	13.2866
Length   18/9, alignment  3/ 9, found:	12.4854
Length   18/9, alignment  3/ 9, fail:	13.5552
Length   18/9, alignment  3/15, found:	12.4517
Length   18/9, alignment  3/15, fail:	13.5356
Length   18/9, alignment  9/ 0, found:	12.73
Length   18/9, alignment  9/ 0, fail:	12.7642
Length   18/9, alignment  9/ 3, found:	13.2812
Length   18/9, alignment  9/ 3, fail:	13.2915
Length   18/9, alignment  9/ 9, found:	13.5596
Length   18/9, alignment  9/ 9, fail:	13.2915
Length   18/9, alignment  9/15, found:	13.5356
Length   18/9, alignment  9/15, fail:	13.2671
Length   18/9, alignment 15/ 0, found:	12.7349
Length   18/9, alignment 15/ 0, fail:	12.7344
Length   18/9, alignment 15/ 3, found:	13.2764
Length   18/9, alignment 15/ 3, fail:	13.2817
Length   18/9, alignment 15/ 9, found:	16.4604
Length   18/9, alignment 15/ 9, fail:	13.5454
Length   18/9, alignment 15/15, found:	13.5405
Length   18/9, alignment 15/15, fail:	13.5356
Length   27/9, alignment  0/ 0, found:	13.0376
Length   27/9, alignment  0/ 0, fail:	12.7197
Length   27/9, alignment  0/ 3, found:	12.7642
Length   27/9, alignment  0/ 3, fail:	13.0034
Length   27/9, alignment  0/ 9, found:	14.0972
Length   27/9, alignment  0/ 9, fail:	13.5454
Length   27/9, alignment  0/15, found:	14.0728
Length   27/9, alignment  0/15, fail:	13.5259
Length   27/9, alignment  3/ 0, found:	12.998
Length   27/9, alignment  3/ 0, fail:	13.0034
Length   27/9, alignment  3/ 3, found:	13.2769
Length   27/9, alignment  3/ 3, fail:	13.2817
Length   27/9, alignment  3/ 9, found:	13.5308
Length   27/9, alignment  3/ 9, fail:	13.5356
Length   27/9, alignment  3/15, found:	13.5308
Length   27/9, alignment  3/15, fail:	13.5303
Length   27/9, alignment  9/ 0, found:	13.0034
Length   27/9, alignment  9/ 0, fail:	13.0034
Length   27/9, alignment  9/ 3, found:	13.272
Length   27/9, alignment  9/ 3, fail:	13.2769
Length   27/9, alignment  9/ 9, found:	17.5542
Length   27/9, alignment  9/ 9, fail:	13.272
Length   27/9, alignment  9/15, found:	13.5352
Length   27/9, alignment  9/15, fail:	13.2568
Length   27/9, alignment 15/ 0, found:	13.0083
Length   27/9, alignment 15/ 0, fail:	13.0034
Length   27/9, alignment 15/ 3, found:	13.272
Length   27/9, alignment 15/ 3, fail:	13.2769
Length   27/9, alignment 15/ 9, found:	13.5503
Length   27/9, alignment 15/ 9, fail:	15.9233
Length   27/9, alignment 15/15, found:	13.5352
Length   27/9, alignment 15/15, fail:	13.2622
Length   36/9, alignment  0/ 0, found:	13.0132
Length   36/9, alignment  0/ 0, fail:	12.73
Length   36/9, alignment  0/ 3, found:	13.2915
Length   36/9, alignment  0/ 3, fail:	12.9937
Length   36/9, alignment  0/ 9, found:	14.1016
Length   36/9, alignment  0/ 9, fail:	13.5503
Length   36/9, alignment  0/15, found:	14.0874
Length   36/9, alignment  0/15, fail:	13.5308
Length   36/9, alignment  3/ 0, found:	12.7349
Length   36/9, alignment  3/ 0, fail:	12.73
Length   36/9, alignment  3/ 3, found:	13.2715
Length   36/9, alignment  3/ 3, fail:	13.2622
Length   36/9, alignment  3/ 9, found:	13.5259
Length   36/9, alignment  3/ 9, fail:	13.5503
Length   36/9, alignment  3/15, found:	13.5259
Length   36/9, alignment  3/15, fail:	13.5308
Length   36/9, alignment  9/ 0, found:	13.8188
Length   36/9, alignment  9/ 0, fail:	12.4854
Length   36/9, alignment  9/ 3, found:	14.3755
Length   36/9, alignment  9/ 3, fail:	13.0278
Length   36/9, alignment  9/ 9, found:	14.6587
Length   36/9, alignment  9/ 9, fail:	16.0015
Length   36/9, alignment  9/15, found:	14.0728
Length   36/9, alignment  9/15, fail:	13.0034
Length   36/9, alignment 15/ 0, found:	13.2866
Length   36/9, alignment 15/ 0, fail:	12.4658
Length   36/9, alignment 15/ 3, found:	13.8384
Length   36/9, alignment 15/ 3, fail:	13.2817
Length   36/9, alignment 15/ 9, found:	14.0776
Length   36/9, alignment 15/ 9, fail:	13.272
Length   36/9, alignment 15/15, found:	16.9194
Length   36/9, alignment 15/15, fail:	13.2671
Length   45/9, alignment  0/ 0, found:	12.2314
Length   45/9, alignment  0/ 0, fail:	12.73
Length   45/9, alignment  0/ 3, found:	11.9536
Length   45/9, alignment  0/ 3, fail:	13.0083
Length   45/9, alignment  0/ 9, found:	13.0376
Length   45/9, alignment  0/ 9, fail:	13.5352
Length   45/9, alignment  0/15, found:	12.998
Length   45/9, alignment  0/15, fail:	13.5405
Length   45/9, alignment  3/ 0, found:	11.6704
Length   45/9, alignment  3/ 0, fail:	12.7397
Length   45/9, alignment  3/ 3, found:	12.2173
Length   45/9, alignment  3/ 3, fail:	13.3008
Length   45/9, alignment  3/ 9, found:	12.4907
Length   45/9, alignment  3/ 9, fail:	13.5405
Length   45/9, alignment  3/15, found:	12.4712
Length   45/9, alignment  3/15, fail:	13.5356
Length   45/9, alignment  9/ 0, found:	12.7441
Length   45/9, alignment  9/ 0, fail:	12.749
Length   45/9, alignment  9/ 3, found:	13.2817
Length   45/9, alignment  9/ 3, fail:	13.2817
Length   45/9, alignment  9/ 9, found:	13.5601
Length   45/9, alignment  9/ 9, fail:	13.2964
Length   45/9, alignment  9/15, found:	13.5503
Length   45/9, alignment  9/15, fail:	16.9048
Length   45/9, alignment 15/ 0, found:	12.7441
Length   45/9, alignment 15/ 0, fail:	12.7349
Length   45/9, alignment 15/ 3, found:	13.3013
Length   45/9, alignment 15/ 3, fail:	13.0181
Length   45/9, alignment 15/ 9, found:	13.5454
Length   45/9, alignment 15/ 9, fail:	13.0083
Length   45/9, alignment 15/15, found:	13.5303
Length   45/9, alignment 15/15, fail:	12.9932
Length   54/9, alignment  0/ 0, found:	15.6548
Length   54/9, alignment  0/ 0, fail:	12.4663
Length   54/9, alignment  0/ 3, found:	13.311
Length   54/9, alignment  0/ 3, fail:	12.9985
Length   54/9, alignment  0/ 9, found:	14.1313
Length   54/9, alignment  0/ 9, fail:	13.5356
Length   54/9, alignment  0/15, found:	14.0869
Length   54/9, alignment  0/15, fail:	13.5356
Length   54/9, alignment  3/ 0, found:	12.73
Length   54/9, alignment  3/ 0, fail:	12.7251
Length   54/9, alignment  3/ 3, found:	13.272
Length   54/9, alignment  3/ 3, fail:	13.2671
Length   54/9, alignment  3/ 9, found:	13.5498
Length   54/9, alignment  3/ 9, fail:	13.54
Length   54/9, alignment  3/15, found:	13.5405
Length   54/9, alignment  3/15, fail:	13.5356
Length   54/9, alignment  9/ 0, found:	12.73
Length   54/9, alignment  9/ 0, fail:	12.7544
Length   54/9, alignment  9/ 3, found:	13.2861
Length   54/9, alignment  9/ 3, fail:	13.3057
Length   54/9, alignment  9/ 9, found:	13.5405
Length   54/9, alignment  9/ 9, fail:	13.2915
Length   54/9, alignment  9/15, found:	13.5356
Length   54/9, alignment  9/15, fail:	13.2671
Length   54/9, alignment 15/ 0, found:	17.0806
Length   54/9, alignment 15/ 0, fail:	12.1978
Length   54/9, alignment 15/ 3, found:	14.3848
Length   54/9, alignment 15/ 3, fail:	13.2666
Length   54/9, alignment 15/ 9, found:	14.6343
Length   54/9, alignment 15/ 9, fail:	13.2671
Length   54/9, alignment 15/15, found:	14.6294
Length   54/9, alignment 15/15, fail:	13.2622
Length   63/9, alignment  0/ 0, found:	12.7544
Length   63/9, alignment  0/ 0, fail:	12.4565
Length   63/9, alignment  0/ 3, found:	13.3057
Length   63/9, alignment  0/ 3, fail:	12.998
Length   63/9, alignment  0/ 9, found:	14.1021
Length   63/9, alignment  0/ 9, fail:	13.5356
Length   63/9, alignment  0/15, found:	13.814
Length   63/9, alignment  0/15, fail:	13.5356
Length   63/9, alignment  3/ 0, found:	12.5005
Length   63/9, alignment  3/ 0, fail:	12.4609
Length   63/9, alignment  3/ 3, found:	13.3208
Length   63/9, alignment  3/ 3, fail:	13.2769
Length   63/9, alignment  3/ 9, found:	13.5845
Length   63/9, alignment  3/ 9, fail:	13.5356
Length   63/9, alignment  3/15, found:	13.5308
Length   63/9, alignment  3/15, fail:	13.5352
Length   63/9, alignment  9/ 0, found:	13.0083
Length   63/9, alignment  9/ 0, fail:	12.4663
Length   63/9, alignment  9/ 3, found:	13.8286
Length   63/9, alignment  9/ 3, fail:	13.2817
Length   63/9, alignment  9/ 9, found:	14.0776
Length   63/9, alignment  9/ 9, fail:	13.2764
Length   63/9, alignment  9/15, found:	14.0776
Length   63/9, alignment  9/15, fail:	13.2671
Length   63/9, alignment 15/ 0, found:	13.0132
Length   63/9, alignment 15/ 0, fail:	15.689
Length   63/9, alignment 15/ 3, found:	14.3804
Length   63/9, alignment 15/ 3, fail:	13.272
Length   63/9, alignment 15/ 9, found:	14.0972
Length   63/9, alignment 15/ 9, fail:	13.2617
Length   63/9, alignment 15/15, found:	14.0776
Length   63/9, alignment 15/15, fail:	13.2622
Length   72/9, alignment  0/ 0, found:	14.1167
Length   72/9, alignment  0/ 0, fail:	15.1909
Length   72/9, alignment  0/ 3, found:	14.3755
Length   72/9, alignment  0/ 3, fail:	12.9985
Length   72/9, alignment  0/ 9, found:	15.2104
Length   72/9, alignment  0/ 9, fail:	13.5454
Length   72/9, alignment  0/15, found:	15.1611
Length   72/9, alignment  0/15, fail:	13.5352
Length   72/9, alignment  3/ 0, found:	13.5747
Length   72/9, alignment  3/ 0, fail:	12.4614
Length   72/9, alignment  3/ 3, found:	14.3901
Length   72/9, alignment  3/ 3, fail:	13.2769
Length   72/9, alignment  3/ 9, found:	14.6733
Length   72/9, alignment  3/ 9, fail:	13.54
Length   72/9, alignment  3/15, found:	14.624
Length   72/9, alignment  3/15, fail:	13.5454
Length   72/9, alignment  9/ 0, found:	13.0229
Length   72/9, alignment  9/ 0, fail:	12.4565
Length   72/9, alignment  9/ 3, found:	13.8481
Length   72/9, alignment  9/ 3, fail:	13.2622
Length   72/9, alignment  9/ 9, found:	14.1113
Length   72/9, alignment  9/ 9, fail:	13.2715
Length   72/9, alignment  9/15, found:	14.0825
Length   72/9, alignment  9/15, fail:	13.2622
Length   72/9, alignment 15/ 0, found:	13.8433
Length   72/9, alignment 15/ 0, fail:	15.562
Length   72/9, alignment 15/ 3, found:	14.6636
Length   72/9, alignment 15/ 3, fail:	13.2817
Length   72/9, alignment 15/ 9, found:	14.9224
Length   72/9, alignment 15/ 9, fail:	13.2622
Length   72/9, alignment 15/15, found:	14.8877
Length   72/9, alignment 15/15, fail:	13.2617
Length   81/9, alignment  0/ 0, found:	14.1167
Length   81/9, alignment  0/ 0, fail:	12.4712
Length   81/9, alignment  0/ 3, found:	14.3706
Length   81/9, alignment  0/ 3, fail:	13.0083
Length   81/9, alignment  0/ 9, found:	15.186
Length   81/9, alignment  0/ 9, fail:	13.5601
Length   81/9, alignment  0/15, found:	14.356
Length   81/9, alignment  0/15, fail:	13.5352
Length   81/9, alignment  3/ 0, found:	14.3555
Length   81/9, alignment  3/ 0, fail:	12.9985
Length   81/9, alignment  3/ 3, found:	14.6489
Length   81/9, alignment  3/ 3, fail:	13.272
Length   81/9, alignment  3/ 9, found:	14.8882
Length   81/9, alignment  3/ 9, fail:	13.5503
Length   81/9, alignment  3/15, found:	14.8882
Length   81/9, alignment  3/15, fail:	13.5356
Length   81/9, alignment  9/ 0, found:	14.1064
Length   81/9, alignment  9/ 0, fail:	12.7251
Length   81/9, alignment  9/ 3, found:	14.6392
Length   81/9, alignment  9/ 3, fail:	13.2769
Length   81/9, alignment  9/ 9, found:	14.9126
Length   81/9, alignment  9/ 9, fail:	13.2866
Length   81/9, alignment  9/15, found:	15.7036
Length   81/9, alignment  9/15, fail:	13.2622
Length   81/9, alignment 15/ 0, found:	14.082
Length   81/9, alignment 15/ 0, fail:	15.5469
Length   81/9, alignment 15/ 3, found:	14.6387
Length   81/9, alignment 15/ 3, fail:	13.2769
Length   81/9, alignment 15/ 9, found:	15.7085
Length   81/9, alignment 15/ 9, fail:	13.2769
Length   81/9, alignment 15/15, found:	14.8833
Length   81/9, alignment 15/15, fail:	13.2769
Length   90/9, alignment  0/ 0, found:	14.3853
Length   90/9, alignment  0/ 0, fail:	15.4888
Length   90/9, alignment  0/ 3, found:	15.4595
Length   90/9, alignment  0/ 3, fail:	12.998
Length   90/9, alignment  0/ 9, found:	16.2891
Length   90/9, alignment  0/ 9, fail:	13.5352
Length   90/9, alignment  0/15, found:	16.2456
Length   90/9, alignment  0/15, fail:	13.5356
Length   90/9, alignment  3/ 0, found:	14.6489
Length   90/9, alignment  3/ 0, fail:	12.4565
Length   90/9, alignment  3/ 3, found:	14.6489
Length   90/9, alignment  3/ 3, fail:	13.272
Length   90/9, alignment  3/ 9, found:	14.9126
Length   90/9, alignment  3/ 9, fail:	13.5498
Length   90/9, alignment  3/15, found:	14.8779
Length   90/9, alignment  3/15, fail:	13.5356
Length   90/9, alignment  9/ 0, found:	14.644
Length   90/9, alignment  9/ 0, fail:	12.4907
Length   90/9, alignment  9/ 3, found:	15.4595
Length   90/9, alignment  9/ 3, fail:	13.3013
Length   90/9, alignment  9/ 9, found:	14.9126
Length   90/9, alignment  9/ 9, fail:	13.2959
Length   90/9, alignment  9/15, found:	14.8828
Length   90/9, alignment  9/15, fail:	13.272
Length   90/9, alignment 15/ 0, found:	17.7935
Length   90/9, alignment 15/ 0, fail:	12.7349
Length   90/9, alignment 15/ 3, found:	16.5435
Length   90/9, alignment 15/ 3, fail:	13.272
Length   90/9, alignment 15/ 9, found:	15.7378
Length   90/9, alignment 15/ 9, fail:	13.272
Length   90/9, alignment 15/15, found:	15.7134
Length   90/9, alignment 15/15, fail:	13.2573
Length   99/9, alignment  0/ 0, found:	18.0132
Length   99/9, alignment  0/ 0, fail:	12.4614
Length   99/9, alignment  0/ 3, found:	14.126
Length   99/9, alignment  0/ 3, fail:	13.0127
Length   99/9, alignment  0/ 9, found:	16.2651
Length   99/9, alignment  0/ 9, fail:	13.5405
Length   99/9, alignment  0/15, found:	16.2358
Length   99/9, alignment  0/15, fail:	13.5405
Length   99/9, alignment  3/ 0, found:	15.9771
Length   99/9, alignment  3/ 0, fail:	12.73
Length   99/9, alignment  3/ 3, found:	15.4399
Length   99/9, alignment  3/ 3, fail:	13.272
Length   99/9, alignment  3/ 9, found:	15.7036
Length   99/9, alignment  3/ 9, fail:	13.5352
Length   99/9, alignment  3/15, found:	15.6934
Length   99/9, alignment  3/15, fail:	13.54
Length   99/9, alignment  9/ 0, found:	14.9224
Length   99/9, alignment  9/ 0, fail:	12.7495
Length   99/9, alignment  9/ 3, found:	15.4595
Length   99/9, alignment  9/ 3, fail:	13.2866
Length   99/9, alignment  9/ 9, found:	15.728
Length   99/9, alignment  9/ 9, fail:	13.5698
Length   99/9, alignment  9/15, found:	15.7036
Length   99/9, alignment  9/15, fail:	17.6519
Length   99/9, alignment 15/ 0, found:	14.6636
Length   99/9, alignment 15/ 0, fail:	12.4712
Length   99/9, alignment 15/ 3, found:	15.6548
Length   99/9, alignment 15/ 3, fail:	13.2764
Length   99/9, alignment 15/ 9, found:	15.7476
Length   99/9, alignment 15/ 9, fail:	13.2671
Length   99/9, alignment 15/15, found:	15.6987
Length   99/9, alignment 15/15, fail:	15.894
Length  108/9, alignment  0/ 0, found:	14.937
Length  108/9, alignment  0/ 0, fail:	12.4614
Length  108/9, alignment  0/ 3, found:	16.2896
Length  108/9, alignment  0/ 3, fail:	13.0034
Length  108/9, alignment  0/ 9, found:	17.3589
Length  108/9, alignment  0/ 9, fail:	13.5356
Length  108/9, alignment  0/15, found:	17.3296
Length  108/9, alignment  0/15, fail:	13.5454
Length  108/9, alignment  3/ 0, found:	14.8882
Length  108/9, alignment  3/ 0, fail:	12.7393
Length  108/9, alignment  3/ 3, found:	15.4492
Length  108/9, alignment  3/ 3, fail:	13.2769
Length  108/9, alignment  3/ 9, found:	15.7036
Length  108/9, alignment  3/ 9, fail:	13.5405
Length  108/9, alignment  3/15, found:	15.7036
Length  108/9, alignment  3/15, fail:	13.5356
Length  108/9, alignment  9/ 0, found:	15.4644
Length  108/9, alignment  9/ 0, fail:	12.4614
Length  108/9, alignment  9/ 3, found:	16.0063
Length  108/9, alignment  9/ 3, fail:	13.0029
Length  108/9, alignment  9/ 9, found:	16.27
Length  108/9, alignment  9/ 9, fail:	17.5005
Length  108/9, alignment  9/15, found:	16.2456
Length  108/9, alignment  9/15, fail:	13.2715
Length  108/9, alignment 15/ 0, found:	15.4688
Length  108/9, alignment 15/ 0, fail:	12.7197
Length  108/9, alignment 15/ 3, found:	16.0259
Length  108/9, alignment 15/ 3, fail:	13.2915
Length  108/9, alignment 15/ 9, found:	16.2749
Length  108/9, alignment 15/ 9, fail:	16.0259
Length  108/9, alignment 15/15, found:	17.8667
Length  108/9, alignment 15/15, fail:	13.2769
Length  117/9, alignment  0/ 0, found:	17.6323
Length  117/9, alignment  0/ 0, fail:	12.73
Length  117/9, alignment  0/ 3, found:	15.7476
Length  117/9, alignment  0/ 3, fail:	12.9985
Length  117/9, alignment  0/ 9, found:	16.5581
Length  117/9, alignment  0/ 9, fail:	13.5405
Length  117/9, alignment  0/15, found:	18.4038
Length  117/9, alignment  0/15, fail:	13.5356
Length  117/9, alignment  3/ 0, found:	15.4497
Length  117/9, alignment  3/ 0, fail:	12.7246
Length  117/9, alignment  3/ 3, found:	15.9819
Length  117/9, alignment  3/ 3, fail:	13.2769
Length  117/9, alignment  3/ 9, found:	16.2407
Length  117/9, alignment  3/ 9, fail:	13.5503
Length  117/9, alignment  3/15, found:	16.2358
Length  117/9, alignment  3/15, fail:	13.5356
Length  117/9, alignment  9/ 0, found:	15.4497
Length  117/9, alignment  9/ 0, fail:	12.7397
Length  117/9, alignment  9/ 3, found:	15.9868
Length  117/9, alignment  9/ 3, fail:	17.3345
Length  117/9, alignment  9/ 9, found:	17.8813
Length  117/9, alignment  9/ 9, fail:	13.2817
Length  117/9, alignment  9/15, found:	16.2456
Length  117/9, alignment  9/15, fail:	13.272
Length  117/9, alignment 15/ 0, found:	18.1694
Length  117/9, alignment 15/ 0, fail:	12.7295
Length  117/9, alignment 15/ 3, found:	16.8066
Length  117/9, alignment 15/ 3, fail:	15.6641
Length  117/9, alignment 15/ 9, found:	18.98
Length  117/9, alignment 15/ 9, fail:	13.0029
Length  117/9, alignment 15/15, found:	18.9458
Length  117/9, alignment 15/15, fail:	12.9932
Length  126/9, alignment  0/ 0, found:	15.7324
Length  126/9, alignment  0/ 0, fail:	12.7295
Length  126/9, alignment  0/ 3, found:	17.3491
Length  126/9, alignment  0/ 3, fail:	12.9985
Length  126/9, alignment  0/ 9, found:	18.4331
Length  126/9, alignment  0/ 9, fail:	13.5405
Length  126/9, alignment  0/15, found:	18.4087
Length  126/9, alignment  0/15, fail:	13.5356
Length  126/9, alignment  3/ 0, found:	17.0757
Length  126/9, alignment  3/ 0, fail:	12.7251
Length  126/9, alignment  3/ 3, found:	15.9917
