                       	strsep
Length   30/5, alignment  3/ 9, found:	11.4213
Length   30/5, alignment  3/ 9, fail:	6.48938
Length   30/5, alignment  3/15, found:	16.707
Length   30/5, alignment  3/15, fail:	6.49072
Length   30/5, alignment  9/ 0, found:	22.973
Length   30/5, alignment  9/ 0, fail:	5.67773
Length   30/5, alignment  9/ 3, found:	16.9585
Length   30/5, alignment  9/ 3, fail:	5.94861
Length   30/5, alignment  9/ 9, found:	17.5676
Length   30/5, alignment  9/ 9, fail:	6.4895
Length   30/5, alignment  9/15, found:	16.585
Length   30/5, alignment  9/15, fail:	6.49548
Length   30/5, alignment 15/ 0, found:	23.6812
Length   30/5, alignment 15/ 0, fail:	6.22449
Length   30/5, alignment 15/ 3, found:	16.5935
Length   30/5, alignment 15/ 3, fail:	6.4895
Length   30/5, alignment 15/ 9, found:	16.6899
Length   30/5, alignment 15/ 9, fail:	5.94861
Length   30/5, alignment 15/15, found:	16.906
Length   30/5, alignment 15/15, fail:	6.57251
Length   35/5, alignment  0/ 0, found:	22.9755
Length   35/5, alignment  0/ 0, fail:	6.76782
Length   35/5, alignment  0/ 3, found:	23.609
Length   35/5, alignment  0/ 3, fail:	5.95483
Length   35/5, alignment  0/ 9, found:	22.9694
Length   35/5, alignment  0/ 9, fail:	5.95117
Length   35/5, alignment  0/15, found:	16.3602
Length   35/5, alignment  0/15, fail:	7.20361
Length   35/5, alignment  3/ 0, found:	22.9744
Length   35/5, alignment  3/ 0, fail:	5.6825
Length   35/5, alignment  3/ 3, found:	17.5347
Length   35/5, alignment  3/ 3, fail:	6.49194
Length   35/5, alignment  3/ 9, found:	16.5898
Length   35/5, alignment  3/ 9, fail:	5.94983
Length   35/5, alignment  3/15, found:	16.6191
Length   35/5, alignment  3/15, fail:	6.22205
Length   35/5, alignment  9/ 0, found:	23.6505
Length   35/5, alignment  9/ 0, fail:	6.22217
Length   35/5, alignment  9/ 3, found:	22.973
Length   35/5, alignment  9/ 3, fail:	7.1377
Length   35/5, alignment  9/ 9, found:	22.9718
Length   35/5, alignment  9/ 9, fail:	6.4895
Length   35/5, alignment  9/15, found:	23.5223
Length   35/5, alignment  9/15, fail:	6.4895
Length   35/5, alignment 15/ 0, found:	24.6832
Length   35/5, alignment 15/ 0, fail:	6.50049
Length   35/5, alignment 15/ 3, found:	24.0571
Length   35/5, alignment 15/ 3, fail:	7.37805
Length   35/5, alignment 15/ 9, found:	16.2151
Length   35/5, alignment 15/ 9, fail:	6.76294
Length   35/5, alignment 15/15, found:	17.3027
Length   35/5, alignment 15/15, fail:	7.03882
Length   24/6, alignment  0/ 0, found:	23.244
Length   24/6, alignment  0/ 0, fail:	6.46631
Length   24/6, alignment  0/ 3, found:	23.5638
Length   24/6, alignment  0/ 3, fail:	5.41284
Length   24/6, alignment  0/ 9, found:	24.2877
Length   24/6, alignment  0/ 9, fail:	5.68018
Length   24/6, alignment  0/15, found:	21.3531
Length   24/6, alignment  0/15, fail:	5.95105
Length   24/6, alignment  3/ 0, found:	21.6229
Length   24/6, alignment  3/ 0, fail:	5.41028
Length   24/6, alignment  3/ 3, found:	24.9176
Length   24/6, alignment  3/ 3, fail:	5.41162
Length   24/6, alignment  3/ 9, found:	24.118
Length   24/6, alignment  3/ 9, fail:	5.41284
Length   24/6, alignment  3/15, found:	22.973
Length   24/6, alignment  3/15, fail:	5.67761
Length   24/6, alignment  9/ 0, found:	22.9719
Length   24/6, alignment  9/ 0, fail:	5.6825
Length   24/6, alignment  9/ 3, found:	16.8657
Length   24/6, alignment  9/ 3, fail:	5.95117
Length   24/6, alignment  9/ 9, found:	16.6033
Length   24/6, alignment  9/ 9, fail:	7.13635
Length   24/6, alignment  9/15, found:	16.1272
Length   24/6, alignment  9/15, fail:	6.49194
Length   24/6, alignment 15/ 0, found:	22.973
Length   24/6, alignment 15/ 0, fail:	6.21973
Length   24/6, alignment 15/ 3, found:	16.6007
Length   24/6, alignment 15/ 3, fail:	7.33044
Length   24/6, alignment 15/ 9, found:	16.6008
Length   24/6, alignment 15/ 9, fail:	6.48828
Length   24/6, alignment 15/15, found:	16.1272
Length   24/6, alignment 15/15, fail:	7.40247
Length   30/6, alignment  0/ 0, found:	23.2454
Length   30/6, alignment  0/ 0, fail:	5.68005
Length   30/6, alignment  0/ 3, found:	23.7861
Length   30/6, alignment  0/ 3, fail:	5.41028
Length   30/6, alignment  0/ 9, found:	23.6079
Length   30/6, alignment  0/ 9, fail:	5.41028
Length   30/6, alignment  0/15, found:	21.3531
Length   30/6, alignment  0/15, fail:	5.94983
Length   30/6, alignment  3/ 0, found:	23.8093
Length   30/6, alignment  3/ 0, fail:	6.22449
Length   30/6, alignment  3/ 3, found:	15.8158
Length   30/6, alignment  3/ 3, fail:	6.49072
Length   30/6, alignment  3/ 9, found:	17.0269
Length   30/6, alignment  3/ 9, fail:	6.49182
Length   30/6, alignment  3/15, found:	16.1307
Length   30/6, alignment  3/15, fail:	6.49805
